trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,R,1,R,Z,1,1,f1ef6c9fa6c2ee22225fb31d4fe611b532183cdba82689634aca05c5a618071a,354826746,1
2,R,1,R,Z,1,2,b673b97f6875e6df251951615759545433d133ab2936e442a25b776e811bebdf,354826746,1
3,R,1,R,Z,1,3,fde2ce7131f80fc82c504038371aadc464afe1f638bea07730b51049727bd63b,354826746,1
4,R,1,R,Z,1,4,52531a0926db0ea488e8b510c7256a1649cff4173ac5da04e49267a03074317f,354826746,1
5,R,1,R,Z,1,5,ff064ee2f562b53609e9f334dd6f28cfacb21cc6daf79e4f127ac33e5c4861f9,354826746,1
6,R,1,R,Z,1,6,344f0fd8b176d02a906b6873fea3bf1aeb4c4e838ff8585d59c1bd5ca6b65c8c,354826746,1
7,R,1,R,Z,1,7,9c6051f19334b27467a9c3310d9ea9dfbc49735d1acf18f47ba3dee8d607c841,354826746,1
8,R,1,R,Z,1,8,8674ec5ac7ccba9e252375c07a3d0d0b6a770604b73637aacf2e719bcd169791,354826746,1
9,R,1,R,Z,1,9,6e5c80657967f7431bb17b566612672eb27b815de167fdbdb8d3dfb5ca365984,354826746,1
10,R,1,R,Z,1,10,f62e488dc084119f9e15c4921481e7def1df964db05a0eb27313cf85061abca9,354826746,1
11,R,1,R,Z,1,11,5221dc1c446cb19bcb28b65f28d9b8bd1ad5697c834107dc3745bc67fb9547e7,354826746,1
12,R,1,R,Z,0,11,9b328854a2b1cf3880fa287d5a778300cf877ab67d44551fafeac84ce7c8cf60,354826746,1
13,Z,2,R,Z,0,11,6376bc5f45c687839789834a7f859929edb65eb0425916bece6914e1542669fc,354826746,1
14,Z,2,R,Z,1,12,3e42adbae024d2c0825d0bc8c0714852745adc05872efeb6f842995c08f84124,354826746,1
15,Z,2,R,Z,1,13,a992cf0710b411eed06598265c8d2750f3884e2bf21009c043f639edabfb6c59,354826746,1
16,Z,2,R,Z,0,13,573017a17a57c52f101b34b5ea42b2d348e912a312303675003fc557161c682f,354826746,1
17,R,1,R,Z,1,14,913ae5444b21aad8094228accd387c569eee86be73f7254df47d72be512f5ead,354826746,1
18,R,1,R,Z,1,15,41ce126e1302389d4ab559f57b702aad4016832bf4fb5c646de919b11fa44d2d,354826746,1
19,R,1,R,Z,0,15,2ffc63c17a979d50f8c432a04db1be44ac2f9e1473d39d389dded1abe1aac0bf,354826746,1
20,Z,2,R,Z,0,15,6a4e89a09fca4588f96b2d60eee301bdac7d504a61108aef659416db2ef99aea,354826746,1
21,Z,2,R,Z,0,15,22fba968ca367763d346772473590142928efad638961d24067e1bab8361ef5a,354826746,1
22,R,1,R,Z,1,16,972a4e39ee0dd5b19224e2dee676a834241990548bb18131af1a5b247379cd81,354826746,1
23,R,1,R,Z,1,17,0bff553cd35c56d5444ca74d1593c14455c6f62ae429a581c97d6be5491f8e48,354826746,1
24,R,1,R,Z,1,18,863f16cb1819c0fdc3d3b7518dcd74d5c134de1958a23dbb97c22637b068fc30,354826746,1
25,R,1,R,Z,0,18,f2fc2dde25d6e4152f4ab27a22aef962c98a66b6e2d65b04788adfdb95de12ed,354826746,1
26,Z,2,R,Z,0,18,e86fa4ab91128866d7921b6118fe57efd3f964dfe2f6b9bc885fd24f5d614e61,354826746,1
27,Z,2,R,Z,0,18,bd19a475b1f57245d0a952b09a635386814d9e37ca4b8f9efef3052ec2c92d51,354826746,1
28,R,1,R,Z,1,19,e5bed00e1c42364f9eb9c822cf9dc632a1a9688987c3ef97f14a939d15d7753a,354826746,1
29,R,1,R,Z,1,20,dd5cd5a1372ade229c4d5862ba3a58c11e01a4c751f0b4e7e18e9405254567af,354826746,1
