trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,F,1,F,K,0,0,0d70b7eb53f2b3aafe2b6e5916715f4c00bf25d87ca616e0e1d384709ada192c,2095133045,2
2,K,2,F,K,1,1,e21ddfb9d1b0d4acc8b2a15f1c25e2878d5b0444818964dd7092ab1c8df9e85e,2095133045,2
3,K,2,F,K,1,2,3d20ed30d221c91d5efe33d67cd8eeeb1a22e5172fb2e8267a8c951e0797701f,2095133045,2
4,K,2,F,K,0,2,8ef4da60884a97d918e10508d7faf0cbd63359e5377948bfa05cc03f94daaee9,2095133045,2
5,F,1,F,K,1,3,c4b48980f23363f32e4d11cb6db17d86e1c71b06d04a0a23fc728f502e0bc797,2095133045,2
6,F,1,F,K,1,4,936e2bda01d637fb8eced0984cfc1e6ea682488e885f18dc58a92ee428e7c728,2095133045,2
7,F,1,F,K,0,4,e686347550fd1dca33057b3b921b4ad2be692b072fec704b8f0d2635ffe2d3ad,2095133045,2
8,K,2,F,K,1,5,af5ce6d753aea03d9234cbee0f1ad7517a80d0307c3ae3d1a5f14462bf3574ce,2095133045,2
9,K,2,F,K,1,6,72c4b1c0f1a771f6f4a949bf9448ee19c425d54952d91c3ffa625480b0dcb737,2095133045,2
10,K,2,F,K,1,7,d2dd68f16023b17c26c5e05fcd936fdecb5a5819210cafe3a5fef31717915731,2095133045,2
11,K,2,F,K,1,8,386c538969b6c41a8e097836e54f7cecb7e7ddba9ef74c14217ec25861d469b9,2095133045,2
12,K,2,F,K,1,9,567aee6b3c73a36c3c4d4156d3ff2f1bdd1170afa9b58d677ef4e189ea081a4a,2095133045,2
13,K,2,F,K,1,10,ce76e94b831a977af5e69d1e7d362029e8666b69fa5261df286b91b566cb8ad1,2095133045,2
14,K,2,F,K,1,11,7684154bb766717bfd40b212073ef56d7acf227734655667bc5e22c2ba096df1,2095133045,2
15,K,2,F,K,1,12,9a23bed5031be475581a9636778c2f64470ebcd6fb94c8eb8a694109b3f4a292,2095133045,2
16,K,2,F,K,1,13,c26988c9dff76f478eb88f16cf08440543bccae942f995115628914b26cdbc2a,2095133045,2
17,K,2,F,K,1,14,fe72804f8391cf154d723bdb8c02a415b925323027fc4d10213fee0834b1c738,2095133045,2
18,K,2,F,K,1,15,a808b8070f0cd6bd55388c544154f9a6d10e623e754a25a0319a12ccf362aabd,2095133045,2
19,K,2,F,K,1,16,f6a346a0af16c1444f74c5ef29c7f936be5c2f51b4efc4e11e55162adffeffd9,2095133045,2
20,K,2,F,K,1,17,8e5580b74f9c65fbfc863863d99b16d0a5a59c6d3a704587fb6f0028d8cc203a,2095133045,2
21,K,2,F,K,0,17,3d9c6da42014713c6ea62e279de05a1c5351dce5a08cb6d7dea76ffd62ccadba,2095133045,2
22,F,1,F,K,1,18,3ee38c9011093ff7ddae070e2d7488f7d2961d4ce8d38d9762990fb149144668,2095133045,2
23,F,1,F,K,0,18,a4b696f6649f3c0b2afa9060eb1ab97a86a129ff065026fb78304a31bae8e42c,2095133045,2
24,K,2,F,K,1,19,9e3803b8cf77e0eb77002b431ab9a6d3f6c600727a969bdad6395cd18f763158,2095133045,2
25,K,2,F,K,1,20,81c63ac16add71a9278c98f18ab3bb152210dcca90fc47d6b6b06e7d6508a29e,2095133045,2
26,K,2,F,K,1,21,99ddd788aed4f1168108180e3cfc4113a752716553c44c04a0ab4a29505254f8,2095133045,2
27,K,2,F,K,1,22,2fa02ef56f47dcf50427ccc9fd92ad24a858bfe3718e4d2673fd2a0795462ad6,2095133045,2
28,K,2,F,K,1,23,a88d5cf523bad7a77192e846af37830adfb0412e9bd2ee3e78487be2f618ba34,2095133045,2
29,K,2,F,K,1,24,ff49ae489346ca1ea37195e5380130f6eab012206418046ba7d6697e361e4a37,2095133045,2
30,K,2,F,K,0,24,12ac0697f10b3aa2fede250034609fbdfa8424122ac27473c8246799be41e838,2095133045,2
31,F,1,F,K,1,25,ebf72012169dc947ec6dc71c26aabccfe5f40eff70335b8658bfd1e30d3360a1,2095133045,2
32,F,1,F,K,0,25,e6310a6e4f45da35b0c69073ee20095732f60eb7fdada6cb4b07978873d89560,2095133045,2
33,K,2,F,K,1,26,364090e2b454ae640aca2e2c079be0a160d8ef5927c0c1f06e567806059a2ba0,2095133045,2
34,K,2,F,K,1,27,3df9620610f67ce8af82dd7001aa1e0c35abcf33d5e8cd2036b6f8be4080bfca,2095133045,2
35,K,2,F,K,1,28,0ac84030346b5c0cf1a4bb6c6eed895f2215635ee98532835098e8ccb77152b3,2095133045,2
36,K,2,F,K,1,29,50666f952f57bc55fcaf09a3d023cb0a9843c6e1bbb276e2b99da7e99d0352b5,2095133045,2
37,K,2,F,K,0,29,3f57f485e9ae6a580440965725d77e52ebbcdb2f55ce646aeadb3c923fbf6afc,2095133045,2
38,F,1,F,K,1,30,e84c7dc6e5048e70b54163f2bb6ab41a89f515854b1f4552fb2881a577e24e24,2095133045,2
39,F,1,F,K,0,30,93c890e969aee59ed90c5ae85c8322589535718f9618a37341540fa1cb739105,2095133045,2
40,K,2,F,K,0,30,d78c62d2bc97097c6c37e290169cb2e263c752fa628e037109caefddf342a91f,2095133045,2
41,K,2,F,K,0,30,db1da5dfdb2819584668dab79f61c01229f5a58d31b97f1171d999ce87e1083f,2095133045,2
42,F,1,F,K,1,31,fe78dad0bf9ff5a8cf846e154e64544ffe0bc1d0ab97d2cead101767c7d31e5a,2095133045,2
43,F,1,F,K,1,32,cf8b13eb81d779d165b5895f7fc3b0051a5330c683169948904203cc52b9fa81,2095133045,2
44,F,1,F,K,1,33,8693742e9f66bee7f0a5b86283969bb013a75b2f91b3bba560bcb03046964315,2095133045,2
45,F,1,F,K,1,34,eff2a7b3d1e44de9b44c61eacede156f6405c011b81840cbcf78e3ca20d38110,2095133045,2
46,F,1,F,K,1,35,136f678b116e67752414d10010d94691e4bb5dfe91a89396c72ce8e17dec0722,2095133045,2
47,F,1,F,K,1,36,2ea42d26154461777f247f982df0c324f7bd9a5e8ba3de50d9f25d37e253f752,2095133045,2
48,F,1,F,K,1,37,53862f2be71ad0db38cf0968dd2d1f1ad7009578cd08e66b3a9e578c6f0fe8f1,2095133045,2
49,F,1,F,K,1,38,ea616f3fa2dacfd9a6744786af2594527c38600a4ba132b8eb9fa2cc981a643c,2095133045,2
50,F,1,F,K,1,39,f293d169dc79f839b1f98738fb9a309cda2744b07f656a19e52754a3ca08410e,2095133045,2
51,F,1,F,K,1,40,9d33b9054f43b0a4e1266540027e9375f5c24e1fe7ea435d5b0a8fb89cfc55db,2095133045,2
52,F,1,F,K,1,41,50f10637eadfb83b3b9b68ba4d16f77ae51fb2e0260244dc844819b59e046083,2095133045,2
53,F,1,F,K,0,41,edab50d06a8fe0546eb1f768b55a51424fc47a2627fc60e1c2f7e0a395f90934,2095133045,2
54,K,2,F,K,1,42,47e61206dcaa18cbf710023070eeaa868a97204b88312b83018d86e7fc7a7220,2095133045,2
55,K,2,F,K,0,42,5250ed357b954b7547af6ae128c167482a6fe75f6750eab773737e8ee809f406,2095133045,2
56,K,2,F,K,1,43,7c735bfe5add79a9f50ece9210cc55e67ad3c349df198e1120cd4e7b766b2eb0,2095133045,2
57,K,2,F,K,1,44,3a7b7b121ec39dcc71c6395a8194459d04bbe738dd619853ae42d622daa9ba4a,2095133045,2
58,K,2,F,K,1,45,61d04ed1b93249695c7c8f1611cb207ad42d4142711e891f312256f9b18ef73c,2095133045,2
59,K,2,F,K,1,46,e2e7669e5053307e69692e1a03f120c2f9e117a9d2363740302a4c2228062bcc,2095133045,2
60,K,2,F,K,0,46,0ac279b465b44714b2e6410f8de86dd6ea74b2be7c59a3ba2466979fd6305f49,2095133045,2
61,F,1,F,K,0,46,88f927922401d1745387036c17279b058cc30dbfc65cf15448f435d556de65d0,2095133045,2
62,K,2,F,K,0,46,8236d96722ed1b4e876240748919560aee611cf52ada0a79d4f265789ae8df79,2095133045,2
63,F,1,F,K,0,46,ddc8e856b3a40801245d72b8a2e87a0c9e8f2e98c1001b7307c3e85cd2a737a9,2095133045,2
64,K,2,F,K,1,47,bca8322ee1185746af23a8380b878568d840f6ad0b38e6b584af7a2a64edc1fc,2095133045,2
65,K,2,F,K,1,48,1f986c736f0dc64ec12368f328f117e979b91600452117d81d3ab522694ec504,2095133045,2
66,K,2,F,K,1,49,31b2db9270267d39e780bac2491d8be34fe74ec357ab2b329d07137282eb5161,2095133045,2
67,K,2,F,K,1,50,c8316625744fd6f7d454b149242f5828e686ee2214f67676323ce8c8553c5f9b,2095133045,2
68,K,2,F,K,0,50,85df7927c97258a6c461d8d8e43deae426489b31ef75b2aeb042616752f35144,2095133045,2
69,F,1,F,K,0,50,7627c66c47dbacfe52368aad4c7963130c14ff429dbc4af7ab42a41bf81fdaad,2095133045,2
70,F,1,F,K,0,50,2226da86657c447d2ca738f83571366edafd90186ac0b133a63ca36e67d4a4a7,2095133045,2
71,K,2,F,K,0,50,036471f027eceb4a9a1f23d750fe6168142cd5dd13035123b2bba0250b327b03,2095133045,2
