trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,B,1,B,U,1,1,334839a32ac954fcd1f9892c6038df3d4350f5e1c31b2a9612c94f5d6bbd0c4b,957106589,1
2,B,1,B,U,0,1,527d8c518b92ca62ec250b6203e43ce28053f978ff825c26528d74eeb4a06893,957106589,1
3,U,2,B,U,0,1,ab2d8d712af0dcfe119b1cea1c9db4488a2de7e97abf9c68c0cb16b60ec2682a,957106589,1
4,B,1,B,U,1,2,b32689a0196dbd9ac70ae7e7813cdac4a54dade23d4fe3feeb047e587ef65740,957106589,1
5,B,1,B,U,1,3,47c9493c635a6540316841813aec5308d5b50b210f94e1791f7a3ec3cbbe53e1,957106589,1
6,B,1,B,U,1,4,414f53516513040d2d94119d0fcad9440d20c4fc5acdf3a0469d9d056bb41243,957106589,1
7,B,1,B,U,1,5,5f973827285a9a43bb72c0fdc4984b69690ba1d73f54eb1b805cc652256557d4,957106589,1
8,B,1,B,U,1,6,3be1b87c83236cfaa53e30f624fd36e42546fb224076380ec8f7008d7bcd71fa,957106589,1
9,B,1,B,U,1,7,5fb3eb4cc0243d68064e51b276d612355c616c6c3e09af0e1dc4a458d83d5cea,957106589,1
10,B,1,B,U,1,8,4f5fcd78e0da974ea536be03cfa40f08b30d4bb52f04bdd9baeb40b7d66bd6f6,957106589,1
11,B,1,B,U,0,8,816e35e6deb739ab766e5c30d02524e8205a7d9e9940d353fb0301a10420df40,957106589,1
12,U,2,B,U,0,8,a6410382e1d7771c11e45a07849b0f79c074958bfd908851f892f2c689d94e0c,957106589,1
13,B,1,B,U,1,9,136acb07867b67bf6722b77691a55f73c5222dbb38fb73da47f04ffa4584d810,957106589,1
14,B,1,B,U,1,10,d3619eb082887d8bae34f19075eeaf2be74be29a2df1cad140cee8cc46d7d8b2,957106589,1
15,B,1,B,U,1,11,7b7b9d8e58ae78b475c20fef97d8398ae06425cb43bb2770ad4c6122119dfc1e,957106589,1
16,B,1,B,U,1,12,04ebd47c2c0f986235b948fc0286ad5bb7ae7648982f056da8307a8bb58ce9d6,957106589,1
17,B,1,B,U,1,13,c7b87fc98298a0fed094fa2306c7bb57e82b5b21f1b0c201dbfaee59a2cca4bb,957106589,1
18,B,1,B,U,0,13,648e98055425886acb9019c54f0a474eb913592ccd4aab3080efd76715d75153,957106589,1
19,B,1,B,U,1,14,e8c07647b8c2dbfb24af8e44c98d3e4ef9a7a6aebb072b6a8287d697d130e42f,957106589,1
20,B,1,B,U,1,15,fe3012fe821e45e13789b309333831c25720ca36df4445651f2d94f3c1edf4de,957106589,1
21,B,1,B,U,1,16,634e57aab80cd0b7b03f9320d6e261a515fbc5fcb543978f76b48d5b82074feb,957106589,1
22,B,1,B,U,1,17,679da6a079c010ae6cd92238481fbb5612c3d271f86eeff2469aba4b9f8eb7a2,957106589,1
23,B,1,B,U,0,17,490437fd697dbd4c29d86480257700c095f15a2d6db5c4692ab864df78ef277f,957106589,1
24,U,2,B,U,0,17,1fb3fbbe1f69900f895d3cc563a64bd4f4b4a60d33b5a5535096e8118e747cbf,957106589,1
25,B,1,B,U,1,18,2785ac00127da2f2812a03e04758c20183f18c6cd1dedacee91686d2b23dc3d4,957106589,1
26,B,1,B,U,1,19,2b143eee2b017a474210c4b8cf68f5f7a6b4a9a1233c753fed38128c8e26207e,957106589,1
27,B,1,B,U,1,20,c20a67fdcf94c599462d6690776df9f4eb7b2d80125e4b7b5e399dfc2c7e4ab1,957106589,1
28,B,1,B,U,0,20,2d25ecb107539787706f6a88e292ee2d8bb72719ec6f88aaa4ebfe5ea13c201f,957106589,1
29,B,1,B,U,1,21,76b3f69f6c497f3231f07c2e58eb488aae35f90e045ad0fcf181366f74879051,957106589,1
30,B,1,B,U,1,22,47beaebbda62a8b721a452dd20b2dc07a560adcdc75ad44cc5eb3a0253441376,957106589,1
31,B,1,B,U,0,22,bbec90bff65944d2f538d069431202266f5ee744dbc9ad65754dfa051c5e3620,957106589,1
32,U,2,B,U,0,22,85d50d03a6da2a05da912bf8e8d8eedc95431e449ff2022efa3f91631345a664,957106589,1
33,B,1,B,U,1,23,7a10191cc9c4bce393fc07af0ab18457fc30c9dec721770a4707983370c48bf7,957106589,1
34,B,1,B,U,1,24,a48e91178ae0aaed285020969a22ac537eac3abb521e8f190025147c45d936d6,957106589,1
35,B,1,B,U,0,24,026910014932fd9e8624ba46ae9682393e0fed1d894aacd70a44e9c97d36f478,957106589,1
36,U,2,B,U,1,25,24ad9975e3b61d0372b72faaa392e384e73282380049a54ebf921289e1ab1ca4,957106589,1
37,U,2,B,U,1,26,d0da961b960f29981b0dbc0a45888e13675539293d8a49ad12aac63ecbc5e9de,957106589,1
38,U,2,B,U,1,27,16e5df267771148b502ebdd5238bc34361b51e5e7310174d6c0bcf12af5e9444,957106589,1
39,U,2,B,U,1,28,09635d0ccc6c215c23171aed5e0f73600e61c99eeed9383f2b138c791a6272c6,957106589,1
40,U,2,B,U,0,28,283e8de54229347d1fcdb81f5023f09acf417b69e5850b8f302dc1ca28fe3ce6,957106589,1
41,B,1,B,U,0,28,d800771b084e3d7ae07dbaa1d415758b7300ddfe5b9ebb223b14abb3fc06d45a,957106589,1
42,U,2,B,U,0,28,4019ccec198a58c5f8a5c8450435ac2a4793e33bccae9887c3b70f61b8440e75,957106589,1
43,B,1,B,U,1,29,925f1cc476f0fec7e4efdd6942de2a3c3d33ea53a6b529915c6cadb77bebe846,957106589,1
44,B,1,B,U,0,29,e779875c6f8d8f1819c9b563c80c97ccaff0b71937f781fb1f84cafaf48b34f7,957106589,1
45,U,2,B,U,1,30,c885148c28bacbf0bc4ab1e07c401f00db2fd1ea3abe30ceb0ba49ca272920a7,957106589,1
46,U,2,B,U,1,31,cdec3f9d37ad7e575330b4de93c398d5fd0ac11a4174d6ef73073bad510d68fe,957106589,1
47,U,2,B,U,1,32,3de6702157220c2c7e30fb27dec2b61ee67c56499acceda1e79e0365f64b65ed,957106589,1
48,U,2,B,U,1,33,1b555717bafc2cc2ee75df378a6bcf0b650ef30c27a742ee900f2f03a174a91f,957106589,1
49,U,2,B,U,0,33,36229493df5d1ce0de354738841f3858b8994d9eed55c8629ea8e781ff88996b,957106589,1
50,B,1,B,U,0,33,610b91c9c2f869db14b66dbd5d4ef389d92263cd5b3ae04e4ed4a994c90d463f,957106589,1
51,U,2,B,U,1,34,8b27608c9457e664bd667bfafa1de0eebd873b411af7774f3e67fe1f018a2a0b,957106589,1
52,U,2,B,U,1,35,fff1c30bab64b41f03dbed6d5ec2d32fff5b3d5f695e602289e4162fbcf26c7b,957106589,1
53,U,2,B,U,1,36,f2ae5b70dffff34e99a36b948d6e5a5c7f52070f5991db9c4dc2fa1144be0ff2,957106589,1
54,U,2,B,U,1,37,71df5fb813553c602ce96d266ae1383c4997092f6e4ca8a5975de3527cea71de,957106589,1
55,U,2,B,U,1,38,f0da161cd91eaed9d811a4909fcc3de242e64731412c2ca778e440be7155b305,957106589,1
56,U,2,B,U,0,38,b30d7a405a59cf70fee5e76d69ee805920077476ac806afc274911f8bd2f50bb,957106589,1
57,B,1,B,U,0,38,80c7955d0c15a50ee1c39c0a7837ebd67b3f0e6bd08b8676a5be5fb6f9d4c9fd,957106589,1
58,U,2,B,U,1,39,0be64a96d326c054afc47c411b0d9a9e3d713a17595f65087242be428cb43df7,957106589,1
59,U,2,B,U,0,39,982302ffe7d3a4057091ebd7047004dcbecd14951bcc307bde808386e8052adc,957106589,1
60,U,2,B,U,0,39,8ca4b8f5480e39fa11f9a6c8db2a9de4f9ab6a0c2ca8606188fa5a7b946cc670,957106589,1
61,U,2,B,U,0,39,c81d95ee0211c1ea66ac09b5f1c85aed23f93ca489f4bf80e1d6af854f0588a4,957106589,1
62,U,2,B,U,0,39,d17fad8043537d9eb86492eef1965c4720c6fd2b77584eb191bf10e3e4b59a28,957106589,1
63,U,2,B,U,0,39,356fdc21d93bbcf580b7899f1908883ad0326714b654f6c244ae0d828f99fc06,957106589,1
64,U,2,B,U,1,40,651450e6c8ebfdbba3478f956c3a9c9e380a703f81df0e485868668bf591efb1,957106589,1
65,U,2,B,U,0,40,cce0f3a7bb522ae0ab0c5b2e6212d9bd81892e420ce20344f17438b6afb78ea0,957106589,1
66,U,2,B,U,0,40,998e6edc7cf2b6481cf01eaa6ae63d32df6ffca02bf55a3a5aa5008ca3541662,957106589,1
67,U,2,B,U,0,40,b204c463796871056be1111dd74a5d4cfcc334ccc99b4cf4d4cfd3dc1d880327,957106589,1
68,U,2,B,U,0,40,b8ecc30f10a02c9646700715e6b8d51d2ba7f1722689fdf9acc63b90e2a25d39,957106589,1
69,B,1,B,U,1,41,1c24169cee80bcb643cc597e3e9de496065635963e1bc5f98103f8fa1fb615bf,957106589,1
70,U,2,B,U,0,41,0c41f49cb8194dd3a66ac31f54c31fb56c42dc3daa0405dc2269b21e2ed7f790,957106589,1
71,B,1,B,U,0,41,34695dd3643b492ef68f0dd41a0ac224609106e42f9167cac20fdf0ceab0a1d0,957106589,1
72,U,2,B,U,1,42,8b96af1b54708a2ebef83d57fb3c3bb2e44d4c2f79c8a0dd9a0c4a095a750480,957106589,1
