participant_id,trial_index,ground_truth,nll,top2
54988,1,Y,0.4740769863128662,"[('Y', 0.622459352016449), ('B', 0.3775406777858734)]"
54988,2,B,1.3132617473602295,"[('Y', 0.7310584783554077), ('B', 0.26894140243530273)]"
54988,3,Y,0.4740769863128662,"[('Y', 0.622459352016449), ('B', 0.3775406777858734)]"
54988,4,Y,1.5019290447235107,"[('B', 0.7772998809814453), ('Y', 0.22270016372203827)]"
54988,5,Y,0.7575989961624146,"[('B', 0.531209409236908), ('Y', 0.4687906503677368)]"
54988,6,B,0.9740769863128662,"[('Y', 0.622459352016449), ('B', 0.3775406777858734)]"
54988,7,Y,0.575939416885376,"[('Y', 0.562176525592804), ('B', 0.43782350420951843)]"
54988,8,B,0.6325989961624146,"[('B', 0.531209409236908), ('Y', 0.4687906503677368)]"
54988,9,B,1.1368709802627563,"[('Y', 0.6791786551475525), ('B', 0.3208213150501251)]"
54988,10,Y,0.5231232643127441,"[('Y', 0.5926665663719177), ('B', 0.4073334038257599)]"
54988,11,B,0.575939416885376,"[('B', 0.562176525592804), ('Y', 0.43782350420951843)]"
54988,12,B,1.1368709802627563,"[('Y', 0.6791786551475525), ('B', 0.3208213150501251)]"
54988,13,Y,0.4740769863128662,"[('Y', 0.622459352016449), ('B', 0.3775406777858734)]"
54988,14,B,0.6325989961624146,"[('B', 0.531209409236908), ('Y', 0.4687906503677368)]"
54988,15,B,0.6325989961624146,"[('B', 0.531209409236908), ('Y', 0.4687906503677368)]"
54988,16,B,0.6325989961624146,"[('B', 0.531209409236908), ('Y', 0.4687906503677368)]"
54988,17,B,0.5231232643127441,"[('B', 0.5926665663719177), ('Y', 0.4073334038257599)]"
54988,18,B,0.4740769863128662,"[('B', 0.622459352016449), ('Y', 0.3775406777858734)]"
54988,19,Y,1.3132617473602295,"[('B', 0.7310584783554077), ('Y', 0.26894140243530273)]"
54988,20,B,0.25192904472351074,"[('B', 0.7772998809814453), ('Y', 0.22270016372203827)]"
54988,21,B,0.2014133334159851,"[('B', 0.8175744414329529), ('Y', 0.18242549896240234)]"
54988,22,B,0.2014133334159851,"[('B', 0.8175744414329529), ('Y', 0.18242549896240234)]"
54988,23,B,0.2014133334159851,"[('B', 0.8175744414329529), ('Y', 0.18242549896240234)]"
54988,24,B,0.1602240949869156,"[('B', 0.851952850818634), ('Y', 0.14804720878601074)]"
54988,25,B,0.2014133334159851,"[('B', 0.8175744414329529), ('Y', 0.18242549896240234)]"
54988,26,Y,1.9102240800857544,"[('B', 0.851952850818634), ('Y', 0.14804720878601074)]"
54988,27,B,0.575939416885376,"[('B', 0.562176525592804), ('Y', 0.43782350420951843)]"
54988,28,Y,1.0537006855010986,"[('B', 0.6513548493385315), ('Y', 0.3486451208591461)]"
54988,29,B,0.25192904472351074,"[('B', 0.7772998809814453), ('Y', 0.22270016372203827)]"
