trial_index,ground_truth,nll,top2
0,U,0.578125,"[('U', 0.5625), ('P', 0.4375)]"
1,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
2,P,1.703125,"[('U', 0.81640625), ('P', 0.181640625)]"
3,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
4,U,0.8984375,"[('P', 0.59375), ('U', 0.40625)]"
5,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
6,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
7,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
8,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
9,P,2.578125,"[('U', 0.92578125), ('P', 0.07568359375)]"
10,P,0.5234375,"[('P', 0.59375), ('U', 0.40625)]"
11,U,1.5,"[('P', 0.77734375), ('U', 0.22265625)]"
12,U,0.69140625,"[('U', 0.5), ('P', 0.5)]"
13,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
14,P,1.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
15,U,1.0546875,"[('P', 0.65234375), ('U', 0.34765625)]"
16,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
17,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
18,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
19,P,1.5,"[('U', 0.77734375), ('P', 0.22265625)]"
20,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
21,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
22,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
23,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
24,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
25,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
26,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
27,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
28,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
29,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
30,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
31,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
32,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
33,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
34,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
35,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
36,P,2.578125,"[('U', 0.92578125), ('P', 0.07568359375)]"
37,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
38,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
39,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
40,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
41,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
42,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
43,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
44,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
45,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
