trial_index,ground_truth,nll,top2
0,U,0.578125,"[('U', 0.5625), ('P', 0.4375)]"
1,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
2,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
3,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
4,P,0.8984375,"[('U', 0.59375), ('P', 0.40625)]"
5,P,0.126953125,"[('P', 0.87890625), ('U', 0.11962890625)]"
6,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
7,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
8,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
9,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
10,P,0.38671875,"[('P', 0.6796875), ('U', 0.3203125)]"
11,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
12,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
13,P,1.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
14,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
15,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
16,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
17,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
18,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
19,P,2.578125,"[('U', 0.92578125), ('P', 0.07568359375)]"
20,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
21,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
22,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
23,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
24,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
25,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
26,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
27,P,2.8125,"[('U', 0.94140625), ('P', 0.06005859375)]"
28,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
29,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
30,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
31,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
32,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
33,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
34,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
35,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
36,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
37,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
38,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
39,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
40,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
41,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
42,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
43,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
44,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
