trial_index,ground_truth,nll,top2
0,P,0.828125,"[('U', 0.5625), ('P', 0.4375)]"
1,U,1.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
2,U,1.140625,"[('P', 0.6796875), ('U', 0.3203125)]"
3,U,0.82421875,"[('P', 0.5625), ('U', 0.439453125)]"
4,U,1.140625,"[('P', 0.6796875), ('U', 0.3203125)]"
5,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
6,P,1.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
7,P,0.38671875,"[('P', 0.6796875), ('U', 0.3203125)]"
8,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
9,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
10,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
11,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
12,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
13,P,1.703125,"[('U', 0.81640625), ('P', 0.181640625)]"
14,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
15,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
16,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
17,P,1.703125,"[('U', 0.81640625), ('P', 0.181640625)]"
18,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
19,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
20,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
21,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
22,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
23,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
24,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
25,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
26,P,2.34375,"[('U', 0.90625), ('P', 0.09619140625)]"
27,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
28,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
29,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
30,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
31,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
32,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
33,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
34,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
35,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
36,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
37,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
38,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
39,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
40,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
41,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
42,P,2.8125,"[('U', 0.94140625), ('P', 0.06005859375)]"
43,P,0.6328125,"[('P', 0.53125), ('U', 0.46875)]"
44,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
45,P,2.34375,"[('U', 0.90625), ('P', 0.09619140625)]"
46,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
47,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
48,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
49,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
50,P,2.34375,"[('U', 0.90625), ('P', 0.09619140625)]"
51,U,0.8984375,"[('P', 0.59375), ('U', 0.40625)]"
52,P,1.40625,"[('U', 0.75390625), ('P', 0.2451171875)]"
53,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
54,P,0.5234375,"[('P', 0.59375), ('U', 0.40625)]"
55,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
56,P,0.201171875,"[('P', 0.81640625), ('U', 0.181640625)]"
57,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
58,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
59,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
60,P,0.16015625,"[('P', 0.8515625), ('U', 0.1474609375)]"
61,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
62,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
63,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
64,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
65,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
66,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
67,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
68,U,3.046875,"[('P', 0.953125), ('U', 0.047607421875)]"
69,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
70,U,2.125,"[('P', 0.87890625), ('U', 0.11962890625)]"
71,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
72,P,0.5234375,"[('P', 0.59375), ('U', 0.40625)]"
73,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
74,U,2.8125,"[('P', 0.94140625), ('U', 0.06005859375)]"
75,P,0.0791015625,"[('P', 0.92578125), ('U', 0.07568359375)]"
76,P,0.34765625,"[('P', 0.70703125), ('U', 0.29296875)]"
77,P,0.16015625,"[('P', 0.8515625), ('U', 0.1474609375)]"
78,P,0.16015625,"[('P', 0.8515625), ('U', 0.1474609375)]"
79,P,0.126953125,"[('P', 0.87890625), ('U', 0.11962890625)]"
80,P,0.126953125,"[('P', 0.87890625), ('U', 0.11962890625)]"
81,P,0.0791015625,"[('P', 0.92578125), ('U', 0.07568359375)]"
82,U,2.34375,"[('P', 0.90625), ('U', 0.09619140625)]"
83,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
84,P,0.201171875,"[('P', 0.81640625), ('U', 0.181640625)]"
85,U,2.34375,"[('P', 0.90625), ('U', 0.09619140625)]"
86,U,2.8125,"[('P', 0.94140625), ('U', 0.06005859375)]"
87,P,0.38671875,"[('P', 0.6796875), ('U', 0.3203125)]"
88,P,0.251953125,"[('P', 0.77734375), ('U', 0.22265625)]"
89,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
90,P,0.7578125,"[('U', 0.53125), ('P', 0.46875)]"
91,P,1.0546875,"[('U', 0.65234375), ('P', 0.34765625)]"
92,P,0.34765625,"[('P', 0.70703125), ('U', 0.29296875)]"
93,P,0.251953125,"[('P', 0.77734375), ('U', 0.22265625)]"
94,P,0.201171875,"[('P', 0.81640625), ('U', 0.181640625)]"
95,P,0.16015625,"[('P', 0.8515625), ('U', 0.1474609375)]"
96,P,0.16015625,"[('P', 0.8515625), ('U', 0.1474609375)]"
97,P,0.16015625,"[('P', 0.8515625), ('U', 0.1474609375)]"
98,U,1.9140625,"[('P', 0.8515625), ('U', 0.1474609375)]"
99,P,0.201171875,"[('P', 0.81640625), ('U', 0.181640625)]"
