trial_index,ground_truth,nll,top2
0,U,0.578125,"[('U', 0.5625), ('P', 0.4375)]"
1,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
2,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
3,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
4,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
5,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
6,P,2.578125,"[('U', 0.92578125), ('P', 0.07568359375)]"
7,P,0.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
8,P,0.474609375,"[('P', 0.62109375), ('U', 0.37890625)]"
9,U,1.140625,"[('P', 0.6796875), ('U', 0.3203125)]"
10,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
11,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
12,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
13,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
14,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
15,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
16,P,2.34375,"[('U', 0.90625), ('P', 0.09619140625)]"
17,P,0.5234375,"[('P', 0.59375), ('U', 0.40625)]"
18,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
19,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
20,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
21,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
22,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
23,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
24,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
25,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
26,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
27,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
28,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
29,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
30,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
31,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
32,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
33,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
34,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
35,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
36,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
37,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
38,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
39,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
40,P,3.53125,"[('U', 0.96875), ('P', 0.029296875)]"
41,U,1.140625,"[('P', 0.6796875), ('U', 0.3203125)]"
42,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
43,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
44,U,0.02978515625,"[('U', 0.96875), ('P', 0.029296875)]"
45,U,0.02978515625,"[('U', 0.96875), ('P', 0.029296875)]"
