trial_index,ground_truth,nll,top2
0,P,0.828125,"[('U', 0.5625), ('P', 0.4375)]"
1,P,0.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
2,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
3,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
4,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
5,P,1.5,"[('U', 0.77734375), ('P', 0.22265625)]"
6,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
7,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
8,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
9,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
10,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
11,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
12,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
13,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
14,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
15,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
16,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
17,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
18,U,0.0380859375,"[('U', 0.9609375), ('P', 0.03759765625)]"
19,U,0.02978515625,"[('U', 0.96875), ('P', 0.029296875)]"
20,U,0.02978515625,"[('U', 0.96875), ('P', 0.029296875)]"
21,U,0.02978515625,"[('U', 0.96875), ('P', 0.029296875)]"
22,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
23,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
24,U,0.0181884765625,"[('U', 0.98046875), ('P', 0.0177001953125)]"
25,U,0.0181884765625,"[('U', 0.98046875), ('P', 0.0177001953125)]"
26,U,0.0181884765625,"[('U', 0.98046875), ('P', 0.0177001953125)]"
27,U,0.0181884765625,"[('U', 0.98046875), ('P', 0.0177001953125)]"
28,P,4.03125,"[('U', 0.98046875), ('P', 0.0177001953125)]"
29,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
30,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
31,U,0.02978515625,"[('U', 0.96875), ('P', 0.029296875)]"
32,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
33,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
34,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
35,U,0.0181884765625,"[('U', 0.98046875), ('P', 0.0177001953125)]"
36,U,0.0181884765625,"[('U', 0.98046875), ('P', 0.0177001953125)]"
37,U,0.0181884765625,"[('U', 0.98046875), ('P', 0.0177001953125)]"
38,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
39,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
40,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
41,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
42,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
43,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
44,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
45,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
46,P,3.765625,"[('U', 0.9765625), ('P', 0.023193359375)]"
47,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
48,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
49,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
50,U,0.0181884765625,"[('U', 0.98046875), ('P', 0.0177001953125)]"
51,P,4.03125,"[('U', 0.98046875), ('P', 0.0177001953125)]"
52,P,0.69140625,"[('U', 0.5), ('P', 0.5)]"
53,P,0.16015625,"[('P', 0.8515625), ('U', 0.1474609375)]"
54,P,0.0791015625,"[('P', 0.92578125), ('U', 0.07568359375)]"
55,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
56,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
