trial_index,ground_truth,nll,top2
0,P,0.828125,"[('U', 0.5625), ('P', 0.4375)]"
1,P,0.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
2,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
3,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
4,U,1.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
5,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
6,P,1.703125,"[('U', 0.81640625), ('P', 0.181640625)]"
7,U,1.140625,"[('P', 0.6796875), ('U', 0.3203125)]"
8,U,0.82421875,"[('P', 0.5625), ('U', 0.439453125)]"
9,P,0.8984375,"[('U', 0.59375), ('P', 0.40625)]"
10,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
11,U,0.69140625,"[('U', 0.5), ('P', 0.5)]"
12,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
13,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
14,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
15,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
16,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
17,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
18,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
19,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
20,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
21,P,2.8125,"[('U', 0.94140625), ('P', 0.06005859375)]"
22,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
23,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
24,P,2.8125,"[('U', 0.94140625), ('P', 0.06005859375)]"
25,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
26,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
27,P,2.125,"[('U', 0.87890625), ('P', 0.11962890625)]"
28,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
29,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
30,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
31,P,1.703125,"[('U', 0.81640625), ('P', 0.181640625)]"
32,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
33,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
34,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
35,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
36,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
37,P,1.9140625,"[('U', 0.8515625), ('P', 0.1474609375)]"
38,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
39,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
40,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
41,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
42,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
43,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
44,P,1.9140625,"[('U', 0.8515625), ('P', 0.1474609375)]"
45,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
46,P,1.5,"[('U', 0.77734375), ('P', 0.22265625)]"
47,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
48,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
49,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
50,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
51,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
52,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
53,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
54,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
55,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
56,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
57,P,1.140625,"[('U', 0.6796875), ('P', 0.3203125)]"
58,P,0.28125,"[('P', 0.75390625), ('U', 0.2451171875)]"
59,U,2.578125,"[('P', 0.92578125), ('U', 0.07568359375)]"
