trial_index,ground_truth,nll,top2
0,P,0.828125,"[('U', 0.5625), ('P', 0.4375)]"
1,U,1.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
2,U,1.140625,"[('P', 0.6796875), ('U', 0.3203125)]"
3,P,0.57421875,"[('P', 0.5625), ('U', 0.439453125)]"
4,P,0.82421875,"[('U', 0.5625), ('P', 0.439453125)]"
5,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
6,P,1.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
7,U,0.82421875,"[('P', 0.5625), ('U', 0.439453125)]"
8,P,1.0546875,"[('U', 0.65234375), ('P', 0.34765625)]"
9,U,0.57421875,"[('U', 0.5625), ('P', 0.439453125)]"
10,U,0.82421875,"[('P', 0.5625), ('U', 0.439453125)]"
11,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
12,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
13,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
14,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
15,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
16,P,1.703125,"[('U', 0.81640625), ('P', 0.181640625)]"
17,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
18,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
19,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
20,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
21,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
22,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
23,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
24,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
25,P,2.34375,"[('U', 0.90625), ('P', 0.09619140625)]"
26,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
27,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
28,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
29,P,1.9140625,"[('U', 0.8515625), ('P', 0.1474609375)]"
30,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
31,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
32,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
33,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
34,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
35,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
36,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
37,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
38,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
39,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
40,P,2.34375,"[('U', 0.90625), ('P', 0.09619140625)]"
41,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
42,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
43,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
44,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
45,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
46,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
47,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
48,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
49,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
50,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
51,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
52,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
53,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
54,P,1.2265625,"[('U', 0.70703125), ('P', 0.29296875)]"
55,U,1.5,"[('P', 0.77734375), ('U', 0.22265625)]"
56,P,0.28125,"[('P', 0.75390625), ('U', 0.2451171875)]"
57,P,0.201171875,"[('P', 0.81640625), ('U', 0.181640625)]"
58,P,0.0791015625,"[('P', 0.92578125), ('U', 0.07568359375)]"
59,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
60,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
61,U,3.046875,"[('P', 0.953125), ('U', 0.047607421875)]"
62,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
63,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
64,P,0.0380859375,"[('P', 0.9609375), ('U', 0.03759765625)]"
65,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
66,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
67,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
68,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
69,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
70,U,2.8125,"[('P', 0.94140625), ('U', 0.06005859375)]"
71,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
72,P,0.0380859375,"[('P', 0.9609375), ('U', 0.03759765625)]"
73,U,3.28125,"[('P', 0.9609375), ('U', 0.03759765625)]"
74,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
75,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
76,P,0.126953125,"[('P', 0.87890625), ('U', 0.11962890625)]"
77,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
78,P,0.0791015625,"[('P', 0.92578125), ('U', 0.07568359375)]"
79,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
80,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
81,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
82,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
83,P,0.126953125,"[('P', 0.87890625), ('U', 0.11962890625)]"
84,P,0.126953125,"[('P', 0.87890625), ('U', 0.11962890625)]"
85,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
86,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
87,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
88,P,0.0791015625,"[('P', 0.92578125), ('U', 0.07568359375)]"
89,P,0.251953125,"[('P', 0.77734375), ('U', 0.22265625)]"
90,P,0.0791015625,"[('P', 0.92578125), ('U', 0.07568359375)]"
91,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
92,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
93,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
94,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
95,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
96,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
97,P,0.06201171875,"[('P', 0.94140625), ('U', 0.06005859375)]"
98,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
99,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
