trial_index,ground_truth,nll,top2
0,P,0.828125,"[('U', 0.5625), ('P', 0.4375)]"
1,P,0.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
2,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
3,P,1.5,"[('U', 0.77734375), ('P', 0.22265625)]"
4,P,1.0546875,"[('U', 0.65234375), ('P', 0.34765625)]"
5,U,0.82421875,"[('P', 0.5625), ('U', 0.439453125)]"
6,P,0.5234375,"[('P', 0.59375), ('U', 0.40625)]"
7,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
8,U,1.5,"[('P', 0.77734375), ('U', 0.22265625)]"
9,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
10,P,0.38671875,"[('P', 0.6796875), ('U', 0.3203125)]"
11,P,0.38671875,"[('P', 0.6796875), ('U', 0.3203125)]"
12,P,0.4296875,"[('P', 0.65234375), ('U', 0.34765625)]"
13,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
14,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
15,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
16,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
17,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
18,P,1.40625,"[('U', 0.75390625), ('P', 0.2451171875)]"
19,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
20,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
21,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
22,P,1.703125,"[('U', 0.81640625), ('P', 0.181640625)]"
23,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
24,P,2.125,"[('U', 0.87890625), ('P', 0.11962890625)]"
25,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
26,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
27,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
28,U,0.2255859375,"[('U', 0.796875), ('P', 0.201171875)]"
29,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
30,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
31,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
32,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
33,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
34,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
35,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
36,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
37,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
38,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
39,U,0.0791015625,"[('U', 0.92578125), ('P', 0.07568359375)]"
40,P,2.8125,"[('U', 0.94140625), ('P', 0.06005859375)]"
41,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
42,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
43,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
44,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
45,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
46,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
47,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
48,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
49,U,0.048583984375,"[('U', 0.953125), ('P', 0.047607421875)]"
50,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
51,U,0.06201171875,"[('U', 0.94140625), ('P', 0.06005859375)]"
52,P,3.046875,"[('U', 0.953125), ('P', 0.047607421875)]"
53,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
54,U,1.40625,"[('P', 0.75390625), ('U', 0.2451171875)]"
55,P,0.5234375,"[('P', 0.59375), ('U', 0.40625)]"
56,P,0.201171875,"[('P', 0.81640625), ('U', 0.181640625)]"
57,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
58,P,0.10009765625,"[('P', 0.90625), ('U', 0.09619140625)]"
