trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,N,1,N,I,1,1,16aa242ab40d9cb3cd38f2ef46bcf0e6e57c3fb7ef9b4d49b4b01ae1fad24a0b
2,I,2,N,I,0,1,91618649750bb65aed92b650ed26f189d86aa4aefcaf1756ea9342ad07695944
3,N,1,N,I,1,2,3f5f550f1fb9254c8d730db6ecb4aea662e99a47de9b14139caf89ac12f98a45
4,I,2,N,I,1,3,2958ec5bb73dfe37cb40b709b7f8e1abb02a8ebade8e0cb0609d9a4d3e4486ca
5,N,1,N,I,1,4,4efaaf800d87d952778dd11213cb9fb1c276eb23cea6a7ceb75d84fa1fc4062c
6,I,2,N,I,0,4,1a3a1b33c01b74ec7e4dee74cd655c230a76f63437079ff1385a1bf78163d6a3
7,N,1,N,I,1,5,f3dce1862dc1b984c279c62dc0416057b97020b5f99efd3da0073fb5639a2cc3
8,I,2,N,I,0,5,056e0dd300ba2a7caf0eb9b53aa20907735600ccdb17fbf2e36b23b945865e56
9,N,1,N,I,1,6,a8ae8c48e3496dd1f70d02163015d087326b8d4d9ab831db8d0998d14e994eab
10,I,2,N,I,1,7,07c06575b65b0db66fdb9835aeccc1f21abc63bfec4840c2421408286a8755c1
11,N,1,N,I,1,8,ac43cd771d853e58abb8fe485659a1aff9a4fcc0bfda83bd3ab1abce491e5273
12,N,1,N,I,1,9,caf8e9897a7e9a91c96571ab781374f9934b70077e7ebde4dd24cfb41b4d0f21
13,I,2,N,I,0,9,c3e9be78d13f6036666e3023d90876ea2d7410149dd83ddce8cfa0fa0be135ec
14,N,1,N,I,1,10,c58223307c2daa3adcb2938ef989bb2b700bbc1fa2c27a02f5177856a8234158
15,I,2,N,I,1,11,8f0b9857b33bee1920233df6d31ecdf97a0db6525dacb17203e2cd05e57ab736
16,N,1,N,I,1,12,12fdfc8dc5fa1886867508a306068458c6cb56589f97dc957fa337cf09726897
17,N,1,N,I,1,13,9cefd1921a6d3a186c1670385b8b5297f21c63217b35a919453b730682b29f56
18,I,2,N,I,0,13,67d687d013ab751ba604b9136ccf30febf8001f3a54db2eed80600e5dc051c0e
19,N,1,N,I,1,14,336f0a36076f11eb706ee5fa596a71d63510744147e7dbb12cf0c75bd6b434f6
20,I,2,N,I,0,14,c1686916366b7a2888400fb3a5e0df7ab2ddf2c860c10a2f1bbfb8560b154648
21,N,1,N,I,1,15,d192c2e121710e11f61839fc8cae365ac99263ae6c30f8a19abf9890b6ce19f9
22,N,1,N,I,1,16,eb982d03d34375f8395af335d0cb2060e2416c61a33e15ebc5f2390d76daeedd
23,I,2,N,I,0,16,7fec9420e0d85e01a4649386c5f35dffc882adcd2a5da17a651c16d2ff0b49ea
24,I,2,N,I,0,16,6a6ffb4c35ba58e8c0acc7022d825dd584a94f7d76daf4c41def8cd0f1761b2c
25,N,1,N,I,1,17,4138a43abe0e37ecc9de6a8aa0c9d6ef7a2e8f34ffb6735040e7e640ba6f556b
26,N,1,N,I,1,18,19e9792105aa1579040dbd3c9fce72c7b5f4549046d9047363dbffc7d599f130
27,N,1,N,I,1,19,22883e6740b9bba21696ca9ca375e5b0eb0c3293bc8f32e3de4c358acc937473
28,I,2,N,I,0,19,ae01003af5238ec465f8b3358ac5e20501fc60dbdb11f5f08d2e45df1fbe35a5
29,I,2,N,I,0,19,6a00a74999e08e6d3e079e815ceaeac491dba1230f87c08e6b82ae5e343a7301
30,N,1,N,I,1,20,a67f4d5e68ca5ba2f60d01347a53eef602fc27e2f06b7e3886e573edc2d7908e
31,I,2,N,I,0,20,d7a08cf661d04423cac62629efe874ea2ada4da37f45dd708c290f1cd014e5a1
