trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,L,1,L,C,1,1,099cb19d611010b78bccc96fdfb28342cedec562cfccbfa9950b2fd521b19393
2,L,1,L,C,1,2,813ef470c21b925a5ca74fff69f43009782972c065303e19d1a88eedaf59e06e
3,C,2,L,C,0,2,c3a2178c54c6046274e2bdd06dc793a8bf2842d8c79b08da8739c297d39c4361
4,L,1,L,C,0,2,7f80942b9ffc7a30442c2b05f64a40a27f85adf3a640ee6cf4533efe2e1b7b5e
5,C,2,L,C,1,3,48e6ea37fa38ca650bc135223bf19498e5cb9670a3977b7618fffec41a8d5027
6,L,1,L,C,1,4,4d587923fabf631ba82e9d8d9365f4dfbf5ed3499d69a3294f60e2e62c2bf3f8
7,L,1,L,C,1,5,0fe5599232e86274a3b1d9933db67e042b18302fe67af7957bdaffce3047136d
8,C,2,L,C,0,5,afa92b63560aafff46a36357da29b31b01f62721b0bbf8a167efe1bce428c1d1
9,L,1,L,C,1,6,ea862d1ccb1f10599c499335e9e40770b69063bfd00d4f4aaa14284b05dcd5da
10,L,1,L,C,0,6,6c771e48b79d98e052c78b514489cf359764f7d83d34bb43913547fdb8c223e5
11,C,2,L,C,1,7,f3dc95b5bc18ed3cfdb4fe5ce8f87b5bf35eeaf91ac81471ec42ccee82703d3e
12,C,2,L,C,1,8,dbd03f8a52092ea1961cdf64ace6d5ef1a0bc7a0456fabfa4772fb79265a9293
13,L,1,L,C,1,9,bd3af792937ab91697d568a7f523d048d7997928b36467dbee439f554bd80611
14,L,1,L,C,1,10,0936c9726b9291ac36871fc0d593157080f3baf5eeb9c16b68b1897f133645a7
15,C,2,L,C,1,11,e3c6f863b67b2fe24f944cf73b21aad63576f05f4da2d6e1a38a5e38c3d008b4
16,L,1,L,C,1,12,2370158baae4ecc52047a42da2bbed6ca3f115336652292febf2b5a1f7fd04d7
17,C,2,L,C,0,12,1d4308e770f2e62a81812d08150d98d7897592322dcad9411d50bb2f9bd7ddea
18,C,2,L,C,0,12,712e7450a7fde04a2d1aa628d50fd4be1eee35b3090d36eddc342e8246b9667b
19,L,1,L,C,1,13,611ac12f2ee8ec99444c8a8b24618cdcb7e70f6396605d2567b33367cb834554
20,C,2,L,C,0,13,002a12e261173acbfbccb3baf9d0db1e36f8c4d00e10be02531e51fcf4d60028
21,L,1,L,C,1,14,4edf586f2552053ec0aa5f8ffff71120bc418f83deb2a71e0fa062c0d1fa91b0
22,C,2,L,C,0,14,62a5bbab342fb48514b8c19377057f99a6f1ede64264a3047e14bb806f88e8ad
23,L,1,L,C,1,15,c7bb20ecb92b310629b215b4004514640e9c37de51a3930e3f155eb79445b26f
24,C,2,L,C,0,15,9829a6df4896b6bede54ee212eabb598b79565c144a565addef87714d5148118
25,L,1,L,C,1,16,27ef85ec1a72fe092f7e5e391d96402fbc927570ad3c0e56c4f3c2199769227a
26,L,1,L,C,1,17,44c8775e56f088c6f2a37c59c8a44e60fa469b1ef35beca0fa0d291cce393a2f
27,L,1,L,C,1,18,5b482890691a7bc113aa65abdab417e3c328438d4a5f44eb57b294fbf0d91d43
28,C,2,L,C,0,18,2e2e9ba3e9a6742e90353e22343713eed4879f887d125d83a59caa9490cc91b0
29,C,2,L,C,0,18,9d1e89c56fa678f3b3a3f7aad736f3a1320beef1837b776c1bf74aec1c57bfce
30,C,2,L,C,0,18,a1ff80da1253bcb75b65e1986ea9ae7ff3765bc3cfc692ecd41d164d9e3809d9
