trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,H,1,H,L,1,1,82b4513801090cf1eb763c15e7ab9cec973e51ed36f8d9c9296a97c7f1af5f7e
2,H,1,H,L,1,2,4d141be29e7a10ba3f46464f35edf8e2e891f74244b0939763a0ae8da2727979
3,L,2,H,L,0,2,53ac4325bcc79d8d935c90e3f4572f6b6e022e801390b399cf60e41a3aa3b3f3
4,H,1,H,L,0,2,a776085b13f478d1440dca1589c054bbdfd28e098b20423beaf9697e8e64a539
5,L,2,H,L,1,3,74c556e1e1afaa21fd0836ac74bbf8d4a1b3daa3cb8930fdc8ca552555fbe49b
6,H,1,H,L,1,4,4891cc829242bbfd5c6dd6a7a7466a49eebe031e7821c008c60f789ae73e699b
7,L,2,H,L,1,5,c16eeef0c37f7b81db16a3709b29de512bc50e39e0aa04a53190fff72d199ae5
8,H,1,H,L,1,6,50f3e41b81176f7d8ede515b437b2e0d3bce4f7176b2ab7b7fed952027d4ff7e
9,L,2,H,L,0,6,4dc2911b62d5114fb323a9e5a680129e90d3c63097b53544a00965a4dff5d91a
10,H,1,H,L,0,6,0218e84a49a091d631d309ea0e862d65ccf3a2de9cc4041cabe4a8940fbca977
11,L,2,H,L,1,7,3e5b3c572d5392099362fa837d2c68def492fde12417052478462d1eace6d517
12,H,1,H,L,1,8,c1100b44ca844b7603585ea2dcd2c1d1ee0454f435efa118a96891273dd17fe6
13,L,2,H,L,0,8,bc1b1cba8a1e0052b68fddae8dd11de91d33ad1fd989c32ee8660f7633e87b23
14,H,1,H,L,1,9,ce88106bef85b8c581ffbd3f532463ff15b7447fdebd58711e8a2c79a93c6e55
15,L,2,H,L,1,10,f7a4c9b2ee569fad22c7ee2b19f97864ffb67bb6893aeb6defe69ecdcafcbb1c
16,H,1,H,L,1,11,9ec5d49c8964f2912bb4a743f9b1ecdbe07a05324c1134567fc948b31f1cd045
17,L,2,H,L,0,11,a5591b2ff799395bdfa6eed4fb11575297439344e92dcb4647d4bc9fb23894e4
18,H,1,H,L,1,12,2d764cc511e16490cb64f8aa1c44bf4cabffb410e42c48f40e0743a94bdaba13
19,L,2,H,L,0,12,111efc392650a1162480ae3980f96667ab7948fc89c1ceb1e23ee90931307ea3
20,H,1,H,L,1,13,966e1545cc5ba7066498160f70ada38cf1e1a55716708360ffc0014daac31fd3
21,L,2,H,L,0,13,cfd0b6adc862092886529f73fc6836eddf00a958f7a0b2959e1c99e1faebde03
22,H,1,H,L,1,14,98c0d71824bb904bfe043218aab19a099c5eb88a05768943cf920e46526a5563
23,L,2,H,L,0,14,c33d13202fa0bfc06a00b216773bfa20030186b5d064367787e36d43d2e0c4c3
24,H,1,H,L,1,15,1999fef5008ac93d159f1f315374dd2e108d647c99111d2b79bdcce6858af869
25,L,2,H,L,0,15,9de85de47ff0f545ed1c1edb660e9f69d22652dbb55e9c5a760b7d3d030f9148
26,H,1,H,L,1,16,e6d3aa7307077b5fe8b8ca2f642a10147fa913ed3ac366a99cbf9e4b8a3935d2
27,L,2,H,L,0,16,db51e165a6837412eb624e8815acb7512f475048383a7ab892e6d040d892f123
