trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,C,1,C,R,1,1,2d52dd2144346c57a54255f15aeb4f29ec04a9d3c0834a6807d62e6a56fd2deb
2,R,2,C,R,0,1,7f2ee57830e2ea524d144abc6125ca020bd2513e04a114ad1a2bce85501b2f3c
3,C,1,C,R,1,2,4343c1eaf038a2ebb4b51f1cbade62bfd4cf94f5c15ed071703aa312479c92a1
4,R,2,C,R,1,3,66b6c19b32fc729bb9335a73e1c50fd35bf1ceee71a84555bf6d4777121858d9
5,C,1,C,R,1,4,42a00ee2f5484d194fb1c3b69df88e285adb07f1c876c48ed0f5a39075f8339f
6,R,2,C,R,0,4,581bc6a417f0554c36ab472d2dbebd3f6d5ca74c3f0a829acfec50677e6bb960
7,C,1,C,R,1,5,95d3c46578a373398905b552c82af7b94fd1d454d856a694d98c09e8a1150867
8,R,2,C,R,0,5,4ac4e6908f6612a40439e9ee7fcd334047c2020c3af5acb068e10704b3b74de5
9,C,1,C,R,1,6,f999ed490806a3ccebd2ae4a84892f5d726b5b6a87b7687a839997ab7e52c2bb
10,R,2,C,R,1,7,03374c65aec6d8a4da1c744ca7e1eba888f3945cb9cb61437336a40de8cbe86b
11,C,1,C,R,1,8,8a4448498f3786c688eb492278d940801278372e83d603799b13fd7982f01b1e
12,C,1,C,R,1,9,51e5866771e76c82c1c0f130138b2307200647c930ab88a6f9a11d1a7b622f9c
13,R,2,C,R,0,9,28856987a23ff149fe528c13a63a20cd6a7bed844da5bac5c16fe3d416295662
14,R,2,C,R,0,9,93204fd25d2607dbd3611be8cbdbb10b72633cc9ea4b5d910526d93cc2320379
15,C,1,C,R,1,10,3bcb9984b306f0fca14368963a0a08119149e0533852d1f9f7f9325de53ccf2c
16,R,2,C,R,0,10,403b283628c302352247a7595a6eb1bb33e5d0d7f7b921cdfa644b62b9fb32e9
17,C,1,C,R,1,11,f7ac2bd95495f38d0d1a8f2879d66b3ddf80b8eaa7a2c2b59c8d1b7b2be0d161
18,C,1,C,R,1,12,e15bdc673bbef1480734bf4bd26082ff472c1a582cc4c1d8f539f60bf0b58c0a
19,R,2,C,R,0,12,591b641d968422f03059ae29e3864e99d2f971716191f1284a68ca103a5e48ae
20,R,2,C,R,0,12,dd4625e07f4e4fdbdbc1bb610ec1d1d5c1604f576f8e97808e995dc21b0aaa96
21,C,1,C,R,1,13,9a44ef24a36a25097510e4a3326fcea4d9d8406eb042c3ebd5a484813068194d
22,C,1,C,R,1,14,bee37432e9a03ad5934a35865b8b4bb34b5a6d2f635f586f159dac73040a179b
23,C,1,C,R,1,15,4dcb0c46b3b0ea081a2f3be173823d39f622993b0511de2e0673d4beac89e314
24,C,1,C,R,1,16,dd6e11d8bf1ebdb684fac3e1f357528aa9e7472e24cc71dc3f6aca2c584b6d68
25,C,1,C,R,1,17,b4dc86baf770e9f560253062554fe03288232b857f852ba25a0e6ad52b8494fc
26,C,1,C,R,1,18,e76a03862b2edda3599e22dfd22f41abe11da30c8d769a294312f493d5a61d53
27,C,1,C,R,1,19,85655c83dcea578ab6e3e4c6f65b9cb27d268dc389a5f60b1e94d947b0bddae6
28,C,1,C,R,1,20,4f71c514bcc5b17540e2352c9556f0db55e811cc537d4f0e0ab4374b0d9f77f8
29,C,1,C,R,1,21,af832433991fb7b6834dee16719739d0db3a3d1963ad603b78ac9106ebf58352
30,R,2,C,R,0,21,ec716cf3c4c885075fa583acccd212cf4b4daef3a105cef950ca7aecab1c1691
31,R,2,C,R,0,21,78c27177cde92fc5996ce9e1b3e0ccddfe90458292dc3ff6bcfabc191a8de61c
32,R,2,C,R,0,21,bedb1ac2e6e136f0136498f4f37281502917d54c8ea2f3a5fae10bbb425e3fbc
33,C,1,C,R,1,22,1c84d500045e7588d4b84ce4c2097fa27e16d7e29de411f552be18f5aa5dba3b
34,R,2,C,R,1,23,d8c6b526aeb02b5f204720b92d4538d87819ca7f23b9c2f53ffaa8e600f63c58
35,C,1,C,R,1,24,16333747474fc9c6fa63c2f8d3d19f016aecfb20246e14509f5b87db320a7460
36,C,1,C,R,1,25,f10b0c9ef6e7970aaf81b79ebcc55fec4b10406ff36d149280cb9c2055aa4515
37,C,1,C,R,1,26,97855117c4118a43ffe3d33ff4bf9420e60d8f8522ce41099ebdda3f8a0953cb
38,R,2,C,R,0,26,6e18f87cecaf7310fab430d4cbd7b78cd781978235293e338f453cf14e5605f0
39,C,1,C,R,1,27,b8804de276414a64e1357ef32cb4e01433f6beb55ef489115fde3dbc4fe8e049
40,R,2,C,R,0,27,58e711a329633463291e25583e4bf0c6f122e6042b0cad9d42a7df5a8d7d8a7e
41,C,1,C,R,1,28,d372cc60fa0f7d095a15dba9a81b7eed6d8ebe1e99b790750a5c058cec3be7d9
42,R,2,C,R,0,28,a1f52b1bed4da78794b74029fca61aaf784668a9b5c3f21383140e916c768860
43,R,2,C,R,1,29,0d195da67f7a5e20d3b7e368519c044f685078170603f5a7eeb7a9f371612722
44,C,1,C,R,1,30,3cd342f35b8dc73529f431a2f10de6c5a19917da4c06891a78cfbbd2b94d9d99
45,R,2,C,R,1,31,cad4c7d9cb01409b569c1e012d7029d392d557e1f0d22740eda45c2652777413
46,R,2,C,R,0,31,a404428d521cf40aa9f49b6fe197fc7b76b17d36c98dd5e4512401b462f6ff58
47,C,1,C,R,1,32,1935a55786cf0a882d750d44bab6e102137cb90f9b1b796ce56de46e77ba11fe
48,R,2,C,R,0,32,48a8ea65010420c022b6828df38de6441eb8a1d3e13154f14ac18ec3c59cfdc0
49,C,1,C,R,1,33,5a73711a602ce3c49fbfa8eccaff66ed26342ac1d10fe3f0d3a4c187422294e4
50,C,1,C,R,1,34,56ceb92f336b6d943da8b00d2c8113062ad031cd441c912a41fea69769dc2c75
51,C,1,C,R,1,35,dba69789aa8f052c7610261c4c5e51b06353a67d68d69399b1cc2dbfb1684328
52,C,1,C,R,1,36,5c4c60aaf558d1764e977e3db41d3b1525a4ddd038551c05eabe0f3dec0838c1
53,R,2,C,R,1,37,2257a2ee44e5990021a6ee526080acfcca4ff134d66318d6fa1054e8082cd8b4
54,C,1,C,R,0,37,870be8ef6c8837430972a541058dc3607c30b09b4727cea326c8d417f2465d92
55,R,2,C,R,1,38,ef984a127a06583e0b4351b6d91806734d1d4a2e272f9778e4f9126fd540b46f
56,C,1,C,R,0,38,104d16b6bc436e7d08efc5e27962bcb822299332346950a09e060e0e3fdcc7b8
57,C,1,C,R,0,38,57674eb1148ff04005969dd9b91de03212f0ab304c27f19e8f07ce4839044826
58,R,2,C,R,1,39,464741f480f3549ae3e49ed5c46aa9571d89e9c7f06f35e1e06ee27fe12ada63
59,R,2,C,R,1,40,1c886a2cfd23721741d56281082d37296b7deab8dbb6c61f0f0f5cfa88b7cbb8
60,C,1,C,R,1,41,056e6f38b3360d86a44c1bbddbc168327c2b16cf74bb0984959bd9b0cd6c5158
61,R,2,C,R,1,42,6362ce73e940d967dfe5c91be2c27b90ace081d088e58f4f3eb872602795b1a1
62,C,1,C,R,0,42,2dcee72c9894092b1e9ae612f5e83dfae2192030badafa3f102d7e46ec683a11
63,C,1,C,R,1,43,1fb5c3b48cd7b3f2060ce227c3ec24349888e72caf0d69bf43584e470ea5f42a
64,C,1,C,R,0,43,fce0f872705c6d42a01bcea4291a5a34594f415f3022a5c0f505f6c6973209e4
65,R,2,C,R,1,44,03240eb11826f2748592177486c9addd381210465c0c20570411d9f74ad78690
66,R,2,C,R,1,45,33432480aa2ec7cff8d9611861a860cdb5bf3e8dc21ad4e7b2ffb9cf66e2761f
67,R,2,C,R,1,46,927fb55094ea6ef27851866014d1d7cae3034570cdab84eccf61476ff6f024c3
68,C,1,C,R,0,46,8d9b2ca2b7105d22392f5becaceaebd6f7ed4219a02ce2c1191257f024cbe34e
69,C,1,C,R,0,46,af0fb1e6cbc2691506985e61a9c6d5caa86044af129b2842dfbc7b76502fbb36
70,C,1,C,R,1,47,fc69cf61ad046341a1c78651432b20055d30ca373ad7ba2ee5e96bc490ff374a
71,C,1,C,R,0,47,7f3fac8849d0d2b6ed76eaef9d004bd62a6a8ad63d2224e83f7ace0c5d05e1dd
72,C,1,C,R,0,47,5450b422cc676634da909c3fd379b8c630b43bd34ec2506f9f6a39d0bdcb15f6
73,C,1,C,R,0,47,92447b556c219552ecd7ceb025e9d6695a6043b6cc7b7174b3d5372eb42b4b47
74,C,1,C,R,0,47,321719d468da2ecd97ed1adde8d172a9047001a34e9992ccfc6456c0c3bb4761
75,C,1,C,R,0,47,c4efa1c0511fe828b9e620d0f9b2f8978bcc045d387b75611b0c7281df948b39
76,R,2,C,R,1,48,53577cca4f097ae23120e669b9d5f8e19d2b3da0d8a75810caa91283f2b0523c
77,R,2,C,R,1,49,77e7c63faae10b18f02410ee82af790fc218f7bae8f6ffea8a93d83f87ce3d30
78,C,1,C,R,0,49,8a0da4fa49302c616a502c3cd7d853dc65178fd3bfe0e4c9051170cf513470f6
79,C,1,C,R,0,49,5dab95fc1e666b09f8ff2f03fbeea9599649a014ce328e82a00ef7d93ffe5fbe
80,C,1,C,R,0,49,cf1488db921b0ec97ed8c5bacd5f7cadf3f0d38d3e66eb4186d34407ec69f010
81,C,1,C,R,0,49,4984445f21fa076c2ca22b3699728cd802d2d8fc5dfacaec084005f77d8f6759
82,R,2,C,R,1,50,dda504978f7b8171c1ae9af024da9d1b875c5edd8b198761e96e97fe65c6e654
83,R,2,C,R,1,51,e46888903af8781edf69e914b1b19523b787653d2d380cefca3a571263efb354
84,C,1,C,R,0,51,f236ee825d6f2dc9809a27df92cfd22e759d4b32123d90ef1b0db7ed8e99f611
85,C,1,C,R,1,52,0b7cd13bf0ed845bc1047672f2930ff03b0f8e7652a61349961c083a4688e817
86,C,1,C,R,0,52,76ec74133bbe0fbec2b643da80d9f9175e68c600a9a0890ab3f7ebb9e0e932ab
87,C,1,C,R,0,52,cf344d68bad8d3280005e79529e1b183394e18f83db34910e378248a06ecf49c
88,C,1,C,R,1,53,b581cd08544b5d2a5e93fb11784b49f56a551bdeeed8feed37473ad758ff453a
89,C,1,C,R,1,54,23250a4383c19025b730fcef69fc020a72d5a164ae3d3addfca66bfa934056f6
90,R,2,C,R,1,55,298f7141bef1f93b593a90639426e21c5c5726917032bc7c4b26cfaa8239fd7e
91,C,1,C,R,0,55,5c1e6f84c47bc65fdef0fbb1151a8c4704c638f4efc5f4031723c4dc0f767386
92,C,1,C,R,0,55,65602110361823f4ce31e7bb8e1aac396fc18deca7943cfdbe04d2ee3bd9398b
93,C,1,C,R,0,55,c6d20cdbf534beb561980af0d326ed14c3c2763bccb5242f3ca5606c6156fc58
94,C,1,C,R,0,55,33e2bfc7028ead4b83d079da540d0cce5548ec3b95f6c9e06da3a958a3a12aa2
95,R,2,C,R,1,56,482e854db0074a2091b7bb3b62bf0312608011c883ba4bda1da0666bee97aed2
96,C,1,C,R,0,56,7f21f3537b18e91e2839fe86b152fc97c4e76455cdde4463f533bfd204822fc5
97,R,2,C,R,1,57,c24a9a941033c5d2e669509dcc78282ad580fc7bb701bbfdc268bcd850fd51b9
98,C,1,C,R,0,57,e5be78db256adcd9fd908b39b985ec0e6eb0d74810682137a9fa7f1c684e482f
99,C,1,C,R,0,57,6443fbb8ef4022c05ae39f8580cbc9ccc1d7bbd83e606fd5f15150746975bdd2
100,C,1,C,R,1,58,e9802ef2160ec47067161c13be48f8c9dc2b35d909bd85c21d03459be438f9ae
