trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,U,1,U,Q,1,1,21cfd4abe32041d5d1cfb21a15cd790c18d42663d24db07ce5a177201c762bae
2,Q,2,U,Q,0,1,3b9cccde6490db887cf4190730a199131fc15f6595b34ef47cd0f17f3cd44d67
3,U,1,U,Q,1,2,be5431e5b346dcba21782c94e54a24e90521ebaf352c2ee48a7bfb1fa1bfea45
4,Q,2,U,Q,1,3,9a13f9d7d999906824de706b9485dad2f39a42d1b3fe75eb988aec64e79ae7e9
5,U,1,U,Q,1,4,85d1cc613427b117348bb81812de278186c3aad7c5fe29efac6898a13c50bd89
6,Q,2,U,Q,0,4,0789f25c49d70c5eae5b99f193bee19f82c25944adc731b52afcc3a450f4afac
7,U,1,U,Q,1,5,7c33046234f08535d8007d1d58ea15cd88bfd5372e44630864e41deb54493d5c
8,Q,2,U,Q,0,5,de346ad010ebd797a72c97fc3e707d6a7c9ff23ada5cbc14468c3649deb96bc1
9,U,1,U,Q,1,6,6e05c596736f72c83cb4d23a4b291ceaae2b8725caee441876d3e6d0e6381864
10,Q,2,U,Q,1,7,84178bbe9b75743c4b93a9a071633dc004079c506504298e296ad40e5ff14319
11,U,1,U,Q,1,8,cb972b608ce79ff0f5cb5115809c44831f1fa18ea5f7275dc39fcac5457d5549
12,Q,2,U,Q,1,9,16b9bdafac40147e5c40402b2780e012c7225241029de309c5f69c8e5356dd99
13,U,1,U,Q,1,10,c76b1321123f221338fe13198c0bbc6854f5db1af73850e91f1250cbec499c6b
14,Q,2,U,Q,0,10,37f73ad73b523cd56935faca3a2e186c6f8393f41f9d918e165bf0bbab0eb9ae
15,U,1,U,Q,1,11,3367355ce863739cdb1f3c631c34d9fa9b42bda243bcf9616943ecd7381e6993
16,Q,2,U,Q,0,11,5d1acd18132d3f14e14a48d8dc6d15461c935171fa5d35b1d332288e9015be2b
17,U,1,U,Q,1,12,7b3b973c670803ab66d80d3963411777a96ac2634eab7167592da3d4abf95f30
18,Q,2,U,Q,0,12,a0c1827e88ad3785a40c807f6b92bddc29ec78a0269c55236e4a75daae8dcd26
19,U,1,U,Q,1,13,1ed3d336479b15df347ce9886645ac687246e1c6e33f553c5e40ee5dc213d2ce
20,Q,2,U,Q,0,13,5f5a2227ace39bde6e039e11b8161531a97bf012ab3e0b809ba2c8b34807cfd3
21,U,1,U,Q,1,14,46a90161e9b93e153749a4524fea8af7dd48b7213cd728f970c2d7dbf2674235
22,Q,2,U,Q,0,14,0f1806b5a978a2f08613bfc79aa5adf7138049fdae45a3cd364ab22a192b5835
23,U,1,U,Q,1,15,7fc21c495c166836ae8f2175d9a7087384977e1e8132d7bb211958cc1656c257
24,Q,2,U,Q,0,15,9be4d49bdde1d245491114ca164e31bf3f163aa2493a86de42b719ef54574e2b
25,U,1,U,Q,1,16,75e74adb51e628025dd5d41b7992a9e261891823d1f58fda30d3f6c427a20b9c
26,Q,2,U,Q,1,17,02a904fa193a62ad54c0646a75a8e38a20ad231076366020fcfe30bbf2cc4f2c
27,U,1,U,Q,1,18,fbd79e8fc59a7f2cde1c70aebd65e429355ea6cc86783a357a28e65d6b0a7c04
28,Q,2,U,Q,0,18,18105bcf4e50354cb9619edbe7e8c85529ac51cb082ae02c87effc39868257aa
29,U,1,U,Q,1,19,37f3d123f6fcb7eb79f9403527fdd5c10cc3aad3d596f06a3fd0fabe1a732abd
30,Q,2,U,Q,0,19,869cb99e2b7ded3c4fdc2770189f50887e3228b9331031ef17e7337d53bed767
31,U,1,U,Q,1,20,483a1a5d9d9b8d9b39f2279d952799877df6ac7dbdbec6cb320cf474a7503818
32,Q,2,U,Q,0,20,07ccc12eea9505fbb7ffa66000846fa2e2f395b8f2b2ac9d11a1421ee940866f
33,U,1,U,Q,1,21,f654a17b2ae982a3c91a7673da2b0aac4be98cd2eca7fa7121a36c710dbe388c
34,Q,2,U,Q,1,22,9700380870c688a79891ef8ed98ed344ee78e5102f82c382fa1ae01b4fd3b7ec
35,U,1,U,Q,1,23,5a1dadd003f3301cd8f729e283a61bc1947ed9a33a319ee0b5868198a36e5b70
36,Q,2,U,Q,0,23,436283c239d8367143461331f8a8175b8c934014f5c3ab8a953a6784b474165d
37,U,1,U,Q,1,24,56d3db3538f692232caa3913e68fc2f179e815a2bfa8ec5bb3482a88229dee50
38,Q,2,U,Q,0,24,d07adda2bde34219d7759736654fc8bd6d30234ac580deb08263b395a48b1cc1
39,U,1,U,Q,1,25,2a0404f68b45a13fd3af2e1b1fe59e2cf85a49b74be72a50c7b21280455712b8
40,Q,2,U,Q,0,25,143d0b08eef3dc841e41dfaf039b43d6e7813c6f736ba83e729a8077d094b01c
41,U,1,U,Q,1,26,6afb12f19c1374ad53fb2606e514488d6e684a3b8266e57a80923909ca059a98
42,Q,2,U,Q,0,26,1208356abbc9a5ed3cefb32933d9a70571f9182c5e1ddca4311b1b9675fd5715
43,U,1,U,Q,1,27,3cbdcab4e9f2d97f808b81b67d51a741f34061b75c0fd68f8e19532c92654817
44,Q,2,U,Q,0,27,dec95452c8e887504d9945b144357d13a2b55c380c761ff81da925b7e80ce7af
45,U,1,U,Q,1,28,deccdfc9a2db32f651ad768fe2c65c938c78a15c966e29f83764e6c6fe49d21f
46,Q,2,U,Q,0,28,d9eeab82cffe524fbf073eb90626594a56000ee824a7c4925b952ee39beb45fa
47,U,1,U,Q,1,29,5f404eb8f60095e18a163bfd7640bb6818876ea761b560a3fff539ce1e680ac7
48,Q,2,U,Q,0,29,cf61d84d21f03f3d41ad35e4f8277ad359f872d8c50a9d6df43aaf63ceaac530
49,U,1,U,Q,1,30,6b2c55a8df03417aca95c3c76e316744f301532e292dc515e86af87a1ba277ea
50,Q,2,U,Q,1,31,13ab32eee20182bd02ffe480265c6ef935d6dac978dbce01dd557a82b2c3e78d
51,U,1,U,Q,1,32,d19d3508673c4b80b0f96d0455191cf542e2113bfa2346f3227bb4a243de9a07
52,Q,2,U,Q,1,33,1cc9eb82664b67ebe671a82abac25a953cf3d45bc060160bbf63261686ca4b0b
53,U,1,U,Q,0,33,86ecb04a07486461322978d27ca6e3a3083f24038c68e5ad8e50e69a14e9056d
54,Q,2,U,Q,1,34,c376f61eeb055ab86200f716ada3af3f6980e58dcd60486fb69bcdccd7f4912c
55,U,1,U,Q,0,34,2ea4368113df8fedbd8b2c13fd18d81c8df63b45f12c06381d0fa5bce89b03dc
56,Q,2,U,Q,1,35,c9f083368430a3a0b285c2322f3281f4782d5a3d4e8ad0733b6ca6b607707530
57,U,1,U,Q,0,35,b2d9296c43860583d84c3d745e9a14e409d5f8276e17b95ecccf4b9c26c91e0a
58,Q,2,U,Q,1,36,b7b03a8b6e659cf5ce6ad2cf798211cdcc1143d78fd0f307f16353cce9a96518
59,U,1,U,Q,0,36,694cf68927d91306953e41108d2ef48624e13cf2a9ed6bfed48862c791b63413
60,Q,2,U,Q,1,37,0b2d256de4b6e2dc7405156154e762b6c10780f1dd7b9fa7e8228ec56838fdcb
61,U,1,U,Q,0,37,7faa85846fbfc8ea2aa9cd7658f63081c91a7d5bb869a0fc5469c542bea06ec7
62,Q,2,U,Q,1,38,57331ee88772e4c1241f9c27cadf0385fdab6adc720a6b2f759023aa5fe10676
63,U,1,U,Q,1,39,d57d548972bed2d2ee9cb5b014abd40af313168aa6c2fc517d93e64603a797d3
64,Q,2,U,Q,1,40,2f1609e914e7cf2890b60b0255b082a3e46a83966d5e5dd654ac82732a3dabfc
65,U,1,U,Q,0,40,55ff4fba3ba471d4bf5aaba5c1251ae8762d861454a35dd395ecd256a38febc5
66,Q,2,U,Q,1,41,9e58b241c8e3534dabaafee48cfbdb3fa76e2c4bdc29aec98d239d931bd413fe
67,U,1,U,Q,0,41,ef58388ed7e5b99570887bf8a8657809f6d9839d835cf3ce3d0a50f4eac72fd5
68,Q,2,U,Q,1,42,fb73ca4d7031e168dd998f73a8ee565a47642deac125726d616b25566aa538bd
69,U,1,U,Q,0,42,3543b2c762950aeeb8607633e793ad1c4ca1b3c8b5f70cbe6f1c5e355e5f2e58
70,Q,2,U,Q,1,43,1726ff176c968b9d37856998c31cd7cc58bfe90cc4bbb2718f3e92eb762b265a
71,U,1,U,Q,0,43,b6ee6e9686a52025d0020aac0ceb77a63526aa89e8b29e9153212fe03bf89387
72,Q,2,U,Q,1,44,52175a8ce6bdac3b87d8f2fbf87d1b227d15e9f4fcb236d316828acd0a0cd097
73,U,1,U,Q,0,44,29f2e5f5199dd2a9232dfc5996f01129b24c7e0c81733cbca9d9c45cebcb52fb
74,Q,2,U,Q,1,45,e3ad21416959c91530fe24542ca76d48d5e529b1cb89099843753879489a4ba4
75,U,1,U,Q,0,45,9269219c361c4cfacb1191251a875bbce383937ce99a9a0de23019731bef0da0
76,Q,2,U,Q,1,46,541c697a538ebf4b41f4c75d053118d7090545898a40dac02fbf41b338423070
77,U,1,U,Q,0,46,e0baf2b6ce3fed1836b0f8a25971849ebb92f02af9c54905a49bf6eec719eb39
78,Q,2,U,Q,1,47,3bf5c9ffe8eb01454dd1a18396c24f7e743d50664a7fa6bae8203657a5a2ec40
79,U,1,U,Q,0,47,e5ecc2ea1194b9ecdfe4a9274d3fb06e1a0fd9c42e0040b6bc59d21feced92e4
80,Q,2,U,Q,1,48,f1824ae82a521849496d3caae3a053c4f7a4927a805705ad1b7ce4c4c36f64a4
81,U,1,U,Q,0,48,fbd1d4ff96317f3b88ae5d62987c18d157631707c1c3a7cf3e52b97689d48f77
82,Q,2,U,Q,1,49,62b41af979f09efc8941aa9afd25d885d5a2217e11c926cf8ce669c1f480bb22
83,U,1,U,Q,0,49,0698df63b9f42e4d5af985c345a97337a6e18c9574371994c0f0bbd5029dd740
84,Q,2,U,Q,1,50,f2edd16fc307899f2e738ba4d5eb7ea94a06cd0f257dfe40f9aa4eced8367eff
85,U,1,U,Q,1,51,8b31cc1b2413bbf1f593dd60b3b48c96bd31c9aed5136b41f4fa10a2203da4df
86,Q,2,U,Q,1,52,34e6b1bd9fc4145fe58f5259d83053cf56a0c41d381831403c482e8f5d254be6
87,U,1,U,Q,0,52,9421f83741dbf02eb198f81b97b22f9dea837396588d4166987d5822e6a80d9e
88,Q,2,U,Q,1,53,f163f267a436c251712053fb7f0b4b09ef016fa7d08995fdfe654526a7ab0d29
89,U,1,U,Q,1,54,33f1dddf7d11a140f3a52aa1312280404ca37d40920b0af71590fe66452e2d45
90,Q,2,U,Q,1,55,2385dcac244d8680d6f880a29bfd85e1f84034abe5ee286adc09c9d81199ee1d
91,U,1,U,Q,0,55,fff041674f1c47cfad1f77b077c01ddb05f1a31978d451bc067429611ec04fae
92,Q,2,U,Q,1,56,82f53c45c78fc00645adf5d4aadb868daa503d51fa7ade5fe4c5a67cd4cd6148
93,U,1,U,Q,0,56,f7a714a36ea959731d4a88f2ac12706c4897abac213feaf1c311c19e1c2ea583
94,Q,2,U,Q,1,57,cc9f9831976724be07538fca1231c612e607dd8627d1bc26cd820a9f6b951a16
95,U,1,U,Q,0,57,d7d13c47db79dc90671baaeecfe40879745154b0742640ca96976c3b818fe6b2
96,Q,2,U,Q,1,58,4399e2239fe466d7c6744ff6acbfc26cb65f61d0821b47f3fdf60de3f3df3ce1
97,U,1,U,Q,0,58,ca084068639af43b96c7ae23c00505036d7a8666732b8c141434eb421e838ee5
98,Q,2,U,Q,1,59,27eddf12c9decb2198f2682285bbb84be8047c3424e69894bda9d5042f9d1846
99,U,1,U,Q,0,59,c97739a082073f335f964e6de00cf1e18f28207d3bae0ff289a98caaa891052b
100,Q,2,U,Q,1,60,a47c4c61b40e14112469d1f6544ad5273e5f45c86ea317e00ee89a33d6d08a99
