trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,I,1,I,B,1,1,2ddedb2b86edb01d99a443dfd880afc2e77ced31e9baf27f9097b3c4324652ee
2,B,2,I,B,0,1,f7be5e69e310f5d581218ae2751a71c4b7164f3f0fc2ce6035932687f9c7c41f
3,I,1,I,B,1,2,170af2ca388e872c02bf2edae46b915894abf4678b54e8a87b6d157f1b7c6caf
4,B,2,I,B,1,3,aface8f5f90067e2dd3971a3583a60632e52886ace3842279db55a4909c18459
5,I,1,I,B,1,4,ca2c6980556b5a7f3a2b9235003ada8be5a0c4c54d54e9078ed00e14d9e2371b
6,I,1,I,B,1,5,587d007e68451692d6f37fef8f7f5d1405a8817623687366f6229d857983f1d3
7,B,2,I,B,1,6,44790359271b250e0ad9fa3c78942dd7e181a9bdeec60256097376956b886860
8,I,1,I,B,1,7,72da245195752aebba00ed5575ff2d76808821df587cc46a11d84a2aa74642db
9,I,1,I,B,1,8,19d3897df59781c79ca2bd6f23779926d0f68ccbd6d77a228719790637bff9d7
10,B,2,I,B,1,9,c7e2be0127a7e3ce32ebeea7e95cd296b7e393639eee88cd006da734fea08cab
11,I,1,I,B,1,10,7ee7a150cd27821b54f36da2f756b60586dcbbe2f2759937ddd98ebc30654fae
12,B,2,I,B,1,11,ba5c2485885bf653e2c27a075d7cdfb0d440492d1ad928f9e177956a339b3ebe
13,B,2,I,B,0,11,aee073e26f22f0b0e20621092ceaa73460ee8a7e0627a26a1faeb6a51ee3f561
14,I,1,I,B,1,12,ac5b297545d222d138e6f7c92ad9bbc5e6b5a91b0113714a6cfec898414ded5c
15,I,1,I,B,1,13,bdfc64f4fff049fa41235e6015a5b65f57e47021fa5d444cc18c6fc7e20e3b0b
16,B,2,I,B,0,13,7b3c6966ddf1587be269b0d9f40e9b2517a7652e1e7448c80cf3d607af4b1c84
17,I,1,I,B,1,14,23ae3b4fccbc3000fa3671fd43758f0c089f309a9382bfa9744a25889ad249a3
18,B,2,I,B,0,14,a5951cb3fea3ebc4947641d117a553b1751952862ebe17fbb43fb133b57be0f3
19,B,2,I,B,0,14,5f2fe64bc0a8f6d7d170fbb55bf47480c0d8737b73db4e76e7e7f0636b67cc7e
20,I,1,I,B,1,15,df7743f03308dc9dfb103dd5f61d5e5df117e01cc0ad87108738e3eccc31bf0e
21,B,2,I,B,0,15,550970f78225acda279c1eba4d5228dd7087bc4c14bfe0df26d79084a1d80ae0
22,I,1,I,B,1,16,5de60ba263f58459a81fcb9c6da368a3db5ea0f399c464d36cc20df58040f29a
23,I,1,I,B,1,17,971258edfcbf196265df86447bf4798ae3d9a22f713321766f999571925c4b73
24,I,1,I,B,1,18,d9363e20c1bcdad2f59383ad25e71b32a37d2bc3b075965d9c4e14ef51a662d1
25,B,2,I,B,0,18,744c72a48e1bcd828c9248ca016895f26e6fa26cacd7b3c9669270c43d843498
26,I,1,I,B,1,19,bc76261aa4f1301f1e13af38cc783af7e4dbccad8d04b6fea17ef920df697a60
27,B,2,I,B,0,19,618000c6a052f74eb2c98aa6da8ce224c85775b77d9055f3865df98d47ea7f96
28,B,2,I,B,0,19,19028d14121d5de14a71f8f68bb57b970ba831f810156f1795493506bea9230c
29,B,2,I,B,0,19,7647ecd8bb67c73cf19a1d4e35fe7cf9e46b062559c44e62f64d05dd7ad8b750
30,I,1,I,B,1,20,181c0a2e30b7c73e4f9ed5ead7f1a95d138ac097c94e93c3c43d78854b75cfb6
31,B,2,I,B,0,20,b548c3bdabee915ac8c51deeece3782e807f74f2880b42293d46922b06523508
32,I,1,I,B,1,21,1f38e587e3f37bbf608154a2446abadf9a5016f9fd0181df8e4e6e5691931e9a
33,I,1,I,B,1,22,572e29000c3a11e17c9a0c4bd083b75d6970c4bb169309a05de4f6311dd9a0c4
34,B,2,I,B,1,23,f04a54a4b2443993c6a26494ea8e298e5db1e0674873ed0cfe55bc16351f5891
35,I,1,I,B,1,24,c1f5b8d8956041332cc296bf3083936c84d37e652c1100e30fd795eb3dd67e22
36,B,2,I,B,0,24,7fb0470aeddd71bc3774e541f0df611bfd21d66e6550139dc189c67ec6a4aca7
37,I,1,I,B,1,25,b79267a83c80d36251288a42358caba9e291581b6067e3517adc148523a8b125
38,I,1,I,B,1,26,76a7accfc60a224924e84f7af2b32916cae1e204191997edc45bdd5d5a91c75e
39,B,2,I,B,0,26,c15ca8d3ec9c19c9ad865004a0c6c9de0bd9e2585451d10bcadfafa965921ea5
40,B,2,I,B,0,26,82968cec6b25f3b576b4b3d408d9d7677b5ab480b49d30f5be9f3bb49bcff901
41,B,2,I,B,0,26,2f88466c961e6e06737c41376c1cf9731f92fa60d501476724541d17d59ae751
42,I,1,I,B,1,27,b5b4720b5942b3dbce37ee7d6c15d57d8f6147e1d555612543200b03b8f7314b
43,B,2,I,B,1,28,17bbc08f3601bbff8241176c3ce78b3d4378e800ab3cddd575a8d7472a44e8be
44,I,1,I,B,1,29,bb9f3c6555cc7e2e52ea08b4289e9da25eea0e2668d358713bc4bc696f76b681
45,B,2,I,B,1,30,20ffaba8690ef367f3f3072f862f571c9fc56bceb3822a3321d74073af29ceb4
46,I,1,I,B,1,31,d74242c09809edd06f1b02b175ba2abbcf8ad011f48ee963c475eb82bb2be96a
47,B,2,I,B,0,31,a7327e6087ffea5f84cfd87516096918b3fc0cd7d375abdad12de386f970cbaa
48,I,1,I,B,1,32,0ef3a293c9696e209ea8ffa229853b87be5fdcbbe9f52b6d434eadbb5c6c1377
49,I,1,I,B,1,33,993238d23869a75d437540f416eaada80eca1bb53973f51b45daad2df4c54b45
50,I,1,I,B,1,34,02752b02479646b45e72f6cdd634a0e928717d2596346930e8617549590a2a83
51,I,1,I,B,1,35,78d49518bf4e7ac3ae3c3a62d58e6a13b6256b5bea9c77d229a783c0864d946a
52,B,2,I,B,1,36,f09129498c9ab7d9c20bc89ebba37456c9a52e642090162807b6b832684101b3
53,B,2,I,B,1,37,882c4252712d514165b3dabea62be5c5c499a355961a6a09c73fc66ad5637893
54,B,2,I,B,1,38,c48df7ffdb9ddd90e5d9cc4d90017ff96f1d04bed851022ed46ef001dd6f3bee
55,I,1,I,B,0,38,06b280d8da8fc5406d1465c26633d699ce5f30622614aff4e506c332338311b2
56,I,1,I,B,0,38,e9a047f69e5e8beb1972f77cd0033b36adbf0dce7a54b55074681f596d31a78a
57,I,1,I,B,0,38,ebaf777a6a551381b58d9f6b7bd8d8fa11a46e3783e7110a1e3fc1bcf0ff7e38
58,B,2,I,B,1,39,e0f34bce365f3c458b3dc4f9615de539f2288bcd98313b9b92b1a828070bb4cb
59,B,2,I,B,1,40,39238eac1551d466ebb4a641439a453d202a8481f98fa5e619b5e107539b6ecf
60,I,1,I,B,1,41,8bdb5f5fc2142e869595da09303f4bbac83ae7ed172a30720b6db96c2180048e
61,B,2,I,B,1,42,ec89d9555c44a21a7fc5289d6cd1bef4fa6d9fa580ab38e9ae1dcec4a20baa27
62,I,1,I,B,0,42,6063f82afa1d416d1fd58ad307548e35fe5bd64dc46c44beaf80ace3379fe56a
63,B,2,I,B,1,43,60bc7c95124c6c11221625c0d3b24d4968bf0dbbf6432d17891e17556172093a
64,I,1,I,B,0,43,cf831fd87d6da22eedcedd2dfa4e08d199af516e73165d88f6c69bffee7c379e
65,I,1,I,B,0,43,994f18f33a62c750ac68fe788d26e510b28144411b37d63a4d0e3f819e744e64
