trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,I,1,I,E,1,1,4378707a982cbe6be32ba0b15d512e6f3f238c316975fc9a1ac4d87d6d898c00
2,E,2,I,E,0,1,5d65d26c1e6e8a35451ff167b86d18a6c2e929e7c550607256f38c94d4e25930
3,I,1,I,E,1,2,9ea3a4bfb9e7fa1bcd97d45e8838ed695592500dd373b3983017eff5a02c8ea5
4,E,2,I,E,1,3,bb10935a4457ee2c1ffbd89ff45fa4a9b72a069f4506c2535ca7d5d8f31a4435
5,I,1,I,E,1,4,cc688d9c376045ec8e20259c98c84d50ff94fef1efc763167a9d2b57a104a012
6,I,1,I,E,1,5,a9d9a1da99a3ad0918b7ef1aed4be35b17ede106276debfa66383fd71dc9163b
7,E,2,I,E,1,6,2c474135f4e09bb96fce4a734264bde7c0b8aab40be6eb140a4bb6b7dfc1db1e
8,E,2,I,E,0,6,3aa32254a49edb8ff5fedf17f4c9f340460c68ff761916a5cb5ea029268141e8
9,I,1,I,E,1,7,5be9634ac208985965265d081d6b18ebd7bcb2d02b773457087e9f2f00d9f2fa
10,I,1,I,E,0,7,91dc17129623ffb4e24bac85dd1002f3fa426c7cce9b1465a0f045a3ff4f71ee
11,E,2,I,E,1,8,5b0c9972950f2f616a475107c167c10d90f071a59253c6c3417f0b171503f979
12,E,2,I,E,1,9,715ea9c8052d1788eb1cd749b4621a9939f02d8540771a12def5a9e6607d92eb
13,I,1,I,E,1,10,9ae1dbc029a2d53c987bd7dd92155fec17dd69d862aa396668a39da47068c53c
14,I,1,I,E,1,11,31a0d9b1009a2c19d06c396c6bb01e1646bd491deec05808f3b400aab9b13fdb
15,E,2,I,E,1,12,d46825091f0deb9bb1227bf0a3b31a253b06f8c40239bbc629e403654696400e
16,I,1,I,E,1,13,e85f40e1078d997123a61cef3c4f4527abb8f642ca2ddfab63a75c0efec9d271
17,E,2,I,E,0,13,9465439fc663b9a0630d844783edf645d307b1622d848c679546f8ab088933cc
18,E,2,I,E,0,13,cb0cb5cc15d02fc4cbc5a8d5cc10d7acc92eceb67a55800780d8938170a02a68
19,I,1,I,E,1,14,1e818a00f53171003c21aca7cf6bfa2279153ed9ffc418c37b11d283ed90d194
20,I,1,I,E,1,15,45927b6c1fb80ede6dc6a3096c7f5c384f38e0c4d7c70e7b41ae6895a819cb53
21,E,2,I,E,0,15,55fe55f0d5d7bbba3a2b2f7b9117c3ea493b8a9c5068d09848b462b1eec836c9
22,I,1,I,E,1,16,7f99dcf34766cd5b5f15be41f9d52997eb2c955bd9a78cf92df185832fe4d8ad
23,I,1,I,E,1,17,ffde0bc8f06648caf280137aca873905807cd35ce5314d7ab039446b6d9e2af6
24,E,2,I,E,0,17,425e0318e5db76ddc2203c023e805ec2f087a6e4ee8e83daec476cb2f1eb0b1b
25,I,1,I,E,1,18,24169d7c2037d1f0b8489015336f1b4b95ae73c96d6739d9dd67c9bfbeb4694a
26,E,2,I,E,1,19,a39ed05f9d2981f417eacff7e17d6a23b8947c964f921994bc94a6d18c7ac8bc
27,E,2,I,E,0,19,96410c925fb89bb3876034ddcfb3301123369da0781fd4ff2d7b0f324e10b4c9
28,I,1,I,E,1,20,fa1f8400c6b876f53f5e366e4327603d2cb399800a1f226bcc930fa05a567b26
29,I,1,I,E,1,21,7346f61acaa94b3def0e83557e835519aeb526c293cc60503a06835476a85f3c
30,E,2,I,E,0,21,23e81d3ff1d382aef85321fa791a17e01833394c67e6729ba04670f7543c3b61
31,E,2,I,E,0,21,55013a1745ae7346d222b9e8ce6f6d092a4baf0ce803aded50ae5ef59d35d455
32,E,2,I,E,0,21,54c35dd5a0a03e259186d0db9a9541a922fe567fdd5779568534f00fd48cc2a4
33,I,1,I,E,1,22,d44ff4fbcdb783ccb5241bc488f0aff55c83f2d0ff232bc7c7c8900786731717
34,I,1,I,E,1,23,a8f9f3c1cff2888a82cfc13c1612ac807312be9dab9a0ae1ec059fcd35fb839d
35,E,2,I,E,0,23,7b1cd5b4f905fc22d0ae670852f9114830c6ce546f41cf71a9a369b5eca8cb3a
36,I,1,I,E,1,24,caf1a6c4f014f5ba3d2913726910e809289b5d85691e57279765c5cd26cca99f
37,I,1,I,E,1,25,3bc43ec0320ff1f80c45817296f0f90d9f674da23a6bb212e06a5c093ef3dd78
38,I,1,I,E,1,26,59af1602bdb478278a1725f772f793e0d05f5242a2c200c8f96fa4f307bdebdf
39,E,2,I,E,0,26,f5b980028c0c66b74f7c0f256e6f5f292da7abcd0e70f5ee98d1bd3d8ff60036
40,E,2,I,E,0,26,6949c3c07ea65ff146725cf8b13894860576b829aeb281e5c67457eaeecd4336
41,I,1,I,E,1,27,29308d60e82178786398506d8612a823d4aecaf84df7f12a73a83cac1d705fd2
42,I,1,I,E,1,28,4eff0b4f73c864f1bb59191a80fb3c91160477e16ecb244bdbbf477c503661ef
43,E,2,I,E,1,29,6cd5bc56c66fe6f4402da38e6ec9cbf85ef1accaf22606520b1da366d1773deb
44,E,2,I,E,0,29,c68ab850f289bf0f75a94a96c6998c98765a1bc0395d3ff27e2dbd52289d26df
45,E,2,I,E,1,30,203ab5d652cac76dd3ed854656437d3afb8ac2b8402eb72b9558a1c6b293f5e2
46,I,1,I,E,1,31,68e016b61e567592fe48967b37c71d18df0f0dafe5c09b3476bc6ae42655c7a8
47,E,2,I,E,0,31,1db06db54440d9eec69ebacaf6ffd1569f7a61e9ade1ac4ac8e3ce69a321afc1
48,E,2,I,E,0,31,1598887ec79d42533ae762f37f725a72eb152818781efeeb555f341e0a466a5a
49,I,1,I,E,1,32,980051118719263938e4a9968b77f2db17e93a80c04487cff47da4ef19f3149d
50,I,1,I,E,1,33,2225d0f86a640d3d3986c6efd2b540de7cbfebfc2793ffc7f13902f668c6ebff
51,I,1,I,E,1,34,c7c713fdd084563def67af18cfffbb669f2f5cbfd4c0b67589e2b8e0b44f9dad
52,I,1,I,E,1,35,d85da5caab07aa568926ca0cfd8ec92e9934fbacfd1fea79766c994b7ab3208d
53,E,2,I,E,1,36,1151d19fe48dd89e8eb3c508086026c0c727445f29d07749d195c0a106ea65f2
54,E,2,I,E,1,37,ab76f9a99ddc1b3fdf7f981ca9fb5528500472d0588fad4f44714109f376e775
55,E,2,I,E,1,38,44dde87a0b934a0343e473265fe9cb1cd5375571267609bf93448aa04ecac9e1
56,I,1,I,E,0,38,0c76f9487fbacd6f3dfb5d1a48b3e5c03c8cb0960358b74a800e8e49f77807e1
57,E,2,I,E,1,39,eaf427179c7bcab66a175063550041c8aeef3abe1af79d0e005b3e1bc66e58ea
58,E,2,I,E,1,40,91bad57362f50c9f105e061da523e60e368917cf7bdd011f35780e221a89d05c
59,I,1,I,E,0,40,7d4ef8d0b605ec48911afa330434ef868e0b6307b569fd7761b1a4078823c818
60,I,1,I,E,1,41,cfc93b0b62d31aa76a840d1793a4c9e64ed020e3f8a428c0f4fb464bcd5261ad
61,E,2,I,E,1,42,1195c419caaf037d9b0e21658cb0ab0c6eb787badca66154c5ddf8acb14a02ed
62,I,1,I,E,0,42,1221c9cddc9d73cbc687275eb7db34ad120ed7b686ad41534ebff169b7f05520
63,I,1,I,E,1,43,0cb71dd733ff43f10932ccae0308605e7b0cc40d04130e2a99701a592ff0f627
64,E,2,I,E,1,44,cab4ea92868e6bdf8d2120cc1f8c46b7d5320cd45905ea8882feeb9eaf7c4c31
65,E,2,I,E,1,45,56fc17694e653df710db8adf928e70ce07f14740a7125528d558fe188ad9b8cf
66,I,1,I,E,0,45,722f400355318f6149ead392388ecbbd95e168d2f5284279dc6a0f4b53d9f82e
67,I,1,I,E,0,45,c775f8f183d8fc7a753a8afee1f4241c9005714d641857d699e2a5b2a4362d57
68,E,2,I,E,1,46,092ec0afae6254ed4af9cf08287f76a450209f13a3eadf4ad995d47d82dda136
69,E,2,I,E,1,47,b0995932b7a769e925b6e9ce51a4876e5cb8db725f6c492a2335306ecbff5067
70,I,1,I,E,1,48,feaa2e325e4ec499557e5a8b05ff77380e9bbcc3940f4245df64353a9406c6db
