trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,G,1,G,Q,1,1,ce143755fb564e3a57c583012f53b8b66a96c79beae3263367f0cf0afcd44852
2,G,1,G,Q,1,2,1b76eaeaf9180535526cbaaa5bb16e6019d45fe35d421758c2d0ad5f2138a314
3,Q,2,G,Q,0,2,f0a8f1b4c8ddc4447ab250708fb70bc325922e169e855da9a4a2fea9d4989eb0
4,G,1,G,Q,0,2,bfb71689b4e25d4cb59b801f8ab5918f2e57bf11f8dd5c4596b0cf306d9b9184
5,Q,2,G,Q,1,3,151a95d60f73d4912ef0bd9f2c3d34956a30f33fb6420deeda0e9cbfbbc5581d
6,G,1,G,Q,1,4,00fcd95eb287bd4aa92faee44d006d7bb89737e2928d80b6ab8580cf622c0b6d
7,Q,2,G,Q,1,5,f1506a3a0a9842f2a5cd59512ca93771fb6c3ffa100dca4f3aec797493562eb8
8,G,1,G,Q,1,6,beea900393ea9d71d7fca920745693bc1ac946127844926769a41fa4d8ef95c0
9,Q,2,G,Q,0,6,b3b257bc4379be0d7522b985c3d2e88fb6bed670792fe70a1745c70e1250f0fe
10,G,1,G,Q,0,6,e7b8dd90a919e993f654b46f841ba5f4bd086e857665039bbbd311c60ab95661
11,G,1,G,Q,1,7,6178783918dbb185a8f98fb91b60f33cd7391df31db6c1b8edb4cca16138c34b
12,Q,2,G,Q,1,8,8a2cc1c433c5589d14be92bbec2d0fa4bd76f3de5980b65a2e5b89a62c72fd99
13,G,1,G,Q,1,9,a3db26b107ebc797b0dafcb5e67c8eebccf979edf46278102d5f10016fb21035
14,Q,2,G,Q,0,9,b5cbdafc09646c6f8ef8a01ef7569c13000987bb0074c585493e3f7f6f942242
15,G,1,G,Q,1,10,bd40689f881719b55ad2954a5ff750f5e6ba5edf9282522117eb2888e5fc8d4e
16,Q,2,G,Q,0,10,0f2bf11c8f7cdc7f6346aba7dd9ce9376dd2b821fbacbb5a3050f06ff086c76f
17,G,1,G,Q,1,11,d8375f879eaabe10fbc299a494b4a139b45ea34e50c7cbfb7f07bd63dc1639ab
18,G,1,G,Q,1,12,38945eba01e40326033c70840e0c911914ecd3d79b307b5bd5942753b2d2504a
19,Q,2,G,Q,0,12,7ef43cf1f2bb59d86cac4c5c7121478104001cdb7d2dbdf8d7c64b736706de47
20,G,1,G,Q,1,13,80bcc9aa94f8c2fbbddef1de6a910ce4b008ff5965cfdeb7151c86b5a2f957f5
21,Q,2,G,Q,0,13,eead3013411e64024f87a8a3c4a99813b4f67dbc6a76ec8ef1a880b5ce8b5bbe
22,G,1,G,Q,1,14,44486160da424255a5d1762f229c5047cb5854091504b5b01f6526404a612091
