trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,C,1,C,R,1,1,2d52dd2144346c57a54255f15aeb4f29ec04a9d3c0834a6807d62e6a56fd2deb
2,R,2,C,R,0,1,3b8c045fc6bd680c2d88ec35963609120dc16d54b792e78d6f14bd0675f6c29b
3,C,1,C,R,1,2,2d5f075f149c13ea493175360d2faac2dfffc0dc190e59168ace1b5b0ed8fb7c
4,C,1,C,R,0,2,8cb72928a41337e15dca6dcc924375615d40301cc9eaa3c88b165d5ee814c776
5,R,2,C,R,1,3,3282e02eb4a1e8c6ad262572da7b26ed5f6c5538fda952816ba1c802b94c8ad0
6,R,2,C,R,0,3,3dac3dfa4819c6800449540685020008a15dad849c4ded355bf3fe8f679e2845
7,C,1,C,R,1,4,61887ad649801a5d30bcdf5d2770b5be1743501be089bf5d6a9972d232c38199
8,C,1,C,R,1,5,4ac962cc1485ab364eef76dc62b99e73ae7b9836d1e9fc6a04958ea6e28b6eb5
9,C,1,C,R,1,6,ccb5a094beb2aad0c40bc073871fdb25fd89506a03ef3a8393ce891e614025cd
10,C,1,C,R,0,6,83fcb19e7f3975b16e8311a6c010df361310d6ae2de61ee777fd20f40887b269
11,R,2,C,R,1,7,87c6b7c2197364a946a12c7488cf838d11883f73d77e8982af4fc254fe5a7d5a
12,R,2,C,R,1,8,8e56612c4aff0c0994c33f13a16fdc71c11a69a15c3efa1a73432a5f18f1d649
13,R,2,C,R,0,8,d0edc903a9c5c63e2d9b73f470aefdd26ebfb74d6a1a84b3687b4506cd98f211
14,C,1,C,R,1,9,5a51c423f6e453dd112a2a2f607f10223d11d69b539aa384feeddafd178918e6
15,C,1,C,R,1,10,dd5b86af7f949e737a22f055b76a9bb2bdb29a396447d26cb7cdf7be70b9a8a8
16,C,1,C,R,1,11,b07698278e00766230dbd6b2cae762b3ded8356a464cd1ebf463fb8cf74f7248
17,C,1,C,R,1,12,6538e35b368f531b60be83f2ad321a2a672ab73608014e61499b1078d7033772
18,C,1,C,R,1,13,886bcc7beae854aac53031d3318e4febcdf7a0035b159b83c851b46b66e804af
19,R,2,C,R,0,13,b060a09e74ec777e0e02f82b32d9c3578bc7b6690302b5f87f6fa1f3c5297c30
20,C,1,C,R,1,14,46b02c1963cc0afd7f224a3c50542e49a156a14623b83f5d6e137fe9e4e8bb22
