trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,E,1,E,I,1,1,4acb6b2b7f8453aa8261a73d9d50e453beb7fd11f4586318718a321629274c9c
2,E,1,E,I,1,2,26a66e3ba1343177852a95c768919e40187687334e92cfbaca9a19589dc8a8d7
3,E,1,E,I,1,3,359db0fcdcc527211e117e72ccd76edaa92f48302fd60e30d8270ec732db8a9b
4,E,1,E,I,0,3,4e42f843e41b8153f6c4ddb2cea753f3526a2537f48696fa455534fc3d1c12dd
5,I,2,E,I,1,4,1bd17e8a380a9705263d62daef05d13fdea176fc06bb12282fa0a9d87cc5e872
6,I,2,E,I,0,4,86a093b414ff113a179bba784c48eeb788f1329f72f34c40c4f72bfeccc0619c
7,E,1,E,I,1,5,faa3e0388b0d563cb326814251382d3a6c5212a1a3abda2e3d465c02a88ab370
8,E,1,E,I,1,6,263e2e7d063ca2c092807ff0f1979c72eb9dcabf92148d3d6901a3974db6bb64
9,E,1,E,I,1,7,52a0c01cd400d6579bc01ee7a278136736002e71b2d5f7e2dd3375673728d6f3
10,E,1,E,I,0,7,93162e33713264c411a6bd363f45210f7938ac7d3d3dbf9a592e37ee0d3f867e
11,I,2,E,I,1,8,9dbfc2bdacb255c99bf14408d69cac04d9ea979311db4358684d4f516ed06164
12,I,2,E,I,1,9,a976f7fb5ef21d607853196d1172f80d1deba7e1f3e5764601858b02b3e843c2
13,I,2,E,I,0,9,e36fb04e72665aeb573448a8a15e5831feb1336fcc965debc31fcec034b7fe3f
14,E,1,E,I,1,10,2e6b2418c9191bf245bccbb68b86f43553e221f8f27ae73469d26dd5b0c981c6
15,E,1,E,I,1,11,190184a81a288f3df8d10e5a76a569eabc9d5af7b59d81a55f24fd489846664e
16,E,1,E,I,1,12,48c433a1f3ad6c9d40b3ed4ce60414f4ded192d14b133c4a43341407a7d6a24d
17,E,1,E,I,1,13,2915df62cf0d4a6de3176a138cb9729396d62f2bb0c5c3dd7af23ea4adf77065
18,I,2,E,I,0,13,f7a4c30014accd3ce1790aebe1dad39f540700dc14c48ccd609546a113e9d3a2
19,I,2,E,I,0,13,be744bfe1da1a1440dabd17e45732db25e1cf4fb108e0b5184dbbb1aee041211
20,E,1,E,I,1,14,7481809cb641b46d00b297655f6be4da3d3e44454a1b7849b8bdbebef919defb
21,E,1,E,I,1,15,a82e7b7e62fe987f68ed406885652dc6040910ed196d67ad8ba914a0fb0cf7a3
22,E,1,E,I,1,16,840addb64c0abb6f6e8745ce4524fe583d5feab07dff7bfd5890f7218398e3b8
23,E,1,E,I,1,17,6320f97e7b265e2832d5dd3ec6410b76bf417e89255163073b7d15d61c01b1a6
24,E,1,E,I,1,18,4bd31364015adde88b7acc76c0ebec6c66ed039eb2677a297174bad2b32c6874
25,E,1,E,I,1,19,90099d7269d134258f8c05fb6fc2d5911076becab2eb8441dd96c67af870723a
26,I,2,E,I,1,20,13c7a4e5a2f50341a65f5ecba5f04295798c84e918b67ab590cef203170f3591
27,I,2,E,I,0,20,0883a50e0f75df27feafb2ee7b39259f8077074b298d8fc19bb48963c40d8eb6
28,E,1,E,I,1,21,f255ecd0c988adf233f34f782e7dae6cccc333dfceaba0a48f1b428ee4fd7a6f
29,E,1,E,I,1,22,b1ff0b59540d74e720dfbd9cb372ebfd29d954f2f79c15d9652fd93c8ec857a1
30,E,1,E,I,1,23,5697154ae9165aba8891a389d0e53fca6ed074cc7f7a737a5deacd4ad32cb21d
31,E,1,E,I,1,24,e0c5635e8ee58b07dd583f16ff665efaad90f81649718f42acf763bf1baa3269
32,I,2,E,I,0,24,adc99e9e91547e52161500b62c4edf309cb37ad5617e86d311bf59e6dae72ec2
33,E,1,E,I,1,25,dfdbb6474665159febdf4d75e3500da7a687d00d9aa377f0261593d0ba031d60
34,E,1,E,I,1,26,34d2cb12ceda1011370e964b32d31b7b2f8f29888afabec6c876038b6766276c
35,E,1,E,I,1,27,d206f5afef811544895bd6895c6c8909841970e1522d28a9a4a9362eb625136a
36,E,1,E,I,1,28,1472d0ee11a7127a86ad9200bd50a30a16d1d4f71faaa94e64055d914aaff528
37,E,1,E,I,1,29,2248fc550ca5a26d12df5f268f47f0ae93d89164c36940772a3f7121d9dec6a0
