trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,R,1,R,E,1,1,10877b4903eb524c7ff5b1136774875ea29a7deeaed7fde523e93793741ae11d
2,R,1,R,E,1,2,d16385ce075032e34fa95a0722ff7f763285e1249e159fd04e9cc86ea2023f35
3,R,1,R,E,1,3,3f1653da700e10a55558768dd4944d27c083aecb5a112684d78891277c501a2f
4,E,2,R,E,1,4,0da835e257bce253ff0bfd301c987bd8128cfa431165bb6a0ba7f8d0678d0279
5,E,2,R,E,1,5,d46c2f8a545ad7a4b861260a90675fe0492c77fc910a8d03382e36c348dab517
6,R,1,R,E,1,6,fcd2406cb95b417e0d261da716ab1bb6fe8ee2a75faf63f80011bc3a3b18bb6e
7,E,2,R,E,1,7,53c57d7029aa9fb21153b57d17f1944b384653b691fce2bba24cfe8150f42a9b
8,E,2,R,E,0,7,9b94a9201178800308d15c41da99d62e20616dc196e8b25968f008180471ed6c
9,R,1,R,E,1,8,cf786bb901d20d2b3b93073f6ec37a1f2046cdd0d3f74d1528308a20f3cc8668
10,R,1,R,E,0,8,777579e47f7cd31d0b29d01c86d1f8b93f80d78b8cb63711225431a672c69a76
11,E,2,R,E,1,9,187293b82c5cfe1539a7c177b7c3ecb4faf6b7208dae8622678d7f76f93f9428
12,R,1,R,E,1,10,426652e16697cab4a626021a410648a76031e1c06e1bae3b5ce5a65636667c9f
13,E,2,R,E,0,10,610bcf24ce054282bf004395fece28a5691c2b3dc08ae7ad3c3e196dc842e530
14,R,1,R,E,1,11,ebd46fab85f604f932f7522523cdaa65cd874b637ab8d87d9bd5fce3fff04cdb
15,R,1,R,E,1,12,8c1845e79f4d975f1ef011371ed7caee88d3a98daaf66ae3700784469b275608
16,R,1,R,E,1,13,55e754f0b035cdf43db76e783d324ef069f1a13f8cfade512043e20ff7d5cf33
17,E,2,R,E,0,13,eb58f771c6d321f234d44bbd74e77d69c6cb6015134e2e73ac6381ae84f584f9
18,R,1,R,E,1,14,479148cc0bd7c0186265156c000adc67dafe90e8208ecd83a55d34c22c3eb7e5
19,R,1,R,E,1,15,7dc90412a928694afc4f074e362a0886488dcdecfb6a2d2a2b145f5996fb312b
20,R,1,R,E,1,16,668126ab2fb7379c89d8976b58729c64f18d58960fe48e86c5b01a50bbc80c44
21,E,2,R,E,0,16,c1c8aa0a37b8cbfe22a20cc2875eff0c94d4310677621b693954cd145caf6e4c
22,E,2,R,E,0,16,def59f67f70c69cf5278718b94f5545dfc46ae4613d91e89a5d409887c05607b
23,R,1,R,E,1,17,68562404bdaf6d71318a17bfbd18e5e333f740c2a3dfb250fdf8b5e92dac2699
24,E,2,R,E,0,17,43814d295cca37a0c30dcad1754f574832af37a9635f9a1ba6add40f71822aa6
25,R,1,R,E,1,18,6cfc36799ae771ac2713a83a2e86fe7f29e10a2e4b9a3164f9d6675ca39af367
26,R,1,R,E,1,19,b9a18edef202f5ab0da19a80afbb641a5c8b6e9fbde048c3d03b7b0cc11cf7a5
27,R,1,R,E,1,20,2c281261441542cd86ff16a7a412aa4295182bc4a4df1803d28894bba44eb5d0
28,R,1,R,E,1,21,5a74f141f158dffd94fdb01f2fafb5efc3bc83c084c8204c3c3c6710e86393ec
29,E,2,R,E,0,21,2b7ceaeb39dfb1e103c3282f29f7cdd93f6496670a07108cbe36331ef30e98d4
30,R,1,R,E,1,22,44bd683b5a2fe59a6565953a096745d15f1d23a9d4c60e843d5dc4339b5364e9
31,R,1,R,E,1,23,9d67f08e600646702bf7ff05b61e01e47ebba405d9a927bc8aad983845fc35c9
32,R,1,R,E,1,24,fa1ef68e93b44075969d3861da7fa1a4ae46efafc271c787918ad925952bda82
33,R,1,R,E,1,25,487fca19798eb3312dad8e17c19b678ecff53f49b1655d27e721fdded423d8d2
34,R,1,R,E,1,26,03c04605b1a82280fa1c1266234c869623440fc377f79c7b5b5add6554624294
35,R,1,R,E,1,27,83a0236efd65f720377d92f1a9418c230bac7c818097d9619ce849eba69d0128
36,R,1,R,E,1,28,927275ed7cbe5143caaa2301533c6bd5b1bd1021067ab321c2e249c7ea9ced7b
37,R,1,R,E,1,29,06e23c62f7ee8f988c5c5d54a19d00ffd01ae2975d885ba61d6576e6cba594de
38,R,1,R,E,1,30,a8fa656c6cc0ab8ab02247bf8153d546695055f39f8874e267f529ab6582571f
39,R,1,R,E,1,31,a7b34f71075222c375ccf392c103ebdd4db3770b522f176cda1ad36167051b3f
40,R,1,R,E,1,32,ffe48235f0f7432f3a0a1e5fd69464e3fb04a2d80f7abb2e5d777544f99f8438
41,E,2,R,E,0,32,917dedc38971997c226399740bdfd70768d11096452216283358a6778d344720
42,R,1,R,E,1,33,0b29ce0c544bc3cc87955ab184429ae65d3ac29556258a13d511a107df886a7a
43,R,1,R,E,1,34,8534b46c01b6e3b5b05d8fc06b69998a48ae766b7b3f3359cac73ead11ef4744
44,R,1,R,E,1,35,466dd3bb1877558d5187e189e730768d5eec734f4eb949b111a95871c24f1b53
45,R,1,R,E,1,36,03fae7a12b89c3cc76b2c31ea2c7d3245d151080ac2b386f3b6020106b2681d8
46,R,1,R,E,1,37,bc3c748e7e0979545553e080bb5641aca23d36ad4bc06fb5af5371ed811d31ac
47,E,2,R,E,0,37,2e48ea6440cfb22d74d87d17dc7e04a5639e73dfde5cea7aa44d7e885755b2f7
48,R,1,R,E,1,38,f2266efb4ea9d7590a16abd5719d561b8474ff371c2926235693af12cdc9c96a
49,R,1,R,E,1,39,b99851dee6ae2d4c95cd7f21bc11bc439db74e1706fa08ffcb41cad4d7de1c35
50,R,1,R,E,1,40,a75270edf27c18aa873c6bffcf66e6053a21c9e8a030183169d5152aef225e1d
51,R,1,R,E,1,41,09be6aaefdd3ead0504e2a9c3ceea445e0cd0f15bc2a62c07eaf4e28be43fd5a
52,E,2,R,E,1,42,a63f80e05f9704e974174ec7dc313b815fbd161b468f291f1a17f5a6cf75ebec
53,E,2,R,E,1,43,97578dba6dbc511e56921b73f1b362b7fdaf77a851d7a617b2f737f2e79453b1
54,R,1,R,E,0,43,49ff43508587be482fb482f39a13a4fe6ec4130d25ba1bee2b95f2728087cc4b
55,R,1,R,E,0,43,943c7e5dda28e3269514025dd8b5fa42a434801024e2d3a0d1eae53da5a3bafc
56,R,1,R,E,0,43,6ffc31adb03ae0a57012d0ed92ee51c822e6287720f8948ddfd70ef7005ead4e
57,R,1,R,E,0,43,60ffebac7bfcb71ec18ce279f1c31aa6f431d23c5dd6ecbd63443b6f88861a2b
58,E,2,R,E,1,44,2cec94a1e2e1031ef0bbf8b2993349d70de79343597eabfee6e873772cb9fbb7
59,R,1,R,E,0,44,46f47710893cf47f4236459dcd9aa266888cc80d411fb3cad67cb7ab75f1f1a0
60,R,1,R,E,1,45,3edf083486b85c5d0ea312e49caecd263814287faa0dd52cc66374a23e675544
61,R,1,R,E,0,45,7217662c7e325b6537bea83803f346d0811ea8d4b9dfb64772cc326705c9baf7
62,R,1,R,E,0,45,9770c05929e99a8750c4ccbc95f5f31913c8ad8179bae600b37ae3041f5641f0
63,E,2,R,E,1,46,6e8309dd6c50b393c06f4fc520dfdac8448efe471a306b90e163e715fa0cd82e
64,R,1,R,E,0,46,a999d73565011cb58c5996090116289797d18516dcd01edc43bcc24d475a36b4
65,R,1,R,E,0,46,0980a8338a9b883d976eee5fc9caeea158d7c6ed912b678fac46da06c15896e0
66,E,2,R,E,1,47,373c8e366fbdfe3ffc9adb60c56b61d3e7812c93b2667651824d70b7769c7e9b
67,E,2,R,E,1,48,4791612be2e2e083f084ff88be26b76ddba385ba259e7e41779200b54aa22fbc
68,R,1,R,E,0,48,aedb6947b26e024d1e6753b56d3ed6d7b244b2bd682a6913c4d7b45ade61cf75
69,E,2,R,E,1,49,1f83cdb6e4167e9c7d3ee83081682039519009b9ae2304e25adc8a3c936ea485
70,E,2,R,E,1,50,f1cd3c195232dd055c035db5c0032cf1b3e0be91dad1bdf17e9677f2c66648cd
71,E,2,R,E,1,51,5a34540517f3a8b64bb8e6add0fa5af7723bd41e09fdbcd4ebac113ec5824e79
72,E,2,R,E,1,52,1699fb659600dfb5191d44c73802597394ffb815931f89d19609da19f48b9dc6
73,E,2,R,E,1,53,8db1b607f12a06b02dd2d0bdc22ce1c5222cbed945e5dd9f838dbc66f1f098ad
74,R,1,R,E,0,53,b45f3f9cbb471399f4c7e938eff4023292169ebac6ce9642f35ad4120604426d
75,E,2,R,E,1,54,9dd4f61c9bfdbc6500da614fa5a38ee04b1a71a0d94c1fa8eef73fa041fe47a9
