trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,D,1,D,X,1,1,04a619bf40e73a8e80fbe8ebcccf8238f7c9a07a3ed9411cde4c7743491c8b40
2,D,1,D,X,1,2,b92b390bd0b36d11529f3ff27b165ed54a0ba19ff4b03c37c59c3a4f599e9fb1
3,D,1,D,X,1,3,cbd101f9b01ea2ba68345854efd19f93b6928f15199e1afd1947cbf4e3096514
4,D,1,D,X,0,3,fe958cf6cd7005370333a1a1277381c37f8ebf05cacd5f0527aa8ae22e1b1772
5,X,2,D,X,1,4,48181cbaf2b6a4519e36c1d7b1f99d2e086eaafe69d2a14bcf595fe6a9550ea8
6,X,2,D,X,0,4,ca7a014f0028b93506be7d44de076ba593962d4d640e8e2f40a68b0775447fd0
7,D,1,D,X,1,5,c884884a3b52f0a7048b1a13ec65b454b3340c420f2e9210ecf2bbeeb01b364e
8,D,1,D,X,1,6,c92126fa68aed14be157718c81d556370b5148d1bc5832534aa8cac40aa3532f
9,D,1,D,X,1,7,56d9c45b99645318dda9b17ea240073cb35586914d25d02687fcc3909274489a
10,D,1,D,X,0,7,c6a374006ae64495140d02a3ffa4c30d9b6b313c39d2febd09aa8163b5e22199
11,X,2,D,X,1,8,dc8af31ad2dfe8c4966f4c17da32f0bbf1128eef2ede03d9be29438379abb6b2
12,X,2,D,X,1,9,e6a095e09296fef2a02e9b2aacef24789d4abeb7928a4d59d70831dc484aaa11
13,X,2,D,X,0,9,af95fddefd11904b35ae50fc0a58f115f4bb2e171ed07786306270f5e9fa6eb7
14,D,1,D,X,1,10,060633f3d162fed8dbce0728c79a70500e06e73196e0706773e93da7fc8a33e4
15,D,1,D,X,1,11,75a4ad0e4335d97980e7cb821fd9883b9bba12f2a04db2b6ae765389e7fdcec8
16,D,1,D,X,1,12,cabc32a560385f865c28c621e995e33e20f9bd43f5faffd9e0a42d8a6238c795
17,D,1,D,X,1,13,07f3f27673056b974fc8e2d7183daff193080b8fd4cfe6b7f17d230c2819ada5
18,D,1,D,X,1,14,912e10a19349f2d60afb0e07878657786d4904d6891d70fad2599c9f04457651
19,D,1,D,X,1,15,c2630da47e68b3ee03ea9735f385a603845c7f5f09fbe553e779f6950376f0e4
20,D,1,D,X,1,16,f4ba1fd075bfedf59f2fb4a256b155556a11a93ea2252af96283cb56ac18daf6
21,D,1,D,X,1,17,91f4589df0c6259cf5de9f3c41e6066a2001cc482119ce2d072bb2441bd030d3
22,D,1,D,X,1,18,53d2b723e87fd2d99af710f061f114c0ef7ba3ecde9ecc003bf2f32f9944e3cb
23,D,1,D,X,1,19,83a4aaee43575618dfc9b2f48eb41bb8a65356f282e541ac08ef879fdf32219d
24,D,1,D,X,1,20,4b1ba6485e5a05bb0f4c27821f635d444326c494127d906e39459eb44816abe7
25,D,1,D,X,1,21,1510c30c038ab9c27f796d0d33bf55dee59f4c96da27966c952e1f363520e47d
26,D,1,D,X,1,22,91a8c1227e2d8056670051ca1f2391e9965d8133b6fc7dfb162b0a5ee10cf556
27,D,1,D,X,1,23,dcb596263048b8e1ae417874c69512715009a7ef5148e4c15e3635f3fe279e7a
28,D,1,D,X,1,24,2a7dc7e01867ebb42aec4b370db7507c301094beb5e4b82082717846a2cd7a68
29,D,1,D,X,1,25,7e5db0271eb55293571b4429840d4cf97f6b29c641633386843726e1e7f2160e
30,D,1,D,X,1,26,b491e7d2665e06095c7a1f6827c6b158e73bc79fe034f04d06ab7230c196613b
31,D,1,D,X,1,27,a0c376e2d5f7c7be11a9ac08bbc914e986c6ca062ef987e6bbd343e1e852e1f5
32,D,1,D,X,1,28,0efb38683c0b3de6458cac16a410f0c5428c664a09e88f97a851e9146248bb0b
33,D,1,D,X,1,29,bdf597c31160e1a24ab84bb2da7ce4a23632cb17e61cd96750d6b15dd1b187cc
