trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,T,1,T,G,1,1,b94736944205425a99bb941cb0a0f44777230426809744e81fe11b19b51b1a61
2,T,1,T,G,1,2,298dfd2023bf19d458edb5b28b46efa2cee096508399432b7930397c031919b0
3,T,1,T,G,1,3,238434c97253cd99246cf500d06e6d606afb2456dea92885e538b34755d113ec
4,T,1,T,G,0,3,706ba38c3a75c0c16c1eec6b05ceaf5dd5884496e0a6d6d7fbe9cf85f86901a9
5,G,2,T,G,1,4,59ea65e08e7a7f8434d6b6049bb431c5c887117ceecc4a436fd27467746ff08a
6,G,2,T,G,0,4,0eed5ca286ce0f906ea2aa466a092bf726aef18bc4fe87b833a93cfc8e63c491
7,T,1,T,G,1,5,1f748bf3f5d482007656285ba95ddf6850a5ca1684de0d69e1a2e9dfedd582e4
8,T,1,T,G,1,6,585ccaa0fc40ee7650bd446bc1a8eea27ef88938949d195738402ca01a49d86e
9,T,1,T,G,1,7,e7e6f80527e46676ac9ef7d3a3606b5a7db9a125c27e219562eb92f1bd0c9e08
10,T,1,T,G,0,7,df9468c0aa2ebfedfc8b449e1caa4cdb486adad1bf7269e9dc54f6d6652bdf0c
11,G,2,T,G,1,8,35ea858851ebf3110b341f5c474ce0ab85f3fb4447421dc65f07bd1b44ac45e7
12,G,2,T,G,1,9,f26a0565903499f0ef417b7cdb8560a901c361d40c6c78b1993218badbdfb0a6
13,G,2,T,G,0,9,6e860d967dd54166f5008fcc088b6d0b9778508b0bf2c3d1b2486f8068f9563a
14,T,1,T,G,1,10,f9a75c397110450fb7d97a6f1673108213f0322a1bb8041a972fce45e484ebf9
15,T,1,T,G,1,11,ead4f69301351888f4354c9afd441b5c3a459348e32c3d59776f247f7d90696d
16,T,1,T,G,1,12,737d78389cccd4728be255dc5bb4cd96509cb7d6311bcdc18dcf277c0b3a919a
17,T,1,T,G,1,13,a0458aac243e74d2bca129a7fb06ef2411ee6e1623626a7875daf8cbd8c528e5
18,T,1,T,G,1,14,ae6de3464f6699a2c5150fd6765ebc35af220a32977ee74de4f3099b8282f9a1
