participant_id,trial_index,ground_truth,nll,top2
131,1,L,0.4740769863128662,"[('L', 0.622459352016449), ('R', 0.3775406777858734)]"
131,2,L,1.3132617473602295,"[('R', 0.7310584783554077), ('L', 0.26894140243530273)]"
131,3,L,0.38687101006507874,"[('L', 0.6791786551475525), ('R', 0.3208213150501251)]"
131,4,L,0.3484445810317993,"[('L', 0.7057850360870361), ('R', 0.29421499371528625)]"
131,5,L,0.3132617473602295,"[('L', 0.7310584783554077), ('R', 0.26894140243530273)]"
131,6,L,0.28115010261535645,"[('L', 0.7549149990081787), ('R', 0.24508503079414368)]"
131,7,L,0.12692804634571075,"[('L', 0.8807970285415649), ('R', 0.11920291185379028)]"
131,8,L,0.10020658373832703,"[('L', 0.9046505093574524), ('R', 0.09534946084022522)]"
131,9,L,0.10020658373832703,"[('L', 0.9046505093574524), ('R', 0.09534946084022522)]"
131,10,L,0.10020658373832703,"[('L', 0.9046505093574524), ('R', 0.09534946084022522)]"
131,11,L,0.1602240949869156,"[('L', 0.851952850818634), ('R', 0.14804720878601074)]"
131,12,L,0.07888974994421005,"[('L', 0.9241418242454529), ('R', 0.07585817575454712)]"
131,13,L,0.07888974994421005,"[('L', 0.9241418242454529), ('R', 0.07585817575454712)]"
131,14,L,0.06196761503815651,"[('L', 0.9399133324623108), ('R', 0.06008664891123772)]"
131,15,L,0.06196761503815651,"[('L', 0.9399133324623108), ('R', 0.06008664891123772)]"
131,16,L,0.07888974994421005,"[('L', 0.9241418242454529), ('R', 0.07585817575454712)]"
131,17,L,0.07888974994421005,"[('L', 0.9241418242454529), ('R', 0.07585817575454712)]"
131,18,L,0.07888974994421005,"[('L', 0.9241418242454529), ('R', 0.07585817575454712)]"
131,19,L,0.07888974994421005,"[('L', 0.9241418242454529), ('R', 0.07585817575454712)]"
131,20,L,0.04858732968568802,"[('L', 0.9525741338729858), ('R', 0.047425877302885056)]"
131,21,L,0.04858732968568802,"[('L', 0.9525741338729858), ('R', 0.047425877302885056)]"
131,22,L,0.04858732968568802,"[('L', 0.9525741338729858), ('R', 0.047425877302885056)]"
131,23,L,0.04858732968568802,"[('L', 0.9525741338729858), ('R', 0.047425877302885056)]"
131,24,L,0.06196761503815651,"[('L', 0.9399133324623108), ('R', 0.06008664891123772)]"
131,25,L,0.04858732968568802,"[('L', 0.9525741338729858), ('R', 0.047425877302885056)]"
131,26,L,0.03804141283035278,"[('L', 0.9626731276512146), ('R', 0.037326887249946594)]"
131,27,L,0.03804141283035278,"[('L', 0.9626731276512146), ('R', 0.037326887249946594)]"
131,28,L,0.04858732968568802,"[('L', 0.9525741338729858), ('R', 0.047425877302885056)]"
131,29,L,0.04858732968568802,"[('L', 0.9525741338729858), ('R', 0.047425877302885056)]"
