participant_id,trial_index,ground_truth,nll,top2
160,1,Y,0.575939416885376,"[('Y', 0.562176525592804), ('N', 0.43782350420951843)]"
160,2,Y,1.1368709802627563,"[('N', 0.6791786551475525), ('Y', 0.3208213150501251)]"
160,3,Y,0.825939416885376,"[('N', 0.562176525592804), ('Y', 0.43782350420951843)]"
160,4,Y,0.3132617473602295,"[('Y', 0.7310584783554077), ('N', 0.26894140243530273)]"
160,5,Y,0.10020658373832703,"[('Y', 0.9046505093574524), ('N', 0.09534946084022522)]"
160,6,Y,0.10020658373832703,"[('Y', 0.9046505093574524), ('N', 0.09534946084022522)]"
160,7,Y,0.07888974994421005,"[('Y', 0.9241418242454529), ('N', 0.07585817575454712)]"
160,8,Y,0.06196761503815651,"[('Y', 0.9399133324623108), ('N', 0.06008664891123772)]"
160,9,Y,0.06196761503815651,"[('Y', 0.9399133324623108), ('N', 0.06008664891123772)]"
160,10,Y,0.04858732968568802,"[('Y', 0.9525741338729858), ('N', 0.047425877302885056)]"
160,11,Y,0.06196761503815651,"[('Y', 0.9399133324623108), ('N', 0.06008664891123772)]"
160,12,Y,0.03804141283035278,"[('Y', 0.9626731276512146), ('N', 0.037326887249946594)]"
160,13,Y,0.03804141283035278,"[('Y', 0.9626731276512146), ('N', 0.037326887249946594)]"
160,14,Y,0.04858732968568802,"[('Y', 0.9525741338729858), ('N', 0.047425877302885056)]"
160,15,Y,0.04858732968568802,"[('Y', 0.9525741338729858), ('N', 0.047425877302885056)]"
160,16,Y,0.04858732968568802,"[('Y', 0.9525741338729858), ('N', 0.047425877302885056)]"
160,17,Y,0.06196761503815651,"[('Y', 0.9399133324623108), ('N', 0.06008664891123772)]"
160,18,Y,0.06196761503815651,"[('Y', 0.9399133324623108), ('N', 0.06008664891123772)]"
160,19,Y,0.06196761503815651,"[('Y', 0.9399133324623108), ('N', 0.06008664891123772)]"
160,20,Y,0.06196761503815651,"[('Y', 0.9399133324623108), ('N', 0.06008664891123772)]"
160,21,Y,0.06196761503815651,"[('Y', 0.9399133324623108), ('N', 0.06008664891123772)]"
160,22,Y,0.03804141283035278,"[('Y', 0.9626731276512146), ('N', 0.037326887249946594)]"
160,23,Y,0.03804141283035278,"[('Y', 0.9626731276512146), ('N', 0.037326887249946594)]"
160,24,Y,0.029750416055321693,"[('Y', 0.970687747001648), ('N', 0.02931223250925541)]"
160,25,Y,0.03804141283035278,"[('Y', 0.9626731276512146), ('N', 0.037326887249946594)]"
160,26,Y,0.04858732968568802,"[('Y', 0.9525741338729858), ('N', 0.047425877302885056)]"
160,27,Y,0.03804141283035278,"[('Y', 0.9626731276512146), ('N', 0.037326887249946594)]"
160,28,Y,0.029750416055321693,"[('Y', 0.970687747001648), ('N', 0.02931223250925541)]"
160,29,Y,0.029750416055321693,"[('Y', 0.970687747001648), ('N', 0.02931223250925541)]"
160,30,Y,0.029750416055321693,"[('Y', 0.970687747001648), ('N', 0.02931223250925541)]"
160,31,Y,0.03804141283035278,"[('Y', 0.9626731276512146), ('N', 0.037326887249946594)]"
160,32,Y,0.023245446383953094,"[('Y', 0.977022647857666), ('N', 0.022977372631430626)]"
160,33,Y,0.029750416055321693,"[('Y', 0.970687747001648), ('N', 0.02931223250925541)]"
160,34,Y,0.018149960786104202,"[('Y', 0.9820137023925781), ('N', 0.01798621192574501)]"
160,35,Y,0.023245446383953094,"[('Y', 0.977022647857666), ('N', 0.022977372631430626)]"
160,36,N,3.773245334625244,"[('Y', 0.977022647857666), ('N', 0.022977372631430626)]"
160,37,N,0.1602240949869156,"[('N', 0.851952850818634), ('Y', 0.14804720878601074)]"
160,38,N,0.029750416055321693,"[('N', 0.970687747001648), ('Y', 0.02931223250925541)]"
160,39,N,0.03804141283035278,"[('N', 0.9626731276512146), ('Y', 0.037326887249946594)]"
160,40,N,0.01416344940662384,"[('N', 0.9859364032745361), ('Y', 0.014063626527786255)]"
160,41,N,0.01416344940662384,"[('N', 0.9859364032745361), ('Y', 0.014063626527786255)]"
160,42,N,0.018149960786104202,"[('N', 0.9820137023925781), ('Y', 0.01798621192574501)]"
160,43,N,0.029750416055321693,"[('N', 0.970687747001648), ('Y', 0.02931223250925541)]"
160,44,N,0.01416344940662384,"[('N', 0.9859364032745361), ('Y', 0.014063626527786255)]"
160,45,N,0.01416344940662384,"[('N', 0.9859364032745361), ('Y', 0.014063626527786255)]"
160,46,N,0.018149960786104202,"[('N', 0.9820137023925781), ('Y', 0.01798621192574501)]"
160,47,N,0.018149960786104202,"[('N', 0.9820137023925781), ('Y', 0.01798621192574501)]"
160,48,N,0.01416344940662384,"[('N', 0.9859364032745361), ('Y', 0.014063626527786255)]"
160,49,N,0.018149960786104202,"[('N', 0.9820137023925781), ('Y', 0.01798621192574501)]"
