participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
273,1,somewhat low,1,start,0.55078125,"[('som', 0.55078125), ('high', 0.294921875), ('very', 0.11572265625), ('normal', 0.0201416015625), ('ext', 0.00982666015625), ('low', 0.005096435546875)]"
273,1,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
273,1,somewhat low,3,"['som', 'ewhat']",0.029296875,"[('Ġhigh', 0.96875), ('Ġlow', 0.029296875)]"
273,2,somewhat high,1,start,0.10888671875,"[('low', 0.80859375), ('som', 0.10888671875), ('very', 0.05810546875), ('normal', 0.0213623046875), ('ext', 0.00372314453125), ('high', 0.000392913818359375)]"
273,2,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
273,2,somewhat high,3,"['som', 'ewhat']",0.5,"[('Ġhigh', 0.5), ('Ġlow', 0.5)]"
273,3,normal,1,start,0.013427734375,"[('very', 0.494140625), ('low', 0.384765625), ('ext', 0.05908203125), ('som', 0.046142578125), ('normal', 0.013427734375), ('high', 0.0002460479736328125)]"
273,4,somewhat high,1,start,0.15234375,"[('normal', 0.470703125), ('low', 0.28515625), ('som', 0.15234375), ('high', 0.056396484375), ('very', 0.0341796875), ('ext', 0.00116729736328125)]"
273,4,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
273,4,somewhat high,3,"['som', 'ewhat']",0.46875,"[('Ġlow', 0.53125), ('Ġhigh', 0.46875)]"
273,5,somewhat low,1,start,0.0034942626953125,"[('very', 0.671875), ('high', 0.31640625), ('ext', 0.004486083984375), ('som', 0.0034942626953125), ('normal', 0.000537872314453125), ('low', 5.424022674560547e-06)]"
273,5,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
273,5,somewhat low,3,"['som', 'ewhat']",0.09619140625,"[('Ġhigh', 0.90625), ('Ġlow', 0.09619140625)]"
273,6,somewhat low,1,start,0.10546875,"[('low', 0.60546875), ('normal', 0.197265625), ('som', 0.10546875), ('very', 0.072265625), ('ext', 0.018310546875), ('high', 0.0002613067626953125)]"
273,6,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
273,6,somewhat low,3,"['som', 'ewhat']",0.97265625,"[('Ġlow', 0.97265625), ('Ġhigh', 0.02587890625)]"
273,7,normal,1,start,0.37109375,"[('high', 0.4765625), ('normal', 0.37109375), ('very', 0.08349609375), ('som', 0.06494140625), ('ext', 0.00360107421875), ('low', 0.0021820068359375)]"
273,8,very low,1,start,0.232421875,"[('low', 0.62890625), ('very', 0.232421875), ('som', 0.08447265625), ('ext', 0.04541015625), ('normal', 0.006134033203125), ('high', 0.00083160400390625)]"
273,8,very low,2,['very'],0.99609375,"[('Ġlow', 0.99609375), ('Ġhigh', 0.004638671875)]"
273,9,low,1,start,0.00020313262939453125,"[('high', 0.60546875), ('very', 0.32421875), ('ext', 0.0498046875), ('som', 0.01611328125), ('normal', 0.005950927734375), ('low', 0.00020313262939453125)]"
273,10,very low,1,start,0.0810546875,"[('low', 0.466796875), ('som', 0.2216796875), ('normal', 0.1953125), ('very', 0.0810546875), ('ext', 0.03369140625), ('high', 0.00150299072265625)]"
273,10,very low,2,['very'],0.9453125,"[('Ġlow', 0.9453125), ('Ġhigh', 0.052978515625)]"
273,11,somewhat high,1,start,0.06591796875,"[('ext', 0.5546875), ('very', 0.298828125), ('low', 0.07470703125), ('som', 0.06591796875), ('normal', 0.005401611328125), ('high', 0.0002460479736328125)]"
273,11,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
273,11,somewhat high,3,"['som', 'ewhat']",0.06005859375,"[('Ġlow', 0.94140625), ('Ġhigh', 0.06005859375)]"
273,12,somewhat low,1,start,0.2060546875,"[('very', 0.30078125), ('low', 0.2333984375), ('ext', 0.2060546875), ('som', 0.2060546875), ('normal', 0.046142578125), ('high', 0.006317138671875)]"
273,12,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
273,12,somewhat low,3,"['som', 'ewhat']",0.70703125,"[('Ġlow', 0.70703125), ('Ġhigh', 0.29296875)]"
273,13,low,1,start,0.1416015625,"[('normal', 0.384765625), ('high', 0.2333984375), ('som', 0.2060546875), ('low', 0.1416015625), ('very', 0.0279541015625), ('ext', 0.006134033203125)]"
273,14,high,1,start,0.00075531005859375,"[('low', 0.34765625), ('very', 0.306640625), ('som', 0.2109375), ('ext', 0.0888671875), ('normal', 0.0419921875), ('high', 0.00075531005859375)]"
273,15,very low,1,start,0.2431640625,"[('high', 0.3125), ('very', 0.2431640625), ('som', 0.189453125), ('normal', 0.130859375), ('low', 0.0703125), ('ext', 0.0546875)]"
273,15,very low,2,['very'],0.1640625,"[('Ġhigh', 0.8359375), ('Ġlow', 0.1640625)]"
273,16,high,1,start,0.380859375,"[('high', 0.380859375), ('som', 0.26171875), ('normal', 0.23046875), ('very', 0.08447265625), ('low', 0.0242919921875), ('ext', 0.0167236328125)]"
273,17,somewhat low,1,start,0.4296875,"[('som', 0.4296875), ('normal', 0.37890625), ('high', 0.1396484375), ('very', 0.04541015625), ('low', 0.006134033203125), ('ext', 0.00057220458984375)]"
273,17,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
273,17,somewhat low,3,"['som', 'ewhat']",0.0203857421875,"[('Ġhigh', 0.98046875), ('Ġlow', 0.0203857421875)]"
273,18,normal,1,start,0.01611328125,"[('very', 0.6015625), ('ext', 0.1953125), ('high', 0.15234375), ('som', 0.03369140625), ('normal', 0.01611328125), ('low', 0.0013275146484375)]"
273,19,normal,1,start,0.42578125,"[('normal', 0.42578125), ('som', 0.376953125), ('low', 0.138671875), ('very', 0.0311279296875), ('high', 0.0242919921875), ('ext', 0.0025634765625)]"
273,20,extremely low,1,start,0.005401611328125,"[('high', 0.3828125), ('som', 0.337890625), ('very', 0.1591796875), ('normal', 0.0859375), ('low', 0.0279541015625), ('ext', 0.005401611328125)]"
273,20,extremely low,2,['ext'],1.0,"[('remely', 1.0)]"
273,20,extremely low,3,"['ext', 'remely']",0.3203125,"[('Ġhigh', 0.6796875), ('Ġlow', 0.3203125)]"
273,21,normal,1,start,0.0177001953125,"[('very', 0.361328125), ('ext', 0.361328125), ('som', 0.1513671875), ('low', 0.10400390625), ('normal', 0.0177001953125), ('high', 0.005096435546875)]"
273,22,very low,1,start,0.228515625,"[('high', 0.29296875), ('som', 0.259765625), ('very', 0.228515625), ('low', 0.09423828125), ('normal', 0.07373046875), ('ext', 0.050537109375)]"
273,22,very low,2,['very'],0.07568359375,"[('Ġhigh', 0.92578125), ('Ġlow', 0.07568359375)]"
273,23,normal,1,start,0.056396484375,"[('som', 0.3671875), ('low', 0.287109375), ('very', 0.22265625), ('ext', 0.06396484375), ('normal', 0.056396484375), ('high', 0.0021820068359375)]"
