participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
127,1,normal,1,start,0.015625,"[('som', 0.96484375), ('normal', 0.015625), ('low', 0.01470947265625), ('very', 0.0023956298828125), ('ext', 0.001068115234375), ('high', 0.0006866455078125)]"
127,2,very high,1,start,0.009521484375,"[('som', 0.5234375), ('high', 0.462890625), ('very', 0.009521484375), ('normal', 0.0004177093505859375), ('ext', 0.0001087188720703125), ('low', 9.632110595703125e-05)]"
127,2,very high,2,['very'],0.99609375,"[('Ġhigh', 0.99609375), ('Ġlow', 0.0052490234375)]"
127,3,very low,1,start,0.0712890625,"[('ext', 0.59375), ('high', 0.279296875), ('very', 0.0712890625), ('som', 0.055419921875), ('normal', 0.0004730224609375), ('low', 5.841255187988281e-05)]"
127,3,very low,2,['very'],0.004638671875,"[('Ġhigh', 0.99609375), ('Ġlow', 0.004638671875)]"
127,4,very high,1,start,0.0034942626953125,"[('ext', 0.98046875), ('high', 0.01220703125), ('very', 0.0034942626953125), ('som', 0.0023956298828125), ('normal', 1.2993812561035156e-05), ('low', 6.139278411865234e-06)]"
127,4,very high,2,['very'],1.0,"[('Ġhigh', 1.0), ('Ġlow', 0.00150299072265625)]"
127,5,very high,1,start,0.0189208984375,"[('som', 0.62890625), ('high', 0.158203125), ('low', 0.09619140625), ('ext', 0.05810546875), ('normal', 0.0400390625), ('very', 0.0189208984375)]"
127,5,very high,2,['very'],0.201171875,"[('Ġlow', 0.796875), ('Ġhigh', 0.201171875)]"
127,6,somewhat low,1,start,0.81640625,"[('som', 0.81640625), ('low', 0.1611328125), ('very', 0.01043701171875), ('normal', 0.006317138671875), ('ext', 0.00494384765625), ('high', 0.00021648406982421875)]"
127,6,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
127,6,somewhat low,3,"['som', 'ewhat']",0.98046875,"[('Ġlow', 0.98046875), ('Ġhigh', 0.0203857421875)]"
127,7,normal,1,start,0.0001316070556640625,"[('ext', 0.84765625), ('som', 0.0703125), ('very', 0.06201171875), ('low', 0.0201416015625), ('normal', 0.0001316070556640625), ('high', 1.7762184143066406e-05)]"
127,8,somewhat low,1,start,0.68359375,"[('som', 0.68359375), ('low', 0.251953125), ('normal', 0.026611328125), ('very', 0.020751953125), ('ext', 0.0086669921875), ('high', 0.00762939453125)]"
127,8,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
127,8,somewhat low,3,"['som', 'ewhat']",0.70703125,"[('Ġlow', 0.70703125), ('Ġhigh', 0.29296875)]"
127,9,somewhat high,1,start,0.0419921875,"[('high', 0.578125), ('ext', 0.3515625), ('som', 0.0419921875), ('very', 0.02880859375), ('normal', 0.00075531005859375), ('low', 4.267692565917969e-05)]"
127,9,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
127,9,somewhat high,3,"['som', 'ewhat']",1.0,"[('Ġhigh', 1.0), ('Ġlow', 0.00193023681640625)]"
127,10,low,1,start,0.1123046875,"[('high', 0.439453125), ('som', 0.34375), ('low', 0.1123046875), ('normal', 0.08740234375), ('very', 0.01519775390625), ('ext', 0.0023345947265625)]"
127,11,somewhat high,1,start,0.46484375,"[('normal', 0.46484375), ('som', 0.46484375), ('high', 0.049072265625), ('low', 0.015625), ('very', 0.005096435546875), ('ext', 8.487701416015625e-05)]"
127,11,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
127,11,somewhat high,3,"['som', 'ewhat']",0.70703125,"[('Ġhigh', 0.70703125), ('Ġlow', 0.29296875)]"
127,12,low,1,start,0.154296875,"[('som', 0.609375), ('low', 0.154296875), ('very', 0.13671875), ('ext', 0.0927734375), ('normal', 0.006744384765625), ('high', 5.14984130859375e-05)]"
127,13,very high,1,start,0.22265625,"[('high', 0.6875), ('very', 0.22265625), ('som', 0.072265625), ('normal', 0.00982666015625), ('ext', 0.00982666015625), ('low', 0.0002307891845703125)]"
127,13,very high,2,['very'],0.9921875,"[('Ġhigh', 0.9921875), ('Ġlow', 0.005950927734375)]"
127,14,low,1,start,0.07470703125,"[('som', 0.48828125), ('high', 0.23046875), ('very', 0.08447265625), ('low', 0.07470703125), ('normal', 0.06591796875), ('ext', 0.05810546875)]"
127,15,low,1,start,0.004791259765625,"[('high', 0.490234375), ('som', 0.337890625), ('normal', 0.1591796875), ('very', 0.0089111328125), ('low', 0.004791259765625), ('ext', 3.7670135498046875e-05)]"
127,16,normal,1,start,0.049072265625,"[('som', 0.46484375), ('high', 0.46484375), ('normal', 0.049072265625), ('very', 0.018310546875), ('low', 0.0013275146484375), ('ext', 4.00543212890625e-05)]"
127,17,normal,1,start,0.07958984375,"[('high', 0.5859375), ('som', 0.27734375), ('normal', 0.07958984375), ('very', 0.0546875), ('low', 0.0003681182861328125), ('ext', 9.012222290039062e-05)]"
127,18,high,1,start,0.57421875,"[('high', 0.57421875), ('som', 0.271484375), ('very', 0.09912109375), ('normal', 0.052978515625), ('ext', 0.00124359130859375), ('low', 0.00011587142944335938)]"
127,19,very low,1,start,0.0172119140625,"[('som', 0.498046875), ('high', 0.34375), ('normal', 0.125), ('very', 0.0172119140625), ('low', 0.01519775390625), ('ext', 4.267692565917969e-05)]"
127,19,very low,2,['very'],0.2451171875,"[('Ġhigh', 0.75390625), ('Ġlow', 0.2451171875)]"
127,20,somewhat low,1,start,0.59765625,"[('som', 0.59765625), ('very', 0.1708984375), ('low', 0.1708984375), ('ext', 0.049072265625), ('normal', 0.009521484375), ('high', 0.002716064453125)]"
127,20,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
127,20,somewhat low,3,"['som', 'ewhat']",0.92578125,"[('Ġlow', 0.92578125), ('Ġhigh', 0.07568359375)]"
127,21,normal,1,start,0.0142822265625,"[('som', 0.59765625), ('very', 0.1708984375), ('ext', 0.1328125), ('low', 0.0810546875), ('normal', 0.0142822265625), ('high', 8.487701416015625e-05)]"
