participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
145,1,normal,5.28125,0.005096435546875,,
145,2,low,1.0859375,0.337890625,,
145,3,normal,0.39453125,0.67578125,,
145,4,high,12.4375,3.9637088775634766e-06,,
145,5,low,7.3125,0.000667572021484375,,
145,6,high,1.546875,0.212890625,,
145,7,normal,0.95703125,0.384765625,,
145,8,normal,4.71875,0.0089111328125,,
145,9,somewhat low,1.7578125,0.494140625,1.0,0.34765625
145,10,somewhat high,1.158203125,0.361328125,1.0,0.8671875
145,11,extremely high,0.759765625,0.5390625,1.0,0.8671875
145,12,somewhat high,4.76171875,0.0089111328125,1.0,0.95703125
145,13,high,1.890625,0.1513671875,,
145,14,normal,1.7265625,0.177734375,,
145,15,high,0.443359375,0.640625,,
145,16,very high,0.24033021926879883,0.78515625,1.0,
145,17,normal,4.28125,0.01385498046875,,
145,18,low,1.2265625,0.29296875,,
145,19,normal,0.34765625,0.70703125,,
145,20,somewhat high,2.3306884765625,0.09912109375,1.0,0.98046875
145,21,low,1.2109375,0.298828125,,
145,22,high,2.296875,0.1005859375,,
145,23,normal,5.4375,0.004364013671875,,
145,24,high,1.3359375,0.263671875,,
145,25,normal,2.71875,0.06591796875,,
145,26,low,1.46875,0.23046875,,
145,27,somewhat low,2.796875,0.1494140625,1.0,0.40625
145,28,low,0.8828125,0.4140625,,
145,29,high,1.9609375,0.140625,,
145,30,normal,8.0625,0.0003147125244140625,,
145,31,normal,0.96484375,0.380859375,,
145,32,normal,0.004669189453125,0.99609375,,
145,33,low,5.25,0.0052490234375,,
145,34,high,1.2265625,0.29296875,,
145,35,low,1.09375,0.333984375,,
145,36,low,1.1640625,0.3125,,
145,37,high,1.34375,0.26171875,,
145,38,normal,0.68359375,0.50390625,,
145,39,high,0.416015625,0.66015625,,
145,40,high,0.96875,0.37890625,,
145,41,somewhat high,2.537109375,0.126953125,1.0,0.62109375
145,42,normal,2.765625,0.06298828125,,
145,43,normal,6.75,0.00116729736328125,,
145,44,normal,3.09375,0.04541015625,,
145,45,normal,0.4453125,0.640625,,
145,46,extremely low,12.16015625,6.139278411865234e-06,1.0,0.8515625
145,47,normal,1.109375,0.330078125,,
145,48,somewhat high,3.6875,0.294921875,1.0,0.08447265625
145,49,low,1.078125,0.33984375,,
