participant_id,trial_index,ground_truth,nll,prob_step_1
73,1,40,3.0625,0.046875
73,2,70,1.3984375,0.2470703125
73,3,50,1.1484375,0.31640625
73,4,50,4.34375,0.01300048828125
73,5,60,2.046875,0.12890625
73,6,80,2.140625,0.11767578125
73,7,60,3.359375,0.03466796875
73,8,70,2.546875,0.078125
73,9,90,5.9375,0.0026397705078125
73,10,40,2.96875,0.05126953125
73,11,70,2.828125,0.05908203125
73,12,60,0.9921875,0.37109375
73,13,50,0.34375,0.7109375
73,14,70,4.46875,0.011474609375
73,15,80,3.484375,0.0306396484375
73,16,80,5.6875,0.003387451171875
73,17,50,0.859375,0.423828125
73,18,60,0.392578125,0.67578125
73,19,60,4.15625,0.015625
73,20,70,2.15625,0.11572265625
73,21,80,2.71875,0.06591796875
73,22,60,1.4609375,0.232421875
73,23,50,2.375,0.0927734375
73,24,60,2.765625,0.06298828125
73,25,80,3.40625,0.033203125
73,26,50,1.1171875,0.328125
73,27,50,2.09375,0.123046875
73,28,70,1.171875,0.310546875
73,29,60,1.09375,0.333984375
73,30,70,2.625,0.072265625
73,31,70,2.21875,0.10888671875
73,32,60,2.171875,0.11376953125
73,33,70,2.296875,0.1005859375
73,34,70,1.28125,0.27734375
73,35,50,1.359375,0.255859375
73,36,60,2.25,0.10546875
73,37,40,3.4375,0.0322265625
73,38,70,2.0625,0.126953125
73,39,70,1.953125,0.1416015625
73,40,50,0.4140625,0.66015625
73,41,60,0.65234375,0.51953125
73,42,50,1.78125,0.16796875
73,43,50,1.4609375,0.232421875
73,44,60,1.4296875,0.2392578125
73,45,70,0.84765625,0.427734375
73,46,60,2.28125,0.10205078125
73,47,70,1.046875,0.3515625
73,48,60,1.3671875,0.25390625
73,49,60,2.078125,0.125
73,50,60,1.6484375,0.1923828125
73,51,60,1.3828125,0.25
73,52,60,0.94140625,0.390625
73,53,60,1.1015625,0.33203125
73,54,80,3.671875,0.025390625
73,55,70,1.5859375,0.205078125
73,56,80,1.828125,0.1611328125
73,57,80,1.3828125,0.25
73,58,80,1.90625,0.1484375
73,59,70,1.609375,0.2001953125
73,60,70,1.515625,0.2197265625
73,61,70,1.6015625,0.201171875
73,62,50,2.390625,0.091796875
73,63,70,1.5625,0.2099609375
73,64,80,1.2265625,0.29296875
73,65,80,0.90625,0.404296875
73,66,60,1.7265625,0.177734375
73,67,60,1.5234375,0.2177734375
73,68,50,2.546875,0.078125
73,69,80,0.79296875,0.453125
73,70,70,1.734375,0.1767578125
73,71,60,1.3203125,0.267578125
73,72,70,1.5234375,0.2177734375
73,73,50,1.8984375,0.1494140625
73,74,60,1.2890625,0.275390625
73,75,70,1.1953125,0.302734375
73,76,50,1.625,0.197265625
73,77,60,1.2265625,0.29296875
73,78,60,1.1953125,0.302734375
73,79,70,1.5390625,0.21484375
73,80,60,1.03125,0.357421875
73,81,70,1.484375,0.2265625
73,82,80,2.265625,0.10400390625
73,83,60,1.15625,0.314453125
73,84,70,1.4453125,0.2353515625
73,85,60,0.97265625,0.37890625
73,86,70,1.28125,0.27734375
73,87,70,1.171875,0.310546875
73,88,60,1.6171875,0.1982421875
73,89,80,2.0,0.1357421875
73,90,60,1.1796875,0.306640625
73,91,50,2.359375,0.09423828125
73,92,20,10.5625,2.586841583251953e-05
73,93,60,1.4375,0.2373046875
73,94,60,1.328125,0.265625
73,95,40,4.53125,0.0107421875
73,96,60,1.3046875,0.271484375
73,97,70,1.125,0.32421875
73,98,40,2.921875,0.0537109375
73,99,50,1.2578125,0.28515625
73,100,60,0.9765625,0.376953125
73,101,70,1.9453125,0.142578125
73,102,80,2.34375,0.09619140625
73,103,50,1.28125,0.27734375
73,104,70,1.4375,0.2373046875
73,105,60,0.86328125,0.421875
73,106,70,1.5234375,0.2177734375
73,107,50,1.8125,0.1630859375
73,108,50,1.5,0.22265625
73,109,60,1.0625,0.345703125
73,110,60,1.71875,0.1796875
73,111,30,6.65625,0.00128936767578125
73,112,40,2.15625,0.11572265625
73,113,90,6.28125,0.00186920166015625
73,114,40,2.515625,0.0810546875
73,115,70,1.9453125,0.142578125
73,116,50,1.7265625,0.177734375
73,117,70,1.8515625,0.1572265625
73,118,70,1.953125,0.1416015625
73,119,70,1.5703125,0.2080078125
73,120,80,1.578125,0.2060546875
73,121,70,1.2109375,0.298828125
73,122,70,1.234375,0.291015625
73,123,60,1.609375,0.2001953125
73,124,70,1.015625,0.361328125
73,125,80,1.6015625,0.201171875
73,126,80,1.453125,0.2333984375
73,127,70,0.87890625,0.416015625
73,128,50,2.234375,0.10693359375
73,129,60,1.65625,0.1904296875
73,130,60,1.453125,0.2333984375
73,131,60,1.0859375,0.337890625
73,132,60,1.2421875,0.2890625
73,133,60,1.421875,0.2412109375
73,134,70,1.0390625,0.353515625
73,135,60,1.296875,0.2734375
73,136,60,1.2734375,0.279296875
73,137,50,2.203125,0.1103515625
73,138,60,1.6953125,0.18359375
