participant_id,trial_index,ground_truth,nll,prob_step_1
128,1,50,2.421875,0.0888671875
128,2,90,1.765625,0.1708984375
128,3,70,6.96875,0.000942230224609375
128,4,80,0.43359375,0.6484375
128,5,60,0.26953125,0.765625
128,6,40,2.875,0.056396484375
128,7,70,2.703125,0.06689453125
128,8,30,4.78125,0.00836181640625
128,9,40,2.5625,0.0771484375
128,10,20,0.24609375,0.78125
128,11,80,1.625,0.197265625
128,12,20,1.6328125,0.1953125
128,13,60,0.890625,0.41015625
128,14,70,2.203125,0.1103515625
128,15,50,0.94140625,0.390625
128,16,50,1.3359375,0.263671875
128,17,90,9.9375,4.839897155761719e-05
128,18,70,2.203125,0.1103515625
128,19,80,0.84375,0.4296875
128,20,40,0.2265625,0.796875
128,21,50,1.8359375,0.1591796875
128,22,70,5.96875,0.0025634765625
128,23,50,2.59375,0.07470703125
128,24,40,2.421875,0.0888671875
128,25,70,0.59765625,0.55078125
128,26,50,3.1875,0.041259765625
128,27,40,1.265625,0.28125
128,28,60,3.5,0.0301513671875
128,29,60,1.421875,0.2412109375
128,30,70,1.171875,0.310546875
128,31,50,0.0888671875,0.9140625
128,32,70,2.296875,0.1005859375
128,33,70,2.40625,0.09033203125
128,34,70,3.28125,0.03759765625
128,35,40,5.3125,0.00494384765625
128,36,80,5.46875,0.00421142578125
128,37,40,2.0625,0.126953125
128,38,70,2.90625,0.0546875
128,39,40,3.0625,0.046875
128,40,80,6.09375,0.00225830078125
128,41,80,1.3203125,0.267578125
128,42,50,1.1171875,0.328125
128,43,40,2.359375,0.09423828125
128,44,50,3.71875,0.0242919921875
128,45,50,1.4765625,0.228515625
128,46,50,1.1484375,0.31640625
128,47,40,1.1953125,0.302734375
128,48,40,1.8671875,0.154296875
128,49,70,1.203125,0.30078125
128,50,50,0.486328125,0.61328125
128,51,70,1.3125,0.26953125
128,52,80,0.99609375,0.369140625
128,53,70,0.859375,0.423828125
128,54,80,6.96875,0.000942230224609375
128,55,60,3.21875,0.0400390625
128,56,60,3.375,0.0341796875
128,57,20,4.0625,0.0172119140625
128,58,90,7.28125,0.0006866455078125
128,59,70,2.390625,0.091796875
128,60,50,0.58984375,0.5546875
128,61,50,1.375,0.251953125
128,62,70,0.859375,0.423828125
128,63,40,1.8671875,0.154296875
128,64,90,0.146484375,0.86328125
128,65,60,2.484375,0.08349609375
128,66,30,6.09375,0.00225830078125
128,67,70,1.15625,0.314453125
128,68,70,1.2109375,0.298828125
128,69,80,2.921875,0.0537109375
128,70,30,3.96875,0.0189208984375
128,71,50,1.3125,0.26953125
128,72,70,1.953125,0.1416015625
128,73,30,1.4453125,0.2353515625
128,74,50,0.54296875,0.58203125
128,75,60,2.71875,0.06591796875
128,76,70,0.859375,0.423828125
128,77,50,0.65234375,0.51953125
128,78,70,3.1875,0.041259765625
128,79,60,1.90625,0.1484375
128,80,90,0.1162109375,0.890625
128,81,70,2.046875,0.12890625
128,82,50,0.78515625,0.455078125
128,83,40,2.71875,0.06591796875
128,84,80,1.953125,0.1416015625
128,85,60,3.84375,0.0213623046875
128,86,60,1.46875,0.23046875
128,87,40,1.8203125,0.162109375
128,88,20,1.25,0.287109375
128,89,50,2.4375,0.08740234375
128,90,50,0.35546875,0.69921875
128,91,60,0.9140625,0.400390625
128,92,30,2.984375,0.050537109375
128,93,40,1.234375,0.291015625
128,94,90,0.08154296875,0.921875
128,95,70,1.875,0.1533203125
128,96,70,3.34375,0.035400390625
128,97,50,2.25,0.10546875
128,98,30,2.546875,0.078125
128,99,40,2.71875,0.06591796875
128,100,70,0.75,0.47265625
128,101,80,1.234375,0.291015625
128,102,50,1.6015625,0.201171875
128,103,40,2.109375,0.12109375
128,104,50,1.984375,0.1376953125
128,105,60,2.78125,0.06201171875
128,106,50,0.48046875,0.6171875
128,107,60,0.77734375,0.458984375
128,108,50,1.1484375,0.31640625
128,109,60,2.859375,0.057373046875
128,110,50,0.52734375,0.58984375
128,111,50,0.31640625,0.73046875
128,112,60,1.3046875,0.271484375
128,113,40,2.390625,0.091796875
128,114,60,2.859375,0.057373046875
128,115,70,1.1484375,0.31640625
128,116,50,1.625,0.197265625
128,117,70,2.546875,0.078125
128,118,40,1.8125,0.1630859375
128,119,30,1.796875,0.166015625
128,120,40,1.046875,0.3515625
128,121,60,1.4140625,0.2431640625
128,122,60,1.4765625,0.228515625
128,123,40,1.671875,0.1875
128,124,70,1.625,0.197265625
128,125,30,2.40625,0.09033203125
128,126,70,1.9296875,0.1455078125
128,127,70,1.1328125,0.322265625
128,128,90,0.10888671875,0.8984375
128,129,20,2.375,0.0927734375
128,130,70,0.55859375,0.5703125
128,131,70,1.3359375,0.263671875
128,132,50,0.71875,0.48828125
128,133,70,2.203125,0.1103515625
128,134,70,2.21875,0.10888671875
128,135,70,3.84375,0.0213623046875
128,136,60,1.1640625,0.3125
128,137,70,2.109375,0.12109375
128,138,50,1.4453125,0.2353515625
128,139,90,0.06201171875,0.94140625
128,140,50,1.0625,0.345703125
128,141,40,1.90625,0.1484375
128,142,70,0.51953125,0.59375
128,143,70,0.953125,0.384765625
128,144,70,0.546875,0.578125
128,145,60,2.15625,0.11572265625
128,146,30,1.796875,0.166015625
128,147,40,0.91796875,0.3984375
128,148,30,1.359375,0.255859375
128,149,40,1.765625,0.1708984375
128,150,60,0.609375,0.54296875
128,151,70,0.65234375,0.51953125
128,152,30,5.90625,0.002716064453125
128,153,50,0.5390625,0.58203125
128,154,60,3.421875,0.03271484375
128,155,40,3.171875,0.0419921875
128,156,60,1.8203125,0.162109375
128,157,60,2.359375,0.09423828125
128,158,50,0.78125,0.45703125
128,159,60,1.5390625,0.21484375
128,160,70,1.2890625,0.275390625
128,161,60,1.6875,0.1845703125
128,162,50,1.234375,0.291015625
128,163,70,0.451171875,0.63671875
128,164,70,0.8515625,0.42578125
128,165,40,0.72265625,0.486328125
128,166,60,0.8203125,0.439453125
128,167,60,1.390625,0.2490234375
128,168,10,1.6328125,0.1953125
128,169,50,1.8125,0.1630859375
128,170,70,1.2578125,0.28515625
128,171,70,1.6328125,0.1953125
128,172,40,2.09375,0.123046875
128,173,40,2.046875,0.12890625
128,174,40,1.5546875,0.2109375
128,175,50,0.671875,0.51171875
128,176,30,3.953125,0.0191650390625
128,177,50,0.54296875,0.58203125
128,178,50,0.53515625,0.5859375
128,179,70,0.6328125,0.53125
128,180,40,1.4921875,0.224609375
128,181,40,1.2421875,0.2890625
128,182,90,0.01129150390625,0.98828125
128,183,70,0.1591796875,0.8515625
128,184,50,0.298828125,0.7421875
128,185,60,1.625,0.197265625
128,186,70,1.8125,0.1630859375
128,187,50,0.462890625,0.62890625
128,188,70,1.1484375,0.31640625
128,189,10,0.6796875,0.5078125
128,190,30,2.234375,0.10693359375
128,191,70,0.486328125,0.61328125
128,192,50,0.4296875,0.65234375
128,193,70,0.90234375,0.40625
128,194,70,0.181640625,0.83203125
128,195,70,0.1416015625,0.8671875
128,196,60,1.0703125,0.34375
128,197,70,0.91015625,0.40234375
128,198,50,0.2275390625,0.796875
128,199,50,2.421875,0.0888671875
128,200,50,3.0625,0.046875
