participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
4,1,low,1,start,0.205078125,"[('som', 0.5546875), ('low', 0.205078125), ('very', 0.169921875), ('ext', 0.06591796875), ('normal', 0.00164794921875), ('high', 0.00150299072265625)]"
4,2,low,1,start,0.01611328125,"[('som', 0.87890625), ('high', 0.06396484375), ('normal', 0.0341796875), ('low', 0.01611328125), ('very', 0.0052490234375), ('ext', 0.00011587142944335938)]"
4,3,very high,1,start,0.0086669921875,"[('som', 0.77734375), ('normal', 0.11962890625), ('high', 0.0927734375), ('very', 0.0086669921875), ('low', 0.00170135498046875), ('ext', 0.0002956390380859375)]"
4,3,very high,2,['very'],0.90625,"[('Ġhigh', 0.90625), ('Ġlow', 0.09619140625)]"
4,4,normal,1,start,0.0888671875,"[('som', 0.578125), ('high', 0.212890625), ('normal', 0.0888671875), ('very', 0.06103515625), ('ext', 0.037109375), ('low', 0.025390625)]"
4,5,normal,1,start,0.0023956298828125,"[('som', 0.455078125), ('very', 0.275390625), ('ext', 0.21484375), ('low', 0.0537109375), ('normal', 0.0023956298828125), ('high', 0.000885009765625)]"
4,6,low,1,start,0.0021209716796875,"[('som', 0.40234375), ('high', 0.353515625), ('very', 0.189453125), ('normal', 0.04248046875), ('ext', 0.009521484375), ('low', 0.0021209716796875)]"
4,7,somewhat high,1,start,0.6484375,"[('som', 0.6484375), ('high', 0.2109375), ('normal', 0.126953125), ('very', 0.0118408203125), ('low', 0.000148773193359375), ('ext', 9.012222290039062e-05)]"
4,7,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
4,7,somewhat high,3,"['som', 'ewhat']",0.94140625,"[('Ġhigh', 0.94140625), ('Ġlow', 0.06005859375)]"
4,8,somewhat high,1,start,0.0859375,"[('high', 0.63671875), ('very', 0.265625), ('som', 0.0859375), ('normal', 0.00921630859375), ('ext', 0.0023345947265625), ('low', 7.009506225585938e-05)]"
4,8,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
4,8,somewhat high,3,"['som', 'ewhat']",0.8671875,"[('Ġhigh', 0.8671875), ('Ġlow', 0.1328125)]"
4,9,normal,1,start,0.203125,"[('high', 0.37890625), ('som', 0.26171875), ('normal', 0.203125), ('very', 0.08447265625), ('low', 0.06591796875), ('ext', 0.00787353515625)]"
4,10,low,1,start,0.16796875,"[('som', 0.515625), ('low', 0.16796875), ('normal', 0.1484375), ('very', 0.11572265625), ('ext', 0.029296875), ('high', 0.0228271484375)]"
4,11,normal,1,start,0.66796875,"[('normal', 0.66796875), ('som', 0.314453125), ('very', 0.00738525390625), ('low', 0.005767822265625), ('high', 0.0034942626953125), ('ext', 0.0001583099365234375)]"
4,12,normal,1,start,0.796875,"[('normal', 0.796875), ('som', 0.138671875), ('high', 0.050537109375), ('very', 0.01300048828125), ('ext', 0.00020313262939453125), ('low', 0.0001583099365234375)]"
4,13,normal,1,start,0.02880859375,"[('som', 0.65625), ('high', 0.310546875), ('normal', 0.02880859375), ('very', 0.003082275390625), ('low', 9.012222290039062e-05), ('ext', 8.404254913330078e-06)]"
4,14,somewhat high,1,start,0.50390625,"[('som', 0.50390625), ('high', 0.34765625), ('normal', 0.126953125), ('very', 0.01519775390625), ('low', 0.004364013671875), ('ext', 0.000148773193359375)]"
4,14,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
4,14,somewhat high,3,"['som', 'ewhat']",0.93359375,"[('Ġhigh', 0.93359375), ('Ġlow', 0.06787109375)]"
4,15,somewhat low,1,start,0.322265625,"[('high', 0.365234375), ('som', 0.322265625), ('normal', 0.15234375), ('low', 0.08203125), ('very', 0.072265625), ('ext', 0.005950927734375)]"
4,15,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
4,15,somewhat low,3,"['som', 'ewhat']",0.5,"[('Ġhigh', 0.5), ('Ġlow', 0.5)]"
4,16,somewhat low,1,start,0.392578125,"[('low', 0.50390625), ('som', 0.392578125), ('normal', 0.0771484375), ('very', 0.01953125), ('high', 0.003387451171875), ('ext', 0.00040435791015625)]"
4,16,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
4,16,somewhat low,3,"['som', 'ewhat']",0.90625,"[('Ġlow', 0.90625), ('Ġhigh', 0.09619140625)]"
4,17,high,1,start,0.0031890869140625,"[('som', 0.421875), ('low', 0.373046875), ('normal', 0.1982421875), ('very', 0.0052490234375), ('high', 0.0031890869140625), ('ext', 0.0001087188720703125)]"
4,18,somewhat high,1,start,0.1982421875,"[('high', 0.609375), ('som', 0.1982421875), ('very', 0.154296875), ('normal', 0.0341796875), ('low', 0.00116729736328125), ('ext', 0.00102996826171875)]"
4,18,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
4,18,somewhat high,3,"['som', 'ewhat']",0.96875,"[('Ġhigh', 0.96875), ('Ġlow', 0.033203125)]"
4,19,high,1,start,0.6328125,"[('high', 0.6328125), ('very', 0.33984375), ('som', 0.024658203125), ('ext', 0.00083160400390625), ('normal', 0.00016880035400390625), ('low', 2.014636993408203e-05)]"
4,20,normal,1,start,0.09033203125,"[('som', 0.458984375), ('high', 0.2158203125), ('low', 0.1484375), ('normal', 0.09033203125), ('very', 0.07958984375), ('ext', 0.005096435546875)]"
4,21,normal,1,start,0.125,"[('som', 0.56640625), ('low', 0.2080078125), ('normal', 0.125), ('high', 0.09765625), ('very', 0.00384521484375), ('ext', 3.7670135498046875e-05)]"
4,22,high,1,start,0.400390625,"[('som', 0.455078125), ('high', 0.400390625), ('normal', 0.130859375), ('very', 0.01220703125), ('low', 0.0021209716796875), ('ext', 3.7670135498046875e-05)]"
4,23,very high,1,start,0.90234375,"[('very', 0.90234375), ('high', 0.06494140625), ('som', 0.0185546875), ('ext', 0.01470947265625), ('normal', 0.00014019012451171875), ('low', 1.6689300537109375e-05)]"
4,23,very high,2,['very'],1.0,"[('Ġhigh', 1.0), ('Ġlow', 0.00012302398681640625)]"
4,24,normal,1,start,0.09619140625,"[('low', 0.625), ('som', 0.203125), ('normal', 0.09619140625), ('high', 0.04541015625), ('very', 0.0167236328125), ('ext', 0.0167236328125)]"
4,25,somewhat low,1,start,0.11376953125,"[('normal', 0.7421875), ('som', 0.11376953125), ('low', 0.0888671875), ('high', 0.047607421875), ('very', 0.01043701171875), ('ext', 0.000667572021484375)]"
4,25,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
4,25,somewhat low,3,"['som', 'ewhat']",0.40625,"[('Ġhigh', 0.59375), ('Ġlow', 0.40625)]"
4,26,high,1,start,0.06689453125,"[('low', 0.49609375), ('som', 0.34375), ('normal', 0.07568359375), ('high', 0.06689453125), ('very', 0.0172119140625), ('ext', 0.00096893310546875)]"
4,27,normal,1,start,0.4375,"[('normal', 0.4375), ('som', 0.265625), ('low', 0.1416015625), ('ext', 0.09765625), ('very', 0.046142578125), ('high', 0.01300048828125)]"
4,28,normal,1,start,0.42578125,"[('normal', 0.42578125), ('som', 0.29296875), ('high', 0.177734375), ('low', 0.09619140625), ('very', 0.005401611328125), ('ext', 0.0002956390380859375)]"
4,29,high,1,start,0.072265625,"[('som', 0.87890625), ('high', 0.072265625), ('normal', 0.0301513671875), ('low', 0.018310546875), ('very', 0.0001583099365234375), ('ext', 1.7583370208740234e-06)]"
4,30,somewhat low,1,start,0.33984375,"[('normal', 0.5625), ('som', 0.33984375), ('high', 0.09765625), ('low', 0.00083160400390625), ('very', 0.0005035400390625), ('ext', 2.115964889526367e-06)]"
4,30,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
4,30,somewhat low,3,"['som', 'ewhat']",0.08447265625,"[('Ġhigh', 0.9140625), ('Ġlow', 0.08447265625)]"
4,31,high,1,start,0.173828125,"[('som', 0.68359375), ('high', 0.173828125), ('normal', 0.072265625), ('low', 0.06396484375), ('very', 0.005950927734375), ('ext', 4.00543212890625e-05)]"
4,32,high,1,start,0.0201416015625,"[('normal', 0.455078125), ('low', 0.455078125), ('som', 0.06201171875), ('high', 0.0201416015625), ('very', 0.009521484375), ('ext', 0.0003681182861328125)]"
