participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
39,1,somewhat high,4.9609375,0.5546875,1.0,0.0125732421875
39,2,somewhat low,5.46875,0.03173828125,1.0,0.1328125
39,3,somewhat low,9.75,0.00982666015625,1.0,0.005950927734375
39,4,normal,2.453125,0.0859375,,
39,5,somewhat low,3.1328125,0.10693359375,1.0,0.40625
39,6,somewhat low,8.046875,0.0419921875,1.0,0.00762939453125
39,7,low,6.65625,0.00128936767578125,,
39,8,somewhat high,2.335723876953125,0.09765625,1.0,0.9921875
39,9,normal,1.0234375,0.359375,,
39,10,somewhat low,2.59375,0.27734375,1.0,0.26953125
39,11,somewhat low,3.578125,0.10400390625,1.0,0.26953125
39,12,normal,0.09423828125,0.91015625,,
39,13,normal,2.09375,0.123046875,,
39,14,normal,1.9375,0.14453125,,
39,15,normal,2.421875,0.0888671875,,
39,16,somewhat low,1.23828125,0.490234375,1.0,0.59375
39,17,normal,2.1875,0.1123046875,,
39,18,high,1.34375,0.26171875,,
39,19,low,9.0,0.00012302398681640625,,
39,20,somewhat low,1.76171875,0.4921875,1.0,0.34765625
39,21,somewhat high,2.2421875,0.361328125,1.0,0.29296875
39,22,somewhat high,1.4814453125,0.232421875,1.0,0.98046875
39,23,somewhat high,3.1630859375,0.0439453125,1.0,0.9609375
39,24,somewhat high,1.984375,0.51171875,1.0,0.26953125
39,25,normal,0.3515625,0.703125,,
39,26,somewhat low,2.26171875,0.1533203125,1.0,0.6796875
39,27,somewhat high,3.296875,0.11572265625,1.0,0.3203125
39,28,high,4.03125,0.0177001953125,,
39,29,high,2.40625,0.09033203125,,
39,30,somewhat low,3.328125,0.1611328125,1.0,0.22265625
39,31,somewhat high,1.25390625,0.65234375,1.0,0.439453125
39,32,somewhat high,2.60546875,0.130859375,1.0,0.5625
39,33,somewhat high,1.859375,0.48828125,1.0,0.3203125
39,34,somewhat low,1.82421875,0.462890625,1.0,0.34765625
39,35,somewhat low,4.48046875,0.0201416015625,1.0,0.5625
39,36,normal,0.78125,0.45703125,,
39,37,somewhat high,1.96875,0.263671875,1.0,0.53125
39,38,somewhat low,1.1484375,0.59765625,1.0,0.53125
39,39,somewhat low,0.65625,0.765625,1.0,0.6796875
39,40,normal,0.40234375,0.66796875,,
39,41,somewhat high,0.472412109375,0.65625,1.0,0.953125
39,42,high,0.392578125,0.67578125,,
39,43,somewhat high,1.7099609375,0.8125,1.0,0.22265625
39,44,normal,1.03125,0.357421875,,
39,45,high,0.94140625,0.390625,,
39,46,high,0.98828125,0.373046875,,
39,47,very high,5.81884765625,0.0032806396484375,0.90625,
39,48,normal,0.25,0.77734375,,
39,49,low,0.6953125,0.498046875,,
