participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
275,1,normal,1,start,0.03173828125,"[('som', 0.8671875), ('very', 0.046142578125), ('high', 0.046142578125), ('normal', 0.03173828125), ('low', 0.00738525390625), ('ext', 0.00299072265625)]"
275,2,somewhat low,1,start,0.90625,"[('som', 0.90625), ('low', 0.08447265625), ('normal', 0.0089111328125), ('very', 6.628036499023438e-05), ('high', 5.841255187988281e-05), ('ext', 5.424022674560547e-06)]"
275,2,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
275,2,somewhat low,3,"['som', 'ewhat']",0.984375,"[('Ġlow', 0.984375), ('Ġhigh', 0.0142822265625)]"
275,3,low,1,start,0.49609375,"[('low', 0.49609375), ('som', 0.439453125), ('very', 0.05908203125), ('ext', 0.00299072265625), ('normal', 0.00058746337890625), ('high', 3.314018249511719e-05)]"
275,4,normal,1,start,0.015625,"[('som', 0.765625), ('low', 0.1943359375), ('very', 0.023193359375), ('normal', 0.015625), ('ext', 0.000537872314453125), ('high', 1.895427703857422e-05)]"
275,5,somewhat low,1,start,0.58203125,"[('som', 0.58203125), ('high', 0.310546875), ('normal', 0.0419921875), ('very', 0.03271484375), ('low', 0.03271484375), ('ext', 0.00164794921875)]"
275,5,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
275,5,somewhat low,3,"['som', 'ewhat']",0.26953125,"[('Ġhigh', 0.73046875), ('Ġlow', 0.26953125)]"
275,6,high,1,start,0.298828125,"[('som', 0.490234375), ('high', 0.298828125), ('normal', 0.205078125), ('very', 0.00372314453125), ('low', 0.001068115234375), ('ext', 2.586841583251953e-05)]"
275,7,somewhat high,1,start,0.2197265625,"[('normal', 0.46484375), ('high', 0.28125), ('som', 0.2197265625), ('very', 0.02978515625), ('low', 0.00170135498046875), ('ext', 1.895427703857422e-05)]"
275,7,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
275,7,somewhat high,3,"['som', 'ewhat']",0.984375,"[('Ġhigh', 0.984375), ('Ġlow', 0.015625)]"
