trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,L,2,E,L,0,0,19ea4beb052a1d8d3219f7fcafdfb9c3d34b5202f221c3b452a0cde63f09dffd,1843824992,1
2,E,1,E,L,0,0,9f6a988588f3b6050e4adc6ae37e0080b56ec4432e6f443f9e4d77e9d782d669,1843824992,1
3,E,1,E,L,0,0,857509c01c944e9daac7b707ee71a056c3de09ead4b60eae8899b09f82b5b903,1843824992,1
4,L,2,E,L,0,0,19823c4e9e29e91af490a043a3a9f9d4a375964592ebdcaf6ab276689c7a84f8,1843824992,1
5,E,1,E,L,1,1,4cf4a4c90afb0075a8eeccfe384238932c04bebf815ea05cba6da199ba6b0e62,1843824992,1
6,E,1,E,L,1,2,0a8705d26e5000267a82142bd5221a1b951a4e010c123d5d3e1e79e9547df093,1843824992,1
7,L,2,E,L,0,2,25dc474be28ffda080fdfd9483442beae80e7d49f48ca82535bd14f7e00f76c8,1843824992,1
8,E,1,E,L,0,2,eeb22a23341be9e952552e239a559bc250c9c83a8ce44d1c4c3fea040d5a75ef,1843824992,1
9,L,2,E,L,1,3,92f1f355d0adb0a901098952f8a9e3bc5a779977f414d257c4b4757c57020fa5,1843824992,1
10,L,2,E,L,0,3,e3457ff8f6e7a9dbeb53ed54d1fb5556e427eff371546a10e6094a5b074d2d95,1843824992,1
11,L,2,E,L,0,3,7771df2d5e92acbc683fb2bf92e67ab935d71370d03bd7762c56eac6bc75e079,1843824992,1
12,E,1,E,L,1,4,ee6f091d2dea2d19e30e714d3a070efae2c2a0c7f8e33a58c5a96e3f0135b26f,1843824992,1
13,E,1,E,L,0,4,ea97a56e3889ab6879241a6aaec07e295f682be170326b852037dc002bcbce18,1843824992,1
14,L,2,E,L,0,4,fc6d9ac7b6f69b610ff6bf2e077bb39ef3bb9e92b38726e08cb599bb1ff90b5a,1843824992,1
15,L,2,E,L,0,4,b661f8d8468493c48001b58ed3f645a6dcc15a0518e62ac5db86c454050b2584,1843824992,1
16,L,2,E,L,0,4,9266378313f914a9f72fcb23a8e548eaf6a835438d8ded35cde24271c9c8cb93,1843824992,1
17,L,2,E,L,0,4,040a26dc9cbc2b6a45d57f9f061adaa7f594cb656be91c0aff93821a8c2ea353,1843824992,1
18,E,1,E,L,0,4,d0dabc772aa8d33b49afc28f11d862514391ff371a60d92ff01502a3d5d3b785,1843824992,1
19,L,2,E,L,0,4,e93119c93cc48b92edb9b7efff951381a9f9963e99e5107c75cee5f92706ff0c,1843824992,1
20,E,1,E,L,1,5,e342f0f8d15686bb6e7e9a8b4ea1d9f5a92500cf16dc451031ee219a595042ba,1843824992,1
21,L,2,E,L,1,6,bbcdd23add3cfc996755765db31ad903a291311dbce56e4258ec4ecab2ffffa0,1843824992,1
22,L,2,E,L,0,6,1220a461ec8548bb37e4cbd33603311e432f685e892404d5db740e552bc356df,1843824992,1
23,E,1,E,L,1,7,bde4eb0f2206c127da0e445ab21de8d126a955628f99251d76019878f92abc79,1843824992,1
24,E,1,E,L,1,8,6166d7b4e937d4607111f970c70f5f0841aeba65215534fd25e63f9bd969084c,1843824992,1
25,L,2,E,L,0,8,d43b603ec4a032f198c2531a9715c2d612d1ade18807f704e9d791a7c98d1a17,1843824992,1
26,L,2,E,L,0,8,e7db10265411c73fb19a10eef2c36c5980f43129676a7c7de8428cb3270ecc73,1843824992,1
27,E,1,E,L,1,9,1dafb9e76dc483c29d61a71fffa1c813d7860a8013be1187f1a73ca12f083350,1843824992,1
28,E,1,E,L,1,10,4d890b52c63c5220a6ee75b356d5b365603ff531ca3533be720f3d4e5aa89285,1843824992,1
29,E,1,E,L,1,11,3309590dc0ff089a268aca13beff01e6f886bb173a5354bce58d64e7bb148949,1843824992,1
30,E,1,E,L,1,12,00c4900462defc9a08ef15c6207990062c1a5baebce36fd7491874d018524360,1843824992,1
31,E,1,E,L,1,13,82f845b29d44399b5b0189b24fce60ed09781d0d58dd8509165bff1f6a9d0755,1843824992,1
32,E,1,E,L,1,14,ab51319ee772db911f178236e11064dbde50ac30bb42031619a892ac43f570f3,1843824992,1
33,E,1,E,L,1,15,8d92e4bf19a7fa096dab1501afe6fbb0a4c018e7d69bc8e28b8df8ebe0fda2be,1843824992,1
34,E,1,E,L,1,16,baaff2c432c62ba0b143ac98ca559cce028ef76a62f9815c72067e5212df3a3d,1843824992,1
35,E,1,E,L,1,17,063ad66e4c5c9e903902305ab39912da456adee05b807d0669e425d8df6dea93,1843824992,1
36,E,1,E,L,0,17,7ca30d32db36a47bc5e7b7dd3b9f3046c6d6677c106ce9ee748ff1bb5aeda4ce,1843824992,1
37,E,1,E,L,1,18,f2e68f54e48e1de78b5cda02856a68b90418eb04beaf1917bf2358f9c4eb3103,1843824992,1
38,E,1,E,L,0,18,49a1630a9b6ac05e8c1813b8cce4041d054f83fa264f3bf67ac1446995d2c13c,1843824992,1
39,E,1,E,L,0,18,58f1d8ba7d7a378d8c7df875e9dc6be182580de06cfb62be2d325eec22dad326,1843824992,1
40,E,1,E,L,0,18,0ec8b3269b3e91d9b30a4b0b16d0afcfe436a526e8b342f2784d6768a7a1e866,1843824992,1
41,E,1,E,L,0,18,98567355e3d79e82d19d87eac71db5e7596af59aabfe21035f56bdf67f624ee0,1843824992,1
42,E,1,E,L,0,18,d861ff3c3f20c9f5eaf899d90e837351db6ae1260a073f843c5eb8fc2c42a006,1843824992,1
43,L,2,E,L,1,19,c79c52234ff3f0a519869bc9969d49a19e0532f16597bf85280353f1f6d6fcf4,1843824992,1
44,L,2,E,L,1,20,3cd132ba84ee445ef6ab30f1072ff2120b7e149d2990966e403cef380b0ec3e1,1843824992,1
45,L,2,E,L,1,21,26a38e5a259db38e10cb1a041a9b35dfeaa57b3838c42aa24ad054a4d5fde86c,1843824992,1
46,L,2,E,L,1,22,da081d5f75a17adb20ba99d992919b8440af4ce81490df2e8d3a726ab53e364a,1843824992,1
47,L,2,E,L,0,22,4f010a1675ececc5fcfbc96699583363a045b2e2b857f1d39283ed9b76b1d0d5,1843824992,1
48,L,2,E,L,1,23,c048e3a1a555325fccff7d8472a6e246877c1337b1d33c16001be141fdd86a05,1843824992,1
49,L,2,E,L,1,24,d75224fb0ca7b8210d43bfe38f8a1d92d1cd8413697de7dca7d08badcbd148da,1843824992,1
50,L,2,E,L,1,25,db1df3c191ea30b1e1a5343db38d0652adae005e8d9ad5681fbd0bf7eea94379,1843824992,1
51,L,2,E,L,1,26,80dd69501adad360f6c2956556a82813c2cbaa3909d1307f669e4a3187c598d0,1843824992,1
52,L,2,E,L,0,26,3b08d82f37b50dea9e6de4f68d1811c3f9a43724755092b8a3a7788cff2a2062,1843824992,1
53,L,2,E,L,1,27,fc0ff11544cb8f0f350dfbf9a1eb5dfa091f5f554b7797a9b418fa41df69c881,1843824992,1
54,L,2,E,L,1,28,8f366ec4e5b561e02c329bd3a74d5001171c85a0f2d30e98e1ddcbeefe098489,1843824992,1
55,L,2,E,L,0,28,b1f72289280d28eb88776317884cc33344e389b0655a012a4213a2fa5284f7f6,1843824992,1
56,L,2,E,L,0,28,2d02fb2485f6c545876bc9e42e61e41d8bf139b99b4df6a47002375a5b9e2123,1843824992,1
57,L,2,E,L,1,29,c9a1221e4c1d78a6cab5d296192d195b3d08b49a48f9fc4aa03384459d5fc55e,1843824992,1
58,L,2,E,L,0,29,3c366ec089b7c58c3c90fde86507ccf2acbd46c14b8690313e410bf8aa8d784d,1843824992,1
59,L,2,E,L,0,29,0462ab30b92c39d1c685880c70210436e484f022450f54dce35a1fe162a81022,1843824992,1
60,L,2,E,L,0,29,d43d092594abf2f70e47780ab4bde3bb76629c3f2c0c21d502f32e86a05af5e7,1843824992,1
61,L,2,E,L,1,30,60aed2903c985d958163d6d9c4c59c9030a26eb560e3e2873c212b4861c037bd,1843824992,1
62,L,2,E,L,0,30,4c946251c28ddb8774e0ee65c26ea1919bebef7108c4f399c37f03750aa922ed,1843824992,1
63,L,2,E,L,0,30,668c8d8f596e8dc4462264fce2bbecb5a4c45aa1298fb2d2a7e01096f3272e9f,1843824992,1
64,L,2,E,L,0,30,d98dc7f298ec1cfb6ad489a7a88d9e937ae2f0053df03afc3541ef5c20c8b824,1843824992,1
