trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,Z,1,Z,V,0,0,cfefc2507511b7547c7d0e3a3fad59bce8d1f29a9a8ec47f3164f6e5abaaf428,94067870,2
2,Z,1,Z,V,0,0,cadd7394bfaca39ff101f44d85bcbfe0bc2e68d2a55fe5069eeddf896810eb35,94067870,2
3,V,2,Z,V,1,1,da950a1e1e06103b2fe0dcc9c90848d805de7670702779529001d4b6ddc548f5,94067870,2
4,V,2,Z,V,1,2,f6c33b41987c22d451cf08586d29bb328eabbc2fce32c9c056337db900680f25,94067870,2
5,V,2,Z,V,0,2,05808833a36c2d4b5ef2e6d2a09e42e22ef1032d4e18f2b8d8301a9385e49d97,94067870,2
6,V,2,Z,V,1,3,e7d24b3befd7a495acb975c4784ed46020425b49dd42f747b62162b28ce92353,94067870,2
7,V,2,Z,V,1,4,1a0161a6bf36436c17099f396188bb6b8d882b6a99b3f255a8110f41e2d8cbbb,94067870,2
8,V,2,Z,V,1,5,180ee807d95d3e3c6a8df46d5e0f1920f00f79c8039d76f9ea1c1779cea29575,94067870,2
9,V,2,Z,V,0,5,ad0e083a05ba0cf3fa08e1b9f086c4a796512fea8a4b01339b8e005dba6e5d43,94067870,2
10,V,2,Z,V,1,6,ae4457a4e3aa60c7a149ee138df7d20e9bea08bce9456c6e592a0d569fa0bd65,94067870,2
11,V,2,Z,V,1,7,e5cf7da768abdb151b83863c3cb5b29f0b1ea8af33f82cd2e44de7c8355862b8,94067870,2
12,V,2,Z,V,1,8,f04cbfc38f5fc8b7bb34c1a52a23fbee035f99e6102992fd0d4b44fa11dffecd,94067870,2
13,V,2,Z,V,0,8,f7df7bbd100662c70ca6291d963db093343f5d56dc3d7bfcb876c70dba295842,94067870,2
14,V,2,Z,V,1,9,463e4aaedf272d2d6503bdb6751349650c0ba2faa39fc9244c2d65a04c2dd8aa,94067870,2
15,V,2,Z,V,0,9,5a691c4a6c482111b9e34a39613f2c2ef2135910d35783bc7e30f4758a5a0ac1,94067870,2
16,V,2,Z,V,1,10,2cba9c0df97e9523610d190a27d808d8dc4484ad28cfe9608de3fc3578503008,94067870,2
17,V,2,Z,V,0,10,801f746938b6b39f6b28fe77c315ee2d7b8cf94752d929872f3c07ddca6ce3d6,94067870,2
18,V,2,Z,V,1,11,a23d6ee9be2d6f83feacf3e975c132c79ca2f867018934cb292c3809e7e94f66,94067870,2
19,V,2,Z,V,1,12,f5dc74f4b0ade78173f6941c21b8ce5436f1cc9d6bb92bbd91c9e3898967e70e,94067870,2
20,V,2,Z,V,1,13,e363e3a005014b5edf9abe4d05f1270f9aae969d31483ad20297b7bb1343d4ee,94067870,2
21,V,2,Z,V,1,14,bac6962c92d80705ab6e20144f2635754896e8848d9c1447438f584ec50158ce,94067870,2
22,V,2,Z,V,1,15,88b01a5b57dfe8251de6fa468717d90e8fcb7075976c1ce3e9e1d84ce6d4b7a3,94067870,2
23,V,2,Z,V,1,16,486d34f56868d0576efe74bc0df8f21790107e2ae3a74b95e4e5692fde45396f,94067870,2
24,V,2,Z,V,1,17,a078d501cced8ce9c1939cff23a6f88a18a953bcd3abd755a993ee8c459a81bd,94067870,2
25,V,2,Z,V,1,18,9d4450bd7b2b870b29be69c55667f5021042029abd5cba38db0aaa8f8778582a,94067870,2
26,V,2,Z,V,0,18,865b298ded3fc4b8f5a4892946ba393ba05fda53a80778593026e95688f10f81,94067870,2
27,V,2,Z,V,1,19,4834eabd541fe0cbe488374cb152614922fd058630f2dbffa5f43d75c9ada995,94067870,2
28,V,2,Z,V,1,20,cc158bde36abc46ed582d12bae3071a2dc638f71b6287e10cb73ff4f8ad8128e,94067870,2
29,V,2,Z,V,1,21,d34005b7fcde31375d5ac8fc12f5786476fac8fc4833875c6c8ccd398849c8f5,94067870,2
30,V,2,Z,V,1,22,5c87276a8d290ecef18fe8535f5da4c0ce5de0feb859eda7fb1ac55473fc1ec2,94067870,2
31,V,2,Z,V,1,23,efd2916151324232a0699b3138bf7194076299f125aec334d9967df22a8e49f4,94067870,2
32,V,2,Z,V,1,24,1f89adc77c326cace6be9a31bf9048db7d90d3adbd757054ef2b4114a2ac9b59,94067870,2
33,V,2,Z,V,1,25,9a95a3959f67f24408a3c08cc3c1d852e78852e444086c65a1f49f29a0802903,94067870,2
34,V,2,Z,V,1,26,165e6ecefafd3bbf79eead531f9281486d98928b72276bee3aecd33ef2825f99,94067870,2
35,V,2,Z,V,0,26,7fdd3d294c25b380735d40a9ec5b79594d24da0bed7cb71748b2382b0386d9fc,94067870,2
36,V,2,Z,V,0,26,068cf429c6fba2d028934d8b11ef64cdf78ebbf1a98fa9254d0568197760c4af,94067870,2
37,V,2,Z,V,0,26,16bb454ae7a17daa4591a017a00ec37e64943344679b31f10fc57e3d3cd03060,94067870,2
38,V,2,Z,V,0,26,a57f150d7710f56f97edb58929f25614ca5e640113845e2371b326e8becd8b53,94067870,2
39,V,2,Z,V,0,26,6703cf7f43002b1ae64c994bf4467ebf62acef66a603114a32ba3b0c61fb070d,94067870,2
40,V,2,Z,V,1,27,82f010ab15e2ae6e2146c7d599d54feed5155d119f87ae32916ff499ddc6f3c1,94067870,2
41,V,2,Z,V,1,28,701dca6bf4474b6cadac0b9cd7819b9d455b83281c65b7dab02f822a87829b81,94067870,2
42,V,2,Z,V,0,28,a336da0c59b2e238437e9155ba62af7e32eafb785046a53b18a3564b38f5f56d,94067870,2
43,V,2,Z,V,0,28,ff1c2a1da4f89aa13207da45091aed6b31e89f0141a88aed9d81ef6840e5967d,94067870,2
44,V,2,Z,V,0,28,dcb00ff5315b49dcbb3847c0a16bb12ea1a3418bfa5d368ea15effcbeb5c03b3,94067870,2
45,V,2,Z,V,0,28,560605e732ef481fe19cf8a80d56608bcbd9bd2e6fd0d14994533dad0198f457,94067870,2
46,V,2,Z,V,0,28,0a3c6c0e3bb74258192b2c8ef457879f257ae1db6022b79441dbb16653886c77,94067870,2
47,V,2,Z,V,0,28,5a7c4f2233cadb5234c40bb0a06f9827c5ae51f964b7b6881eed8ab2086a02ad,94067870,2
48,V,2,Z,V,1,29,aaa90780db15ce193160085ad82c535412aa0e0ddecc1aedc991cd35e079bdeb,94067870,2
49,V,2,Z,V,0,29,fa640c2f1ac0272e8757d01339e0184b367bcd4e46059012115595bdbd291780,94067870,2
50,V,2,Z,V,0,29,9b57d1a9aadceafae9350c67978e0f2082afd3ab7a941a7ca05747a43c68fb4b,94067870,2
51,V,2,Z,V,0,29,76e5b1350d701a2d285cdaabcaf352d88c09bb21d26a723e8ae33f8b1a07f428,94067870,2
52,V,2,Z,V,0,29,f47d31c76c1a8586b17d2ace7b4f30ec8e76578cdb5ab1d9ff6f4be28102221a,94067870,2
53,V,2,Z,V,0,29,f71b6c7de88417c0a832fa22aa0d469aaa5cf6a78a326b407febda03fcfb1d3b,94067870,2
54,V,2,Z,V,1,30,b10710f6bed98621835faea810f390dc78a2a6c80e08b29eeb5640a451a3ed8f,94067870,2
55,V,2,Z,V,0,30,b7f1d5bb7fd9d605ce2bd0664113b94446d88340a14d9de8d53b9dbd5fe1c7dc,94067870,2
56,V,2,Z,V,1,31,9bdf3c55fd42aa09166b53b587754196d2edeb18194a50ae827943e5b9bfac3d,94067870,2
57,V,2,Z,V,0,31,67f910de6b13cfc8eeb315cb89289690ee2cbf2b64ebe16f6796b81009e254c0,94067870,2
58,V,2,Z,V,0,31,a6db6831c56535cd6d5b5f6f7b7cafe5e81a7422f0f218d142e1e02c59c5df76,94067870,2
59,V,2,Z,V,1,32,4c73266aa1f7c49c1f98d0b318910a59122b586c03773d6d8f6a91151dcbba90,94067870,2
60,V,2,Z,V,1,33,81fbf99c448a83c3774bb3a8ff8676ced1955a401d02bb11d1b1032f8a313d35,94067870,2
61,V,2,Z,V,1,34,e76c3d8787bacd600a6d4cd2a9d1642b141a95656c8ee6e6fda8f3f186f975ac,94067870,2
62,V,2,Z,V,1,35,edf6509a939a5f2da82c7332a30828ef97f536986f1f862301cc858bce3682a9,94067870,2
63,V,2,Z,V,1,36,810325ad4657325584d6be307bd6d634498e2982c7b313f749306b0b9c76d395,94067870,2
