game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,M,66.0,1,,
1,2,forced,2.0,M,80.0,1,,
1,3,forced,1.0,Q,29.0,1,,
1,4,forced,2.0,M,75.0,1,,
1,5,free,,M,81.0,1,2.0,70e5021ecf5236ea491c21416aa40fc8af080cd4b7fdc02b891326cc4ab98922
2,1,forced,2.0,M,69.0,6,,
2,2,forced,2.0,M,50.0,6,,
2,3,forced,1.0,Q,51.0,6,,
2,4,forced,2.0,M,64.0,6,,
2,5,free,,M,56.0,6,2.0,4585ffee58918fcb2a6042c22c29c202372fe09c3fd93af70ca40b488db908fb
2,6,free,,M,54.0,6,2.0,49cbcbea56e328fa31da77b19d1ca0b3d61ffe4cd3e4f1efedd82881fe985014
2,7,free,,M,64.0,6,2.0,d3f9a2aca545d6b1e578f05be5bc173a82e6a8770ee2aacfd3304a89dc20223f
2,8,free,,M,64.0,6,2.0,0b31039fb738a2bb05545b2289f37405dff915153b431a903ab1a84991534aa1
2,9,free,,Q,46.0,6,1.0,a9c21bd0aa9e92de169e98bf9fd41f5c35b76b9cecf2b7a80052086eedcdf777
2,10,free,,M,53.0,6,2.0,c2d42967e69f8c026a263db8ced4bd3184a0ae0a593a75d0dd3d6bd56c3482e6
3,1,forced,2.0,M,31.0,6,,
3,2,forced,1.0,Q,43.0,6,,
3,3,forced,2.0,M,26.0,6,,
3,4,forced,1.0,Q,36.0,6,,
3,5,free,,Q,26.0,6,1.0,4b8d423cd4b9da1a18913665d0e23cc5fa22f4250ae91362778f5c53b0b38aed
3,6,free,,M,30.0,6,2.0,f29913877acc5cf8f025ad6e3b63b1894ae7743157ee61c22f01b2490d99f37c
3,7,free,,Q,44.0,6,1.0,2ea784137cd47253767aeeb7ddb8d8ecca5b3fbbff238796b4a95fb2abbff2b5
3,8,free,,Q,44.0,6,1.0,0443f226c64dcd1d4197f42eda97f0499b54696e1674c8d9d91dba8e2f9fc918
3,9,free,,M,34.0,6,2.0,841f6e6e0b9fb7d571b7c81d073550ba692ea40ad4c0f199a755be73877dbf28
3,10,free,,M,41.0,6,2.0,078a72c533b45c18ac8bae61e5624e125e300a8b45f0cfbe5b9fcb364b531c51
4,1,forced,1.0,Q,65.0,6,,
4,2,forced,2.0,M,77.0,6,,
4,3,forced,2.0,M,52.0,6,,
4,4,forced,1.0,Q,73.0,6,,
4,5,free,,M,55.0,6,2.0,5bdc6f3fa68128e71c1068a87c56eb5859b831a5077d1c76a86748d9abad0452
