game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,E,66.0,1,,
1,2,forced,2.0,E,80.0,1,,
1,3,forced,1.0,C,29.0,1,,
1,4,forced,2.0,E,75.0,1,,
1,5,free,,E,81.0,1,2.0,454c87aa679c3cfcdd948755c6ddefcc04bf0871e499ef7ced5023186e7832ce
2,1,forced,2.0,E,69.0,6,,
2,2,forced,2.0,E,50.0,6,,
2,3,forced,1.0,C,51.0,6,,
2,4,forced,2.0,E,64.0,6,,
2,5,free,,E,69.0,6,2.0,c2eed4aa80436a6e74870d3a40bda351a865a451011f1f01e8515fc0e42d9f2f
2,6,free,,E,54.0,6,2.0,ddc7c3c50f08085c75edf0a33b92c4b7ba2dc382fd9dc339187015df9250852c
2,7,free,,C,44.0,6,1.0,96ef8df9fcf2915058f737102f2dccf8f66e08700b95682d2ff60e7a7406b32a
2,8,free,,E,64.0,6,2.0,728840e077bca4f69be0523f3f2847bb9480e64f8975047222fbc227c7fc4bf8
2,9,free,,E,57.0,6,2.0,4d3bd5cfe109040aad5705dd8e375a73dd21601d3e9b460a61fcb248cc9bd3aa
2,10,free,,E,60.0,6,2.0,e155e6da78c9b91cde8f792dda3fbeb6773b2df064fc55866445cc48dbb5415d
3,1,forced,2.0,E,31.0,6,,
3,2,forced,1.0,C,43.0,6,,
3,3,forced,2.0,E,26.0,6,,
3,4,forced,1.0,C,36.0,6,,
3,5,free,,C,26.0,6,1.0,590fe2a07502184cd1dc371c93866373c95254dc9dd5e06b70967e714e7df05c
3,6,free,,C,41.0,6,1.0,2783854cf2798a9dbb5ca638c01d318e9b4b9e0ec9ff4105982acd2ac0a0f40c
3,7,free,,C,44.0,6,1.0,7b95e11da48253c972964f195cc3e0459adb6ad42f1447fb2c80fa82accd31bf
3,8,free,,C,44.0,6,1.0,ac73fc4f09dab013df392806b4e534e82951f971df19a0e6d72100458681fc5b
3,9,free,,E,41.0,6,2.0,e55dd8c84489018d3be38dbe25b8e2df645fb3a266edb8eca5e0e7018bb5bb65
3,10,free,,C,53.0,6,1.0,6adae289cddf1854a227ac30e74fd73daf8ed5d664bb548fca8eab81059921d1
4,1,forced,1.0,C,65.0,6,,
4,2,forced,2.0,E,77.0,6,,
4,3,forced,2.0,E,52.0,6,,
4,4,forced,1.0,C,73.0,6,,
4,5,free,,E,63.0,6,2.0,57af9c7521a1664b35e211b5c0afa8fd440d13f636f716e298416e77ae2400d5
4,6,free,,E,60.0,6,2.0,2a9309e7bc7f57588f02ec53c8c910d89724932daeda43c74eec0ba5e584d672
4,7,free,,E,66.0,6,2.0,e42a437b8e5e36a2ab8987362d7d40ec69bef7246ebbde7c9bfb3334061e86c6
4,8,free,,E,55.0,6,2.0,005236d800cfc2bd935c6636a8999210595915b39bb0cd5d26cadfe78087329d
4,9,free,,E,62.0,6,2.0,27bc09685ef68bd1a675ded3f4370d53993a350036e42120854374ec4b03ac16
4,10,free,,C,68.0,6,1.0,9a20cb28bb5c2ff528b37244250a5a7ac2f1aaabcf8b73373f9fbc553fe7400d
5,1,forced,2.0,E,70.0,6,,
5,2,forced,1.0,C,19.0,6,,
5,3,forced,2.0,E,43.0,6,,
5,4,forced,1.0,C,41.0,6,,
5,5,free,,E,53.0,6,2.0,167fc4ed7f4a1e655a5276267ddb87396df7004500b9d5212539046dab6118e4
5,6,free,,E,62.0,6,2.0,2ff1360069adfbaec2ca3813f17e0cd799e15e3246d203be61e832e995a9e8c7
5,7,free,,E,61.0,6,2.0,b1f58c97ea0b6902facad52629835545b0850b75f0e702d493a4481d5ec917d1
5,8,free,,E,68.0,6,2.0,a9cd5b4bec05635641af686f3ddf61dba559e426dd9733aab6501e761b20c852
5,9,free,,E,62.0,6,2.0,1e5abae6ee28b5a300279ba9acb12565fc7b29f1abb31ffdbc9c82da5e293646
5,10,free,,E,64.0,6,2.0,cc23c17362ad139be2ca9e8844005639580edbe345365231e07d040d05734c1f
6,1,forced,1.0,C,63.0,6,,
6,2,forced,2.0,E,44.0,6,,
6,3,forced,1.0,C,49.0,6,,
6,4,forced,1.0,C,47.0,6,,
6,5,free,,C,51.0,6,1.0,f6fb7f12dbfc61f012ce5532de62209e6efa6d118641d4f94bba01cc901bc0e2
6,6,free,,C,43.0,6,1.0,048851116dab912501e71621fe2d1071e76261a8319942b091475b0dfbc7246f
6,7,free,,C,55.0,6,1.0,6c7e638fa013e5ce3c3e2d27ce523d4fa7ab71dac44d03c0c397f80297f9658a
6,8,free,,C,44.0,6,1.0,c9f8e27d3eb68d10fc796fe7d08a64f7338da2fb37f20695cec21009d98b285f
6,9,free,,C,43.0,6,1.0,53ac76a4ea2555b0e40b8dbeace88869daf752ff34040fef421b5970913026b4
6,10,free,,C,56.0,6,1.0,efe6b550377ebc1a75afd8efeeaaeb201c2f15c519c5ebbfa173006822d3bb5b
7,1,forced,1.0,C,61.0,1,,
7,2,forced,2.0,E,44.0,1,,
7,3,forced,2.0,E,41.0,1,,
7,4,forced,2.0,E,47.0,1,,
7,5,free,,E,29.0,1,2.0,03e6bf324ac09425211f6a16fabc5a4cdc3d9dd6b3942ef0e031a19dbba06160
8,1,forced,1.0,C,51.0,1,,
8,2,forced,2.0,E,76.0,1,,
8,3,forced,1.0,C,54.0,1,,
8,4,forced,2.0,E,84.0,1,,
8,5,free,,E,67.0,1,2.0,d9d75c9ed49a111394ba23a3a9da92cfbe805e442d45064e911d6ff8fd5825f7
9,1,forced,1.0,C,54.0,6,,
9,2,forced,2.0,E,14.0,6,,
9,3,forced,2.0,E,15.0,6,,
9,4,forced,1.0,C,46.0,6,,
9,5,free,,C,41.0,6,1.0,41d354a8a36eaaf594278e9db90cb41ace41c2ae5149735593e36d9bd08ec77c
9,6,free,,C,44.0,6,1.0,a4fb8433e32dcf1b885d6387c245efdfb12d5b267860f33828bf18868ab2533a
9,7,free,,E,16.0,6,2.0,875dbaede625b55c251ce05373d601a9181a829a947b208c0478bb22099b475e
9,8,free,,C,46.0,6,1.0,14be0011e5caa761771d5b32e4367ab13cc602715cbec13efd4bd2d662bfe6f6
9,9,free,,C,34.0,6,1.0,4e2d49cc20b228b0dbdec6976e3741b53021168777b1a999f46f663cf677db3e
9,10,free,,C,25.0,6,1.0,c99ec1f4ec16d7714d14280e94f5ac7c13c8d47244f069e19de12182a50a9f6b
10,1,forced,1.0,C,9.0,6,,
10,2,forced,1.0,C,17.0,6,,
10,3,forced,2.0,E,40.0,6,,
10,4,forced,2.0,E,42.0,6,,
10,5,free,,E,42.0,6,2.0,b86499fc36f94176de5a367651ed608ebccb445dce02969fafd4182c5c8607fa
