game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,H,66.0,1,,
1,2,forced,2.0,H,80.0,1,,
1,3,forced,1.0,F,29.0,1,,
1,4,forced,2.0,H,75.0,1,,
1,5,free,,H,81.0,1,2.0,bb8d5a8b9960ecdd11c3857491270680d8e5ec270f4a37d7f466832dbd01deb1
2,1,forced,2.0,H,69.0,6,,
2,2,forced,2.0,H,50.0,6,,
2,3,forced,1.0,F,51.0,6,,
2,4,forced,2.0,H,64.0,6,,
2,5,free,,H,54.0,6,2.0,bacef8d4cabb94ffd7607627a7cd1c93936cb95529944e74a41e14e0ba7abaf3
2,6,free,,F,56.0,6,1.0,d4f32e144fa406aa815bf43580c3d9bf7bd8e9ba36a3e3f93637de2ea218a9df
2,7,free,,H,64.0,6,2.0,59850c314d6eb7935b3efee382a23d8dc0d356366330ea88e70122940f1c7728
2,8,free,,H,64.0,6,2.0,0cd066eab5fa3a9331cc43feb9760a4050e067274d1e31c261af7c199f3e4855
2,9,free,,F,59.0,6,1.0,05ed4fe860f0cc85a071cf434526a72f083a1abcb1c4560842eebe565e376f2a
2,10,free,,H,44.0,6,2.0,599cf512b825559f2b3e45c9bed090c1c214c6b8d1bcaf34c28e79daf425b22b
3,1,forced,2.0,H,31.0,6,,
3,2,forced,1.0,F,43.0,6,,
3,3,forced,2.0,H,26.0,6,,
3,4,forced,1.0,F,36.0,6,,
3,5,free,,F,26.0,6,1.0,1eab568a24ddb6c9d61aa6316dbee14db8cc1063a282cf91641f956b1e531d93
3,6,free,,F,41.0,6,1.0,2e58c0bcfaf9f54e1a3885b250fddc194fd88bc40866f3e63775c215698ddfe4
3,7,free,,F,44.0,6,1.0,3ec19c93ec8e51a0b103994933d9fa856268ad607b56f65c80753070284b0e0b
3,8,free,,F,44.0,6,1.0,2c5ed8d67c1b5e49e5f4844a346dbebaa0b5893f87c002f3d3a6aaca868e4df5
3,9,free,,F,43.0,6,1.0,cc837a7889c1810d0d06a6935462d5440ed51c96dc4be5962ed519c87b9ff965
3,10,free,,F,53.0,6,1.0,5e2ad496cdf8b877b557164d5e9a603ff9d8c86e2786c581b7aff00ff4a66090
4,1,forced,1.0,F,65.0,6,,
4,2,forced,2.0,H,77.0,6,,
4,3,forced,2.0,H,52.0,6,,
4,4,forced,1.0,F,73.0,6,,
4,5,free,,H,59.0,6,2.0,288aff4f018786c387132161692312891a8f652d3386ebe9aab18836597bfda2
4,6,free,,H,65.0,6,2.0,908c5e5edc3f0d6c8b49890ffa55008498751dc43f5f105742fe585f5085f1bf
4,7,free,,H,60.0,6,2.0,7621afc79567d646fbbcaef187c0c841337ce4e8770d171004025de087248349
4,8,free,,H,74.0,6,2.0,2cd93124e314bec6f6e8f4ac2e71c7d29c002fd9545d24015f371dc1de273e87
4,9,free,,H,62.0,6,2.0,6d08f6579d40a0e9518c5041f5a722eeb5830f874323250d22842d443101634f
4,10,free,,H,62.0,6,2.0,67cd19fefac8e90aeb7ea63213d83a0bb2295d111086a2b55737089fd00b8c2e
5,1,forced,2.0,H,70.0,6,,
5,2,forced,1.0,F,19.0,6,,
5,3,forced,2.0,H,43.0,6,,
5,4,forced,1.0,F,41.0,6,,
5,5,free,,H,53.0,6,2.0,61d4197ff2dc5d230f34296790ca8a9df014f45c30df7dabf371685771bc4845
5,6,free,,H,62.0,6,2.0,94e5634ef3225f6e97e42c676e74cd7d6c93660c3017581a03499d2eeabeea43
5,7,free,,H,61.0,6,2.0,7d21b1743ca48ce8e1581ad5396ae5001177c1b80cd7e345c6e5f612f0514476
5,8,free,,H,68.0,6,2.0,65861f23540dcb9e105fb4bd9ef1190730523fcd7bafb29d4a2d34fb169c49c7
5,9,free,,H,62.0,6,2.0,bbbc54ec6549ac31e01838ef49aa77dc170c0d68591b7dba98950dd1ccb783af
5,10,free,,H,62.0,6,2.0,1a146a08730511e89a055f79b132b050616cc51895ee01cb37ae37703198ea71
6,1,forced,1.0,F,63.0,6,,
6,2,forced,2.0,H,44.0,6,,
6,3,forced,1.0,F,49.0,6,,
6,4,forced,1.0,F,47.0,6,,
6,5,free,,F,60.0,6,1.0,12a9097ea075dce41661c44edcdd22ebd186a753ce241953573ce0a5ec1a30e9
6,6,free,,F,53.0,6,1.0,578f295871994e2f55786fcf720dd40036accee2623affd8b6a939550824d22b
6,7,free,,F,55.0,6,1.0,386c880b7cf7e14c714f7ffa0df5fe7456ee23982aeb76bab0a8438f6281a531
6,8,free,,F,52.0,6,1.0,4ad5a530dc97a47f8a289234ad9bb7e1e8ff39e355b32b8255ea0a4bec33205e
6,9,free,,F,57.0,6,1.0,e7fb049e052d6d3230922b6deef82feee73b6ae586bea91ac3d3737d0be49d24
6,10,free,,F,56.0,6,1.0,53a37fd53410dab1ccc8a9d0fe880a47dd9d4fb593075410d853954b31cb64f8
7,1,forced,1.0,F,61.0,1,,
7,2,forced,2.0,H,44.0,1,,
7,3,forced,2.0,H,41.0,1,,
7,4,forced,2.0,H,47.0,1,,
7,5,free,,F,50.0,1,1.0,5df27ebab704538cc378dd5ec3a19e5082b4f17c581d9925b6e056bdd98f5fcc
8,1,forced,1.0,F,51.0,1,,
8,2,forced,2.0,H,76.0,1,,
8,3,forced,1.0,F,54.0,1,,
8,4,forced,2.0,H,84.0,1,,
8,5,free,,H,70.0,1,2.0,64700c19c239d7b301f850d0815f896b3f7072eaaecdfa7d7957fa7f9377b418
9,1,forced,1.0,F,54.0,6,,
9,2,forced,2.0,H,14.0,6,,
9,3,forced,2.0,H,15.0,6,,
9,4,forced,1.0,F,46.0,6,,
9,5,free,,F,40.0,6,1.0,c4f966c7ac66c184a3afe523211cc5c7ea2d8e48049974bb96be47b4c4d88190
9,6,free,,F,44.0,6,1.0,c5dc28e7ae13d0f9c029f6c694a75cbf562f16c0d65f760f6375dbd50202d70d
9,7,free,,F,35.0,6,1.0,cd90098c4df2543fbc4e5a9c9166d2b757c6cd0273417e1a9226f5adc22ce3b4
9,8,free,,F,46.0,6,1.0,5e877125087ab1697bb7e81c5cc1ff3b00154853a604912d73de3e1d8b103e4c
9,9,free,,F,34.0,6,1.0,41151a8f320aee6f086b9db5c8a72716934a330fc0069e29ec559fd0aec62f0d
9,10,free,,F,25.0,6,1.0,1bed5c9ffe5090c67b56233186297030a09ea84465d7139febb1d3f82f66e6be
10,1,forced,1.0,F,9.0,6,,
10,2,forced,1.0,F,17.0,6,,
10,3,forced,2.0,H,40.0,6,,
10,4,forced,2.0,H,42.0,6,,
10,5,free,,H,46.0,6,2.0,d7b9f63212eea56f8ebb7c7fce332cb05de2cf831808a517ef3e7a9592a81746
10,6,free,,H,33.0,6,2.0,4bbf97ce789e102a850cbb9b8aa63b84421c4e3176b58f973b01fde57af19100
10,7,free,,H,34.0,6,2.0,71c97f4360ac02e9c9bbbb66e0c170e26ef59c213849b4fca8d9cc23e7aebcf4
10,8,free,,H,43.0,6,2.0,47091574b137736a5e1ae41b137ca376bce136b179dadae2d5de21f24a40e198
10,9,free,,H,42.0,6,2.0,099f17bb10b49ffd39ae5e23388f3d03a95b2292cd52e7aad474aa75231a8ca3
10,10,free,,H,49.0,6,2.0,38de017ad5eb301ae562b1ba254555cb328ec65f02cf07181c6717864bbbbb43
11,1,forced,2.0,H,61.0,6,,
11,2,forced,1.0,F,52.0,6,,
11,3,forced,1.0,F,48.0,6,,
11,4,forced,2.0,H,67.0,6,,
11,5,free,,H,42.0,6,2.0,8a479ee3d5495c2f312b984da9f619e669400d50863ea959b9711ae29df74870
11,6,free,,H,56.0,6,2.0,e0527c7d5c353d14c0b1ef27759ba18eef6765235fbc71e1844ded5cdf4b10d8
11,7,free,,H,58.0,6,2.0,b8a29377da44ac1aa7d786d129f1cb68c6ad751533c2356e78018ee7da5df30f
11,8,free,,H,66.0,6,2.0,0e6746ccdcf3280a272d26ab3a612e0f0e4e4a02fa5043fb6ace4530225de3cd
11,9,free,,H,51.0,6,2.0,0dd8c0fc31d5f7bcf404a7cfe398eb67d5054d55170d09da708fa0f8f09c8e5c
11,10,free,,H,70.0,6,2.0,3d1a13ae1c2cb4bd0a6dd0a3904a1233bcbd0bce836f90d523a73f7b2e756987
12,1,forced,2.0,H,32.0,6,,
12,2,forced,2.0,H,26.0,6,,
12,3,forced,2.0,H,33.0,6,,
12,4,forced,1.0,F,10.0,6,,
12,5,free,,H,51.0,6,2.0,42bd1188292b2188e1f93de763fe6e19a67e97154f2c4b17f97c6255053d2e28
12,6,free,,H,43.0,6,2.0,4ca851037c9104bf09a1990ccace707d03366ac48043fabe4548f8f79e0c37ac
12,7,free,,H,27.0,6,2.0,12767ee47705802f659c8e2f9def00d742afa7a2c1c8688a0228cdb02714ce12
12,8,free,,H,29.0,6,2.0,c6a825777cf95fda3e71e871c87e053c961505f2fa62d79200ef1dfc367f021c
12,9,free,,H,43.0,6,2.0,b424c6e37c4d9c9038c1f2d10acc3cb0de85faa96992e6220a72f64b99fd308b
12,10,free,,H,38.0,6,2.0,913bc74d762d2da408d0068722e8826dd2a72c35321c2c1ed196a1e48eeec1ef
13,1,forced,1.0,F,66.0,1,,
13,2,forced,1.0,F,79.0,1,,
13,3,forced,2.0,H,62.0,1,,
13,4,forced,2.0,H,58.0,1,,
13,5,free,,F,88.0,1,1.0,beb8fdb21d6ea4cc792c868a4263cca78d7e238c894655a6ce45977b280a8132
14,1,forced,1.0,F,52.0,6,,
14,2,forced,1.0,F,60.0,6,,
14,3,forced,2.0,H,53.0,6,,
14,4,forced,2.0,H,54.0,6,,
14,5,free,,H,46.0,6,2.0,c9d07f318e2e2e021fc470cc89f63362cbc178ef4421a547c9ab6220af241074
