game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,H,66.0,1,,
1,2,forced,2.0,H,80.0,1,,
1,3,forced,1.0,A,29.0,1,,
1,4,forced,2.0,H,75.0,1,,
1,5,free,,H,81.0,1,2.0,90f34d02138241af931e09f151f0680459d0a06c839ff0464cc0bc82eea60dfa
2,1,forced,2.0,H,69.0,6,,
2,2,forced,2.0,H,50.0,6,,
2,3,forced,1.0,A,51.0,6,,
2,4,forced,2.0,H,64.0,6,,
2,5,free,,A,42.0,6,1.0,483de4404fc20532f7cb62d451beb26251ef0b529f18fdd7c13115a3038a14a7
2,6,free,,H,54.0,6,2.0,0a8bc2a1ce7509d6084b7247403de6d1c2bc822d2eb94d8df366c4d12b7c8735
2,7,free,,H,64.0,6,2.0,fd74f6f26e3a0093fb7b8a3551927041533919514c3d8caffbe0601f1b5e39e3
2,8,free,,H,64.0,6,2.0,9d1789250c95af7dc0799e7f166d05b11a32bfeeca1d3c7639b5c47740d2a1b5
2,9,free,,H,57.0,6,2.0,1dcb774e2e15a24a32d6cc98eba3d8c89536dcbf951be22c39c226a2c112cdd4
2,10,free,,H,65.0,6,2.0,54cd3b7f57167be1c7ca59c8974d41cd7f0a8428cddf4940585c4da6aa13be7f
3,1,forced,2.0,H,31.0,6,,
3,2,forced,1.0,A,43.0,6,,
3,3,forced,2.0,H,26.0,6,,
3,4,forced,1.0,A,36.0,6,,
3,5,free,,A,26.0,6,1.0,4a3a04c67b59906856556fd628557ae90bf99c8330e21c3d66299fc5955769e0
3,6,free,,A,41.0,6,1.0,fa2d697590644b34a420c2b4d90f7f4bf31f11d05bc00f75f475c06e65af7135
3,7,free,,A,44.0,6,1.0,f40031f2002efb2ebb5f08e7038bdcf717c975340f58536816735d1b1b40cbf8
3,8,free,,A,44.0,6,1.0,9ae8f6abccc7ba1d28592f611b530bed9cd88faa1b8c0c6c8f62ca42105f51c5
3,9,free,,H,24.0,6,2.0,364292ad7630b7489844db52d10e4310cda9d1a85a46f04a5cf2e8597e9ff981
3,10,free,,H,39.0,6,2.0,07d85f31e41d20d7fb0425772eeb2ab44a58c52439bc7a9dffd906d4f33f686b
4,1,forced,1.0,A,65.0,6,,
4,2,forced,2.0,H,77.0,6,,
4,3,forced,2.0,H,52.0,6,,
4,4,forced,1.0,A,73.0,6,,
4,5,free,,H,50.0,6,2.0,8e9a4c74ddd1f4325a42b7f41fb66aeb7615872f0670e8d698900cc920f5fb6f
4,6,free,,H,76.0,6,2.0,6df247fe2b08d52cefa8d5b0d2fedbc4907b24fbcbfc3ccd22118f845e1a195c
4,7,free,,H,55.0,6,2.0,e90737cf72e16ca314301b9cae75360182f50e899cbaa63e0b091d5b79b0e5fc
4,8,free,,H,71.0,6,2.0,88204f8388138d38c03755871baa9c15266e6e0273f6a41e8cf9f20b8f08c997
4,9,free,,A,71.0,6,1.0,272b60cfb94d3d6a953b7721776231c8b380bf65dab15cd2380b79f07995636d
4,10,free,,H,55.0,6,2.0,db5953875fc533a813589ea00013df038e554bfb5247eadcf42cc3b7af6ced21
5,1,forced,2.0,H,70.0,6,,
5,2,forced,1.0,A,19.0,6,,
5,3,forced,2.0,H,43.0,6,,
5,4,forced,1.0,A,41.0,6,,
5,5,free,,H,53.0,6,2.0,e88a570cc458000a475c63e36dd5270034dbf7193f93d3e001d3c6d60cb94f1d
5,6,free,,H,55.0,6,2.0,ad1c523317d252e4d8a7e50539701bd9a616b942167f6c6e6a6b87510e6a4a69
5,7,free,,H,61.0,6,2.0,2efc4e62eb0114854139f910ba47ba77aa84ce30eebcd6643d3dbfcc63872f2f
5,8,free,,H,68.0,6,2.0,de34f848b530bfe0cdd4169e86843f5d3dfdb03ca306e3f87f8d7508b670510b
5,9,free,,H,62.0,6,2.0,cfb269ccff7c05fdc4f157d875c9b35fc14e93f3eb9c829f5b45e27531809132
5,10,free,,H,66.0,6,2.0,6afb201fe30834e4d5bb27041f6144982f2979ec61e6ab693cc838e592396931
6,1,forced,1.0,A,63.0,6,,
6,2,forced,2.0,H,44.0,6,,
6,3,forced,1.0,A,49.0,6,,
6,4,forced,1.0,A,47.0,6,,
6,5,free,,H,52.0,6,2.0,9eaf5e4dd035b7189d375c375a039c066930222e600ca3851fd09d905f023306
6,6,free,,A,52.0,6,1.0,012d09d8b51cbdc3ea630e62a5410b36bf6520e06143a7e32520dcc602dd1420
6,7,free,,A,55.0,6,1.0,2e11ac6369e71ce261bd71c7aad1c2d3cd5be6159531e5912be882129a9bb75a
6,8,free,,A,59.0,6,1.0,7b3a344306daa85e7450e8e0d568ab318d1fbf50f28070f8cd859bed13b7c841
6,9,free,,H,34.0,6,2.0,5b544a51c618476c79bbb26bbd2606c5907dc15868e7c31eeeb532ceeafce408
6,10,free,,A,56.0,6,1.0,2248fcbdb9f415626f351609968f47f9fe6247d410e8d6635a5039547285991d
7,1,forced,1.0,A,61.0,1,,
7,2,forced,2.0,H,44.0,1,,
7,3,forced,2.0,H,41.0,1,,
7,4,forced,2.0,H,47.0,1,,
7,5,free,,A,43.0,1,1.0,ca2b76796b95f84e19fa8897416ffd33b11963373a4a6652264c78deee15588b
8,1,forced,1.0,A,51.0,1,,
8,2,forced,2.0,H,76.0,1,,
8,3,forced,1.0,A,54.0,1,,
8,4,forced,2.0,H,84.0,1,,
8,5,free,,H,77.0,1,2.0,fbea4ae886912b0e7f3ce8e4407d104f1920e80ab2f1a7db8e40c6992609837e
9,1,forced,1.0,A,54.0,6,,
9,2,forced,2.0,H,14.0,6,,
9,3,forced,2.0,H,15.0,6,,
9,4,forced,1.0,A,46.0,6,,
9,5,free,,A,41.0,6,1.0,1c8637233583afddee17bf298b43a03f184cc7b991d4458773b9510d0f01cbfe
9,6,free,,A,44.0,6,1.0,d1c6bd6d5e8a629981c0f8028a91c95cd2965f6bba661b3495e42c77df77fa4d
9,7,free,,A,45.0,6,1.0,de600a90ed32ff984405cd74d2382e8538f4bc79ee73f9932be296e8c9707e39
9,8,free,,A,46.0,6,1.0,c6ec123958e51c2e663cf34692bf71aee720a535f0162879b719270f723f99ab
9,9,free,,A,34.0,6,1.0,f2714cdb74e65aa4ee9fc56c964dcfa3a4ae93dffeed54c5dc985d036aae790d
9,10,free,,A,25.0,6,1.0,b8cf2554d709c840e3dc74d2deac295f675bc74a36447dff27887be59a85ce3c
10,1,forced,1.0,A,9.0,6,,
10,2,forced,1.0,A,17.0,6,,
10,3,forced,2.0,H,40.0,6,,
10,4,forced,2.0,H,42.0,6,,
10,5,free,,H,34.0,6,2.0,affe164e03442bd96a6f89511159aee18751d9d3188d82afedd30ad608471616
10,6,free,,H,33.0,6,2.0,94f7b84550fa702b3f35b6be204c40671de4b39505a51f92fa1ae88ef28a7e1b
10,7,free,,H,34.0,6,2.0,a96a70a535569ff81ef82e19545325dfabeab35efa55a239c6df5df87d4018e1
10,8,free,,H,43.0,6,2.0,f5b7995e7681f065a72fada124d54883e6ad1148e0e410e54ecd8ab82fa34e5c
10,9,free,,H,45.0,6,2.0,cc569b9a44648f228da66bdeeba18bfc82b650c2de4490fe2ada5e80ced51c4c
10,10,free,,H,49.0,6,2.0,35840accf09ed72523887ffe03223d4c4d44aa3edeec43a2e47400fc1250c776
11,1,forced,2.0,H,61.0,6,,
11,2,forced,1.0,A,52.0,6,,
11,3,forced,1.0,A,48.0,6,,
11,4,forced,2.0,H,67.0,6,,
11,5,free,,H,42.0,6,2.0,78d60c0dc32e69b47a38ca4a1b950389784a0ecf292fcef7eb14c2e89e300570
11,6,free,,H,56.0,6,2.0,14b417eec88aa5aae3e58b74afa9dee46b6a0962f2f0d08710533c9a99ee4b47
11,7,free,,A,35.0,6,1.0,07dd35290107ff14980ae91d32125a2af4a1aa36218a7aec3db57fa68904af10
11,8,free,,H,66.0,6,2.0,cdb7e02d9fab6cfe9fa78a0fe34cc07d4375efd61427174f96fcc42fbb2f852d
11,9,free,,H,51.0,6,2.0,5df7b78585aab7d5b9ed8621b71874d71fb0c3495470025a6f97e601e96a9030
11,10,free,,A,55.0,6,1.0,6e6a37a78669f192c7649821bb851dbfe70ee3bd604a9ec1ea65234d30d53324
12,1,forced,2.0,H,32.0,6,,
12,2,forced,2.0,H,26.0,6,,
12,3,forced,2.0,H,33.0,6,,
12,4,forced,1.0,A,10.0,6,,
12,5,free,,H,51.0,6,2.0,aabdd2c0918bd135953c2ed87663877ca7f58872d81e5e5613edd6e5b80840c3
12,6,free,,H,43.0,6,2.0,900d8db20cad14e74ab90a321c3cd6abc934dfec30c975f2b4f6f2bf9874b11d
12,7,free,,H,31.0,6,2.0,8f709468e1aa70251a8cbe3da3179cdea1857661e862154739cbbb63d96d0065
12,8,free,,H,29.0,6,2.0,ee1f3a357c3044b0aa79c9d17bc2af24711ee5056214d4591a21dbf63b12f4b0
12,9,free,,A,22.0,6,1.0,f065fe5d36464c1974eed349e698aefb867c2f57e3f76b1c48119453b8eee693
12,10,free,,H,38.0,6,2.0,9b5e685ae32b0ebb3420091012ec8c9121f88c89c61212bd832002b31fadd9b7
13,1,forced,1.0,A,66.0,1,,
13,2,forced,1.0,A,79.0,1,,
13,3,forced,2.0,H,62.0,1,,
13,4,forced,2.0,H,58.0,1,,
13,5,free,,A,88.0,1,1.0,672741b930328a014f25643545b3de2172c9a152eb190bec626786bcb1c89064
14,1,forced,1.0,A,52.0,6,,
14,2,forced,1.0,A,60.0,6,,
14,3,forced,2.0,H,53.0,6,,
14,4,forced,2.0,H,54.0,6,,
14,5,free,,A,58.0,6,1.0,cac09a80e14b67bdaefdc7174cb65f8f5c1a98b9dd8eaa469613a80f31bea87b
