game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,H,66.0,1,,
1,2,forced,2.0,H,80.0,1,,
1,3,forced,1.0,L,29.0,1,,
1,4,forced,2.0,H,75.0,1,,
1,5,free,,H,81.0,1,2.0,75e843e7f91b1f14822a4b7709186a134614bf563584904b96e40ab9c0279394
2,1,forced,2.0,H,69.0,6,,
2,2,forced,2.0,H,50.0,6,,
2,3,forced,1.0,L,51.0,6,,
2,4,forced,2.0,H,64.0,6,,
2,5,free,,H,68.0,6,2.0,ab712cc4502d74c7864bad22e889961db6935690297aa95ffe109fe3bc99a048
2,6,free,,H,54.0,6,2.0,60c3f47c2e9b7a6d1360276931a0ae62c864223afc2db40c7211e8bceabe57e9
2,7,free,,L,43.0,6,1.0,8104763a4bcbdbd38b24aaf7b20a6f61bb1cafb19c5c985fe270f399b9f9a934
2,8,free,,H,64.0,6,2.0,30ce2742c5ce4dcc4f9c5dd3c7ad7f8fe9a0477cf95b381773b6aa736e4b9c00
2,9,free,,H,57.0,6,2.0,f3788095f0d090d08342995d10958ff75b7839dfe44250d7e12a48c1e9df0b92
2,10,free,,H,58.0,6,2.0,7d2e1152288eaa9ea6f44581a7d48bd109d213cab8c3a913c865f6024056c26c
3,1,forced,2.0,H,31.0,6,,
3,2,forced,1.0,L,43.0,6,,
3,3,forced,2.0,H,26.0,6,,
3,4,forced,1.0,L,36.0,6,,
3,5,free,,L,26.0,6,1.0,d0a8147d7daf467f757cdea72473d2184bc8e2ac0187a93108a28368bddbe593
3,6,free,,L,41.0,6,1.0,71f778ec27c6c9cfb3ee71c5761dfc282360eeaf11881eb23881376a50c761f2
3,7,free,,L,44.0,6,1.0,a81d59253ea2b3772b3606acb6e8dfefbada2cbdebbcc52621327356af7d43bd
3,8,free,,L,44.0,6,1.0,4cf8441545fcb34a25cedd52b0c1e62fe21a8009ed064f48d22eab1306f94238
3,9,free,,H,49.0,6,2.0,f84a8229fbccf618cbfb61f359f505eae65aa7bf8b534ceb0e4d9951ddec13e2
3,10,free,,H,42.0,6,2.0,769ceb1a903eda82354f6e92ed17765230187111408ef4e53bee37098e4ecf66
4,1,forced,1.0,L,65.0,6,,
4,2,forced,2.0,H,77.0,6,,
4,3,forced,2.0,H,52.0,6,,
4,4,forced,1.0,L,73.0,6,,
4,5,free,,H,67.0,6,2.0,07fefec08195b82bdb75d67a05da10d8bbc329e781bd8f4de2ff393954aff6ed
4,6,free,,L,81.0,6,1.0,f4f50117d3f93e8e4534b77de70e29549a4ecf1aff8bdf715db386bbe4f080cc
4,7,free,,L,70.0,6,1.0,5eb1da90102a0e6f8b6a6e451291f1c7e11994494a8857c62b9892df47e7645e
4,8,free,,L,67.0,6,1.0,54efb611366b48ed980573761a06e5ef10646de8e31506deeda24767f46da3b3
4,9,free,,H,62.0,6,2.0,11eb4e07d63516507f2ede8d11d04f720c9ad513be921800e8f7d51a4262f659
4,10,free,,L,68.0,6,1.0,6ec4613501378f3fd16043475ce1f4967b33688ff14c8cae0ee33a0863902773
5,1,forced,2.0,H,70.0,6,,
5,2,forced,1.0,L,19.0,6,,
5,3,forced,2.0,H,43.0,6,,
5,4,forced,1.0,L,41.0,6,,
5,5,free,,H,53.0,6,2.0,cc12807e58bec12ac438601ae7dbc9e64948c7ed845fb29f1ab29dc9d767087c
5,6,free,,H,61.0,6,2.0,de618748742693ddbe22e5ad31f24c1c1d873a4f456962f2f751ab4b97a58a52
5,7,free,,H,61.0,6,2.0,c628fc6fac4e3c8a8ede2b07e1c1da9b7a8bd266c1fd70f0f3bf4244acb8897f
5,8,free,,H,68.0,6,2.0,8ec8a6e9311e06533d1a64b0382f4251754e9ce6e9050809da96704623ea80d3
5,9,free,,H,62.0,6,2.0,62cef5a8cf75fab955dc21afdadd4fa7836031fafae5e09bd9808c5736eeba4f
5,10,free,,H,59.0,6,2.0,1e0db28197998ee18fac065724703dc0c229e70cf89b5a8cce0487e4a71c23af
6,1,forced,1.0,L,63.0,6,,
6,2,forced,2.0,H,44.0,6,,
6,3,forced,1.0,L,49.0,6,,
6,4,forced,1.0,L,47.0,6,,
6,5,free,,L,39.0,6,1.0,8ad751de1e0174127811cfe25cecc413762d0a785aea6190323b70a7867bed9d
6,6,free,,L,53.0,6,1.0,c58f2821f9061ba0c5d5bbf98fc00e0172eaf01a367262cd880c8529d9f91afb
6,7,free,,L,55.0,6,1.0,838b5a6adf07cd761b8327fb62c77af46dbd7b2d1c31c456952418e6eae74094
6,8,free,,L,57.0,6,1.0,7fbca952af1bb167e25b9321fb51a5b9b84b004f6916de578441c5f81a241a03
6,9,free,,L,55.0,6,1.0,ac821fdbdc8479b6b5426efb3a1c7a5000f905bed94a12e93dd54ba4a1ac45d9
6,10,free,,L,56.0,6,1.0,2fb2e7c79b6c6c769cff419da961417449097ba8e9e0e1f4185131869f5bd4f1
7,1,forced,1.0,L,61.0,1,,
7,2,forced,2.0,H,44.0,1,,
7,3,forced,2.0,H,41.0,1,,
7,4,forced,2.0,H,47.0,1,,
7,5,free,,L,41.0,1,1.0,a0a02e0f5daeb571ce925715decd6af4254773cda2bc51ab68a66a4528a69dd5
8,1,forced,1.0,L,51.0,1,,
8,2,forced,2.0,H,76.0,1,,
8,3,forced,1.0,L,54.0,1,,
8,4,forced,2.0,H,84.0,1,,
8,5,free,,H,72.0,1,2.0,58e51d50a5d973247848959fe9b0d5edcced25d8f774e29422243cebbff6327a
9,1,forced,1.0,L,54.0,6,,
9,2,forced,2.0,H,14.0,6,,
9,3,forced,2.0,H,15.0,6,,
9,4,forced,1.0,L,46.0,6,,
9,5,free,,L,34.0,6,1.0,162a76ade2de9b2eabbeece2445262733ade247e3465b977b87ab953d394ef93
9,6,free,,L,44.0,6,1.0,04ab7046def6dbcc304179d83f9567d7a2ebd9004a4fd3ff8811e5a11de2c118
9,7,free,,L,39.0,6,1.0,95e9361f7f7afd9f6f2ff70ffd08b9af5bbfe00a6f32744b155a13318658b340
9,8,free,,L,46.0,6,1.0,851d5bc7728ae0a2c3a1c20077d1ca54a2bd8cbd68f185e391aa4b1c799df901
9,9,free,,L,34.0,6,1.0,536fa7d11111c232ad4f68247093653f9fac3b2878dfc7baaa5800e09cfb7657
9,10,free,,L,25.0,6,1.0,d1f1dce5084d3242a71b916e95a406e7f94b1221495eb4e23da57711df3d81d6
10,1,forced,1.0,L,9.0,6,,
10,2,forced,1.0,L,17.0,6,,
10,3,forced,2.0,H,40.0,6,,
10,4,forced,2.0,H,42.0,6,,
10,5,free,,H,62.0,6,2.0,2227b8deba2fdf6c97c1d4aab3e875c3d93ebdbcc11397ebbe456048a2143775
10,6,free,,H,33.0,6,2.0,2b1b34068549c01358e18258cf6fc0419008fa1d254cdf8bab6dc0da24b94aa9
10,7,free,,H,34.0,6,2.0,999c5e3fe7740b9135f09f07d91e73d3e97570f5e2da7ff7f464321c4eec2e36
10,8,free,,H,43.0,6,2.0,c324241e0f924ac38f2877419d4f7efe1fa41ad0f567560dd5ced17d3f227e25
10,9,free,,H,43.0,6,2.0,f0265563989802ccdb3b2a6b7d892a57e09724688887e640e9b7eb64018f58f1
10,10,free,,H,49.0,6,2.0,af26d6c46c79e404f509f35bf30538e4a688705de769056390ce60147498eb07
11,1,forced,2.0,H,61.0,6,,
11,2,forced,1.0,L,52.0,6,,
11,3,forced,1.0,L,48.0,6,,
11,4,forced,2.0,H,67.0,6,,
11,5,free,,H,42.0,6,2.0,ff8f3a5955c1800321db9bf998a82753edb7e62e6178e34ff6a8817fff51df1c
11,6,free,,H,56.0,6,2.0,3cd134749f64dcdc58a8092b9c036c4972c06b138dc2bd22391277d27a196edc
11,7,free,,H,58.0,6,2.0,5f3538fd0ef61b8fef5fa70e17f6fe89b596f1467c51517723e6c34504b422eb
11,8,free,,H,66.0,6,2.0,f524b8c644553c0b1f236e8d839b5e0f1695f7e644d40bc4e2e6aeccf971900e
11,9,free,,H,51.0,6,2.0,a87487a26b3e25e9cc44870865a9a716df42b82e328a5f53f4ca0d26a76d1083
11,10,free,,H,70.0,6,2.0,88784b5e6e8589147718dd50410d98172456cff01e620a3805e83fbad5ed8c58
12,1,forced,2.0,H,32.0,6,,
12,2,forced,2.0,H,26.0,6,,
12,3,forced,2.0,H,33.0,6,,
12,4,forced,1.0,L,10.0,6,,
12,5,free,,H,51.0,6,2.0,a207bf1c202ee915bd22178e1fdeb00e3ed0945affe6e696021fdfdb2b2ad8eb
12,6,free,,H,43.0,6,2.0,25d8e6e7699adcc5b07c6c241da7bdafa083cbfd89e7bcb4db50c317ff231fc4
12,7,free,,H,48.0,6,2.0,28174f363da4f5c855d13af4d74f7468c7db8e847f9adf37f58e1407da8f0a98
12,8,free,,H,29.0,6,2.0,6ec71ddca39736982fda065943378e6d6075d2cbb7c3e4abefb79bbec2706bc7
12,9,free,,H,43.0,6,2.0,3721408ccc75094823b6838d981352a291eccba7f5b2942ff31573d2f101473c
12,10,free,,H,38.0,6,2.0,bdb067b321f19ac0ff4eb57bf84ae43c184fa7bfbb1aa41454446fbbb4b69523
13,1,forced,1.0,L,66.0,1,,
13,2,forced,1.0,L,79.0,1,,
13,3,forced,2.0,H,62.0,1,,
13,4,forced,2.0,H,58.0,1,,
13,5,free,,L,88.0,1,1.0,0ed3ea8c840e5d1ae728717dd44f0ab3bf6f759f0bc5b0df9f43158ccb89f2a7
14,1,forced,1.0,L,52.0,6,,
14,2,forced,1.0,L,60.0,6,,
14,3,forced,2.0,H,53.0,6,,
14,4,forced,2.0,H,54.0,6,,
14,5,free,,L,70.0,6,1.0,94dab26a061a32f7125d0a66ec78bf6cea113322c396540ec9a4c6962c690507
