game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,S,66.0,1,,
1,2,forced,2.0,S,80.0,1,,
1,3,forced,1.0,T,29.0,1,,
1,4,forced,2.0,S,75.0,1,,
1,5,free,,S,81.0,1,2.0,840cb04b10dc24b07f06461d957a9d70f8ac6605b16af9799697098a1ff2c6cf
2,1,forced,2.0,S,69.0,6,,
2,2,forced,2.0,S,50.0,6,,
2,3,forced,1.0,T,51.0,6,,
2,4,forced,2.0,S,64.0,6,,
2,5,free,,S,66.0,6,2.0,8150051d3e017fbda28a13576b4b6defa468b847b9fc8b6b897cfbdfe14e7e47
2,6,free,,S,54.0,6,2.0,0d6c3fb4db44c08c561e719fccaa9cf797b6beb2bbde7027a744582930689d3d
2,7,free,,T,59.0,6,1.0,04675bd86da40dc20641e98e7ecda8a21958cee4e82c901f27b70a06cde71adc
2,8,free,,S,64.0,6,2.0,652f234549a11267d8398477135d07f43277de669d72d6ef247c49c4ef2fefaf
2,9,free,,S,57.0,6,2.0,d63b31b052373c1461a0f46c608181839a9c1635c2e0d96739ffbfb3077eae35
2,10,free,,S,69.0,6,2.0,e95df21bcd3eacf1af44322a86d70d890bc8fb3e263accee181c38a0e295f691
3,1,forced,2.0,S,31.0,6,,
3,2,forced,1.0,T,43.0,6,,
3,3,forced,2.0,S,26.0,6,,
3,4,forced,1.0,T,36.0,6,,
3,5,free,,T,26.0,6,1.0,2dc1ea8a7b0613978357fcf888a8e6f772c5b65928da890b42864414006298bd
3,6,free,,T,41.0,6,1.0,30319c60bc1863c4d229ca56cdbe9b97d8da27d690840c27ea6ee137f10f7066
3,7,free,,T,44.0,6,1.0,35ed7cb2ddb08dd73ff135c70ad53ff305bd5e719832e38e9f9c97d24e54ce88
3,8,free,,T,44.0,6,1.0,88e9e97748a5920d89361490c9827e76107fddf6c1098ed1af05668bba3a161e
3,9,free,,T,43.0,6,1.0,1e1fd7673fd21dcbb23354266eafa2cdc0b21ba8e9deb0c035fbba0b023855fc
3,10,free,,T,53.0,6,1.0,dc76af8e4b0b28d8527095bd136c4619655dd7a5a5bb8e7233d8f4b63a459afc
4,1,forced,1.0,T,65.0,6,,
4,2,forced,2.0,S,77.0,6,,
