game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,Z,66.0,1,,
1,2,forced,2.0,Z,80.0,1,,
1,3,forced,1.0,E,29.0,1,,
1,4,forced,2.0,Z,75.0,1,,
1,5,free,,Z,81.0,1,2.0,f9f6c484465ed6cf1bcedd51ed10d82fdfa1cb2be3ac44a312aec2863deeb06e
2,1,forced,2.0,Z,69.0,6,,
2,2,forced,2.0,Z,50.0,6,,
2,3,forced,1.0,E,51.0,6,,
2,4,forced,2.0,Z,64.0,6,,
2,5,free,,Z,62.0,6,2.0,3bbd08a6e0579e1c193be54b44375ba8aa7596aad043babe62ab23958b339beb
2,6,free,,Z,54.0,6,2.0,d292a6474eb6e40089e86c988df40dabe4edc8244d7fd562b80786e757ccd8cf
2,7,free,,Z,64.0,6,2.0,091e27e4574eab6bba181f93ef5498cddf461f703becec007602ef2e8072c813
2,8,free,,Z,64.0,6,2.0,cc96fc21e26283a7c0b08ae0c7c12532595a2c65eb905ef84b9bda4e8cd3adf4
2,9,free,,Z,57.0,6,2.0,af5f86538a3e916292c22ed851bd60bc3483bd5a1fde99b35d0f9842549211f3
2,10,free,,Z,61.0,6,2.0,4bf824d5731efa4e5acd50ad97c4d7386e97cb9abf4fc99f455d4fdcab0005d7
3,1,forced,2.0,Z,31.0,6,,
3,2,forced,1.0,E,43.0,6,,
3,3,forced,2.0,Z,26.0,6,,
3,4,forced,1.0,E,36.0,6,,
3,5,free,,E,26.0,6,1.0,1ed16465c0a667b2ce21074ea9abb094518cec133d4d29eaeae69b66bd4c0e11
3,6,free,,E,41.0,6,1.0,0b1647c8c4dc421dce23e6cbe579e551b9c41b69da70da07bbfd74643e8325d6
3,7,free,,E,44.0,6,1.0,bdcbea575db22736382b46fc0e5e8460ab05d0511e039e45b0a4060e832c9a8e
3,8,free,,E,44.0,6,1.0,0b398e99defa9f1100ee0fc563fe2acde20a060442830f30ceda12c423435014
3,9,free,,E,43.0,6,1.0,d3aaacf82aa16a36c267c473f03e2fb26231fecf267763ed48c780fba5caf28d
3,10,free,,E,53.0,6,1.0,dad7c075239d8f4e7418fec167a82d52d96924c8ce19fdcc3c313012c498ea4b
4,1,forced,1.0,E,65.0,6,,
4,2,forced,2.0,Z,77.0,6,,
4,3,forced,2.0,Z,52.0,6,,
4,4,forced,1.0,E,73.0,6,,
4,5,free,,Z,54.0,6,2.0,01f00874dc12b2f5091bde8e642dd7711abe95c3a92df8ad47517081b89a179c
4,6,free,,Z,58.0,6,2.0,d0437486ff96eb4807305724f5794d48728460644c8756ac3c01f271c4dc1e38
4,7,free,,Z,63.0,6,2.0,bebd948fd6067b13437fa93f63d9e9c801a2dda1b35585130e7037d8d76f9546
