game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,A,66.0,1,,
1,2,forced,2.0,A,80.0,1,,
1,3,forced,1.0,G,29.0,1,,
1,4,forced,2.0,A,75.0,1,,
1,5,free,,A,81.0,1,2.0,b864e33a4eebfb4ecd8da5373567e5d8b6a866beb6fa582cbc4f34ae01078168
2,1,forced,2.0,A,69.0,6,,
2,2,forced,2.0,A,50.0,6,,
2,3,forced,1.0,G,51.0,6,,
2,4,forced,2.0,A,64.0,6,,
2,5,free,,A,73.0,6,2.0,b932afe2731b4f2502eff6717ea44ab800ff0ad053d8479a3fe6888821ba1c06
2,6,free,,A,54.0,6,2.0,1f7f5497373f3bdcc433b99c08f22704affbb15c58366e6846b867abbd08b770
2,7,free,,A,64.0,6,2.0,0f744fbc43b1abacca7fd2716c1c13a8af6944091fd0b316b12f2868ea51ce34
2,8,free,,A,64.0,6,2.0,d93eca7cc76fc4aa9681f34b252d484433df24a82ab465a5fb22cdbd844701ad
2,9,free,,G,65.0,6,1.0,5558372f7c62021c7aba92967762aa530577b636e450413d53207cfe77ef33e6
2,10,free,,A,67.0,6,2.0,995393d1c151d7130d70df4eac2d7b6a2f94ba5d0913667c8218b63a619abdec
3,1,forced,2.0,A,31.0,6,,
3,2,forced,1.0,G,43.0,6,,
3,3,forced,2.0,A,26.0,6,,
3,4,forced,1.0,G,36.0,6,,
3,5,free,,G,26.0,6,1.0,e7b8209e6deddedb5448888037fb5a05cf09d9394ee873784147f17ee3aa9101
3,6,free,,G,41.0,6,1.0,a9a7aac6d0e29dca4ec6d1386b5eaeb8107f8c610682ef083fb7eaf8e44174b7
3,7,free,,G,44.0,6,1.0,8f4ddc75defd660187f262df8795c636d9d829c4e241dc7e825808de093d3201
3,8,free,,G,44.0,6,1.0,6274303b65bf9f1555e3b77f7599087c0a63952e538a3ec9d5ed3fa1247489ef
3,9,free,,G,43.0,6,1.0,01d806ff90dfedf33f48a98e8988f89a9dd04fed319951e4c000f0d75b3b0aa2
3,10,free,,G,53.0,6,1.0,46e3b2a2e2ff24fd69e97da2ad166cd6e0aeb4ac3a3b6b3662ebd7eff3a14ccd
4,1,forced,1.0,G,65.0,6,,
4,2,forced,2.0,A,77.0,6,,
4,3,forced,2.0,A,52.0,6,,
4,4,forced,1.0,G,73.0,6,,
4,5,free,,A,61.0,6,2.0,f9ce51dbc18e0d67a84014172c2a4b7724dfc6b06da5898987c9cc805c30f845
4,6,free,,G,81.0,6,1.0,9f7129df53eaab83cdb3d4c27a314a4c660963a43a5f35c68b4d11646e5bad7b
4,7,free,,A,54.0,6,2.0,1c8250879ff8de35ed838206785a1a7dbf4825fbf59d59415acc6b11b74e3f42
4,8,free,,G,67.0,6,1.0,d2bd7e70283ae2998c165b5417c07703605bd04831b1d798f0bcc09dd85b5e68
4,9,free,,G,80.0,6,1.0,3ae2330d8dcc8388e329b5542e3d55aede3ac376167445890c5988e4713e534d
4,10,free,,G,68.0,6,1.0,20867bcd81991ac92b42e4de1fbd5bffe29e8cd28393d7b7bef2cc7b4de7802d
5,1,forced,2.0,A,70.0,6,,
5,2,forced,1.0,G,19.0,6,,
5,3,forced,2.0,A,43.0,6,,
5,4,forced,1.0,G,41.0,6,,
5,5,free,,A,53.0,6,2.0,c573863785c0ee53f255220b432d77812bcacf236dfe4f46fbffea2cf099c4a5
5,6,free,,A,65.0,6,2.0,bd46f58674af85f154d6f885a623ece1917fafe8aa91c094ae7bc34089f258bc
5,7,free,,A,61.0,6,2.0,5eb88cf15f7f1ba2023eabe93479698e1e0af52644cb606672510925fbdd4c83
5,8,free,,A,68.0,6,2.0,2eee174356d8d3b4cab0ba9532a32c8b26e7c82c927bc5d2c1a5752d9a4d4a0f
5,9,free,,A,62.0,6,2.0,a9edd59092ee6c1032d073db06146baf4b30f44f2eadf1036fbeba3d489d313c
5,10,free,,A,66.0,6,2.0,f5800722fd2ea4a75e9aff60475171e49eade1fbd69ec6b48232e90d03056f55
6,1,forced,1.0,G,63.0,6,,
6,2,forced,2.0,A,44.0,6,,
6,3,forced,1.0,G,49.0,6,,
6,4,forced,1.0,G,47.0,6,,
6,5,free,,G,56.0,6,1.0,b90fd01523e5e4a6df1d32957a05f7c85227a8f85fdbf1c0ffa7f07b5b529071
6,6,free,,G,62.0,6,1.0,a34138eec2764d03d3b1c5babded403bb912d9bb5773383ae0f3938dc1952d22
6,7,free,,G,55.0,6,1.0,a19380da17ebe093d2ffb5a30f2884de6e1fe078c720676c30e48ef620a9d11a
6,8,free,,G,45.0,6,1.0,e2647baa97cce5e9101f679c7ff4b08879823610cdd1c528a821f839a299bb79
6,9,free,,G,43.0,6,1.0,1170220104d3061d9f3fba1abffa167e68db88f9f273fdeb2f24e90d2409b566
6,10,free,,G,56.0,6,1.0,5cafbe4436c9b1c5bc415730ab0524a6e80718b8d889f3af73abc2b2bb478918
7,1,forced,1.0,G,61.0,1,,
7,2,forced,2.0,A,44.0,1,,
7,3,forced,2.0,A,41.0,1,,
7,4,forced,2.0,A,47.0,1,,
7,5,free,,G,34.0,1,1.0,b54ebff5a096fa81e9f2ea2781c3f0fdd2e886fab3df634eb6c770fe783c3b4a
8,1,forced,1.0,G,51.0,1,,
8,2,forced,2.0,A,76.0,1,,
8,3,forced,1.0,G,54.0,1,,
8,4,forced,2.0,A,84.0,1,,
8,5,free,,A,73.0,1,2.0,48c1d28ec987feb762bed137b2cb91e3ca2f60e4e025ca9da2cf2922363766d5
9,1,forced,1.0,G,54.0,6,,
9,2,forced,2.0,A,14.0,6,,
9,3,forced,2.0,A,15.0,6,,
9,4,forced,1.0,G,46.0,6,,
9,5,free,,G,36.0,6,1.0,f887ce02ec6d8cf8ca95bca7280142a8976e2d869f350e31407b210a759741dd
9,6,free,,G,44.0,6,1.0,ce19ebefcd0065f75e00fba32c215025d7b1442d2398ef2572f30a4080c8fb1b
9,7,free,,G,51.0,6,1.0,31fcb44777ea3392581d986be098f656dc27f3741b1b58056149a6a20cc115b4
9,8,free,,G,46.0,6,1.0,88cabfa6d47c2c6047bffa57576250787e8c2eb5e6367a9bb527377a4b844b0d
9,9,free,,G,34.0,6,1.0,b95b8872299421c063196a76aaa5c2f51a1cde40be1f99cf4054de598dfffa95
9,10,free,,G,25.0,6,1.0,8c6ef0bb3ccf480739671c42d8119cbda446189ce30cc4d26be98068aa25f712
10,1,forced,1.0,G,9.0,6,,
10,2,forced,1.0,G,17.0,6,,
10,3,forced,2.0,A,40.0,6,,
10,4,forced,2.0,A,42.0,6,,
10,5,free,,A,25.0,6,2.0,4ad214c42942fc2ba6b0c3ca3e52e988dc7f0d4787b74e8683b90478b7ac652b
10,6,free,,A,33.0,6,2.0,b2871d5c10db77dd74bc16fa406fe724db42027cef6cc4788f9073531cbcaf02
10,7,free,,A,34.0,6,2.0,59cf8f54a77ea0a0aad6ce8567811f2b9b4f37613836c5cb6782aece1389e007
10,8,free,,A,43.0,6,2.0,a4b7b4c560e9b7b7f8ac712a2961ee8d52d3d737068a36e38b51943b8bcbe7cc
10,9,free,,A,32.0,6,2.0,fa610f02aaacb89ced01af3cda4b12e329b3fbb890869fba32e101d9850bd1ec
