game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,C,66.0,1,,
1,2,forced,2.0,C,80.0,1,,
1,3,forced,1.0,H,29.0,1,,
1,4,forced,2.0,C,75.0,1,,
1,5,free,,C,81.0,1,2.0,e8fced8c443b93b4da97e06282403b239fb359b5b81e554d5aebb3af3acef95b
2,1,forced,2.0,C,69.0,6,,
2,2,forced,2.0,C,50.0,6,,
2,3,forced,1.0,H,51.0,6,,
2,4,forced,2.0,C,64.0,6,,
2,5,free,,C,60.0,6,2.0,ef3cad9e6cfdee8fdfb6a0130d768e22097370e76d1bea4308f78e4a97f314bd
2,6,free,,C,54.0,6,2.0,7e1aa2f3739d0c6c6c9ae0b8465ff2066d3142c4215307e5c0fb7eae3b1b1caa
2,7,free,,C,64.0,6,2.0,602ece5539859267be14a048438e492f0199c60f440ebb488bceb2e9cf6fcb57
2,8,free,,C,64.0,6,2.0,5482f0ab77124d4cac161b1610656d2ff330cf5adc76b2fe1de66bb0cee46632
2,9,free,,H,54.0,6,1.0,cece467fe66a1e6f36fe6ec2a12dfa9f6802cdccb347ccd5faa1553bb229ec95
2,10,free,,C,60.0,6,2.0,deaf5a6b93a03ec1b5a103cd9ab66ad292cec41b7571fcd949b3fda8cbafcebb
3,1,forced,2.0,C,31.0,6,,
3,2,forced,1.0,H,43.0,6,,
3,3,forced,2.0,C,26.0,6,,
3,4,forced,1.0,H,36.0,6,,
3,5,free,,H,26.0,6,1.0,883ff8aeedef00daa00e13f699571c7cba5002e77baea47f800cde34724230e9
3,6,free,,H,41.0,6,1.0,4a03a657237f1a40ddc7fc7dcff45ccfd876c4b7198d776a6687f491f28c6c91
3,7,free,,C,28.0,6,2.0,b0e33748cc5f3007c29810c37119153fe5c514a108018a95a0c47b627645c960
3,8,free,,H,44.0,6,1.0,a6ea323285a60ace5923760a30ae874ff87c09acbea927e87e89115f05bf322d
3,9,free,,H,43.0,6,1.0,e3e8c0a7a20068a9ed9a3a20d3c7f4acbd1afe6e01776961702715e17ea67d65
3,10,free,,C,43.0,6,2.0,c2a72ede428eb6a84202e2e5ae2c5fbc08efe60a910d1b67a0a976c84438d78f
4,1,forced,1.0,H,65.0,6,,
4,2,forced,2.0,C,77.0,6,,
4,3,forced,2.0,C,52.0,6,,
4,4,forced,1.0,H,73.0,6,,
4,5,free,,H,61.0,6,1.0,a886ffc4a5308fb35cb96cd5338692c052f74ed2cb1880c9e7b4493f0d11872b
4,6,free,,C,53.0,6,2.0,1690b2b2af3f537f218d4a95b5c64771ad53eaa27f5ecb6ad26e50073c440ba7
4,7,free,,H,70.0,6,1.0,6a8895e632428a0db6547eba3a0c4e324976571fbce4a0d5f09072ffbc256d25
4,8,free,,H,67.0,6,1.0,a40193692a086de61e3c1404e3eeefea428f496f93031f12d9bacc581b6dbdae
4,9,free,,H,77.0,6,1.0,613c8690350f543f80fce9aa4228778c521481ffab0b390e5e0a214d5277b2ae
4,10,free,,H,68.0,6,1.0,bf702a5ecf7d75fecdbe216623ca710738fea05fcbc86a173a3d91a7187cbb0e
5,1,forced,2.0,C,70.0,6,,
5,2,forced,1.0,H,19.0,6,,
5,3,forced,2.0,C,43.0,6,,
5,4,forced,1.0,H,41.0,6,,
5,5,free,,C,53.0,6,2.0,f63da2d4967dc236c6f5f5ffd53099edd2f947087ff482b265a16746feab2e54
5,6,free,,C,55.0,6,2.0,36779e6f446c669fb638503f08c98d9ea4e0c2a1a40bc8a63e6e32e12b980ca0
5,7,free,,C,61.0,6,2.0,3d90d9aef180db3cd0dc61ac8ed5f05aec02f5cb2052646fcb2ae7bdfea3b669
5,8,free,,H,37.0,6,1.0,458cc6587599cdca51d28f8a190763277d7a852c40e604c09f5d209b3691ab0f
5,9,free,,H,28.0,6,1.0,a398aee29f3b33f70318884b82c0faa6dfda3a5fc583a611f970f11ea5e94252
5,10,free,,C,69.0,6,2.0,42e0cfb3acbaea07a33a5b727db15a217a3db3aef2471e0f2861c7ae9fa60d9c
