game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,L,66.0,1,,
1,2,forced,2.0,L,80.0,1,,
1,3,forced,1.0,Y,29.0,1,,
1,4,forced,2.0,L,75.0,1,,
1,5,free,,L,81.0,1,2.0,146e7cbadb08b4536da3cd669f7bf5fb9bf2e53cf86c28ff674337d20f015b2c
2,1,forced,2.0,L,69.0,6,,
2,2,forced,2.0,L,50.0,6,,
2,3,forced,1.0,Y,51.0,6,,
2,4,forced,2.0,L,64.0,6,,
2,5,free,,L,60.0,6,2.0,3a25c3bd6300c4ba1b973fc2afda18f22a5a73e2f295601aac8ab45aed3105f3
2,6,free,,Y,66.0,6,1.0,aa89e00935c41bd5b614941e40608b9697e25a4a146c199b30a6f340112f6207
2,7,free,,L,64.0,6,2.0,a51a0e3eae26fc0bdced9ddba7b3804d2f89446a3ff1c5efe2a2ff238ae4bae1
2,8,free,,L,64.0,6,2.0,69df4b45749367fe14c202606f93048f06c1b8b3a2cda3fb0f618afe1c0225e1
2,9,free,,Y,44.0,6,1.0,f6459711f140d40c88a52bf9a371c2efdcf5c3f535fdfbd491f13b153bd421f6
2,10,free,,L,59.0,6,2.0,afdebe04755a5c8ec88a0b680e593e7696ba9195e12764cfdc438ba2247e4e91
3,1,forced,2.0,L,31.0,6,,
3,2,forced,1.0,Y,43.0,6,,
3,3,forced,2.0,L,26.0,6,,
3,4,forced,1.0,Y,36.0,6,,
3,5,free,,Y,26.0,6,1.0,be57c0a1b5cd6ff0ec8deb2839fc51fad291166ee0b604da31cd70f86c5c2de9
3,6,free,,L,49.0,6,2.0,e96b3ec6b6510d6de764f5f9851e7962186d4aaf4225cad75d55393b87acb522
3,7,free,,L,31.0,6,2.0,9f053021a5aed6cc5dda92b3002f45e2eb0a1e2f5760e772d7cbc960e17c11b7
3,8,free,,Y,44.0,6,1.0,2f59178f7867f8e3259ea836a55e616470f96185f527fca746baa3fe99437265
3,9,free,,L,31.0,6,2.0,03ba2ee8484426ff5f9ae38390ff31e748aefd278f639ac7a737ad5003a4d5ba
3,10,free,,Y,53.0,6,1.0,7fcf4f719acbad2aa28a80bee15c1bb8de83f23051b903bc86257f4f64fbfda3
4,1,forced,1.0,Y,65.0,6,,
4,2,forced,2.0,L,77.0,6,,
4,3,forced,2.0,L,52.0,6,,
4,4,forced,1.0,Y,73.0,6,,
4,5,free,,L,69.0,6,2.0,4dfb34c2ef6ee981914c6c1bcd0efaf7412ac4a8908bd89039a5fba12876ec34
4,6,free,,L,58.0,6,2.0,72a512f641d9ec0242866e4f6b321a3bc72a567cb26a4364aa41aad22f5056bf
4,7,free,,L,76.0,6,2.0,57412de4cda2dc39c879690e038b0dc0b5537466e6ddcdd22e0013c2dfc6e212
4,8,free,,L,70.0,6,2.0,cb6885bc9f1507b51da4f35073c97c09ed38b5809be2c73b638c582b62044131
4,9,free,,Y,69.0,6,1.0,728e92381db1255610512c29efd6e8d832af746652fdb52a4796e73a2966e24a
4,10,free,,L,64.0,6,2.0,a245c3f4928fbdb0429b8c3ae61e8b9b22c52c6350964ab90ce87b096ebc70e5
5,1,forced,2.0,L,70.0,6,,
5,2,forced,1.0,Y,19.0,6,,
5,3,forced,2.0,L,43.0,6,,
5,4,forced,1.0,Y,41.0,6,,
5,5,free,,L,53.0,6,2.0,d6d71fab384b5f56424570990ef0c6faef6db378f09c59a4cf775a88cbe6599f
5,6,free,,L,63.0,6,2.0,f88703814de68ed8e828c8655df575e3335a5a551eca22f4814981dec6c47dfa
5,7,free,,L,61.0,6,2.0,3a6296598d328ab33c3df11fb49bd8a8069d8197b7bf9749f2dcd58128bba57b
5,8,free,,L,68.0,6,2.0,c54ecf885d0b4f87ae218e7e54c0b33d11aa2c3cfe0500031015e54bf16524e4
5,9,free,,L,62.0,6,2.0,bcee02f41eb2c9e09b3e871369c052fbbaa55d726ca1faf1ba7ed778bb678027
5,10,free,,L,59.0,6,2.0,f058e6bbf502024db91eac5a68350ac0b7cc3f4aee754043445ec8d0e4313d92
6,1,forced,1.0,Y,63.0,6,,
6,2,forced,2.0,L,44.0,6,,
6,3,forced,1.0,Y,49.0,6,,
6,4,forced,1.0,Y,47.0,6,,
6,5,free,,Y,42.0,6,1.0,98f50581eda08a54fa061d39d3fc8f223e70c3c864f3275a0440cd0cd50b3a62
6,6,free,,Y,51.0,6,1.0,fe3afcf2c279a2086e1da93877cbdc3ff14b4b083f03fe6d05fd8671f6424ec2
6,7,free,,Y,55.0,6,1.0,749442ae3e529df6cd6751e444844da5399bf47ff1834f44b58c383b7f888292
6,8,free,,Y,65.0,6,1.0,a295a6b9b4f7c91a2f8c9a147df63999ea794bf38d9f5f574111a58b3216270b
6,9,free,,Y,40.0,6,1.0,d1bf9763c61d6251e5c4b1ee72f2adbaa3cfb3ee242c5fc077460d6c9b9ec344
