game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,S,66.0,1,,
1,2,forced,2.0,S,80.0,1,,
1,3,forced,1.0,A,29.0,1,,
1,4,forced,2.0,S,75.0,1,,
1,5,free,,S,81.0,1,2.0,38a3997bb059d224f201b254886f0af50f7914b20aa22e8332552b94375fd7a8
2,1,forced,2.0,S,69.0,6,,
2,2,forced,2.0,S,50.0,6,,
2,3,forced,1.0,A,51.0,6,,
2,4,forced,2.0,S,64.0,6,,
2,5,free,,S,62.0,6,2.0,380d3ec5a7abddb93170a2fbc9dc4af32889a6232345d77382769fcd1a1092b5
2,6,free,,A,56.0,6,1.0,1fa4956be9e9686e663c05b51b59decf31cd5c697aceb6fa170b2a7d4e162d53
2,7,free,,S,64.0,6,2.0,03b35507391ed3200cc74f28e3d99fecd2c5234c34fa5da4ac2c475f5151a92a
2,8,free,,S,64.0,6,2.0,168a9ca021dd80fab9d876aa6c744470c80c43be019437c5eb514497c6a4ad4c
2,9,free,,S,57.0,6,2.0,e19160eedecb5d93a019a9fc61e5665ed86cf635a3222ed0fc3775c34380bd2a
2,10,free,,S,57.0,6,2.0,ed69c7b4c50f68ac09d000ff3d4b9f76f5251b2ebb01684750179dde0337fbca
3,1,forced,2.0,S,31.0,6,,
3,2,forced,1.0,A,43.0,6,,
3,3,forced,2.0,S,26.0,6,,
3,4,forced,1.0,A,36.0,6,,
3,5,free,,A,26.0,6,1.0,5a68c46235ef2f066fea84fabdb91d5810e458425427a5db3caa2a975ca86775
3,6,free,,A,41.0,6,1.0,f28566cb92c13f2fdb02f0325b48b44149c211b8b715a3a9d08018797a883cf6
3,7,free,,A,44.0,6,1.0,cdc7b9e7ff3c39b6fdfd5edb199df573099ae7ab9305dfdbb3ce30e06d23a433
3,8,free,,S,31.0,6,2.0,9ec0fa71430064ed1bcb6c71915fdbf637043d132b7f2bf557cc90883a7f10f2
3,9,free,,A,43.0,6,1.0,8417b98e343bcfe6b21992660f24f59c46fc89f9ffac816273c4168bc5b77b01
3,10,free,,S,31.0,6,2.0,1664e0c666434ca63b4ebb465c9bf0416c0b06ad85c8c29e9309312772e58ccc
4,1,forced,1.0,A,65.0,6,,
4,2,forced,2.0,S,77.0,6,,
