participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
239,1,normal,6.40625,0.00164794921875,,
239,2,extremely low,3.5576171875,0.0311279296875,1.0,0.9140625
239,3,very high,3.69140625,0.06591796875,0.37890625,
239,4,somewhat low,0.880859375,0.478515625,1.0,0.8671875
239,5,normal,1.2734375,0.279296875,,
239,6,somewhat low,0.958984375,0.81640625,1.0,0.46875
239,7,normal,4.5625,0.01043701171875,,
239,8,normal,1.90625,0.1484375,,
239,9,low,1.34375,0.26171875,,
239,10,normal,0.07568359375,0.92578125,,
239,11,extremely high,3.7050552368164062,0.024658203125,1.0,1.0
239,12,high,1.5625,0.2099609375,,
239,13,extremely high,3.5939292907714844,0.0274658203125,1.0,1.0
239,14,somewhat high,5.79229736328125,0.003082275390625,1.0,0.98828125
239,15,very high,4.16485595703125,0.015625,0.9921875,
239,16,somewhat low,4.0390625,0.1640625,1.0,0.10693359375
239,17,extremely low,0.9456920623779297,0.388671875,1.0,1.0
239,18,extremely low,1.3270263671875,0.267578125,1.0,0.9921875
239,19,extremely high,8.6875,0.0172119140625,1.0,0.00982666015625
239,20,very high,1.007878303527832,0.365234375,1.0,
239,21,normal,1.203125,0.30078125,,
239,22,very low,1.8228759765625,0.1640625,0.98046875,
239,23,very low,1.234670639038086,0.291015625,1.0,
239,24,somewhat high,3.54931640625,0.02978515625,1.0,0.96875
239,25,somewhat low,2.086181640625,0.130859375,1.0,0.9453125
239,26,somewhat low,1.1884765625,0.330078125,1.0,0.92578125
239,27,very high,0.8362331390380859,0.43359375,1.0,
239,28,low,0.61328125,0.54296875,,
239,29,normal,0.30078125,0.7421875,,
239,30,somewhat high,2.60009765625,0.08203125,1.0,0.90625
239,31,somewhat high,1.8359375,0.59375,1.0,0.26953125
239,32,extremely high,0.039081454277038574,0.9609375,1.0,1.0
239,33,very low,1.1797150373458862,0.306640625,1.0,
239,34,high,0.9296875,0.39453125,,
239,35,somewhat high,1.37860107421875,0.251953125,1.0,0.99609375
239,36,very low,5.84326171875,0.003082275390625,0.94140625,
239,37,high,0.609375,0.54296875,,
239,38,somewhat low,1.06640625,0.455078125,1.0,0.75390625
239,39,normal,0.1728515625,0.83984375,,
239,40,normal,7.53125,0.000537872314453125,,
239,41,normal,4.75,0.0086669921875,,
239,42,normal,0.007781982421875,0.9921875,,
239,43,extremely low,3.74072265625,0.0262451171875,1.0,0.90625
239,44,somewhat high,6.015625,0.07373046875,1.0,0.033203125
239,45,high,7.53125,0.000537872314453125,,
239,46,very low,0.7397842407226562,0.478515625,1.0,
239,47,high,1.1328125,0.322265625,,
239,48,somewhat high,0.606170654296875,0.546875,1.0,0.99609375
239,49,somewhat high,3.2265625,0.46875,1.0,0.08447265625
239,50,somewhat low,2.3701171875,0.10205078125,1.0,0.9140625
239,51,very high,0.7852411270141602,0.455078125,1.0,
239,52,extremely high,0.015900373458862305,0.984375,1.0,1.0
239,53,normal,0.166015625,0.84765625,,
239,54,very low,2.23828125,0.125,0.8515625,
239,55,low,2.9375,0.052978515625,,
239,56,normal,0.146484375,0.86328125,,
239,57,very low,3.086181640625,0.04833984375,0.9453125,
239,58,high,6.5625,0.00141143798828125,,
239,59,normal,0.40234375,0.66796875,,
239,60,normal,0.248046875,0.78125,,
239,61,normal,0.007415771484375,0.9921875,,
239,62,low,10.5,2.753734588623047e-05,,
239,63,somewhat low,1.072265625,0.55078125,1.0,0.62109375
239,64,high,3.359375,0.03466796875,,
239,65,very low,1.5633049011230469,0.2099609375,1.0,
239,66,low,2.0625,0.126953125,,
239,67,somewhat high,2.46826171875,0.09033203125,1.0,0.94140625
239,68,very low,1.73760986328125,0.177734375,0.98828125,
239,69,very low,0.9129638671875,0.404296875,0.9921875,
239,70,normal,0.11181640625,0.89453125,,
239,71,normal,1.296875,0.2734375,,
239,72,very high,9.6015625,0.000335693359375,0.201171875,
239,73,extremely low,0.51104736328125,0.60546875,1.0,0.98828125
239,74,normal,0.49609375,0.609375,,
239,75,very high,5.484375,0.1611328125,0.02587890625,
239,76,low,1.0546875,0.34765625,,
239,77,normal,1.09375,0.333984375,,
239,78,extremely high,0.0243072509765625,0.9765625,1.0,1.0
239,79,extremely low,2.90625,0.072265625,1.0,0.75390625
239,80,very high,2.96728515625,0.052978515625,0.96875,
239,81,normal,0.462890625,0.62890625,,
239,82,extremely low,2.90478515625,0.056396484375,1.0,0.96875
239,83,very high,0.889190673828125,0.412109375,0.99609375,
239,84,normal,1.7890625,0.1669921875,,
239,85,somewhat high,4.8125,0.1357421875,1.0,0.06005859375
239,86,somewhat low,5.08203125,0.6328125,1.0,0.00982666015625
239,87,normal,0.140625,0.8671875,,
