participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
43,1,low,1.5859375,0.205078125,,
43,2,normal,3.375,0.0341796875,,
43,3,somewhat high,0.606170654296875,0.546875,1.0,0.99609375
43,4,normal,3.6875,0.0250244140625,,
43,5,somewhat high,5.703125,0.30078125,1.0,0.0111083984375
43,6,high,0.53125,0.5859375,,
43,7,normal,3.3125,0.036376953125,,
43,8,normal,4.125,0.01611328125,,
43,9,somewhat high,2.5703125,0.3125,1.0,0.2451171875
43,10,somewhat low,1.515625,0.5390625,1.0,0.40625
43,11,somewhat low,3.2109375,0.11572265625,1.0,0.34765625
43,12,normal,0.04052734375,0.9609375,,
43,13,somewhat high,0.2763671875,0.7734375,1.0,0.98046875
43,14,normal,1.8203125,0.162109375,,
43,15,normal,2.984375,0.050537109375,,
43,16,normal,2.515625,0.0810546875,,
43,17,normal,1.2890625,0.275390625,,
43,18,very high,5.06201171875,0.006744384765625,0.94140625,
43,19,low,9.625,6.628036499023438e-05,,
43,20,somewhat low,1.33203125,0.5625,1.0,0.46875
43,21,normal,0.9453125,0.388671875,,
43,22,high,0.90234375,0.40625,,
43,23,normal,7.59375,0.0005035400390625,,
43,24,high,1.1953125,0.302734375,,
43,25,normal,0.10986328125,0.89453125,,
43,26,somewhat low,1.03125,0.8125,1.0,0.439453125
43,27,somewhat low,3.208984375,0.06201171875,1.0,0.65234375
43,28,somewhat high,0.32666015625,0.7421875,1.0,0.96875
43,29,very high,7.09228515625,0.000858306884765625,0.96875,
43,30,normal,0.062255859375,0.94140625,,
43,31,normal,2.171875,0.11376953125,,
43,32,somewhat low,2.1171875,0.1591796875,1.0,0.75390625
43,33,somewhat low,0.6318359375,0.58203125,1.0,0.9140625
43,34,low,7.125,0.000804901123046875,,
43,35,high,5.40625,0.004486083984375,,
43,36,normal,0.83203125,0.435546875,,
43,37,normal,0.4296875,0.65234375,,
43,38,normal,2.859375,0.057373046875,,
43,39,normal,1.96875,0.1396484375,,
43,40,somewhat high,2.3984375,0.1943359375,1.0,0.46875
43,41,high,1.578125,0.2060546875,,
43,42,somewhat high,1.359375,0.33984375,1.0,0.75390625
43,43,low,1.25,0.287109375,,
43,44,normal,0.1669921875,0.84765625,,
43,45,extremely high,7.38671875,0.00064849853515625,1.0,0.95703125
43,46,high,1.390625,0.2490234375,,
43,47,low,4.8125,0.00811767578125,,
43,48,low,2.703125,0.06689453125,,
43,49,low,0.93359375,0.392578125,,
43,50,normal,5.65625,0.0034942626953125,,
43,51,high,0.89453125,0.408203125,,
43,52,somewhat high,0.591552734375,0.58203125,1.0,0.953125
43,53,low,3.734375,0.02392578125,,
43,54,normal,1.6484375,0.1923828125,,
43,55,low,0.462890625,0.62890625,,
43,56,low,1.453125,0.2333984375,,
43,57,normal,0.72265625,0.486328125,,
43,58,high,2.21875,0.10888671875,,
43,59,normal,0.69140625,0.5,,
43,60,normal,0.5078125,0.6015625,,
43,61,normal,1.6484375,0.1923828125,,
43,62,normal,1.0,0.3671875,,
43,63,normal,0.55078125,0.578125,,
43,64,very high,3.04376220703125,0.04833984375,0.98828125,
43,65,high,0.439453125,0.64453125,,
43,66,somewhat low,1.95703125,0.166015625,1.0,0.8515625
43,67,normal,0.21484375,0.80859375,,
43,68,high,0.419921875,0.65625,,
43,69,high,1.5,0.22265625,,
43,70,very high,2.976806640625,0.0537109375,0.9453125,
43,71,normal,0.6328125,0.53125,,
43,72,low,0.60546875,0.546875,,
43,73,normal,2.609375,0.07373046875,,
43,74,somewhat high,1.2099609375,0.310546875,1.0,0.9609375
43,75,high,1.359375,0.255859375,,
43,76,normal,0.421875,0.65625,,
43,77,normal,1.2265625,0.29296875,,
43,78,somewhat low,1.617431640625,0.2099609375,1.0,0.9453125
43,79,normal,0.78125,0.45703125,,
43,80,normal,0.357421875,0.69921875,,
43,81,somewhat high,3.05859375,0.0693359375,1.0,0.6796875
43,82,normal,0.3203125,0.7265625,,
43,83,normal,0.294921875,0.74609375,,
43,84,low,0.7734375,0.4609375,,
43,85,normal,0.88671875,0.412109375,,
43,86,normal,0.265625,0.765625,,
43,87,very high,1.94158935546875,0.14453125,0.99609375,
43,88,high,0.3984375,0.671875,,
43,89,low,0.6015625,0.546875,,
43,90,normal,0.08935546875,0.9140625,,
43,91,high,0.236328125,0.7890625,,
43,92,extremely high,0.5399742126464844,0.58203125,1.0,1.0
43,93,high,0.46875,0.625,,
43,94,normal,0.205078125,0.81640625,,
43,95,low,0.39453125,0.67578125,,
43,96,low,1.8359375,0.1591796875,,
43,97,high,0.6953125,0.498046875,,
43,98,high,2.03125,0.130859375,,
43,99,normal,0.1044921875,0.90234375,,
43,100,somewhat high,4.23828125,0.4921875,1.0,0.029296875
43,101,normal,3.875,0.020751953125,,
43,102,low,1.7734375,0.169921875,,
43,103,normal,0.2333984375,0.79296875,,
43,104,normal,0.251953125,0.77734375,,
43,105,normal,0.4375,0.64453125,,
43,106,somewhat high,3.5625,0.0888671875,1.0,0.3203125
43,107,low,0.4921875,0.609375,,
43,108,low,2.078125,0.125,,
43,109,normal,0.234375,0.79296875,,
43,110,high,1.265625,0.28125,,
43,111,high,0.365234375,0.6953125,,
43,112,low,0.443359375,0.640625,,
43,113,normal,0.109375,0.89453125,,
43,114,high,0.205078125,0.81640625,,
43,115,extremely high,0.47187042236328125,0.625,1.0,1.0
43,116,high,0.486328125,0.61328125,,
43,117,low,1.859375,0.15625,,
43,118,low,0.294921875,0.74609375,,
43,119,normal,3.546875,0.02880859375,,
43,120,high,0.416015625,0.66015625,,
43,121,high,0.921875,0.3984375,,
43,122,normal,0.1298828125,0.87890625,,
43,123,normal,1.4921875,0.224609375,,
43,124,low,0.3984375,0.671875,,
43,125,normal,0.7109375,0.490234375,,
43,126,low,2.375,0.0927734375,,
43,127,normal,0.138671875,0.87109375,,
43,128,normal,0.279296875,0.7578125,,
43,129,normal,0.388671875,0.6796875,,
43,130,low,0.193359375,0.82421875,,
43,131,low,1.15625,0.314453125,,
43,132,normal,0.12158203125,0.88671875,,
43,133,high,0.8359375,0.43359375,,
43,134,high,0.13671875,0.87109375,,
43,135,low,0.1201171875,0.88671875,,
43,136,normal,0.06640625,0.9375,,
43,137,high,0.05615234375,0.9453125,,
43,138,extremely high,0.15472793579101562,0.85546875,1.0,1.0
