participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
235,1,somewhat high,2.6611328125,0.82421875,1.0,0.08447265625
235,2,somewhat high,2.154296875,0.1865234375,1.0,0.62109375
235,3,somewhat low,3.05859375,0.049072265625,1.0,0.95703125
235,4,normal,0.0517578125,0.94921875,,
235,5,low,14.1875,6.891787052154541e-07,,
235,6,normal,0.076171875,0.92578125,,
235,7,normal,4.03125,0.0177001953125,,
235,8,very low,6.40625,0.006744384765625,0.2451171875,
235,9,low,3.9375,0.01953125,,
235,10,normal,5.96875,0.0025634765625,,
235,11,somewhat high,1.96484375,0.5703125,1.0,0.2451171875
235,12,normal,1.2109375,0.298828125,,
235,13,very low,5.515625,0.052978515625,0.07568359375,
235,14,low,2.921875,0.0537109375,,
235,15,normal,1.03125,0.357421875,,
235,16,somewhat high,1.400390625,0.65234375,1.0,0.37890625
235,17,low,1.453125,0.2333984375,,
235,18,normal,1.953125,0.1416015625,,
235,19,very low,2.12109375,0.125,0.95703125,
235,20,high,5.09375,0.006134033203125,,
235,21,somewhat high,1.390625,0.56640625,1.0,0.439453125
235,22,normal,0.73046875,0.482421875,,
235,23,extremely low,6.328125,0.06103515625,1.0,0.029296875
235,24,very high,1.314453125,0.271484375,0.9921875,
235,25,high,1.5078125,0.2216796875,,
235,26,extremely high,0.25193023681640625,0.77734375,1.0,1.0
235,27,somewhat low,5.578125,0.1005859375,1.0,0.03759765625
235,28,normal,0.04150390625,0.9609375,,
235,29,normal,0.7734375,0.4609375,,
235,30,low,1.1640625,0.3125,,
235,31,somewhat low,3.6328125,0.06494140625,1.0,0.40625
235,32,high,6.4375,0.0016021728515625,,
235,33,somewhat high,1.466796875,0.353515625,1.0,0.65234375
235,34,low,0.8125,0.443359375,,
235,35,normal,0.24609375,0.78125,,
235,36,low,0.412109375,0.6640625,,
235,37,high,2.28125,0.10205078125,,
235,38,normal,0.1943359375,0.82421875,,
235,39,normal,0.65625,0.51953125,,
235,40,normal,0.1826171875,0.83203125,,
235,41,low,0.96875,0.37890625,,
235,42,low,0.7734375,0.4609375,,
235,43,somewhat high,0.93359375,0.4609375,1.0,0.8515625
235,44,somewhat low,3.2890625,0.06298828125,1.0,0.59375
235,45,low,2.15625,0.11572265625,,
235,46,high,2.4375,0.08740234375,,
235,47,somewhat high,1.0302734375,0.390625,1.0,0.9140625
235,48,somewhat high,2.83984375,0.10400390625,1.0,0.5625
235,49,somewhat high,1.1484375,0.37890625,1.0,0.8359375
235,50,somewhat low,2.078125,0.306640625,1.0,0.40625
235,51,normal,0.58984375,0.5546875,,
235,52,somewhat high,0.439208984375,0.67578125,1.0,0.953125
235,53,normal,0.193359375,0.82421875,,
235,54,somewhat low,2.765625,0.345703125,1.0,0.181640625
235,55,somewhat high,1.916015625,0.66015625,1.0,0.22265625
235,56,extremely high,0.5455322265625,0.58984375,1.0,0.98046875
235,57,normal,0.2275390625,0.796875,,
235,58,normal,0.609375,0.54296875,,
235,59,somewhat high,2.17578125,0.1328125,1.0,0.8515625
235,60,very low,2.732421875,0.07958984375,0.81640625,
235,61,low,9.0,0.00012302398681640625,,
235,62,somewhat high,1.779296875,0.62890625,1.0,0.26953125
235,63,very low,3.6259765625,0.02880859375,0.92578125,
235,64,low,0.64453125,0.5234375,,
235,65,normal,0.50390625,0.60546875,,
235,66,high,6.46875,0.00154876708984375,,
235,67,normal,0.2470703125,0.78125,,
235,68,somewhat high,0.884765625,0.46875,1.0,0.87890625
235,69,low,0.6640625,0.515625,,
235,70,normal,0.98046875,0.375,,
235,71,normal,0.1982421875,0.8203125,,
235,72,high,4.0,0.018310546875,,
235,73,low,0.5625,0.5703125,,
235,74,high,4.15625,0.015625,,
235,75,normal,0.345703125,0.70703125,,
235,76,extremely high,0.40704345703125,0.67578125,1.0,0.98828125
235,77,normal,0.2412109375,0.78515625,,
235,78,somewhat low,5.4287109375,0.8359375,1.0,0.0052490234375
235,79,somewhat high,1.427734375,0.6875,1.0,0.34765625
235,80,normal,0.1416015625,0.8671875,,
235,81,somewhat low,2.064453125,0.1630859375,1.0,0.77734375
235,82,somewhat high,1.00390625,0.69140625,1.0,0.53125
235,83,high,1.765625,0.1708984375,,
235,84,somewhat low,3.33984375,0.466796875,1.0,0.07568359375
235,85,high,0.2431640625,0.78515625,,
235,86,normal,0.1806640625,0.8359375,,
235,87,normal,1.34375,0.26171875,,
235,88,normal,0.1611328125,0.8515625,,
235,89,somewhat low,3.5859375,0.2080078125,1.0,0.1328125
235,90,somewhat low,0.7705078125,0.78125,1.0,0.59375
235,91,somewhat high,0.701171875,0.63671875,1.0,0.77734375
235,92,somewhat high,2.578125,0.2177734375,1.0,0.34765625
235,93,normal,0.0732421875,0.9296875,,
235,94,low,1.703125,0.181640625,,
235,95,somewhat low,0.728515625,0.85546875,1.0,0.5625
235,96,normal,0.2265625,0.796875,,
235,97,high,2.015625,0.1328125,,
235,98,somewhat high,1.599609375,0.32421875,1.0,0.62109375
235,99,low,3.5,0.0301513671875,,
235,100,normal,0.2275390625,0.796875,,
235,101,somewhat low,1.4052734375,0.306640625,1.0,0.796875
235,102,normal,0.640625,0.52734375,,
235,103,very low,2.648681640625,0.07470703125,0.9453125,
235,104,very low,2.9384765625,0.057373046875,0.92578125,
235,105,somewhat high,0.763671875,0.59765625,1.0,0.77734375
235,106,normal,0.115234375,0.890625,,
235,107,normal,0.462890625,0.62890625,,
