participant_id,trial_index,ground_truth,nll,prob_step_1
66,1,50,1.9296875,0.1455078125
66,2,50,4.875,0.00762939453125
66,3,60,0.66015625,0.515625
66,4,60,4.15625,0.015625
66,5,50,3.390625,0.03369140625
66,6,50,1.6484375,0.1923828125
66,7,40,3.90625,0.0201416015625
66,8,50,1.65625,0.1904296875
66,9,40,2.328125,0.09765625
66,10,30,5.125,0.005950927734375
66,11,50,1.0234375,0.359375
66,12,50,1.09375,0.333984375
66,13,50,1.2734375,0.279296875
66,14,50,0.78515625,0.455078125
66,15,40,1.0078125,0.365234375
66,16,50,2.984375,0.050537109375
66,17,40,0.4765625,0.62109375
66,18,40,0.78125,0.45703125
66,19,60,0.69921875,0.49609375
66,20,50,2.0,0.1357421875
66,21,60,2.671875,0.0693359375
66,22,50,1.09375,0.333984375
66,23,70,1.1171875,0.328125
66,24,30,5.5,0.00408935546875
66,25,60,3.015625,0.049072265625
66,26,40,1.296875,0.2734375
66,27,50,4.03125,0.0177001953125
66,28,60,1.25,0.287109375
66,29,50,1.046875,0.3515625
66,30,50,0.466796875,0.62890625
66,31,50,1.0078125,0.365234375
66,32,50,1.7109375,0.1806640625
66,33,60,2.171875,0.11376953125
66,34,60,3.09375,0.04541015625
66,35,60,2.375,0.0927734375
66,36,70,4.9375,0.007171630859375
66,37,40,4.09375,0.0167236328125
66,38,60,2.296875,0.1005859375
66,39,60,1.2734375,0.279296875
66,40,60,0.953125,0.384765625
66,41,50,1.25,0.287109375
66,42,70,1.484375,0.2265625
66,43,60,1.625,0.197265625
66,44,60,1.2734375,0.279296875
66,45,50,1.6796875,0.1865234375
66,46,40,5.15625,0.005767822265625
66,47,70,1.1796875,0.306640625
66,48,50,0.4375,0.64453125
66,49,50,2.078125,0.125
66,50,70,2.890625,0.055419921875
66,51,60,1.3671875,0.25390625
66,52,60,0.6875,0.50390625
66,53,30,6.28125,0.00186920166015625
66,54,60,1.421875,0.2412109375
66,55,60,1.3515625,0.259765625
66,56,50,0.6015625,0.546875
66,57,60,2.046875,0.12890625
66,58,50,0.51953125,0.59375
66,59,40,2.671875,0.0693359375
66,60,50,0.68359375,0.50390625
66,61,30,1.46875,0.23046875
66,62,60,1.6328125,0.1953125
66,63,50,0.47265625,0.625
66,64,60,0.828125,0.4375
66,65,60,2.1875,0.1123046875
66,66,50,1.328125,0.265625
66,67,70,3.28125,0.03759765625
66,68,70,0.75390625,0.470703125
66,69,70,2.078125,0.125
66,70,50,1.546875,0.212890625
66,71,40,2.296875,0.1005859375
66,72,60,2.53125,0.07958984375
66,73,60,1.7265625,0.177734375
66,74,50,1.171875,0.310546875
66,75,70,2.453125,0.0859375
66,76,40,1.859375,0.15625
66,77,50,1.1015625,0.33203125
66,78,50,1.1171875,0.328125
66,79,30,3.78125,0.0228271484375
66,80,60,1.8359375,0.1591796875
66,81,70,2.828125,0.05908203125
66,82,60,1.3203125,0.267578125
66,83,60,1.4375,0.2373046875
66,84,50,1.09375,0.333984375
66,85,40,1.6484375,0.1923828125
66,86,50,0.7890625,0.455078125
66,87,40,1.9765625,0.138671875
66,88,70,1.2109375,0.298828125
66,89,60,1.6171875,0.1982421875
66,90,40,1.984375,0.1376953125
66,91,50,1.671875,0.1875
66,92,60,2.296875,0.1005859375
66,93,70,1.6953125,0.18359375
66,94,20,6.5625,0.00141143798828125
66,95,40,1.40625,0.2451171875
66,96,60,1.703125,0.181640625
66,97,50,1.5,0.22265625
66,98,40,1.796875,0.166015625
66,99,60,1.3515625,0.259765625
66,100,30,2.921875,0.0537109375
66,101,50,1.15625,0.314453125
66,102,60,1.546875,0.212890625
66,103,50,0.890625,0.41015625
66,104,70,2.359375,0.09423828125
66,105,50,0.94140625,0.390625
66,106,40,1.7578125,0.1728515625
66,107,60,1.7578125,0.1728515625
66,108,50,1.125,0.32421875
66,109,80,6.03125,0.0023956298828125
66,110,70,2.28125,0.10205078125
66,111,60,1.5859375,0.205078125
66,112,30,2.921875,0.0537109375
66,113,50,0.9921875,0.37109375
66,114,50,1.515625,0.2197265625
66,115,50,2.0,0.1357421875
66,116,60,1.46875,0.23046875
66,117,50,0.96875,0.37890625
66,118,70,2.765625,0.06298828125
66,119,40,1.65625,0.1904296875
66,120,60,1.4453125,0.2353515625
66,121,40,1.6640625,0.189453125
66,122,60,1.4609375,0.232421875
66,123,40,1.3359375,0.263671875
66,124,60,1.7578125,0.1728515625
66,125,70,2.0,0.1357421875
66,126,50,0.73046875,0.482421875
66,127,70,1.734375,0.1767578125
66,128,70,2.15625,0.11572265625
66,129,70,1.84375,0.158203125
66,130,60,1.46875,0.23046875
66,131,60,1.53125,0.2158203125
66,132,50,0.98828125,0.373046875
66,133,50,1.7265625,0.177734375
66,134,60,1.3125,0.26953125
66,135,50,1.25,0.287109375
66,136,60,1.4375,0.2373046875
66,137,50,1.3125,0.26953125
66,138,70,1.34375,0.26171875
