game,trial_index,horizon,ground_truth,model_predicted_char,nll,top2
1,5,6,I,I,1.421875,"[('It', 0.3515625), ('I', 0.2412109375)]"
1,6,6,I,I,2.953125,"[('H', 0.8203125), ('I', 0.05224609375)]"
1,7,6,H,H,0.158203125,"[('H', 0.85546875), ('I', 0.07958984375)]"
1,8,6,H,H,0.08056640625,"[('H', 0.921875), ('You', 0.0167236328125)]"
1,9,6,I,I,4.65625,"[('H', 0.8671875), ('You', 0.043212890625)]"
1,10,6,H,H,0.1669921875,"[('H', 0.84765625), ('You', 0.047607421875)]"
2,5,6,I,I,2.15625,"[('H', 0.86328125), ('I', 0.11572265625)]"
2,6,6,I,I,0.58203125,"[('I', 0.55859375), ('H', 0.435546875)]"
2,7,6,I,I,0.291015625,"[('I', 0.74609375), ('H', 0.2431640625)]"
2,8,6,I,I,0.1572265625,"[('I', 0.85546875), ('H', 0.130859375)]"
2,9,6,H,H,0.83203125,"[('I', 0.55859375), ('H', 0.435546875)]"
2,10,6,I,I,0.69921875,"[('I', 0.49609375), ('H', 0.49609375)]"
3,5,1,I,I,0.07177734375,"[('I', 0.9296875), ('H', 0.06689453125)]"
4,5,6,I,I,0.037841796875,"[('I', 0.9609375), ('H', 0.033203125)]"
4,6,6,I,I,0.03515625,"[('I', 0.96484375), ('H', 0.033203125)]"
4,7,6,I,I,0.0155029296875,"[('I', 0.984375), ('H', 0.0142822265625)]"
4,8,6,I,I,0.002777099609375,"[('I', 0.99609375), ('H', 0.0021820068359375)]"
4,9,6,I,I,0.017578125,"[('I', 0.984375), ('H', 0.015625)]"
4,10,6,I,I,0.01434326171875,"[('I', 0.984375), ('H', 0.0125732421875)]"
5,5,1,H,H,0.020751953125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
6,5,6,I,I,5.875,"[('H', 0.99609375), ('I', 0.0028076171875)]"
6,6,6,H,H,0.006378173828125,"[('H', 0.9921875), ('I', 0.00408935546875)]"
6,7,6,H,H,0.001129150390625,"[('H', 1.0), ('I', 0.000911712646484375)]"
6,8,6,H,H,0.00084686279296875,"[('H', 1.0), ('I', 0.00070953369140625)]"
6,9,6,H,H,0.0030517578125,"[('H', 0.99609375), ('I', 0.0028076171875)]"
6,10,6,H,H,0.00439453125,"[('H', 0.99609375), ('I', 0.00408935546875)]"
7,5,1,I,I,1.9140625,"[('H', 0.8515625), ('I', 0.1474609375)]"
8,5,1,H,H,0.0301513671875,"[('H', 0.96875), ('I', 0.029296875)]"
