game,trial_index,horizon,ground_truth,model_predicted_char,nll,top2
1,5,6,H,H,3.203125,"[('It', 0.384765625), ('I', 0.2060546875)]"
1,6,6,I,I,1.1640625,"[('H', 0.353515625), ('I', 0.3125)]"
1,7,6,I,I,3.046875,"[('H', 0.84765625), ('I', 0.047607421875)]"
1,8,6,H,H,0.43359375,"[('H', 0.6484375), ('I', 0.2099609375)]"
1,9,6,I,I,2.625,"[('H', 0.78125), ('I', 0.072265625)]"
1,10,6,H,H,0.1220703125,"[('H', 0.88671875), ('I', 0.0498046875)]"
2,5,1,I,I,1.921875,"[('H', 0.83984375), ('I', 0.146484375)]"
3,5,1,H,H,0.042236328125,"[('H', 0.95703125), ('I', 0.037109375)]"
4,5,1,I,I,1.140625,"[('H', 0.67578125), ('I', 0.3203125)]"
5,5,6,I,I,0.388671875,"[('I', 0.6796875), ('H', 0.3203125)]"
5,6,6,H,H,0.31640625,"[('H', 0.73046875), ('I', 0.267578125)]"
5,7,6,H,H,0.130859375,"[('H', 0.87890625), ('I', 0.11962890625)]"
5,8,6,H,H,0.0712890625,"[('H', 0.9296875), ('I', 0.06689453125)]"
5,9,6,H,H,0.03125,"[('H', 0.96875), ('I', 0.029296875)]"
5,10,6,H,H,0.016845703125,"[('H', 0.984375), ('I', 0.015625)]"
6,5,1,H,H,0.0625,"[('H', 0.9375), ('I', 0.06005859375)]"
7,5,1,H,H,0.014404296875,"[('H', 0.984375), ('I', 0.0142822265625)]"
8,5,1,H,H,0.0069580078125,"[('H', 0.9921875), ('I', 0.006744384765625)]"
9,5,1,H,H,0.00262451171875,"[('H', 0.99609375), ('I', 0.002471923828125)]"
10,5,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
10,6,6,I,I,0.0235595703125,"[('I', 0.9765625), ('H', 0.0228271484375)]"
10,7,6,I,I,0.1435546875,"[('I', 0.8671875), ('H', 0.1328125)]"
10,8,6,I,I,0.0703125,"[('I', 0.93359375), ('H', 0.06787109375)]"
10,9,6,H,H,2.578125,"[('I', 0.92578125), ('H', 0.07568359375)]"
10,10,6,I,I,0.283203125,"[('I', 0.75390625), ('H', 0.2451171875)]"
11,5,1,I,I,0.018310546875,"[('I', 0.98046875), ('H', 0.0177001953125)]"
12,5,6,H,H,0.00469970703125,"[('H', 0.99609375), ('I', 0.004638671875)]"
12,6,6,H,H,0.00146484375,"[('H', 1.0), ('I', 0.0013275146484375)]"
12,7,6,H,H,0.0008087158203125,"[('H', 1.0), ('I', 0.00070953369140625)]"
12,8,6,H,H,0.000640869140625,"[('H', 1.0), ('I', 0.000553131103515625)]"
12,9,6,H,H,0.000820159912109375,"[('H', 1.0), ('I', 0.00070953369140625)]"
12,10,6,H,H,0.00054931640625,"[('H', 1.0), ('I', 0.000431060791015625)]"
13,5,1,I,I,0.0086669921875,"[('I', 0.9921875), ('H', 0.0086669921875)]"
14,5,1,H,H,0.02978515625,"[('H', 0.96875), ('I', 0.029296875)]"
15,5,6,H,H,0.1435546875,"[('H', 0.8671875), ('I', 0.1328125)]"
15,6,6,H,H,0.1806640625,"[('H', 0.8359375), ('I', 0.1640625)]"
15,7,6,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
15,8,6,I,I,1.40625,"[('H', 0.75390625), ('I', 0.2451171875)]"
15,9,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
15,10,6,H,H,0.2021484375,"[('H', 0.81640625), ('I', 0.181640625)]"
16,5,1,H,H,0.00408935546875,"[('H', 0.99609375), ('I', 0.00408935546875)]"
17,5,1,H,H,4.15625,"[('I', 0.984375), ('H', 0.015625)]"
18,5,6,I,I,0.00982666015625,"[('I', 0.98828125), ('H', 0.00982666015625)]"
18,6,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
18,7,6,H,H,2.9375,"[('I', 0.9453125), ('H', 0.052978515625)]"
18,8,6,I,I,0.349609375,"[('I', 0.703125), ('H', 0.29296875)]"
18,9,6,I,I,0.0263671875,"[('I', 0.97265625), ('H', 0.02587890625)]"
18,10,6,I,I,0.003631591796875,"[('I', 0.99609375), ('H', 0.00360107421875)]"
19,5,6,I,I,0.01611328125,"[('I', 0.984375), ('H', 0.015625)]"
19,6,6,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
19,7,6,I,I,0.0036163330078125,"[('I', 0.99609375), ('H', 0.00360107421875)]"
19,8,6,I,I,0.004669189453125,"[('I', 0.99609375), ('H', 0.004638671875)]"
19,9,6,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
19,10,6,I,I,0.004669189453125,"[('I', 0.99609375), ('H', 0.004638671875)]"
20,5,6,I,I,0.002197265625,"[('I', 0.99609375), ('H', 0.0021820068359375)]"
20,6,6,I,I,0.001953125,"[('I', 1.0), ('H', 0.00193023681640625)]"
20,7,6,I,I,0.03369140625,"[('I', 0.96875), ('H', 0.033203125)]"
20,8,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
20,9,6,I,I,0.00153350830078125,"[('I', 1.0), ('H', 0.00150299072265625)]"
20,10,6,I,I,0.0036773681640625,"[('I', 0.99609375), ('H', 0.00360107421875)]"
21,5,6,H,H,3.53125,"[('I', 0.96875), ('H', 0.029296875)]"
21,6,6,I,I,0.474609375,"[('I', 0.62109375), ('H', 0.37890625)]"
21,7,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
21,8,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
21,9,6,I,I,0.06201171875,"[('I', 0.94140625), ('H', 0.06005859375)]"
21,10,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
22,5,6,H,H,0.0888671875,"[('H', 0.9140625), ('I', 0.08447265625)]"
22,6,6,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
22,7,6,H,H,0.048583984375,"[('H', 0.953125), ('I', 0.047607421875)]"
22,8,6,H,H,0.03369140625,"[('H', 0.96875), ('I', 0.033203125)]"
22,9,6,H,H,0.01251220703125,"[('H', 0.98828125), ('I', 0.0125732421875)]"
22,10,6,H,H,0.006744384765625,"[('H', 0.9921875), ('I', 0.006744384765625)]"
23,5,6,H,H,0.4296875,"[('H', 0.65234375), ('I', 0.34765625)]"
23,6,6,H,H,0.0233154296875,"[('H', 0.9765625), ('I', 0.023193359375)]"
23,7,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
23,8,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
23,9,6,H,H,0.0036163330078125,"[('H', 0.99609375), ('I', 0.00360107421875)]"
23,10,6,H,H,0.0022125244140625,"[('H', 0.99609375), ('I', 0.0021820068359375)]"
24,5,6,H,H,0.0206298828125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
24,6,6,H,H,0.00024127960205078125,"[('H', 1.0), ('I', 0.0002307891845703125)]"
24,7,6,H,H,0.0052490234375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
24,8,6,H,H,0.00022602081298828125,"[('H', 1.0), ('I', 0.00020313262939453125)]"
24,9,6,H,H,0.0003032684326171875,"[('H', 1.0), ('I', 0.0002613067626953125)]"
24,10,6,H,H,0.00016498565673828125,"[('H', 1.0), ('I', 0.00014019012451171875)]"
25,5,1,I,I,1.6015625,"[('H', 0.796875), ('I', 0.201171875)]"
26,5,1,I,I,0.0380859375,"[('I', 0.9609375), ('H', 0.03759765625)]"
27,5,1,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
28,5,1,H,H,0.0031890869140625,"[('H', 0.99609375), ('I', 0.0031890869140625)]"
