participant_id,trial_index,ground_truth,nll,prob_step_1
68,1,30,1.2265625,0.29296875
68,2,30,6.09375,0.00225830078125
68,3,20,3.890625,0.0203857421875
68,4,30,4.3125,0.013427734375
68,5,20,2.1875,0.1123046875
68,6,30,2.546875,0.078125
68,7,20,3.328125,0.035888671875
68,8,40,0.5859375,0.5546875
68,9,40,1.8046875,0.1640625
68,10,20,2.296875,0.1005859375
68,11,40,1.0546875,0.34765625
68,12,30,2.34375,0.09619140625
68,13,30,4.46875,0.011474609375
68,14,40,0.9453125,0.388671875
68,15,40,0.56640625,0.56640625
68,16,30,3.328125,0.035888671875
68,17,40,1.3046875,0.271484375
68,18,60,1.6015625,0.201171875
68,19,50,0.412109375,0.6640625
68,20,40,1.625,0.197265625
68,21,40,2.65625,0.0703125
68,22,80,4.25,0.0142822265625
68,23,80,1.859375,0.15625
68,24,30,0.033447265625,0.96875
68,25,40,5.875,0.0028076171875
68,26,40,1.4375,0.2373046875
68,27,60,2.140625,0.11767578125
68,28,30,1.8046875,0.1640625
68,29,40,0.53125,0.5859375
68,30,50,0.66015625,0.515625
68,31,50,0.67578125,0.5078125
68,32,60,0.361328125,0.6953125
68,33,40,0.294921875,0.74609375
68,34,50,0.13671875,0.87109375
68,35,40,3.796875,0.0224609375
68,36,70,2.59375,0.07470703125
68,37,60,0.8359375,0.43359375
68,38,40,3.359375,0.03466796875
68,39,50,0.734375,0.48046875
68,40,50,1.78125,0.16796875
68,41,70,0.87109375,0.41796875
68,42,60,2.421875,0.0888671875
68,43,50,1.5234375,0.2177734375
68,44,70,1.3125,0.26953125
68,45,80,0.4375,0.64453125
68,46,80,2.265625,0.10400390625
68,47,30,2.21875,0.10888671875
68,48,40,0.7421875,0.4765625
68,49,40,1.1171875,0.328125
68,50,60,0.7734375,0.4609375
68,51,30,0.7109375,0.490234375
68,52,40,0.1767578125,0.83984375
68,53,40,3.203125,0.04052734375
68,54,50,0.359375,0.69921875
68,55,60,0.61328125,0.54296875
68,56,30,2.609375,0.07373046875
68,57,40,0.546875,0.578125
68,58,50,0.65625,0.51953125
68,59,60,0.73828125,0.478515625
68,60,70,0.75,0.47265625
68,61,40,0.26953125,0.765625
68,62,50,0.107421875,0.8984375
68,63,60,0.400390625,0.671875
68,64,70,0.1611328125,0.8515625
68,65,80,0.1298828125,0.87890625
68,66,60,0.1787109375,0.8359375
68,67,70,0.10791015625,0.8984375
68,68,80,0.1142578125,0.890625
68,69,90,0.0634765625,0.9375
68,70,30,1.0,0.3671875
68,71,30,1.890625,0.1513671875
68,72,30,1.0859375,0.337890625
68,73,40,1.015625,0.361328125
68,74,70,9.0,0.00012302398681640625
68,75,40,1.578125,0.2060546875
68,76,30,3.0,0.0498046875
68,77,50,1.6484375,0.1923828125
68,78,50,1.28125,0.27734375
68,79,30,2.03125,0.130859375
68,80,40,0.80078125,0.44921875
68,81,50,1.171875,0.310546875
68,82,60,0.72265625,0.486328125
68,83,30,5.625,0.00360107421875
68,84,50,1.5078125,0.2216796875
68,85,50,1.375,0.251953125
68,86,60,0.671875,0.51171875
68,87,70,0.57421875,0.5625
68,88,70,1.59375,0.203125
68,89,50,1.625,0.197265625
68,90,60,0.515625,0.59765625
68,91,80,0.6015625,0.546875
68,92,90,1.078125,0.33984375
68,93,20,2.25,0.10546875
68,94,30,0.6953125,0.498046875
68,95,40,0.76953125,0.462890625
68,96,50,0.8125,0.443359375
68,97,30,0.71875,0.48828125
68,98,30,1.8046875,0.1640625
68,99,30,1.9296875,0.1455078125
68,100,50,1.3984375,0.2470703125
68,101,40,1.40625,0.2451171875
68,102,30,1.1953125,0.302734375
68,103,30,1.421875,0.2412109375
68,104,50,1.5234375,0.2177734375
68,105,50,1.03125,0.357421875
68,106,50,1.359375,0.255859375
68,107,30,2.234375,0.10693359375
68,108,50,0.95703125,0.384765625
68,109,60,1.1875,0.3046875
68,110,70,0.796875,0.451171875
68,111,70,1.1640625,0.3125
68,112,50,0.6640625,0.515625
68,113,70,1.5234375,0.2177734375
68,114,70,2.53125,0.07958984375
68,115,90,1.734375,0.1767578125
68,116,30,1.1171875,0.328125
68,117,40,0.80859375,0.4453125
68,118,40,0.6484375,0.5234375
68,119,50,0.7734375,0.4609375
68,120,30,0.9921875,0.37109375
68,121,40,0.359375,0.69921875
68,122,40,1.0234375,0.359375
68,123,50,0.345703125,0.70703125
68,124,60,0.8828125,0.4140625
68,125,40,0.349609375,0.703125
68,126,40,1.2421875,0.2890625
68,127,40,1.9453125,0.142578125
68,128,10,12.375,4.231929779052734e-06
68,129,60,1.3046875,0.271484375
68,130,50,1.1875,0.3046875
68,131,50,0.3046875,0.73828125
68,132,50,0.7421875,0.4765625
68,133,70,0.421875,0.65625
68,134,70,0.85546875,0.42578125
68,135,50,0.5234375,0.59375
68,136,70,0.4375,0.64453125
68,137,70,1.9765625,0.138671875
68,138,90,0.94140625,0.390625
