participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
275,1,normal,1,start,0.00075531005859375,"[('som', 0.77734375), ('low', 0.10546875), ('very', 0.06396484375), ('high', 0.0498046875), ('ext', 0.00360107421875), ('normal', 0.00075531005859375)]"
275,2,somewhat low,1,start,0.90234375,"[('som', 0.90234375), ('low', 0.08349609375), ('normal', 0.0101318359375), ('very', 0.0019989013671875), ('high', 0.00064849853515625), ('ext', 0.00020313262939453125)]"
275,2,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
275,2,somewhat low,3,"['som', 'ewhat']",0.9453125,"[('Ġlow', 0.9453125), ('Ġhigh', 0.052978515625)]"
275,3,low,1,start,0.51953125,"[('low', 0.51953125), ('very', 0.357421875), ('som', 0.11572265625), ('ext', 0.00836181640625), ('normal', 0.0002956390380859375), ('high', 0.00014019012451171875)]"
275,4,normal,1,start,0.001068115234375,"[('som', 0.80078125), ('very', 0.123046875), ('low', 0.07470703125), ('ext', 0.0019989013671875), ('normal', 0.001068115234375), ('high', 1.2993812561035156e-05)]"
275,5,somewhat low,1,start,0.80859375,"[('som', 0.80859375), ('very', 0.07568359375), ('high', 0.06689453125), ('low', 0.035888671875), ('normal', 0.0089111328125), ('ext', 0.00372314453125)]"
275,5,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
275,5,somewhat low,3,"['som', 'ewhat']",0.1640625,"[('Ġhigh', 0.8359375), ('Ġlow', 0.1640625)]"
275,6,high,1,start,0.228515625,"[('som', 0.62109375), ('high', 0.228515625), ('normal', 0.138671875), ('very', 0.00787353515625), ('low', 0.00225830078125), ('ext', 5.841255187988281e-05)]"
275,7,somewhat high,1,start,0.37109375,"[('very', 0.5390625), ('som', 0.37109375), ('high', 0.08349609375), ('normal', 0.0052490234375), ('ext', 7.486343383789062e-05), ('low', 3.123283386230469e-05)]"
275,7,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
275,7,somewhat high,3,"['som', 'ewhat']",1.0,"[('Ġhigh', 1.0), ('Ġlow', 0.00048828125)]"
275,8,somewhat low,1,start,0.1123046875,"[('very', 0.734375), ('som', 0.1123046875), ('low', 0.09912109375), ('ext', 0.052978515625), ('normal', 0.0010986328125), ('high', 1.3828277587890625e-05)]"
275,8,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
275,8,somewhat low,3,"['som', 'ewhat']",0.96875,"[('Ġlow', 0.96875), ('Ġhigh', 0.033203125)]"
275,9,normal,1,start,1.2218952178955078e-05,"[('very', 0.93359375), ('high', 0.046875), ('ext', 0.01519775390625), ('som', 0.003387451171875), ('normal', 1.2218952178955078e-05), ('low', 1.4603137969970703e-06)]"
275,10,normal,1,start,0.01611328125,"[('high', 0.46484375), ('very', 0.361328125), ('som', 0.1513671875), ('normal', 0.01611328125), ('ext', 0.00408935546875), ('low', 0.0003795623779296875)]"
275,11,somewhat high,1,start,0.1396484375,"[('very', 0.4296875), ('low', 0.37890625), ('som', 0.1396484375), ('ext', 0.05126953125), ('normal', 0.000942230224609375), ('high', 1.150369644165039e-05)]"
275,11,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
275,11,somewhat high,3,"['som', 'ewhat']",0.02587890625,"[('Ġlow', 0.97265625), ('Ġhigh', 0.02587890625)]"
275,12,somewhat high,1,start,0.10205078125,"[('very', 0.5234375), ('high', 0.359375), ('som', 0.10205078125), ('normal', 0.01385498046875), ('ext', 0.00164794921875), ('low', 0.0002613067626953125)]"
275,12,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
275,12,somewhat high,3,"['som', 'ewhat']",0.98828125,"[('Ġhigh', 0.98828125), ('Ġlow', 0.0125732421875)]"
275,13,somewhat low,1,start,0.232421875,"[('low', 0.5546875), ('som', 0.232421875), ('very', 0.1806640625), ('ext', 0.0189208984375), ('normal', 0.01470947265625), ('high', 7.009506225585938e-05)]"
275,13,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
275,13,somewhat low,3,"['som', 'ewhat']",0.87890625,"[('Ġlow', 0.87890625), ('Ġhigh', 0.11962890625)]"
275,14,high,1,start,0.353515625,"[('high', 0.353515625), ('normal', 0.21484375), ('very', 0.21484375), ('som', 0.21484375), ('low', 0.0023956298828125), ('ext', 0.0021209716796875)]"
275,15,normal,1,start,0.828125,"[('normal', 0.828125), ('som', 0.14453125), ('low', 0.0220947265625), ('very', 0.0020599365234375), ('high', 0.0016021728515625), ('ext', 1.0788440704345703e-05)]"
275,16,normal,1,start,0.000457763671875,"[('very', 0.82421875), ('high', 0.14453125), ('som', 0.0283203125), ('ext', 0.0018157958984375), ('normal', 0.000457763671875), ('low', 3.9637088775634766e-06)]"
275,17,somewhat high,1,start,0.232421875,"[('high', 0.5546875), ('som', 0.232421875), ('very', 0.1591796875), ('normal', 0.05126953125), ('ext', 0.000392913818359375), ('low', 0.0003452301025390625)]"
275,17,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
275,17,somewhat high,3,"['som', 'ewhat']",0.9765625,"[('Ġhigh', 0.9765625), ('Ġlow', 0.023193359375)]"
275,18,somewhat low,1,start,0.365234375,"[('normal', 0.412109375), ('som', 0.365234375), ('high', 0.2216796875), ('very', 0.00170135498046875), ('low', 0.0002956390380859375), ('ext', 3.293156623840332e-06)]"
275,18,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
275,18,somewhat low,3,"['som', 'ewhat']",0.0419921875,"[('Ġhigh', 0.95703125), ('Ġlow', 0.0419921875)]"
275,19,normal,1,start,0.8046875,"[('normal', 0.8046875), ('som', 0.1796875), ('low', 0.01470947265625), ('very', 0.0025634765625), ('high', 0.00057220458984375), ('ext', 5.14984130859375e-05)]"
275,20,low,1,start,0.416015625,"[('som', 0.416015625), ('low', 0.416015625), ('normal', 0.11962890625), ('very', 0.0341796875), ('high', 0.0111083984375), ('ext', 0.005950927734375)]"
275,21,normal,1,start,0.125,"[('very', 0.49609375), ('high', 0.267578125), ('normal', 0.125), ('som', 0.09765625), ('ext', 0.013427734375), ('low', 0.00016880035400390625)]"
275,22,normal,1,start,0.1806640625,"[('som', 0.5546875), ('high', 0.263671875), ('normal', 0.1806640625), ('very', 0.0004444122314453125), ('low', 1.7762184143066406e-05), ('ext', 7.82310962677002e-07)]"
275,23,high,1,start,0.275390625,"[('som', 0.6640625), ('high', 0.275390625), ('normal', 0.029296875), ('very', 0.0201416015625), ('low', 0.01220703125), ('ext', 0.0001316070556640625)]"
275,24,somewhat high,1,start,0.1806640625,"[('very', 0.337890625), ('high', 0.337890625), ('som', 0.1806640625), ('normal', 0.140625), ('ext', 0.0002460479736328125), ('low', 6.198883056640625e-05)]"
275,24,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
275,24,somewhat high,3,"['som', 'ewhat']",0.9921875,"[('Ġhigh', 0.9921875), ('Ġlow', 0.00982666015625)]"
275,25,normal,1,start,0.3203125,"[('som', 0.59765625), ('normal', 0.3203125), ('low', 0.0810546875), ('very', 0.00116729736328125), ('ext', 1.895427703857422e-05), ('high', 1.4722347259521484e-05)]"
275,26,high,1,start,0.000278472900390625,"[('som', 0.66015625), ('low', 0.3125), ('very', 0.0224609375), ('normal', 0.005096435546875), ('ext', 0.00128936767578125), ('high', 0.000278472900390625)]"
275,27,somewhat low,1,start,0.30078125,"[('normal', 0.38671875), ('som', 0.30078125), ('high', 0.265625), ('very', 0.046142578125), ('low', 3.7670135498046875e-05), ('ext', 3.314018249511719e-05)]"
275,27,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
275,27,somewhat low,3,"['som', 'ewhat']",0.005950927734375,"[('Ġhigh', 0.9921875), ('Ġlow', 0.005950927734375)]"
275,28,somewhat high,1,start,0.32421875,"[('high', 0.416015625), ('som', 0.32421875), ('very', 0.22265625), ('normal', 0.026611328125), ('low', 0.00982666015625), ('ext', 0.002471923828125)]"
275,28,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
275,28,somewhat high,3,"['som', 'ewhat']",0.87890625,"[('Ġhigh', 0.87890625), ('Ġlow', 0.11962890625)]"
275,29,somewhat low,1,start,0.51953125,"[('som', 0.51953125), ('high', 0.357421875), ('very', 0.0703125), ('normal', 0.0546875), ('low', 0.000278472900390625), ('ext', 0.00019073486328125)]"
275,29,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
275,29,somewhat low,3,"['som', 'ewhat']",0.047607421875,"[('Ġhigh', 0.953125), ('Ġlow', 0.047607421875)]"
275,30,normal,1,start,0.28515625,"[('som', 0.6015625), ('normal', 0.28515625), ('high', 0.10546875), ('low', 0.00762939453125), ('very', 0.00170135498046875), ('ext', 8.940696716308594e-06)]"
275,31,normal,1,start,0.07470703125,"[('som', 0.484375), ('high', 0.376953125), ('normal', 0.07470703125), ('very', 0.06591796875), ('low', 3.123283386230469e-05), ('ext', 2.1457672119140625e-05)]"
275,32,somewhat high,1,start,0.61328125,"[('som', 0.61328125), ('low', 0.328125), ('very', 0.044677734375), ('normal', 0.00982666015625), ('ext', 0.00360107421875), ('high', 0.00048828125)]"
275,32,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
275,32,somewhat high,3,"['som', 'ewhat']",0.06005859375,"[('Ġlow', 0.94140625), ('Ġhigh', 0.06005859375)]"
275,33,extremely low,1,start,0.005096435546875,"[('som', 0.359375), ('normal', 0.2470703125), ('high', 0.2177734375), ('very', 0.169921875), ('ext', 0.005096435546875), ('low', 0.0007781982421875)]"
