participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
31,1,high,6.4375,0.0016021728515625,,
31,2,normal,4.34375,0.01300048828125,,
31,3,normal,3.734375,0.02392578125,,
31,4,normal,4.8125,0.00811767578125,,
31,5,high,6.5,0.00150299072265625,,
31,6,normal,4.59375,0.0101318359375,,
31,7,high,2.15625,0.11572265625,,
31,8,somewhat high,1.21685791015625,0.298828125,1.0,0.9921875
31,9,high,1.796875,0.166015625,,
31,10,high,1.7421875,0.1748046875,,
31,11,somewhat high,0.5839614868164062,0.55859375,1.0,1.0
31,12,normal,1.3125,0.26953125,,
31,13,normal,2.6875,0.06787109375,,
31,14,high,2.703125,0.06689453125,,
31,15,normal,3.390625,0.03369140625,,
31,16,somewhat low,2.20703125,0.60546875,1.0,0.181640625
31,17,normal,2.796875,0.06103515625,,
31,18,normal,2.03125,0.130859375,,
31,19,somewhat low,1.390625,0.56640625,1.0,0.439453125
31,20,high,6.75,0.00116729736328125,,
31,21,low,4.40625,0.01220703125,,
31,22,normal,4.0625,0.0172119140625,,
31,23,normal,2.34375,0.09619140625,,
31,24,normal,2.40625,0.09033203125,,
31,25,normal,0.84765625,0.427734375,,
31,26,normal,0.74609375,0.474609375,,
31,27,normal,0.86328125,0.421875,,
31,28,somewhat high,1.830078125,0.2060546875,1.0,0.77734375
31,29,normal,0.8203125,0.439453125,,
31,30,somewhat low,3.953125,0.2265625,1.0,0.08447265625
31,31,very high,5.2265625,0.026611328125,0.201171875,
31,32,very high,1.22216796875,0.330078125,0.89453125,
31,33,high,1.3828125,0.25,,
31,34,normal,1.625,0.197265625,,
31,35,low,2.6875,0.06787109375,,
31,36,high,4.09375,0.0167236328125,,
31,37,somewhat low,2.7734375,0.212890625,1.0,0.29296875
31,38,high,1.8671875,0.154296875,,
31,39,normal,1.390625,0.2490234375,,
31,40,high,2.421875,0.0888671875,,
31,41,somewhat high,1.84765625,0.359375,1.0,0.439453125
31,42,somewhat low,1.8203125,0.345703125,1.0,0.46875
31,43,normal,1.796875,0.166015625,,
31,44,high,2.296875,0.1005859375,,
31,45,high,1.9765625,0.138671875,,
31,46,somewhat low,1.53515625,0.40625,1.0,0.53125
31,47,somewhat low,2.75,0.2373046875,1.0,0.26953125
31,48,high,2.515625,0.0810546875,,
31,49,high,1.3359375,0.263671875,,
31,50,normal,1.9609375,0.140625,,
31,51,high,1.3359375,0.263671875,,
31,52,normal,1.15625,0.314453125,,
31,53,somewhat high,1.53125,0.365234375,1.0,0.59375
31,54,somewhat high,1.3203125,0.353515625,1.0,0.75390625
31,55,high,0.9765625,0.376953125,,
31,56,high,1.0390625,0.353515625,,
31,57,somewhat high,0.99072265625,0.41015625,1.0,0.90625
31,58,somewhat high,2.013671875,0.21484375,1.0,0.62109375
31,59,normal,2.109375,0.12109375,,
31,60,normal,1.6640625,0.189453125,,
31,61,high,1.09375,0.333984375,,
31,62,normal,1.234375,0.291015625,,
31,63,normal,1.0703125,0.34375,,
31,64,high,2.203125,0.1103515625,,
31,65,somewhat high,1.44921875,0.44140625,1.0,0.53125
31,66,very high,4.751953125,0.00982666015625,0.87890625,
31,67,normal,2.390625,0.091796875,,
31,68,somewhat low,1.83984375,0.361328125,1.0,0.439453125
31,69,high,2.390625,0.091796875,,
31,70,somewhat high,1.4921875,0.37890625,1.0,0.59375
31,71,high,1.203125,0.30078125,,
31,72,high,0.9609375,0.3828125,,
31,73,very high,2.3349609375,0.1005859375,0.9609375,
31,74,somewhat high,1.03466796875,0.3984375,1.0,0.89453125
31,75,somewhat high,1.275390625,0.31640625,1.0,0.87890625
31,76,high,1.0546875,0.34765625,,
31,77,normal,3.15625,0.04248046875,,
31,78,high,1.015625,0.361328125,,
31,79,somewhat high,1.044677734375,0.369140625,1.0,0.953125
31,80,normal,1.5234375,0.2177734375,,
31,81,high,1.265625,0.28125,,
