participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
73,1,40,1,start,0.0703125,"[('30', 0.29296875), ('20', 0.1669921875), ('50', 0.1474609375), ('10', 0.10205078125), ('90', 0.08447265625), ('40', 0.0703125), ('60', 0.06591796875), ('70', 0.0546875), ('80', 0.01611328125)]"
73,2,70,1,start,0.01519775390625,"[('50', 0.6484375), ('60', 0.1640625), ('30', 0.126953125), ('20', 0.0322265625), ('70', 0.01519775390625), ('10', 0.00299072265625), ('90', 0.00299072265625), ('40', 0.0026397705078125), ('80', 0.0020599365234375)]"
73,3,50,1,start,0.30078125,"[('50', 0.30078125), ('80', 0.2333984375), ('60', 0.181640625), ('90', 0.181640625), ('20', 0.046142578125), ('30', 0.035888671875), ('10', 0.01470947265625), ('40', 0.005401611328125), ('70', 0.0017547607421875)]"
73,4,50,1,start,0.00096893310546875,"[('30', 0.2734375), ('60', 0.212890625), ('90', 0.1875), ('80', 0.166015625), ('20', 0.12890625), ('10', 0.025390625), ('40', 0.003387451171875), ('70', 0.00141143798828125), ('50', 0.00096893310546875)]"
73,5,60,1,start,0.13671875,"[('30', 0.5390625), ('20', 0.224609375), ('60', 0.13671875), ('90', 0.0301513671875), ('80', 0.026611328125), ('10', 0.0235595703125), ('40', 0.00982666015625), ('50', 0.004638671875), ('70', 0.00408935546875)]"
73,6,80,1,start,0.22265625,"[('30', 0.287109375), ('80', 0.22265625), ('20', 0.11962890625), ('40', 0.08203125), ('50', 0.072265625), ('60', 0.072265625), ('70', 0.06396484375), ('90', 0.056396484375), ('10', 0.0235595703125)]"
73,7,60,1,start,0.123046875,"[('90', 0.26171875), ('30', 0.203125), ('20', 0.123046875), ('60', 0.123046875), ('40', 0.08447265625), ('70', 0.07470703125), ('50', 0.05126953125), ('80', 0.05126953125), ('10', 0.0274658203125)]"
73,8,70,1,start,0.11376953125,"[('40', 0.2412109375), ('30', 0.166015625), ('50', 0.146484375), ('70', 0.11376953125), ('80', 0.11376953125), ('90', 0.1005859375), ('20', 0.0888671875), ('10', 0.01519775390625), ('60', 0.01519775390625)]"
73,9,90,1,start,0.1533203125,"[('80', 0.3671875), ('50', 0.1533203125), ('90', 0.1533203125), ('40', 0.0927734375), ('60', 0.072265625), ('30', 0.056396484375), ('20', 0.0498046875), ('70', 0.0439453125), ('10', 0.0111083984375)]"
73,10,40,1,start,0.0703125,"[('50', 0.21484375), ('80', 0.21484375), ('30', 0.189453125), ('20', 0.1474609375), ('70', 0.09033203125), ('40', 0.0703125), ('10', 0.029296875), ('90', 0.029296875), ('60', 0.01385498046875)]"
73,11,70,1,start,0.06591796875,"[('50', 0.490234375), ('30', 0.158203125), ('60', 0.09619140625), ('80', 0.07470703125), ('70', 0.06591796875), ('20', 0.05810546875), ('90', 0.0242919921875), ('10', 0.0167236328125), ('40', 0.01470947265625)]"
73,12,60,1,start,0.126953125,"[('50', 0.34765625), ('80', 0.306640625), ('60', 0.126953125), ('30', 0.06005859375), ('90', 0.052978515625), ('20', 0.046875), ('40', 0.0283203125), ('10', 0.01953125), ('70', 0.007171630859375)]"
73,13,50,1,start,0.52734375,"[('50', 0.52734375), ('80', 0.28125), ('30', 0.049072265625), ('40', 0.03369140625), ('20', 0.02978515625), ('90', 0.02978515625), ('70', 0.0262451171875), ('60', 0.0142822265625), ('10', 0.00762939453125)]"
73,14,70,1,start,0.0262451171875,"[('40', 0.3203125), ('80', 0.2197265625), ('30', 0.1328125), ('50', 0.11767578125), ('20', 0.10400390625), ('60', 0.0380859375), ('90', 0.02978515625), ('70', 0.0262451171875), ('10', 0.0086669921875)]"
73,15,80,1,start,0.056396484375,"[('30', 0.416015625), ('20', 0.22265625), ('50', 0.197265625), ('80', 0.056396484375), ('10', 0.0341796875), ('60', 0.0301513671875), ('90', 0.0235595703125), ('40', 0.0086669921875), ('70', 0.0086669921875)]"
73,16,80,1,start,0.0341796875,"[('90', 0.53515625), ('60', 0.1533203125), ('50', 0.10546875), ('70', 0.08203125), ('30', 0.0341796875), ('80', 0.0341796875), ('40', 0.0301513671875), ('20', 0.018310546875), ('10', 0.0052490234375)]"
73,17,50,1,start,0.06396484375,"[('90', 0.53125), ('70', 0.15234375), ('60', 0.1357421875), ('80', 0.08203125), ('50', 0.06396484375), ('40', 0.018310546875), ('30', 0.0111083984375), ('20', 0.006744384765625), ('10', 0.00150299072265625)]"
73,18,60,1,start,0.28515625,"[('60', 0.28515625), ('40', 0.25), ('30', 0.1728515625), ('20', 0.1328125), ('90', 0.0712890625), ('70', 0.02978515625), ('50', 0.0262451171875), ('80', 0.0203857421875), ('10', 0.00982666015625)]"
73,19,60,1,start,0.027099609375,"[('40', 0.2890625), ('50', 0.1748046875), ('80', 0.154296875), ('70', 0.12109375), ('90', 0.09423828125), ('20', 0.07373046875), ('30', 0.057373046875), ('60', 0.027099609375), ('10', 0.0086669921875)]"
73,20,70,1,start,0.047607421875,"[('90', 0.271484375), ('40', 0.1640625), ('50', 0.1640625), ('20', 0.11376953125), ('80', 0.1005859375), ('30', 0.0888671875), ('70', 0.047607421875), ('60', 0.02880859375), ('10', 0.0224609375)]"
73,21,80,1,start,0.203125,"[('50', 0.26171875), ('80', 0.203125), ('40', 0.1796875), ('90', 0.1396484375), ('60', 0.09619140625), ('20', 0.0400390625), ('30', 0.0400390625), ('70', 0.035400390625), ('10', 0.00787353515625)]"
73,22,60,1,start,0.08447265625,"[('90', 0.42578125), ('50', 0.1572265625), ('80', 0.123046875), ('60', 0.08447265625), ('70', 0.08447265625), ('40', 0.07470703125), ('20', 0.0242919921875), ('30', 0.0213623046875), ('10', 0.004791259765625)]"
73,23,50,1,start,0.37109375,"[('50', 0.37109375), ('40', 0.1748046875), ('90', 0.154296875), ('80', 0.10693359375), ('20', 0.07373046875), ('70', 0.057373046875), ('30', 0.0306396484375), ('10', 0.0185546875), ('60', 0.0142822265625)]"
73,24,60,1,start,0.005767822265625,"[('40', 0.95703125), ('30', 0.01220703125), ('50', 0.00738525390625), ('80', 0.00738525390625), ('60', 0.005767822265625), ('20', 0.004486083984375), ('70', 0.003082275390625), ('90', 0.003082275390625), ('10', 0.00021648406982421875)]"
73,25,80,1,start,0.1640625,"[('70', 0.39453125), ('50', 0.1640625), ('80', 0.1640625), ('40', 0.126953125), ('60', 0.0771484375), ('30', 0.0283203125), ('90', 0.0220947265625), ('20', 0.01953125), ('10', 0.0018157958984375)]"
73,26,50,1,start,0.271484375,"[('50', 0.271484375), ('70', 0.1865234375), ('90', 0.1455078125), ('80', 0.126953125), ('60', 0.1123046875), ('40', 0.09912109375), ('20', 0.0283203125), ('30', 0.0250244140625), ('10', 0.00299072265625)]"
73,27,50,1,start,0.5625,"[('50', 0.5625), ('60', 0.142578125), ('70', 0.0859375), ('80', 0.07568359375), ('40', 0.05908203125), ('90', 0.04052734375), ('30', 0.01519775390625), ('20', 0.013427734375), ('10', 0.0018157958984375)]"
73,28,70,1,start,0.09033203125,"[('60', 0.404296875), ('80', 0.2158203125), ('50', 0.10205078125), ('70', 0.09033203125), ('90', 0.0703125), ('40', 0.06201171875), ('20', 0.029296875), ('30', 0.0228271484375), ('10', 0.0034942626953125)]"
73,29,60,1,start,0.08447265625,"[('80', 0.37890625), ('90', 0.37890625), ('60', 0.08447265625), ('70', 0.07470703125), ('50', 0.05126953125), ('40', 0.0167236328125), ('20', 0.0069580078125), ('30', 0.004791259765625), ('10', 0.0012054443359375)]"
73,30,70,1,start,0.142578125,"[('80', 0.267578125), ('50', 0.2080078125), ('60', 0.162109375), ('70', 0.142578125), ('90', 0.142578125), ('40', 0.06689453125), ('30', 0.006317138671875), ('20', 0.00494384765625), ('10', 0.00096893310546875)]"
73,31,70,1,start,0.1669921875,"[('80', 0.3125), ('60', 0.189453125), ('50', 0.1669921875), ('70', 0.1669921875), ('90', 0.11376953125), ('40', 0.0419921875), ('30', 0.005096435546875), ('20', 0.00396728515625), ('10', 0.0006866455078125)]"
73,32,60,1,start,0.08203125,"[('90', 0.474609375), ('80', 0.287109375), ('60', 0.08203125), ('70', 0.072265625), ('50', 0.056396484375), ('40', 0.01611328125), ('20', 0.0052490234375), ('30', 0.00408935546875), ('10', 0.00150299072265625)]"
73,33,70,1,start,0.0810546875,"[('50', 0.322265625), ('60', 0.2216796875), ('80', 0.1728515625), ('40', 0.15234375), ('70', 0.0810546875), ('90', 0.0380859375), ('30', 0.00762939453125), ('20', 0.004638671875), ('10', 0.00070953369140625)]"
73,34,70,1,start,0.1328125,"[('80', 0.31640625), ('60', 0.279296875), ('50', 0.1923828125), ('70', 0.1328125), ('90', 0.043212890625), ('40', 0.02978515625), ('30', 0.00128936767578125), ('20', 0.0006866455078125), ('10', 0.0001583099365234375)]"
73,35,50,1,start,0.1708984375,"[('60', 0.3203125), ('80', 0.28125), ('50', 0.1708984375), ('70', 0.1708984375), ('90', 0.0380859375), ('40', 0.015625), ('30', 0.00128936767578125), ('20', 0.0007781982421875), ('10', 0.000179290771484375)]"
73,36,60,1,start,0.408203125,"[('60', 0.408203125), ('50', 0.1943359375), ('80', 0.1943359375), ('70', 0.1513671875), ('40', 0.0380859375), ('90', 0.01385498046875), ('30', 0.00128936767578125), ('20', 0.000606536865234375), ('10', 5.841255187988281e-05)]"
73,37,40,1,start,0.0191650390625,"[('80', 0.34375), ('70', 0.2353515625), ('60', 0.2080078125), ('50', 0.162109375), ('90', 0.03173828125), ('40', 0.0191650390625), ('30', 0.00141143798828125), ('20', 0.00096893310546875), ('10', 0.00011587142944335938)]"
73,38,70,1,start,0.07470703125,"[('80', 0.37890625), ('60', 0.23046875), ('50', 0.158203125), ('90', 0.09619140625), ('70', 0.07470703125), ('40', 0.05126953125), ('20', 0.005401611328125), ('30', 0.004791259765625), ('10', 0.00057220458984375)]"
73,39,70,1,start,0.126953125,"[('80', 0.388671875), ('60', 0.2353515625), ('50', 0.142578125), ('70', 0.126953125), ('90', 0.06787109375), ('40', 0.036376953125), ('30', 0.0018157958984375), ('20', 0.00096893310546875), ('10', 0.00011587142944335938)]"
73,40,50,1,start,0.2177734375,"[('60', 0.31640625), ('80', 0.2470703125), ('50', 0.2177734375), ('70', 0.11572265625), ('40', 0.0703125), ('90', 0.029296875), ('30', 0.003082275390625), ('20', 0.00128936767578125), ('10', 0.00012302398681640625)]"
73,41,60,1,start,0.390625,"[('60', 0.390625), ('50', 0.2080078125), ('80', 0.162109375), ('70', 0.142578125), ('40', 0.0771484375), ('90', 0.013427734375), ('30', 0.00384521484375), ('20', 0.0018157958984375), ('10', 0.000148773193359375)]"
73,42,50,1,start,0.294921875,"[('50', 0.294921875), ('60', 0.26171875), ('70', 0.158203125), ('80', 0.1396484375), ('40', 0.123046875), ('90', 0.0167236328125), ('30', 0.006134033203125), ('20', 0.002899169921875), ('10', 0.0002613067626953125)]"
73,43,50,1,start,0.2060546875,"[('60', 0.30078125), ('50', 0.2060546875), ('80', 0.2060546875), ('70', 0.181640625), ('40', 0.06689453125), ('90', 0.03173828125), ('30', 0.00299072265625), ('20', 0.0016021728515625), ('10', 0.00016880035400390625)]"
73,44,60,1,start,0.328125,"[('60', 0.328125), ('80', 0.1982421875), ('50', 0.1748046875), ('70', 0.1748046875), ('40', 0.09423828125), ('90', 0.0211181640625), ('30', 0.00408935546875), ('20', 0.00193023681640625), ('10', 0.0001583099365234375)]"
73,45,70,1,start,0.1611328125,"[('50', 0.33984375), ('60', 0.2333984375), ('40', 0.181640625), ('70', 0.1611328125), ('80', 0.06689453125), ('90', 0.006317138671875), ('30', 0.00494384765625), ('20', 0.0020599365234375), ('10', 0.00021648406982421875)]"
73,46,60,1,start,0.2412109375,"[('80', 0.310546875), ('60', 0.2412109375), ('50', 0.166015625), ('40', 0.12890625), ('70', 0.11376953125), ('90', 0.02880859375), ('20', 0.005584716796875), ('30', 0.00494384765625), ('10', 0.000667572021484375)]"
73,47,70,1,start,0.1376953125,"[('40', 0.291015625), ('50', 0.2265625), ('80', 0.1767578125), ('70', 0.1376953125), ('60', 0.12109375), ('90', 0.027099609375), ('30', 0.0125732421875), ('20', 0.006744384765625), ('10', 0.00070953369140625)]"
73,48,60,1,start,0.2451171875,"[('80', 0.27734375), ('60', 0.2451171875), ('50', 0.1904296875), ('70', 0.16796875), ('40', 0.06201171875), ('90', 0.0546875), ('30', 0.003082275390625), ('20', 0.00186920166015625), ('10', 0.00016880035400390625)]"
73,49,60,1,start,0.205078125,"[('50', 0.43359375), ('60', 0.205078125), ('80', 0.140625), ('70', 0.123046875), ('40', 0.07470703125), ('90', 0.0189208984375), ('30', 0.0019989013671875), ('20', 0.000942230224609375), ('10', 7.963180541992188e-05)]"
73,50,60,1,start,0.2197265625,"[('50', 0.41015625), ('60', 0.2197265625), ('70', 0.1708984375), ('80', 0.11767578125), ('40', 0.055419921875), ('90', 0.023193359375), ('30', 0.002716064453125), ('20', 0.00145721435546875), ('10', 0.0002307891845703125)]"
73,51,60,1,start,0.25390625,"[('80', 0.41796875), ('60', 0.25390625), ('50', 0.13671875), ('70', 0.11962890625), ('90', 0.0439453125), ('40', 0.0235595703125), ('30', 0.00170135498046875), ('20', 0.00116729736328125), ('10', 0.000179290771484375)]"
73,52,60,1,start,0.228515625,"[('70', 0.29296875), ('80', 0.259765625), ('60', 0.228515625), ('50', 0.177734375), ('90', 0.02392578125), ('40', 0.0167236328125), ('30', 0.0012054443359375), ('20', 0.00064849853515625), ('10', 7.486343383789062e-05)]"
73,53,60,1,start,0.37890625,"[('60', 0.37890625), ('50', 0.26171875), ('70', 0.23046875), ('80', 0.09619140625), ('40', 0.0189208984375), ('90', 0.011474609375), ('30', 0.001068115234375), ('20', 0.0004444122314453125), ('10', 5.4836273193359375e-05)]"
