participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
11,1,somewhat high,1,start,0.765625,"[('som', 0.765625), ('low', 0.1611328125), ('very', 0.06689453125), ('ext', 0.00384521484375), ('high', 0.0016021728515625), ('normal', 7.486343383789062e-05)]"
11,1,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
11,1,somewhat high,3,"['som', 'ewhat']",0.06005859375,"[('Ġlow', 0.94140625), ('Ġhigh', 0.06005859375)]"
11,2,somewhat high,1,start,0.044677734375,"[('high', 0.7890625), ('normal', 0.15625), ('som', 0.044677734375), ('very', 0.005950927734375), ('low', 0.00360107421875), ('ext', 0.00014019012451171875)]"
11,2,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
11,2,somewhat high,3,"['som', 'ewhat']",0.65234375,"[('Ġhigh', 0.65234375), ('Ġlow', 0.34765625)]"
11,3,very low,1,start,0.037109375,"[('high', 0.94921875), ('very', 0.037109375), ('normal', 0.00921630859375), ('som', 0.00299072265625), ('low', 0.000278472900390625), ('ext', 7.963180541992188e-05)]"
11,3,very low,2,['very'],0.0031890869140625,"[('Ġhigh', 0.99609375), ('Ġlow', 0.0031890869140625)]"
11,4,somewhat low,1,start,0.0177001953125,"[('ext', 0.3984375), ('low', 0.3984375), ('very', 0.146484375), ('high', 0.019775390625), ('normal', 0.0177001953125), ('som', 0.0177001953125)]"
11,4,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
11,4,somewhat low,3,"['som', 'ewhat']",0.94140625,"[('Ġlow', 0.94140625), ('Ġhigh', 0.06005859375)]"
11,5,very low,1,start,0.0859375,"[('low', 0.33984375), ('normal', 0.265625), ('som', 0.125), ('ext', 0.1103515625), ('very', 0.0859375), ('high', 0.07568359375)]"
11,5,very low,2,['very'],0.40625,"[('Ġhigh', 0.59375), ('Ġlow', 0.40625)]"
11,6,high,1,start,0.0003452301025390625,"[('low', 0.8046875), ('som', 0.123046875), ('normal', 0.04541015625), ('ext', 0.01470947265625), ('very', 0.0101318359375), ('high', 0.0003452301025390625)]"
11,7,normal,1,start,0.09033203125,"[('very', 0.353515625), ('high', 0.353515625), ('som', 0.130859375), ('normal', 0.09033203125), ('ext', 0.06201171875), ('low', 0.00836181640625)]"
11,8,high,1,start,0.2431640625,"[('som', 0.353515625), ('high', 0.2431640625), ('very', 0.1669921875), ('ext', 0.10205078125), ('low', 0.07958984375), ('normal', 0.0546875)]"
11,9,normal,1,start,0.0111083984375,"[('very', 0.6953125), ('som', 0.13671875), ('ext', 0.09423828125), ('high', 0.057373046875), ('normal', 0.0111083984375), ('low', 0.00762939453125)]"
