participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
205,1,normal,7.625,0.00048828125,,
205,2,normal,10.6875,2.276897430419922e-05,,
205,3,somewhat high,3.828125,0.51953125,1.0,0.0419921875
205,4,somewhat high,1.390625,0.44140625,1.0,0.5625
205,5,somewhat low,1.07391357421875,0.34375,1.0,0.99609375
205,6,somewhat high,6.28125,0.091796875,1.0,0.0203857421875
205,7,somewhat low,6.1875,0.038818359375,1.0,0.052978515625
205,8,high,0.5078125,0.6015625,,
205,9,somewhat low,6.3046875,0.0111083984375,1.0,0.1640625
205,10,somewhat high,2.26953125,0.2060546875,1.0,0.5
205,11,low,3.40625,0.033203125,,
205,12,normal,5.71875,0.0032806396484375,,
205,13,somewhat high,2.25390625,0.1865234375,1.0,0.5625
205,14,low,4.84375,0.00787353515625,,
205,15,high,6.34375,0.0017547607421875,,
205,16,very low,3.8515625,0.12890625,0.1640625,
205,17,normal,2.59375,0.07470703125,,
205,18,normal,3.84375,0.0213623046875,,
205,19,somewhat high,2.3046875,0.2451171875,1.0,0.40625
205,20,very high,2.3515625,0.1796875,0.53125,
205,21,somewhat low,2.24609375,0.1875,1.0,0.5625
205,22,normal,1.8515625,0.1572265625,,
205,23,very low,2.8359375,0.2392578125,0.2451171875,
205,24,somewhat high,2.2734375,0.1943359375,1.0,0.53125
205,25,somewhat low,2.5625,0.287109375,1.0,0.26953125
205,26,low,1.8125,0.1630859375,,
205,27,somewhat high,2.28125,0.37890625,1.0,0.26953125
205,28,somewhat low,1.8125,0.306640625,1.0,0.53125
205,29,somewhat low,1.8984375,0.28125,1.0,0.53125
205,30,somewhat low,1.59765625,0.380859375,1.0,0.53125
205,31,normal,2.234375,0.10693359375,,
205,32,somewhat high,2.19921875,0.2216796875,1.0,0.5
205,33,normal,1.4921875,0.224609375,,
205,34,low,3.65625,0.02587890625,,
205,35,somewhat high,2.046875,0.48046875,1.0,0.26953125
205,36,somewhat high,1.5703125,0.474609375,1.0,0.439453125
205,37,very low,2.17578125,0.1669921875,0.6796875,
205,38,very low,3.984375,0.15625,0.11962890625,
205,39,high,1.2265625,0.29296875,,
205,40,low,2.328125,0.09765625,,
205,41,high,3.140625,0.043212890625,,
205,42,normal,2.53125,0.07958984375,,
205,43,normal,1.0,0.3671875,,
205,44,somewhat high,1.62890625,0.41796875,1.0,0.46875
205,45,normal,1.4765625,0.228515625,,
205,46,somewhat high,1.41015625,0.412109375,1.0,0.59375
205,47,very low,2.5390625,0.1484375,0.53125,
205,48,very low,2.38671875,0.18359375,0.5,
205,49,very high,2.48046875,0.2216796875,0.37890625,
205,50,very low,1.12890625,0.37890625,0.8515625,
205,51,somewhat low,1.20703125,0.50390625,1.0,0.59375
205,52,normal,1.1171875,0.328125,,
205,53,normal,0.91796875,0.3984375,,
205,54,normal,1.046875,0.3515625,,
205,55,normal,0.41796875,0.66015625,,
205,56,somewhat low,1.75,0.29296875,1.0,0.59375
205,57,somewhat high,1.173828125,0.474609375,1.0,0.65234375
205,58,very high,1.671875,0.2490234375,0.75390625,
205,59,very low,4.0703125,0.11572265625,0.1474609375,
205,60,very high,4.2109375,0.04248046875,0.34765625,
205,61,somewhat low,1.302734375,0.4375,1.0,0.62109375
205,62,somewhat low,1.48046875,0.455078125,1.0,0.5
205,63,normal,0.4140625,0.66015625,,
205,64,somewhat low,2.33203125,0.435546875,1.0,0.22265625
205,65,very high,3.9765625,0.046142578125,0.40625,
205,66,very low,2.57421875,0.201171875,0.37890625,
205,67,high,2.734375,0.06494140625,,
205,68,somewhat low,1.5234375,0.53515625,1.0,0.40625
205,69,high,2.8125,0.06005859375,,
205,70,normal,0.5546875,0.57421875,,
205,71,very low,2.75390625,0.126953125,0.5,
205,72,very low,2.6328125,0.1533203125,0.46875,
205,73,very high,1.41796875,0.408203125,0.59375,
205,74,very low,2.44921875,0.1533203125,0.5625,
205,75,very high,2.5078125,0.27734375,0.29296875,
205,76,normal,0.439453125,0.64453125,,
205,77,somewhat low,1.515625,0.4140625,1.0,0.53125
205,78,very high,2.1171875,0.376953125,0.3203125,
205,79,normal,0.53515625,0.5859375,,
205,80,somewhat low,0.970703125,0.640625,1.0,0.59375
205,81,somewhat high,1.5703125,0.369140625,1.0,0.5625
205,82,somewhat low,1.189453125,0.490234375,1.0,0.62109375
205,83,somewhat low,1.33984375,0.44140625,1.0,0.59375
205,84,normal,0.53515625,0.5859375,,
205,85,normal,0.251953125,0.77734375,,
205,86,somewhat high,2.478515625,0.703125,1.0,0.11962890625
205,87,very low,2.625,0.13671875,0.53125,
205,88,somewhat high,1.720703125,0.6640625,1.0,0.26953125
205,89,somewhat low,1.41015625,0.458984375,1.0,0.53125
205,90,very high,2.10546875,0.546875,0.22265625,
205,91,somewhat low,0.990234375,0.69921875,1.0,0.53125
205,92,somewhat high,1.8828125,0.287109375,1.0,0.53125
