participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
159,1,normal,9.25,9.632110595703125e-05,,
159,2,high,8.375,0.0002307891845703125,,
159,3,high,4.0625,0.0172119140625,,
159,4,normal,4.28125,0.01385498046875,,
159,5,normal,3.25,0.038818359375,,
159,6,very low,6.16015625,0.515625,0.00408935546875,
159,7,high,2.40625,0.09033203125,,
159,8,low,1.421875,0.2412109375,,
159,9,normal,3.984375,0.0185546875,,
159,10,normal,1.546875,0.212890625,,
159,11,normal,6.6875,0.00124359130859375,,
159,12,normal,0.58984375,0.5546875,,
159,13,extremely low,4.734375,0.07373046875,1.0,0.11962890625
159,14,very high,1.65234375,0.28125,0.6796875,
159,15,low,1.5390625,0.21484375,,
159,16,low,2.390625,0.091796875,,
159,17,low,2.921875,0.0537109375,,
159,18,somewhat low,0.759765625,0.5703125,1.0,0.81640625
159,19,normal,2.234375,0.10693359375,,
159,20,extremely low,6.1171875,0.154296875,1.0,0.0142822265625
159,21,normal,1.8046875,0.1640625,,
159,22,normal,3.796875,0.0224609375,,
159,23,somewhat high,2.24609375,0.64453125,1.0,0.1640625
159,24,normal,1.3828125,0.25,,
159,25,somewhat high,2.76953125,0.470703125,1.0,0.1328125
159,26,somewhat high,0.9873046875,0.466796875,1.0,0.796875
159,27,low,3.90625,0.0201416015625,,
159,28,somewhat high,1.94921875,0.58203125,1.0,0.2451171875
159,29,normal,1.9375,0.14453125,,
159,30,somewhat low,1.275390625,0.44921875,1.0,0.62109375
159,31,very high,2.515625,0.330078125,0.2451171875,
159,32,normal,3.90625,0.0201416015625,,
159,33,somewhat low,1.29296875,0.515625,1.0,0.53125
159,34,normal,2.09375,0.123046875,,
159,35,extremely low,6.73046875,0.002716064453125,1.0,0.439453125
159,36,somewhat low,1.91015625,0.462890625,1.0,0.3203125
159,37,normal,2.046875,0.12890625,,
159,38,somewhat high,1.359375,0.37890625,1.0,0.6796875
159,39,high,3.09375,0.04541015625,,
159,40,high,3.859375,0.0211181640625,,
159,41,high,1.046875,0.3515625,,
159,42,high,1.546875,0.212890625,,
159,43,somewhat high,1.86328125,0.41015625,1.0,0.37890625
159,44,very high,1.28515625,0.32421875,0.8515625,
159,45,normal,4.46875,0.011474609375,,
159,46,extremely low,3.57421875,0.041259765625,1.0,0.6796875
159,47,normal,1.28125,0.27734375,,
159,48,normal,1.5546875,0.2109375,,
159,49,very high,4.9375,0.11962890625,0.06005859375,
159,50,normal,1.2265625,0.29296875,,
159,51,normal,1.6953125,0.18359375,,
159,52,very low,3.2578125,0.359375,0.10693359375,
159,53,normal,1.1796875,0.306640625,,
159,54,somewhat low,2.546875,0.291015625,1.0,0.26953125
159,55,somewhat high,2.30078125,0.265625,1.0,0.37890625
159,56,somewhat low,1.23046875,0.4921875,1.0,0.59375
159,57,normal,1.84375,0.158203125,,
159,58,very high,1.935546875,0.1767578125,0.81640625,
159,59,high,3.296875,0.037109375,,
159,60,very high,1.009765625,0.46875,0.77734375,
159,61,normal,1.0625,0.345703125,,
159,62,normal,0.90625,0.404296875,,
159,63,normal,0.9375,0.392578125,,
159,64,low,5.34375,0.004791259765625,,
159,65,somewhat high,1.91015625,0.294921875,1.0,0.5
159,66,somewhat high,2.404296875,0.138671875,1.0,0.65234375
159,67,very low,2.359375,0.125,0.75390625,
159,68,normal,0.828125,0.4375,,
159,69,normal,1.375,0.251953125,,
159,70,somewhat high,1.0419921875,0.44140625,1.0,0.796875
159,71,normal,1.6328125,0.1953125,,
159,72,normal,0.8984375,0.40625,,
159,73,low,2.125,0.11962890625,,
159,74,low,3.203125,0.04052734375,,
159,75,normal,0.62890625,0.53125,,
159,76,normal,0.466796875,0.62890625,,
159,77,very low,2.185546875,0.1376953125,0.81640625,
159,78,somewhat high,2.47265625,0.22265625,1.0,0.37890625
159,79,normal,0.76171875,0.466796875,,
159,80,normal,0.84765625,0.427734375,,
159,81,normal,0.62890625,0.53125,,
159,82,very low,1.939453125,0.1630859375,0.87890625,
159,83,somewhat high,2.04296875,0.18359375,1.0,0.70703125
159,84,somewhat high,1.6796875,0.314453125,1.0,0.59375
159,85,normal,0.75,0.47265625,,
159,86,normal,0.85546875,0.42578125,,
159,87,normal,0.46484375,0.62890625,,
159,88,extremely low,2.28369140625,0.10546875,1.0,0.96875
159,89,high,3.8125,0.0220947265625,,
159,90,high,2.0625,0.126953125,,
159,91,somewhat high,1.55419921875,0.224609375,1.0,0.94140625
159,92,somewhat high,1.14794921875,0.337890625,1.0,0.94140625
159,93,very low,4.2578125,0.0703125,0.201171875,
159,94,normal,1.625,0.197265625,,
159,95,normal,0.7578125,0.46875,,
159,96,somewhat high,1.78125,0.28515625,1.0,0.59375
159,97,low,3.0,0.0498046875,,
159,98,high,1.5703125,0.2080078125,,
159,99,somewhat high,2.14453125,0.267578125,1.0,0.439453125
159,100,normal,1.234375,0.291015625,,
159,101,normal,2.171875,0.11376953125,,
159,102,somewhat high,1.025390625,0.4140625,1.0,0.8671875
159,103,normal,1.1953125,0.302734375,,
159,104,somewhat low,3.3671875,0.2333984375,1.0,0.1474609375
159,105,normal,0.439453125,0.64453125,,
159,106,low,3.03125,0.04833984375,,
159,107,very low,1.3740234375,0.263671875,0.9609375,
159,108,very low,1.47607421875,0.2431640625,0.94140625,
159,109,somewhat high,1.833984375,0.255859375,1.0,0.62109375
159,110,high,1.40625,0.2451171875,,
159,111,normal,1.1484375,0.31640625,,
159,112,somewhat low,2.27734375,0.1513671875,1.0,0.6796875
159,113,very low,4.07421875,0.0250244140625,0.6796875,
159,114,extremely low,4.1484375,0.0537109375,1.0,0.29296875
159,115,normal,0.875,0.416015625,,
159,116,extremely low,4.7734375,0.020751953125,1.0,0.40625
159,117,very low,1.77294921875,0.1806640625,0.94140625,
159,118,normal,1.4140625,0.2431640625,,
159,119,normal,1.375,0.251953125,,
159,120,high,1.6796875,0.1865234375,,
159,121,somewhat high,3.109375,0.1396484375,1.0,0.3203125
159,122,very low,1.689208984375,0.1943359375,0.953125,
159,123,very low,0.9658203125,0.388671875,0.98046875,
159,124,normal,1.78125,0.16796875,,
159,125,very high,2.67578125,0.181640625,0.37890625,
159,126,somewhat high,1.49609375,0.330078125,1.0,0.6796875
159,127,very low,2.7109375,0.2080078125,0.3203125,
159,128,normal,1.0390625,0.353515625,,
159,129,low,1.953125,0.1416015625,,
159,130,very high,4.41015625,0.416015625,0.029296875,
159,131,normal,0.66796875,0.51171875,,
159,132,normal,0.796875,0.451171875,,
159,133,normal,0.9140625,0.400390625,,
159,134,normal,0.66015625,0.515625,,
159,135,normal,0.57421875,0.5625,,
159,136,normal,2.015625,0.1328125,,
159,137,normal,0.29296875,0.74609375,,
159,138,normal,0.8671875,0.419921875,,
159,139,normal,0.984375,0.373046875,,
159,140,very high,2.37890625,0.2109375,0.439453125,
159,141,extremely low,3.171875,0.142578125,1.0,0.29296875
159,142,normal,1.5859375,0.205078125,,
159,143,normal,0.91015625,0.40234375,,
159,144,normal,0.3828125,0.68359375,,
159,145,normal,0.435546875,0.6484375,,
159,146,normal,0.46484375,0.62890625,,
159,147,normal,0.6171875,0.5390625,,
159,148,normal,0.158203125,0.85546875,,
159,149,normal,0.5703125,0.56640625,,
159,150,normal,0.58984375,0.5546875,,
159,151,normal,0.7421875,0.4765625,,
159,152,somewhat low,3.458984375,0.04833984375,1.0,0.65234375
159,153,high,3.328125,0.035888671875,,
159,154,normal,1.2578125,0.28515625,,
159,155,somewhat high,2.2724609375,0.12890625,1.0,0.796875
159,156,somewhat high,1.99609375,0.271484375,1.0,0.5
159,157,normal,0.96484375,0.380859375,,
159,158,normal,0.8125,0.443359375,,
159,159,normal,0.427734375,0.65234375,,
159,160,somewhat low,3.4609375,0.263671875,1.0,0.11962890625
159,161,normal,0.56640625,0.56640625,,
159,162,normal,1.15625,0.314453125,,
159,163,normal,0.65625,0.51953125,,
159,164,high,2.078125,0.125,,
159,165,high,2.875,0.056396484375,,
159,166,normal,0.66796875,0.51171875,,
159,167,high,3.40625,0.033203125,,
159,168,low,4.46875,0.011474609375,,
159,169,normal,0.796875,0.451171875,,
159,170,normal,0.412109375,0.6640625,,
159,171,high,1.1953125,0.302734375,,
159,172,somewhat high,2.7109375,0.1416015625,1.0,0.46875
159,173,normal,0.75,0.47265625,,
159,174,very low,4.0234375,0.0439453125,0.40625,
159,175,somewhat high,2.1953125,0.1474609375,1.0,0.75390625
159,176,somewhat high,2.7890625,0.1767578125,1.0,0.34765625
159,177,normal,0.875,0.416015625,,
159,178,very low,2.796875,0.1748046875,0.34765625,
159,179,somewhat high,1.890625,0.25390625,1.0,0.59375
159,180,low,2.859375,0.057373046875,,
159,181,very low,2.53125,0.169921875,0.46875,
159,182,low,2.0,0.1357421875,,
159,183,high,4.875,0.00762939453125,,
159,184,extremely low,2.9765625,0.0859375,1.0,0.59375
159,185,very low,1.79296875,0.2451171875,0.6796875,
159,186,normal,0.5859375,0.5546875,,
159,187,normal,0.7578125,0.46875,,
159,188,normal,0.921875,0.3984375,,
159,189,extremely low,3.19921875,0.06005859375,1.0,0.6796875
159,190,somewhat low,2.67578125,0.181640625,1.0,0.37890625
159,191,normal,1.390625,0.2490234375,,
159,192,somewhat high,2.0390625,0.2197265625,1.0,0.59375
159,193,somewhat high,1.787109375,0.205078125,1.0,0.81640625
159,194,low,1.9609375,0.140625,,
159,195,normal,0.81640625,0.44140625,,
159,196,extremely low,1.966796875,0.1708984375,1.0,0.81640625
159,197,low,2.5625,0.0771484375,,
159,198,low,2.453125,0.0859375,,
159,199,normal,1.046875,0.3515625,,
159,200,normal,0.80859375,0.4453125,,
159,201,normal,1.578125,0.2060546875,,
159,202,normal,0.43359375,0.6484375,,
159,203,normal,0.48828125,0.61328125,,
159,204,somewhat high,3.0703125,0.158203125,1.0,0.29296875
159,205,normal,0.6171875,0.5390625,,
159,206,normal,1.078125,0.33984375,,
159,207,normal,0.59375,0.55078125,,
159,208,normal,1.1953125,0.302734375,,
159,209,normal,0.388671875,0.6796875,,
159,210,normal,0.66015625,0.515625,,
159,211,normal,0.431640625,0.6484375,,
159,212,normal,0.9296875,0.39453125,,
159,213,normal,0.68359375,0.50390625,,
159,214,low,2.0625,0.126953125,,
159,215,normal,1.53125,0.2158203125,,
159,216,high,3.578125,0.0279541015625,,
159,217,low,3.03125,0.04833984375,,
159,218,normal,0.7734375,0.4609375,,
159,219,high,4.15625,0.015625,,
159,220,high,2.234375,0.10693359375,,
159,221,normal,0.7421875,0.4765625,,
159,222,normal,0.89453125,0.408203125,,
159,223,normal,0.296875,0.7421875,,
159,224,normal,0.75,0.47265625,,
159,225,very high,3.3359375,0.07568359375,0.46875,
159,226,normal,0.400390625,0.671875,,
159,227,high,1.8828125,0.15234375,,
159,228,somewhat low,3.31640625,0.09619140625,1.0,0.37890625
159,229,normal,0.609375,0.54296875,,
159,230,normal,0.1494140625,0.859375,,
159,231,somewhat high,2.3671875,0.1123046875,1.0,0.8359375
159,232,normal,0.474609375,0.62109375,,
159,233,normal,0.42578125,0.65234375,,
159,234,normal,0.384765625,0.6796875,,
159,235,normal,0.1298828125,0.87890625,,
159,236,high,2.46875,0.08447265625,,
159,237,high,1.6875,0.1845703125,,
159,238,low,2.484375,0.08349609375,,
159,239,very high,2.80078125,0.1611328125,0.37890625,
159,240,extremely low,3.58203125,0.039306640625,1.0,0.70703125
159,241,high,1.3515625,0.259765625,,
159,242,somewhat low,2.66015625,0.1396484375,1.0,0.5
159,243,somewhat low,2.71875,0.162109375,1.0,0.40625
159,244,extremely high,3.2890625,0.2265625,1.0,0.1640625
159,245,normal,0.86328125,0.421875,,
159,246,low,2.421875,0.0888671875,,
159,247,normal,0.458984375,0.6328125,,
159,248,low,1.859375,0.15625,,
159,249,normal,1.234375,0.291015625,,
159,250,normal,0.359375,0.69921875,,
159,251,normal,1.4375,0.2373046875,,
159,252,high,1.796875,0.166015625,,
159,253,low,1.4140625,0.2431640625,,
159,254,normal,0.47265625,0.625,,
159,255,somewhat low,2.14453125,0.166015625,1.0,0.70703125
159,256,low,1.6796875,0.1865234375,,
159,257,somewhat high,2.25390625,0.2099609375,1.0,0.5
159,258,somewhat high,1.5849609375,0.255859375,1.0,0.796875
159,259,normal,0.373046875,0.6875,,
159,260,somewhat high,1.1982421875,0.330078125,1.0,0.9140625
159,261,normal,0.388671875,0.6796875,,
159,262,very high,2.5,0.255859375,0.3203125,
159,263,normal,1.3203125,0.267578125,,
159,264,normal,1.5,0.22265625,,
159,265,extremely high,1.86328125,0.310546875,1.0,0.5
159,266,somewhat low,2.26953125,0.2353515625,1.0,0.439453125
159,267,high,1.4453125,0.2353515625,,
159,268,low,1.3203125,0.267578125,,
159,269,normal,1.0546875,0.34765625,,
159,270,normal,0.38671875,0.6796875,,
159,271,somewhat low,1.62890625,0.27734375,1.0,0.70703125
159,272,normal,0.287109375,0.75,,
159,273,somewhat low,2.9921875,0.08447265625,1.0,0.59375
159,274,normal,0.08203125,0.921875,,
159,275,somewhat high,1.804931640625,0.173828125,1.0,0.9453125
159,276,low,2.0625,0.126953125,,
159,277,somewhat low,2.13671875,0.1669921875,1.0,0.70703125
159,278,normal,1.53125,0.2158203125,,
159,279,normal,0.40234375,0.66796875,,
159,280,normal,0.27734375,0.7578125,,
