participant_id,trial_index,ground_truth,nll,prob_step_1
260,1,30,1.4453125,0.2353515625
260,2,70,2.84375,0.05810546875
260,3,60,7.90625,0.0003681182861328125
260,4,40,1.2734375,0.279296875
260,5,40,9.1875,0.00010251998901367188
260,6,60,3.5625,0.0283203125
260,7,30,4.78125,0.00836181640625
260,8,50,0.08154296875,0.921875
260,9,40,3.671875,0.025390625
260,10,10,3.9375,0.01953125
260,11,60,8.9375,0.0001316070556640625
260,12,50,4.40625,0.01220703125
260,13,30,2.71875,0.06591796875
260,14,50,1.5546875,0.2109375
260,15,10,9.75,5.841255187988281e-05
260,16,60,3.546875,0.02880859375
260,17,40,3.171875,0.0419921875
260,18,20,0.029541015625,0.97265625
260,19,40,3.515625,0.02978515625
260,20,20,2.6875,0.06787109375
260,21,40,2.859375,0.057373046875
260,22,30,4.375,0.0125732421875
260,23,70,6.09375,0.00225830078125
260,24,30,5.0,0.006744384765625
260,25,50,0.8828125,0.4140625
260,26,40,3.078125,0.046142578125
260,27,30,1.796875,0.166015625
260,28,70,3.1875,0.041259765625
260,29,50,0.82421875,0.439453125
260,30,50,1.3984375,0.2470703125
260,31,30,4.5,0.0111083984375
260,32,30,5.15625,0.005767822265625
260,33,60,2.5,0.08203125
260,34,50,1.2109375,0.298828125
260,35,10,6.21875,0.0019989013671875
260,36,70,2.09375,0.123046875
260,37,70,5.90625,0.002716064453125
260,38,60,1.6484375,0.1923828125
260,39,20,1.2421875,0.2890625
260,40,50,1.671875,0.1875
260,41,40,0.859375,0.423828125
260,42,70,3.1875,0.041259765625
260,43,40,0.9375,0.392578125
260,44,30,1.2109375,0.298828125
260,45,50,0.58984375,0.5546875
260,46,70,5.25,0.0052490234375
260,47,50,1.5625,0.2099609375
260,48,40,1.8984375,0.1494140625
260,49,50,1.7734375,0.169921875
260,50,50,0.8125,0.443359375
260,51,40,1.234375,0.291015625
260,52,60,3.4375,0.0322265625
260,53,60,1.5546875,0.2109375
260,54,30,4.6875,0.00921630859375
260,55,70,3.03125,0.04833984375
260,56,30,1.921875,0.146484375
260,57,60,1.9296875,0.1455078125
260,58,40,1.0390625,0.353515625
260,59,70,2.34375,0.09619140625
260,60,50,1.4375,0.2373046875
260,61,60,1.0078125,0.365234375
260,62,60,3.96875,0.0189208984375
260,63,30,5.21875,0.005401611328125
260,64,50,0.765625,0.46484375
260,65,30,2.875,0.056396484375
260,66,40,1.234375,0.291015625
260,67,10,1.6953125,0.18359375
260,68,30,1.7578125,0.1728515625
260,69,30,2.421875,0.0888671875
260,70,80,2.828125,0.05908203125
260,71,60,2.59375,0.07470703125
260,72,30,2.75,0.06396484375
260,73,40,1.0703125,0.34375
260,74,70,1.9296875,0.1455078125
260,75,80,1.625,0.197265625
260,76,40,2.53125,0.07958984375
260,77,50,0.78515625,0.455078125
260,78,50,0.75,0.47265625
260,79,40,1.5703125,0.2080078125
260,80,50,0.5,0.60546875
260,81,70,4.125,0.01611328125
260,82,80,3.875,0.020751953125
260,83,40,1.4375,0.2373046875
260,84,50,1.15625,0.314453125
260,85,60,1.0078125,0.365234375
260,86,40,0.9296875,0.39453125
260,87,80,1.3046875,0.271484375
260,88,50,0.59765625,0.55078125
260,89,30,1.671875,0.1875
260,90,30,1.6875,0.1845703125
260,91,90,2.421875,0.0888671875
260,92,40,0.98046875,0.375
260,93,20,2.203125,0.1103515625
260,94,40,0.62890625,0.53125
260,95,50,0.7578125,0.46875
260,96,40,1.125,0.32421875
260,97,40,0.73046875,0.482421875
260,98,50,0.625,0.53515625
260,99,60,2.078125,0.125
260,100,30,1.9296875,0.1455078125
260,101,50,0.609375,0.54296875
260,102,70,2.046875,0.12890625
260,103,50,3.15625,0.04248046875
260,104,40,3.1875,0.041259765625
260,105,90,2.5,0.08203125
260,106,30,1.75,0.173828125
260,107,40,0.77734375,0.458984375
260,108,20,1.625,0.197265625
260,109,50,0.3359375,0.71484375
260,110,40,1.015625,0.361328125
260,111,50,0.28125,0.75390625
260,112,90,1.453125,0.2333984375
260,113,70,2.203125,0.1103515625
260,114,50,0.70703125,0.4921875
260,115,30,5.59375,0.00372314453125
260,116,90,0.8515625,0.42578125
260,117,50,0.67578125,0.5078125
260,118,70,1.671875,0.1875
260,119,40,1.6640625,0.189453125
260,120,60,0.78125,0.45703125
260,121,30,1.1640625,0.3125
260,122,50,1.484375,0.2265625
260,123,10,8.25,0.0002613067626953125
260,124,40,1.8203125,0.162109375
260,125,50,1.9609375,0.140625
260,126,30,1.6640625,0.189453125
260,127,20,0.82421875,0.439453125
260,128,50,0.2412109375,0.78515625
260,129,50,0.70703125,0.4921875
260,130,50,0.6953125,0.498046875
260,131,60,2.515625,0.0810546875
260,132,40,0.66796875,0.51171875
260,133,30,1.6328125,0.1953125
260,134,50,1.84375,0.158203125
260,135,70,1.4453125,0.2353515625
260,136,50,1.5546875,0.2109375
260,137,50,0.27734375,0.7578125
260,138,30,1.2265625,0.29296875
260,139,50,0.478515625,0.62109375
260,140,30,5.0,0.006744384765625
260,141,40,1.359375,0.255859375
260,142,90,0.67578125,0.5078125
260,143,70,2.328125,0.09765625
260,144,30,1.625,0.197265625
260,145,50,0.765625,0.46484375
260,146,70,1.140625,0.3203125
260,147,50,0.1923828125,0.82421875
260,148,70,5.5625,0.00384521484375
260,149,50,0.1513671875,0.859375
260,150,60,1.84375,0.158203125
260,151,50,1.1015625,0.33203125
260,152,70,1.5390625,0.21484375
260,153,70,1.3828125,0.25
260,154,80,3.703125,0.024658203125
260,155,50,1.125,0.32421875
260,156,10,2.53125,0.07958984375
260,157,50,1.9921875,0.13671875
260,158,50,0.5546875,0.57421875
260,159,50,0.51171875,0.59765625
260,160,30,1.2890625,0.275390625
260,161,60,0.6640625,0.515625
260,162,70,2.03125,0.130859375
260,163,30,3.421875,0.03271484375
260,164,30,1.796875,0.166015625
260,165,50,0.51171875,0.59765625
260,166,70,1.3359375,0.263671875
260,167,70,1.4921875,0.224609375
