participant_id,trial_index,ground_truth,nll,prob_step_1
70,1,90,2.46875,0.08447265625
70,2,60,1.5859375,0.205078125
70,3,10,5.1875,0.005584716796875
70,4,70,2.34375,0.09619140625
70,5,50,1.171875,0.310546875
70,6,60,5.71875,0.0032806396484375
70,7,90,5.4375,0.004364013671875
70,8,70,4.09375,0.0167236328125
70,9,90,7.40625,0.000606536865234375
70,10,70,3.9375,0.01953125
70,11,60,2.734375,0.06494140625
70,12,90,3.734375,0.02392578125
70,13,60,3.953125,0.0191650390625
70,14,40,1.875,0.1533203125
70,15,50,1.515625,0.2197265625
70,16,50,3.0,0.0498046875
70,17,60,2.9375,0.052978515625
70,18,50,2.703125,0.06689453125
70,19,90,3.859375,0.0211181640625
70,20,50,2.734375,0.06494140625
70,21,70,2.5625,0.0771484375
70,22,60,2.296875,0.1005859375
70,23,50,2.84375,0.05810546875
70,24,60,6.65625,0.00128936767578125
70,25,30,2.578125,0.07568359375
70,26,50,3.53125,0.029296875
70,27,50,3.046875,0.047607421875
70,28,50,1.9140625,0.1474609375
70,29,50,1.671875,0.1875
70,30,50,1.5859375,0.205078125
70,31,70,2.5625,0.0771484375
70,32,70,2.109375,0.12109375
70,33,60,2.078125,0.125
70,34,60,1.4296875,0.2392578125
70,35,70,1.5703125,0.2080078125
70,36,50,1.96875,0.1396484375
70,37,70,2.53125,0.07958984375
70,38,70,1.8203125,0.162109375
70,39,50,1.8671875,0.154296875
70,40,50,1.5859375,0.205078125
70,41,70,1.625,0.197265625
70,42,60,1.6484375,0.1923828125
70,43,70,1.7421875,0.1748046875
70,44,50,1.6640625,0.189453125
70,45,70,1.640625,0.1943359375
70,46,50,1.6328125,0.1953125
70,47,50,2.125,0.11962890625
70,48,40,1.75,0.173828125
70,49,50,1.5546875,0.2109375
70,50,50,1.71875,0.1796875
70,51,50,0.80859375,0.4453125
70,52,60,1.8359375,0.1591796875
70,53,60,1.5234375,0.2177734375
70,54,50,1.171875,0.310546875
70,55,60,1.28125,0.27734375
70,56,50,0.921875,0.3984375
70,57,50,0.91796875,0.3984375
70,58,70,1.9453125,0.142578125
70,59,50,0.890625,0.41015625
70,60,50,1.2265625,0.29296875
70,61,50,0.9296875,0.39453125
70,62,70,2.40625,0.09033203125
70,63,90,5.9375,0.0026397705078125
70,64,70,1.3203125,0.267578125
70,65,50,1.75,0.173828125
70,66,50,1.078125,0.33984375
70,67,50,1.25,0.287109375
70,68,50,1.140625,0.3203125
70,69,60,1.7421875,0.1748046875
70,70,50,1.453125,0.2333984375
70,71,60,1.609375,0.2001953125
70,72,70,1.7578125,0.1728515625
70,73,50,1.3671875,0.25390625
70,74,60,1.2578125,0.28515625
70,75,60,1.203125,0.30078125
70,76,70,1.2578125,0.28515625
70,77,60,1.3203125,0.267578125
70,78,60,1.6328125,0.1953125
70,79,60,1.0390625,0.353515625
70,80,50,1.75,0.173828125
70,81,50,1.6484375,0.1923828125
70,82,60,1.1796875,0.306640625
70,83,60,1.6640625,0.189453125
70,84,60,1.1015625,0.33203125
70,85,60,0.87109375,0.41796875
70,86,60,1.140625,0.3203125
70,87,60,1.0390625,0.353515625
70,88,60,0.921875,0.3984375
70,89,60,0.474609375,0.62109375
70,90,60,0.408203125,0.6640625
70,91,60,0.30859375,0.734375
70,92,50,2.28125,0.10205078125
70,93,60,1.0546875,0.34765625
70,94,60,0.80859375,0.4453125
70,95,50,1.5703125,0.2080078125
70,96,50,1.0,0.3671875
70,97,60,1.0234375,0.359375
70,98,60,0.46875,0.625
70,99,50,1.2890625,0.275390625
70,100,60,0.64453125,0.5234375
70,101,60,0.5,0.60546875
70,102,60,0.490234375,0.61328125
70,103,50,1.0859375,0.337890625
70,104,60,0.76171875,0.466796875
70,105,60,0.458984375,0.6328125
70,106,50,1.09375,0.333984375
70,107,60,0.3828125,0.68359375
70,108,50,1.3359375,0.263671875
70,109,50,1.09375,0.333984375
70,110,50,1.0859375,0.337890625
70,111,60,0.66796875,0.51171875
70,112,60,0.765625,0.46484375
70,113,60,0.703125,0.494140625
70,114,60,0.486328125,0.61328125
70,115,50,0.79296875,0.453125
70,116,60,0.953125,0.384765625
70,117,50,0.890625,0.41015625
70,118,60,0.94921875,0.38671875
70,119,60,0.73828125,0.478515625
70,120,60,0.498046875,0.609375
70,121,60,0.443359375,0.640625
70,122,70,4.375,0.0125732421875
70,123,60,0.46875,0.625
70,124,60,0.4921875,0.609375
70,125,60,0.462890625,0.62890625
70,126,60,0.51953125,0.59375
70,127,60,0.69140625,0.5
70,128,50,1.4921875,0.224609375
70,129,50,1.2265625,0.29296875
70,130,70,2.6875,0.06787109375
70,131,50,1.6875,0.1845703125
70,132,70,1.75,0.173828125
70,133,60,0.640625,0.52734375
70,134,50,1.328125,0.265625
70,135,50,1.046875,0.3515625
70,136,60,0.734375,0.48046875
70,137,60,0.625,0.53515625
70,138,70,2.4375,0.08740234375
