trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,S,1,S,I,1,1,8f72b862f61da89684a1cbe9677736b79bfad4ba79f3633ea72fde50c6c48593,967196436,1
2,I,2,S,I,1,2,6f3a39c545632083bfe558632f658c2174ff89e8a7bb0c063083dbb38cf1889b,967196436,1
3,S,1,S,I,1,3,57d77c1d4137558fe3d57cf3302367e434e60748b3c9540832c980695eabdc28,967196436,1
4,I,2,S,I,0,3,d02da6538b51fede521006ac8908cc485cb548a9504ea1f4c3670ead997e5731,967196436,1
5,S,1,S,I,1,4,223a8bb15fcedb631617b239826896d46c94f4a3ef8d7a8957cf2a6457904f27,967196436,1
6,S,1,S,I,0,4,085f756dba9601a2910f5789c3c1402a51d75fce941902c7d2eca70125c72919,967196436,1
7,I,2,S,I,0,4,474d4a7dd095876d0c482c60bd92c004caeefd3dc152939199026ac7d44398ba,967196436,1
8,I,2,S,I,1,5,2012f265fd4f292a58b0cca6363d43f5e51539b8a30be08fc71838c9f24c7142,967196436,1
9,S,1,S,I,0,5,ee9a38e15bbb6f649e69e7bfa2ab0fc281fcc56b75bfdb22af56b00a3fca1980,967196436,1
10,I,2,S,I,0,5,d25094f6b0686e4a490eeece8e6be55f7a276faff73038486b69f81f33e8ffc2,967196436,1
11,S,1,S,I,1,6,fb7c29f2aef298ddfb5657670b93963236b94845a0cf78f02d24dda83b2e1658,967196436,1
12,S,1,S,I,0,6,4c9fcf7d5d0f06810ddbf2c5a2b3075f6536ee6a3b46939d7d40ca5b755054b1,967196436,1
13,I,2,S,I,0,6,0aa5b1293e2b037d7842924faac311e64f90e9a9d3d4f047d5d36a30c7d3574e,967196436,1
14,I,2,S,I,0,6,4b11f7b6328107b989664c46bfab4a2583926e20a41a11a0f7485f01979479aa,967196436,1
15,S,1,S,I,1,7,cb77f16872f3fdde70c6ceb2f940af9ebf902a976f3df7a4db6ab3aa71eff050,967196436,1
16,S,1,S,I,1,8,e24bb12c7c0b3686f94c40aecde19bf1485e79c518b2e650babe4a5fe240f6d1,967196436,1
17,I,2,S,I,0,8,a19ca6c50c9303585d20f4408ade578914232e526500f124a224d6904a2ac1c1,967196436,1
18,I,2,S,I,0,8,d6feb57f2cda48d1bae463f8dc7683f0724e82ca70ccfb1d646725b3a4715c20,967196436,1
19,S,1,S,I,0,8,e34012d22a629b36f53516c6ec0e6a238db826f5cc021569945babc81d8773d0,967196436,1
20,S,1,S,I,1,9,7e354ae4763201711b302c52c79c30f3066da9ade25dbae3baebd04f0978b5e0,967196436,1
21,I,2,S,I,0,9,23ad9a8017c079ff332b2882019cba6873da46368582510de9465892157910c3,967196436,1
22,I,2,S,I,0,9,703a6ae928bf6faab5f8d5bd8cc9eebbc8a3bd7fa1a5b77b2527862f19c0ae72,967196436,1
23,S,1,S,I,1,10,9f0b3e1b520f61566b7957c744dc96c4ad3e0ddbe421cf0006b426a3d34aecf2,967196436,1
24,S,1,S,I,1,11,02176b5340260da789635a00e91267dbca90fde5ef70670a650350148529b1b3,967196436,1
25,I,2,S,I,0,11,2a6ff840f3ac60e44e259557ff44a49bdef8016bdde9621edd83968d5fb5e4c2,967196436,1
26,I,2,S,I,0,11,fa1f7f4e35e33d25c08257449c972c0be794112dfec4007b9dc5e8f6a09bca84,967196436,1
27,S,1,S,I,1,12,b7c60ebd04af29a92ef54de3017ac0d3ae7ebdae3c2aa85e75bd1b7bec36c3d3,967196436,1
28,S,1,S,I,1,13,23d540b60d7be8de16814b77e1eb00273bd5318ae98fa370db31fda66e33b869,967196436,1
29,I,2,S,I,0,13,70578ec66561297b3775045034df66c9ccc46cb3cad12d3d9ad4595b01463bf8,967196436,1
30,I,2,S,I,0,13,4d530bd05bb5eecd41c05eccbffc9cd8ccdf0cc4df41984ffcd7814689bc1e27,967196436,1
31,S,1,S,I,0,13,648b0221a73cffb257cbf47a812ac555ad6cacebf338993adc98152cf74bfeb0,967196436,1
32,S,1,S,I,1,14,14de36b48c460c79291b8201b58b3c5988b37dda949c27443a530523a0426a58,967196436,1
33,I,2,S,I,0,14,c5ad407b61ed12f106d2042c0a92146ea12ba08d70c4e4c690ece0fb993b6037,967196436,1
34,I,2,S,I,0,14,f6cf8a3ae728e14da0ed9c9e8af834fc3aa43ee207d5e033e7bc8d4230344de8,967196436,1
35,S,1,S,I,1,15,c2e3f159c77060b21223be480113c02b4bc1059a322f7ef8b6492bf44eee999b,967196436,1
36,S,1,S,I,0,15,b8b9868f44b3ccfd206c5cb9bf0dfa4d155e328c51493c8a403e1c06fc50c214,967196436,1
37,I,2,S,I,1,16,a17d534d08de237f36b5daff00f80cca4bf78feda146feefea661f13e9f227e0,967196436,1
38,I,2,S,I,1,17,13904032ed3d2b741e5c525e1b87f814bd1b4545ca23ae3fc5136a3e774c6a14,967196436,1
39,S,1,S,I,0,17,059b2c42149da6c2b2dedfce60df6adfbbe17983a71315b6adcd2261f0477336,967196436,1
40,S,1,S,I,1,18,efd3cd55e595a9ae323f4d9f6d5c4c1e90612badb7a988d4d4424c00c6ff4cd6,967196436,1
41,I,2,S,I,0,18,40d214c73c757a18add40d154410ff7cc5c044410526a2a39ec7bb3aa9826ff3,967196436,1
42,I,2,S,I,1,19,3e26788d3e0290d800df45fac694a5761852b9412cada25c00a6f2b7dad243f5,967196436,1
43,S,1,S,I,0,19,792b2d269296cafab98d292ce91fe2a0024332941fbd4b4c7e27050addb14a2d,967196436,1
44,S,1,S,I,0,19,962a2f39a904d5ecfdd50e2ec917f82c315701fd4265f2133d1d5cc0febc4d52,967196436,1
45,I,2,S,I,1,20,2298aa97288f2663709e17646c73f8d9d36769ea7123d43bdcfafa16bd446308,967196436,1
46,I,2,S,I,0,20,3d820d850d1dbfdea9e5bc68c95e77b7d032ba7de7f4237539ecf67892e8db18,967196436,1
47,S,1,S,I,0,20,dd1c2be0c0b7c7d12a315c01b55e2cb0d10e3f08e78fa89a3cbcd68eebcd4cbc,967196436,1
48,S,1,S,I,0,20,71500803c39e70d0c1df47ff436fd45912d6031cbc2dc4134865dbd1b15376e9,967196436,1
49,I,2,S,I,0,20,9abfb5993ef763f63673ef0367834351d1e0f8e256b5c5ec0a1b56c198c88051,967196436,1
50,I,2,S,I,1,21,fb02ffc0d8c6d225cc7e7314d65ddfbb74c25b71f87429ccf5be94466b4635a7,967196436,1
51,S,1,S,I,0,21,374e06074af6ee126aee56324e54ca854ad132b8cac3d0f7001c249b1d1bc40b,967196436,1
52,S,1,S,I,0,21,590a537c5a7ec07aeb441d779cc4c8ac990efe60f1daefc89ab9d0fa601a1219,967196436,1
53,I,2,S,I,1,22,d0851fd4c9611ebe7bef4e2a998fa158dc18b6b7196eec64fb5535a271400edd,967196436,1
54,I,2,S,I,1,23,9d11d2c770c460a80e8a36ef6809f25b253912f2430fada91ad7a7e494726872,967196436,1
55,S,1,S,I,0,23,ec51c361c8c6f2ddccb4d1809d58a76584fa7b181726f8c908ab43632d6b5a3a,967196436,1
56,S,1,S,I,1,24,6f42d3a5f1b701e0661f151cabb39ab4a6ca905a500fde2523a360132304fdbe,967196436,1
57,I,2,S,I,1,25,9f232b9332a833652f4e059e832fdbbfa441b6312c8dc77a8d66edbf3a465bc8,967196436,1
58,I,2,S,I,0,25,a92a2d216ae66c38d19d2a98d77a3e1ff0c35816cb968bb11b17529bbc0b0415,967196436,1
59,S,1,S,I,1,26,ffc8f8ac7badc70869621a8bf437b5667a5ca60a75d7b1c1a3803ff787e603e4,967196436,1
60,S,1,S,I,1,27,ca922d1867761bb553e32aae1336a94ebbb9e0323db5f2630dd740929d33577d,967196436,1
61,I,2,S,I,0,27,ac41294e57125089ba15ef9a77aaa1063197302ea2339302568ed9ae0e8a0e8f,967196436,1
62,I,2,S,I,1,28,2fcfc502d06eb451741031f0ec1cace533f161e7513e7bd9300fba23f449124b,967196436,1
63,S,1,S,I,1,29,b4498baa26f00f0afef69504056cccd6c27f639de5a667288309ddf9c7872584,967196436,1
64,S,1,S,I,1,30,972e66072fd65d7739880823a2a751364488508e22edded1bfab7225ebe6919c,967196436,1
65,I,2,S,I,0,30,9b894b351e72969293d52e0cbf95902f98d1474da861be03719699e2b21bba6e,967196436,1
66,I,2,S,I,0,30,ef5f2880139b0d30588a54d96952af78a23bba374283b7846a0846962b75d37d,967196436,1
67,S,1,S,I,1,31,044e911f7f21856e0b61a9bfc2fd94e10d44f00a4c7f23ea5d284ecfaad9f2a2,967196436,1
68,S,1,S,I,1,32,6caaab33b4305f70152edad19ff5735b204307daa66c44a41ff8cc235cc8ce29,967196436,1
69,I,2,S,I,1,33,34d7b5a24a0e5a8961c9e84d8d2b65bd4c20794e7ad3e8e8fdbfa7d343fa3dac,967196436,1
70,I,2,S,I,0,33,789bada7021ca1a1042bbc7a5eaf392d5219450acece2d347b01b017900f2c7f,967196436,1
71,S,1,S,I,0,33,f202af328ce6787bf32c98a89193463b6033237fc0de1d2713225f873cbee536,967196436,1
72,S,1,S,I,1,34,e5becb19161970e2cea04614e9aedf6d5db3fd5d3dc4fa1cdf6a3c60c1ef45d1,967196436,1
73,I,2,S,I,1,35,78bb59f9bd6a098de523cc054d5ec8614499e75928fe6beed3ba55e68add0630,967196436,1
74,I,2,S,I,1,36,4f67d67026d582a3cd702d7a1d1dc9f5d934c0128bfc4ca835c403d8f79c3c33,967196436,1
75,S,1,S,I,0,36,55139d8973bc66fe2288b5823646bb697b186abce794ba1fa4425b8d62abac42,967196436,1
76,S,1,S,I,0,36,ef1b9252d2b7985b90a99ea54c94bb2e5d6ef740a6f1875a0a5a5e91706ff75d,967196436,1
77,I,2,S,I,1,37,3de19adc9f90b5ef893ea2391370fafa857fd0907d6ce67c71aa721ffc23faca,967196436,1
78,I,2,S,I,1,38,4c08b7060876bd7ba9e43b12fd4f707d2e2044cbe5d97e0ec9d590d7048f26bd,967196436,1
79,S,1,S,I,0,38,1e35565d09f80d7a915c8aefc9c1dc550d91820d560d185823ebfdf6ff504075,967196436,1
80,S,1,S,I,0,38,5ddc4cb8467116e58a36318750c5a7456d338887d437713b2cbd1b9eb4b069f7,967196436,1
81,I,2,S,I,1,39,e74e40ced8bb63064e650c3ce66620efb197f9adee5f3725027312f3b11de7eb,967196436,1
82,I,2,S,I,0,39,accaccb2545b96fdfc1a3ddb99f4685c1de53660568fa01bce709ba77ee21a5c,967196436,1
83,S,1,S,I,0,39,0605ba1c6e7d279249216082d510948c2f999ebab31669ac75d8b2022ac69e86,967196436,1
84,S,1,S,I,0,39,b47d82d7d097ebd71f796924ee07dff7e150163138325fec50b0005091431a81,967196436,1
85,I,2,S,I,0,39,a02608f5657a896f47a2a6680a9423c924d070920ffc9155d8608ca9c7b8ad78,967196436,1
86,I,2,S,I,0,39,c5b3cb7a3ee26e4e56f76a3edf6887a9ff3dc913dc22703e5fea6affcef758ed,967196436,1
87,S,1,S,I,1,40,f2e0ff60284c7059de18b9fd8d758e07931799bec91517f5397b11bca4ab81af,967196436,1
88,S,1,S,I,1,41,3376ffdd6f7aba728647c6e70687ae5b971f5a922c93fb68dd8390b823403e4d,967196436,1
89,I,2,S,I,0,41,eb22418b66f68d8076eced62c6bdd9f3ec7ce026dad74a85fe14243c026b0182,967196436,1
90,I,2,S,I,0,41,41a0ab5bff2ed716ac25552870e5733b1eb58c9bc9cb11ed87132718fdef912c,967196436,1
91,S,1,S,I,1,42,062bb93caa519a7dce607d32c195ffe5f2ca00bfcc04fe75a56cc322c5e8c11b,967196436,1
92,S,1,S,I,1,43,662f914581e9c5b160c305cc85db1c949ed23bfcb1fdcd33cc71797e1cf7c9af,967196436,1
93,I,2,S,I,1,44,8d785fb3a0e2dd50fbc1ac99d83df9fdac2565b94249bb8d90422e7f2a687952,967196436,1
94,I,2,S,I,0,44,ee937fa2eff9909d5c60c1c8816632789cd00195c1590ee63572046b1464996d,967196436,1
95,S,1,S,I,1,45,b80b5d38bf96c7a60e0185e1bd430179c272db789c82360068796b323bfbb8d6,967196436,1
96,S,1,S,I,1,46,971c78c15d35f1e9edf1852a5befc67668d6af31d50fc5940068400c65061bf8,967196436,1
97,I,2,S,I,0,46,528663d3bfe9dbebcb4ff778bc170d000334a160e8baa517ce26650ee6776559,967196436,1
98,I,2,S,I,0,46,e61b350fcf178dfb3660d155a3bd69a293fa086652b5f666d498c0afedef4ef1,967196436,1
99,S,1,S,I,1,47,88923baf8873c97e3cfaba9a39cb5259fd10fc2a341275296171043fcd30fee3,967196436,1
100,S,1,S,I,1,48,8783e429e68c7efce74f5bc425c05a4b4327242b85c5897e9721e0b5c90cf5d9,967196436,1
101,I,2,S,I,0,48,1824769dc5635b5093dcb88aaa81bdc51595b1f9da19292dc43f4c05c3a86ee5,967196436,1
102,I,2,S,I,0,48,bd18380c05f995e302dbe63f8d15516971f8f94105602a158783eeae88948be0,967196436,1
103,S,1,S,I,0,48,a1e2fead3d2ec5454f32832fdc8cc36f9909707142cb5bccfa49efaf37674948,967196436,1
104,S,1,S,I,0,48,99f545e4dc949956683ce7e57baa8704a68ceb4003704307be47664b96e88947,967196436,1
105,I,2,S,I,1,49,f712b745ce89866aaefa10ae93a7e30dd6f4a6c12a9537599316239d6ce0bc5a,967196436,1
106,I,2,S,I,1,50,d43c652e556367a625255f6659f7c312f03cc6ab28aebe988e88d022d6e55bff,967196436,1
107,S,1,S,I,0,50,fa4f5fff22654dee32d20c5e80dee22c313fea8be2d14a81f45552c198b4f45f,967196436,1
108,S,1,S,I,0,50,4fb59eb92f10319241f5aab5b2ee8e750e252d8aae21e0c10ee40c8e0f378454,967196436,1
109,I,2,S,I,0,50,921db724c431c69284898e9ed5e3d5a2cc09ef9db31421c01ac3c59c375c54a0,967196436,1
110,I,2,S,I,1,51,2560bc08f89e8f9fd1e7d6127b2f3cfb1dde97a77a69e39924febb5812611bdc,967196436,1
111,S,1,S,I,1,52,606872840fb09639a51652117e71fa9927d479e802b20ab2acc245b08916d87e,967196436,1
112,S,1,S,I,0,52,03085658618f9e94df7a0cf7b6a95d9a716f4d32ab224a01696ea02a9057733c,967196436,1
113,I,2,S,I,1,53,da852bc8ae461b33ecbc9525be482ff713b0cfe86aeae651b44cf9574be8b317,967196436,1
114,I,2,S,I,1,54,98857e31ec8de790328f6785a4ef8e77cca63b4062472d5fd059b3a43400eac6,967196436,1
115,S,1,S,I,0,54,9d7873f86f549c6a5a11b8f1de9510e65d2f069a492419f2b3e54f2afad17fab,967196436,1
116,S,1,S,I,0,54,fbc6d1ec531bfae994801ae16b2ab31a934b261df02148eac09a304276153e26,967196436,1
117,I,2,S,I,1,55,e530996074cb7b9b4ba40422d1e1e861870705a7ff923463997f4614aa41e0f6,967196436,1
118,I,2,S,I,0,55,b8b65e1406bc73aa79c622d878635236ae67d1bae1094893be3fc36a9370a66a,967196436,1
119,S,1,S,I,0,55,c7ce816a92f59e0530faca31d053cf7d5ba7f0183f399ca8484fec96162a2ed2,967196436,1
120,S,1,S,I,1,56,2a48dc3be22bc75562974f650ea5dd8bbcb2d8008c52033da95bbb9b24996d95,967196436,1
121,I,2,S,I,1,57,dde5d4e297b9a6235366fcd6d0fe321cb9d05e07532266a23767245b25affff9,967196436,1
122,I,2,S,I,1,58,d1efed4846a3aa109ffdf41e4d0963f15b143714ea3eccfcacda83ae1304af49,967196436,1
123,S,1,S,I,0,58,332d1b734e0aed4e70547250219d068261c8d6299cadf7584dadf9fffe2366d9,967196436,1
124,S,1,S,I,1,59,9fc595276ba32c102a66e31e9949184e9092ef8078dce85a9b4f0697de348a31,967196436,1
125,I,2,S,I,1,60,5463dd35d2970e754f3530482a28c794aa5fafb595d941fdb6546bf104090134,967196436,1
126,I,2,S,I,1,61,c246b0eeabdb5ed8fe5cdc37cec53f5d032d8298ff3f02f067b35bbbb0078fa1,967196436,1
127,S,1,S,I,0,61,c41bb15957630063a10b2ab4191b9d8cfea539969047699b9657a1179d9f2d71,967196436,1
128,S,1,S,I,1,62,522016e7539bbbe26ba07850a8f58289968fdcd20a61049c792e596fb5858030,967196436,1
129,I,2,S,I,1,63,b80b0b48e9373608d46ebfe3c7ed81cb4896513f98166c59f1ede2fde46fdb36,967196436,1
130,I,2,S,I,1,64,694f41dd0d4d0e5388b12081a1d0def0921ac535682d718f0b80b4aa03a7e148,967196436,1
131,S,1,S,I,0,64,69b199ef23c502aafb192bc7a213623b377acc09b4b34a8f7217baecd0e37f8a,967196436,1
132,S,1,S,I,0,64,cc11232ccae3ff0f07699d555ba91e5b16a05e4fdd3e20452db5222903d4e9aa,967196436,1
133,I,2,S,I,1,65,d6578ba4399274ff95b877b97fe52f8ae332c8c8efa92abf2e6ba37ebacaa23e,967196436,1
134,I,2,S,I,1,66,3fb0de82acd47588f6419f895f5dee319a5f28f54866157c26541970f72749f6,967196436,1
135,S,1,S,I,0,66,ebbced03dbd53552726ac843e510b9cfca6e4ebcbb624a375ee137e797fc027a,967196436,1
136,S,1,S,I,0,66,f16bbdf1a5e1360775cc4b07f7e0d464d77fa4bd59bddbbfbc5674449b566499,967196436,1
137,I,2,S,I,0,66,7e01aa8d4c4ee22767b7e579974ab2210bed6054d5821747f9875ad8097ace9e,967196436,1
138,I,2,S,I,1,67,833a9da19dc6efd808ff983166d932019fa3f48415574385f5534a171e798464,967196436,1
139,S,1,S,I,0,67,7bdcf3b117f1d154c58538b6848d333a12c670bba3af538ef6fefc005644da7e,967196436,1
140,S,1,S,I,0,67,dfd5fdbec2844d03017b8e5285ff2fc60f03d6350bc519082b4b56493254201a,967196436,1
